Wavelength_nm,ensemble_id,n_PVK,k_PVK,eps1,eps2
800.0,nominal,2.575138849872905,0.0,6.631340096124747,0.0
801.0,nominal,2.573900436818321,0.0,6.624963458653545,0.0
802.0,nominal,2.572666653342849,0.0,6.618613709222295,0.0
803.0,nominal,2.571437476399439,0.0,6.612290695031516,0.0
804.0,nominal,2.5702128830842796,0.0,6.605994264372405,0.0
805.0,nominal,2.5689928506357305,0.0,6.599724266617496,0.0
806.0,nominal,2.567777356433265,0.0,6.593480552211408,0.0
807.0,nominal,2.5665663779964216,0.0,6.58726297266167,0.0
808.0,nominal,2.565359892983764,0.0,6.5810713805296706,0.0
809.0,nominal,2.564157879191852,0.0,6.574905629421656,0.0
810.0,nominal,2.5629603145542186,0.0,6.568765573979859,0.0
811.0,nominal,2.5617671771403567,0.0,6.562651069873672,0.0
812.0,nominal,2.560578445154718,0.0,6.556561973790953,0.0
813.0,nominal,2.559394096935714,0.0,6.550498143429378,0.0
814.0,nominal,2.5582141109547307,0.0,6.5444594374879035,0.0
815.0,nominal,2.5570384658151526,0.0,6.538445715658309,0.0
816.0,nominal,2.555867140251388,0.0,6.532456838616808,0.0
817.0,nominal,2.5547001131279115,0.0,6.526492668015764,0.0
818.0,nominal,2.5535373634383083,0.0,6.5205530664754665,0.0
819.0,nominal,2.5523788703043295,0.0,6.514637897576005,0.0
820.0,nominal,2.551224612974955,0.0,6.5087470258492095,0.0
821.0,nominal,2.5500745708254646,0.0,6.5028803167706775,0.0
822.0,nominal,2.5489287233565157,0.0,6.497037636751877,0.0
823.0,nominal,2.5477870501932305,0.0,6.491218853132323,0.0
824.0,nominal,2.5466495310842907,0.0,6.485423834171837,0.0
825.0,nominal,2.545516145901037,0.0,6.47965244904287,0.0
826.0,nominal,2.544386874636583,0.0,6.473904567822919,0.0
827.0,nominal,2.543261697404928,0.0,6.468180061486994,0.0
828.0,nominal,2.5421405944400837,0.0,6.462478801900182,0.0
829.0,nominal,2.541023546095206,0.0,6.456800661810256,0.0
830.0,nominal,2.5399105328417337,0.0,6.45114551484038,0.0
831.0,nominal,2.538801535268535,0.0,6.445513235481871,0.0
832.0,nominal,2.5376965340810624,0.0,6.439903699087037,0.0
833.0,nominal,2.536595510100511,0.0,6.434316781862071,0.0
834.0,nominal,2.535498444262988,0.0,6.428752360860034,0.0
835.0,nominal,2.534405317618689,0.0,6.423210313973889,0.0
836.0,nominal,2.533316111331076,0.0,6.417690519929605,0.0
837.0,nominal,2.532230806676069,0.0,6.412192858279334,0.0
838.0,nominal,2.5311493850412385,0.0,6.40671720939464,0.0
839.0,nominal,2.5300718279250116,0.0,6.4012634544598095,0.0
840.0,nominal,2.528998116935876,0.0,6.395831475465208,0.0
841.0,nominal,2.5279282337915996,0.0,6.390421155200716,0.0
842.0,nominal,2.526862160318448,0.0,6.385032377249213,0.0
843.0,nominal,2.525799878450415,0.0,6.379665025980132,0.0
844.0,nominal,2.52474137022846,0.0,6.374318986543082,0.0
845.0,nominal,2.5236866177997426,0.0,6.368994144861504,0.0
846.0,nominal,2.522635603416875,0.0,6.363690387626421,0.0
847.0,nominal,2.5215883094371723,0.0,6.3584076022902165,0.0
848.0,nominal,2.520544718321915,0.0,6.3531456770605015,0.0
849.0,nominal,2.5195048126356125,0.0,6.347904500894013,0.0
850.0,nominal,2.518468575045276,0.0,6.342683963490584,0.0
851.0,nominal,2.5174359883196944,0.0,6.337483955287157,0.0
852.0,nominal,2.516407035328721,0.0,6.332304367451882,0.0
853.0,nominal,2.515381699042561,0.0,6.32714509187824,0.0
854.0,nominal,2.514359962531066,0.0,6.322006021179225,0.0
855.0,nominal,2.513341808963039,0.0,6.3168870486816004,0.0
856.0,nominal,2.5123272216055352,0.0,6.311788068420189,0.0
857.0,nominal,2.511316183823181,0.0,6.306708975132225,0.0
858.0,nominal,2.510308679077486,0.0,6.3016496642517525,0.0
859.0,nominal,2.509304690926174,0.0,6.296610031904101,0.0
860.0,nominal,2.508304203022502,0.0,6.291589974900348,0.0
861.0,nominal,2.5073071991146065,0.0,6.286589390731933,0.0
862.0,nominal,2.5063136630448337,0.0,6.281608177565213,0.0
863.0,nominal,2.5053235787490906,0.0,6.276646234236151,0.0
864.0,nominal,2.5043369302561933,0.0,6.271703460245013,0.0
865.0,nominal,2.5033537016872236,0.0,6.2667797557511244,0.0
866.0,nominal,2.50237387725489,0.0,6.261875021567671,0.0
867.0,nominal,2.5013974412628937,0.0,6.256989159156552,0.0
868.0,nominal,2.5004243781053006,0.0,6.25212207062328,0.0
869.0,nominal,2.4994546722659177,0.0,6.247273658711926,0.0
870.0,nominal,2.498488308317673,0.0,6.242443826800108,0.0
871.0,nominal,2.497525270922005,0.0,6.237632478894033,0.0
872.0,nominal,2.4965655448282504,0.0,6.232839519623579,0.0
873.0,nominal,2.4956091148730435,0.0,6.228064854237416,0.0
874.0,nominal,2.4946559659797156,0.0,6.223308388598188,0.0
875.0,nominal,2.4937060831577,0.0,6.218570029177717,0.0
876.0,nominal,2.492759451501945,0.0,6.2138496830522785,0.0
877.0,nominal,2.491816056192328,0.0,6.209147257897888,0.0
878.0,nominal,2.490875882493074,0.0,6.204462661985651,0.0
