Wavelength_nm,R_front,T_front,R_stack,R_total,ensemble_id,d_PVK_nm,Delta_R_stack_vs_700nm,Delta_R_total_vs_700nm
577.0,0.04193131469631514,0.9580686853036848,0.07946304483729225,0.11511393813781352,nominal,600.0,0.00024552187243859214,0.00022687046140633382
578.0,0.04193131469631514,0.9580686853036848,0.07968469653220553,0.1153187557785654,nominal,600.0,0.0002676845815364204,0.00024735393201744116
579.0,0.04193131469631514,0.9580686853036848,0.07989396477072544,0.11551213397037216,nominal,600.0,0.00028611150205480607,0.000264385777999962
580.0,0.04193131469631514,0.9580686853036848,0.07999004372934797,0.11560091865220783,nominal,600.0,0.00031243766624450275,0.0002887148933026218
581.0,0.04193131469631514,0.9580686853036848,0.08004781794721422,0.11565430701973484,nominal,600.0,0.00034684106641803825,0.0003205072056636782
582.0,0.04193131469631514,0.9580686853036848,0.08017621278068421,0.11577295586522643,nominal,600.0,0.0003760489964694941,0.00034750085487265936
583.0,0.04193131469631514,0.9580686853036848,0.08036180232269953,0.11594446024114831,nominal,600.0,0.00039469213577084106,0.00036473409104810506
584.0,0.04193131469631514,0.9580686853036848,0.08054460675635827,0.1161133935005842,nominal,600.0,0.00041404511549206213,0.0003826237089280399
585.0,0.04193131469631514,0.9580686853036848,0.08068156350657474,0.11623995969496366,nominal,600.0,0.00044090003462564364,0.00040744487438458543
586.0,0.04193131469631514,0.9580686853036848,0.08074050667274438,0.11629443144392002,nominal,600.0,0.00046506755073749684,0.0004297802723532834
587.0,0.04193131469631514,0.9580686853036848,0.08072675722669531,0.1162817250040346,nominal,600.0,0.0004777139342053427,0.0004414663582617412
