Wavelength_nm,R_front,T_front,R_stack,R_total,d_PVK_bulk_nm,d_C60_bulk_nm,ensemble_id,d_BEMA_rear_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
1091.0,0.04193131469631514,0.9580686853036848,0.5689954179794555,0.5769751733420238,685.0,0.0,nominal,30.0,0.0010473185498808268,0.0010088513878306893
1092.0,0.04193131469631514,0.9580686853036848,0.5711894323463238,0.5790888976301178,685.0,0.0,nominal,30.0,0.001077672123340867,0.0010382844412618608
1093.0,0.04193131469631514,0.9580686853036848,0.5734554074849748,0.5812723675998154,685.0,0.0,nominal,30.0,0.0011077490450590588,0.0010674685212985757
1094.0,0.04193131469631514,0.9580686853036848,0.5757930823489951,0.5835253722613684,685.0,0.0,nominal,30.0,0.0011375280459661186,0.001096383499092024
1095.0,0.04193131469631514,0.9580686853036848,0.5782021413700748,0.58584764916422,685.0,0.0,nominal,30.0,0.0011669871880449767,0.0011250085671364873
1096.0,0.04193131469631514,0.9580686853036848,0.5806822124775133,0.5882388824175276,685.0,0.0,nominal,30.0,0.0011961038873342655,0.001153322258699352
1097.0,0.04193131469631514,0.9580686853036848,0.5832328651630178,0.5906987007470923,685.0,0.0,nominal,30.0,0.0012248549399083153,0.0011813024700930708
1098.0,0.04193131469631514,0.9580686853036848,0.5858536085985773,0.5932266755960788,685.0,0.0,nominal,30.0,0.0012532165508634119,0.001208926485834927
1099.0,0.04193131469631514,0.9580686853036848,0.5885438898155934,0.5958223192773187,685.0,0.0,nominal,30.0,0.0012811643664021322,0.001236171006796738
1100.0,0.04193131469631514,0.9580686853036848,0.5913030919535518,0.5984850831851319,685.0,0.0,nominal,30.0,0.0013086735090450663,0.0012630121813888007
400.0,0.04193131469631514,0.9580686853036848,0.075565605991973,0.11151312689193181,700.0,15.0,more_absorptive,0.0,0.0,0.0
401.0,0.04193131469631514,0.9580686853036848,0.0741024107284254,0.11016159780070853,700.0,15.0,more_absorptive,0.0,0.0,0.0
402.0,0.04193131469631514,0.9580686853036848,0.0726034270129008,0.10877718401448627,700.0,15.0,more_absorptive,0.0,0.0,0.0
403.0,0.04193131469631514,0.9580686853036848,0.07107142318917542,0.10736245426738072,700.0,15.0,more_absorptive,0.0,0.0,0.0
404.0,0.04193131469631514,0.9580686853036848,0.06950917574250846,0.10591998375687835,700.0,15.0,more_absorptive,0.0,0.0,0.0
405.0,0.04193131469631514,0.9580686853036848,0.06791946462475476,0.10445234975559008,700.0,15.0,more_absorptive,0.0,0.0,0.0
406.0,0.04193131469631514,0.9580686853036848,0.06630506870884345,0.10296212735172112,700.0,15.0,more_absorptive,0.0,0.0,0.0
407.0,0.04193131469631514,0.9580686853036848,0.0646687613333087,0.10145188528207946,700.0,15.0,more_absorptive,0.0,0.0,0.0
408.0,0.04193131469631514,0.9580686853036848,0.06301330593405592,0.0999241818551018,700.0,15.0,more_absorptive,0.0,0.0,0.0
409.0,0.04193131469631514,0.9580686853036848,0.06134145178860043,0.09838156098720383,700.0,15.0,more_absorptive,0.0,0.0,0.0
410.0,0.04193131469631514,0.9580686853036848,0.059655929859708696,0.09682654834033977,700.0,15.0,more_absorptive,0.0,0.0,0.0
411.0,0.04193131469631514,0.9580686853036848,0.05795944872170078,0.09526164754522953,700.0,15.0,more_absorptive,0.0,0.0,0.0
412.0,0.04193131469631514,0.9580686853036848,0.05625469057899306,0.09368933651895074,700.0,15.0,more_absorptive,0.0,0.0,0.0
413.0,0.04193131469631514,0.9580686853036848,0.05454430740093642,0.09211206389888323,700.0,15.0,more_absorptive,0.0,0.0,0.0
414.0,0.04193131469631514,0.9580686853036848,0.05283091714731743,0.0905322455691104,700.0,15.0,more_absorptive,0.0,0.0,0.0
415.0,0.04193131469631514,0.9580686853036848,0.05111710008720588,0.08895226128146883,700.0,15.0,more_absorptive,0.0,0.0,0.0
416.0,0.04193131469631514,0.9580686853036848,0.04940539523415875,0.08737445139212924,700.0,15.0,more_absorptive,0.0,0.0,0.0
417.0,0.04193131469631514,0.9580686853036848,0.047698296898054035,0.08580111371357699,700.0,15.0,more_absorptive,0.0,0.0,0.0
418.0,0.04193131469631514,0.9580686853036848,0.04599825134289712,0.08423450047175429,700.0,15.0,more_absorptive,0.0,0.0,0.0
419.0,0.04193131469631514,0.9580686853036848,0.0443076535611709,0.08267681537766453,700.0,15.0,more_absorptive,0.0,0.0,0.0
420.0,0.04193131469631514,0.9580686853036848,0.04262884418876827,0.08113021083510771,700.0,15.0,more_absorptive,0.0,0.0,0.0
421.0,0.04193131469631514,0.9580686853036848,0.040964106545951035,0.07959678527061961,700.0,15.0,more_absorptive,0.0,0.0,0.0
422.0,0.04193131469631514,0.9580686853036848,0.03931566380866893,0.07807858058907882,700.0,15.0,more_absorptive,0.0,0.0,0.0
423.0,0.04193131469631514,0.9580686853036848,0.03768567632806918,0.07657757977085361,700.0,15.0,more_absorptive,0.0,0.0,0.0
424.0,0.04193131469631514,0.9580686853036848,0.036076239104620315,0.07509570461582861,700.0,15.0,more_absorptive,0.0,0.0,0.0
425.0,0.04193131469631514,0.9580686853036848,0.03448937940927897,0.07363481362675396,700.0,15.0,more_absorptive,0.0,0.0,0.0
426.0,0.04193131469631514,0.9580686853036848,0.032927054560303884,0.07219670003925137,700.0,15.0,more_absorptive,0.0,0.0,0.0
427.0,0.04193131469631514,0.9580686853036848,0.03139114987379934,0.07078309001452587,700.0,15.0,more_absorptive,0.0,0.0,0.0
428.0,0.04193131469631514,0.9580686853036848,0.029883476779962285,0.06939564098679375,700.0,15.0,more_absorptive,0.0,0.0,0.0
429.0,0.04193131469631514,0.9580686853036848,0.028405771107165433,0.06803594016679851,700.0,15.0,more_absorptive,0.0,0.0,0.0
430.0,0.04193131469631514,0.9580686853036848,0.02695969154442819,0.06670550321054158,700.0,15.0,more_absorptive,0.0,0.0,0.0
431.0,0.04193131469631514,0.9580686853036848,0.025546818288055394,0.06540577305796963,700.0,15.0,more_absorptive,0.0,0.0,0.0
432.0,0.04193131469631514,0.9580686853036848,0.02416865186531391,0.06413811893449925,700.0,15.0,more_absorptive,0.0,0.0,0.0
433.0,0.04193131469631514,0.9580686853036848,0.022826612138991415,0.06290383551837936,700.0,15.0,more_absorptive,0.0,0.0,0.0
434.0,0.04193131469631514,0.9580686853036848,0.021522037502075955,0.06170414228187233,700.0,15.0,more_absorptive,0.0,0.0,0.0
435.0,0.04193131469631514,0.9580686853036848,0.020256184256374092,0.06054018300007438,700.0,15.0,more_absorptive,0.0,0.0,0.0
436.0,0.04193131469631514,0.9580686853036848,0.019030226172979878,0.059413025424994534,700.0,15.0,more_absorptive,0.0,0.0,0.0
437.0,0.04193131469631514,0.9580686853036848,0.017845254237306103,0.05832366112695434,700.0,15.0,more_absorptive,0.0,0.0,0.0
438.0,0.04193131469631514,0.9580686853036848,0.016702276579758715,0.05727300550390281,700.0,15.0,more_absorptive,0.0,0.0,0.0
439.0,0.04193131469631514,0.9580686853036848,0.015602218583759571,0.05626189795065619,700.0,15.0,more_absorptive,0.0,0.0,0.0
440.0,0.04193131469631514,0.9580686853036848,0.014545923169413324,0.05529110218617019,700.0,15.0,more_absorptive,0.0,0.0,0.0
441.0,0.04193131469631514,0.9580686853036848,0.013534151253202266,0.05436130673890743,700.0,15.0,more_absorptive,0.0,0.0,0.0
442.0,0.04193131469631514,0.9580686853036848,0.012567582376539673,0.053473125583458035,700.0,15.0,more_absorptive,0.0,0.0,0.0
443.0,0.04193131469631514,0.9580686853036848,0.0116468154970291,0.05262709892254661,700.0,15.0,more_absorptive,0.0,0.0,0.0
444.0,0.04193131469631514,0.9580686853036848,0.01077236993868592,0.05182369411081118,700.0,15.0,more_absorptive,0.0,0.0,0.0
445.0,0.04193131469631514,0.9580686853036848,0.009709855224663782,0.05084757836955716,700.0,15.0,more_absorptive,0.0,0.0,0.0
446.0,0.04193131469631514,0.9580686853036848,0.008751434612354522,0.049967166900652164,700.0,15.0,more_absorptive,0.0,0.0,0.0
447.0,0.04193131469631514,0.9580686853036848,0.007897218199153368,0.04918253775442271,700.0,15.0,more_absorptive,0.0,0.0,0.0
448.0,0.04193131469631514,0.9580686853036848,0.00714715653716706,0.048493624932044906,700.0,15.0,more_absorptive,0.0,0.0,0.0
449.0,0.04193131469631514,0.9580686853036848,0.00654050451757911,0.04793646197582202,700.0,15.0,more_absorptive,0.0,0.0,0.0
450.0,0.04193131469631514,0.9580686853036848,0.00605655700692868,0.04749201395084129,700.0,15.0,more_absorptive,0.0,0.0,0.0
451.0,0.04193131469631514,0.9580686853036848,0.00567276329250459,0.047139558061237444,700.0,15.0,more_absorptive,0.0,0.0,0.0
452.0,0.04193131469631514,0.9580686853036848,0.005365204751815531,0.04685712072102585,700.0,15.0,more_absorptive,0.0,0.0,0.0
453.0,0.04193131469631514,0.9580686853036848,0.005118537927674127,0.04663060676311489,700.0,15.0,more_absorptive,0.0,0.0,0.0
454.0,0.04193131469631514,0.9580686853036848,0.004899258600931873,0.04642924665834197,700.0,15.0,more_absorptive,0.0,0.0,0.0
455.0,0.04193131469631514,0.9580686853036848,0.00468413390706882,0.046231705274256615,700.0,15.0,more_absorptive,0.0,0.0,0.0
456.0,0.04193131469631514,0.9580686853036848,0.00448359073155503,0.04604755679209516,700.0,15.0,more_absorptive,0.0,0.0,0.0
457.0,0.04193131469631514,0.9580686853036848,0.004311790761986854,0.045889804180856815,700.0,15.0,more_absorptive,0.0,0.0,0.0
458.0,0.04193131469631514,0.9580686853036848,0.004165808834747517,0.04575576036607756,700.0,15.0,more_absorptive,0.0,0.0,0.0
459.0,0.04193131469631514,0.9580686853036848,0.0040442980791915795,0.04564418777075927,700.0,15.0,more_absorptive,0.0,0.0,0.0
460.0,0.04193131469631514,0.9580686853036848,0.003950124747394622,0.04555771749947647,700.0,15.0,more_absorptive,0.0,0.0,0.0
461.0,0.04193131469631514,0.9580686853036848,0.0038710448972282987,0.045485106641586184,700.0,15.0,more_absorptive,0.0,0.0,0.0
462.0,0.04193131469631514,0.9580686853036848,0.0037994587184971866,0.0454193768634443,700.0,15.0,more_absorptive,0.0,0.0,0.0
463.0,0.04193131469631514,0.9580686853036848,0.0037556345857602856,0.04537913813816165,700.0,15.0,more_absorptive,0.0,0.0,0.0
464.0,0.04193131469631514,0.9580686853036848,0.003755860563406594,0.04537934562739729,700.0,15.0,more_absorptive,0.0,0.0,0.0
465.0,0.04193131469631514,0.9580686853036848,0.003790997513589398,0.04541160788814432,700.0,15.0,more_absorptive,0.0,0.0,0.0
466.0,0.04193131469631514,0.9580686853036848,0.0038537346746510093,0.04546921251649601,700.0,15.0,more_absorptive,0.0,0.0,0.0
467.0,0.04193131469631514,0.9580686853036848,0.0039490742075944255,0.04555675289413641,700.0,15.0,more_absorptive,0.0,0.0,0.0
468.0,0.04193131469631514,0.9580686853036848,0.004076146665216903,0.04567343140455828,700.0,15.0,more_absorptive,0.0,0.0,0.0
469.0,0.04193131469631514,0.9580686853036848,0.004224521022295295,0.04580967099006835,700.0,15.0,more_absorptive,0.0,0.0,0.0
470.0,0.04193131469631514,0.9580686853036848,0.004390466490338519,0.04596204664485087,700.0,15.0,more_absorptive,0.0,0.0,0.0
471.0,0.04193131469631514,0.9580686853036848,0.004589435104994181,0.04614474784959812,700.0,15.0,more_absorptive,0.0,0.0,0.0
472.0,0.04193131469631514,0.9580686853036848,0.004837303858167231,0.04637235544777678,700.0,15.0,more_absorptive,0.0,0.0,0.0
473.0,0.04193131469631514,0.9580686853036848,0.005121731878042002,0.0466335397353704,700.0,15.0,more_absorptive,0.0,0.0,0.0
474.0,0.04193131469631514,0.9580686853036848,0.00541704496908035,0.04690472614929832,700.0,15.0,more_absorptive,0.0,0.0,0.0
475.0,0.04193131469631514,0.9580686853036848,0.0057345434583749005,0.04719629293838544,700.0,15.0,more_absorptive,0.0,0.0,0.0
476.0,0.04193131469631514,0.9580686853036848,0.006116505525969273,0.047547068531102445,700.0,15.0,more_absorptive,0.0,0.0,0.0
477.0,0.04193131469631514,0.9580686853036848,0.006567263820735328,0.047961037728217776,700.0,15.0,more_absorptive,0.0,0.0,0.0
478.0,0.04193131469631514,0.9580686853036848,0.007044456744705035,0.048399301122628975,700.0,15.0,more_absorptive,0.0,0.0,0.0
479.0,0.04193131469631514,0.9580686853036848,0.007523723277363714,0.048839486618931116,700.0,15.0,more_absorptive,0.0,0.0,0.0
480.0,0.04193131469631514,0.9580686853036848,0.008015584907429082,0.04929125856710882,700.0,15.0,more_absorptive,0.0,0.0,0.0
481.0,0.04193131469631514,0.9580686853036848,0.008535553696018971,0.04976886704136965,700.0,15.0,more_absorptive,0.0,0.0,0.0
482.0,0.04193131469631514,0.9580686853036848,0.009097905873137888,0.05028542950636736,700.0,15.0,more_absorptive,0.0,0.0,0.0
483.0,0.04193131469631514,0.9580686853036848,0.00971069079699456,0.05084834596267398,700.0,15.0,more_absorptive,0.0,0.0,0.0
484.0,0.04193131469631514,0.9580686853036848,0.010371610982705809,0.05145551287085831,700.0,15.0,more_absorptive,0.0,0.0,0.0
485.0,0.04193131469631514,0.9580686853036848,0.011072264304060164,0.05209921814611624,700.0,15.0,more_absorptive,0.0,0.0,0.0
486.0,0.04193131469631514,0.9580686853036848,0.011789543086364236,0.05275823678941212,700.0,15.0,more_absorptive,0.0,0.0,0.0
487.0,0.04193131469631514,0.9580686853036848,0.012507748162673343,0.053418146229092286,700.0,15.0,more_absorptive,0.0,0.0,0.0
488.0,0.04193131469631514,0.9580686853036848,0.013262453694252219,0.054111636288315224,700.0,15.0,more_absorptive,0.0,0.0,0.0
489.0,0.04193131469631514,0.9580686853036848,0.014092030998517297,0.054873975810708235,700.0,15.0,more_absorptive,0.0,0.0,0.0
490.0,0.04193131469631514,0.9580686853036848,0.014960066666888512,0.05567171343876856,700.0,15.0,more_absorptive,0.0,0.0,0.0
491.0,0.04193131469631514,0.9580686853036848,0.015809335568070956,0.05645226036950272,700.0,15.0,more_absorptive,0.0,0.0,0.0
492.0,0.04193131469631514,0.9580686853036848,0.01665723639498204,0.05723160542569479,700.0,15.0,more_absorptive,0.0,0.0,0.0
493.0,0.04193131469631514,0.9580686853036848,0.017556758182362898,0.05805845833086755,700.0,15.0,more_absorptive,0.0,0.0,0.0
494.0,0.04193131469631514,0.9580686853036848,0.018511915550018212,0.05893652056707753,700.0,15.0,more_absorptive,0.0,0.0,0.0
495.0,0.04193131469631514,0.9580686853036848,0.019493024111577387,0.059838512644168236,700.0,15.0,more_absorptive,0.0,0.0,0.0
496.0,0.04193131469631514,0.9580686853036848,0.02048157287142159,0.06074742006805825,700.0,15.0,more_absorptive,0.0,0.0,0.0
497.0,0.04193131469631514,0.9580686853036848,0.021470484209586235,0.06165673631945822,700.0,15.0,more_absorptive,0.0,0.0,0.0
498.0,0.04193131469631514,0.9580686853036848,0.02248046111141721,0.06258550053037364,700.0,15.0,more_absorptive,0.0,0.0,0.0
499.0,0.04193131469631514,0.9580686853036848,0.02356707467422663,0.06358482694708856,700.0,15.0,more_absorptive,0.0,0.0,0.0
500.0,0.04193131469631514,0.9580686853036848,0.02472746260042681,0.0646521021212377,700.0,15.0,more_absorptive,0.0,0.0,0.0
501.0,0.04193131469631514,0.9580686853036848,0.025853368472833975,0.06568776156151018,700.0,15.0,more_absorptive,0.0,0.0,0.0
502.0,0.04193131469631514,0.9580686853036848,0.02688600031812488,0.06663770937781816,700.0,15.0,more_absorptive,0.0,0.0,0.0
503.0,0.04193131469631514,0.9580686853036848,0.027910842357939978,0.0675805725589265,700.0,15.0,more_absorptive,0.0,0.0,0.0
504.0,0.04193131469631514,0.9580686853036848,0.02901005628650437,0.06859194867417859,700.0,15.0,more_absorptive,0.0,0.0,0.0
505.0,0.04193131469631514,0.9580686853036848,0.03018157564386772,0.06966995507833125,700.0,15.0,more_absorptive,0.0,0.0,0.0
506.0,0.04193131469631514,0.9580686853036848,0.03140185782798806,0.07079294472894022,700.0,15.0,more_absorptive,0.0,0.0,0.0
507.0,0.04193131469631514,0.9580686853036848,0.032631032923223426,0.0719242346038253,700.0,15.0,more_absorptive,0.0,0.0,0.0
508.0,0.04193131469631514,0.9580686853036848,0.033828317087737966,0.07302628545425595,700.0,15.0,more_absorptive,0.0,0.0,0.0
509.0,0.04193131469631514,0.9580686853036848,0.034981287482412624,0.07408765204159384,700.0,15.0,more_absorptive,0.0,0.0,0.0
510.0,0.04193131469631514,0.9580686853036848,0.03609394169772565,0.0751120030330524,700.0,15.0,more_absorptive,0.0,0.0,0.0
511.0,0.04193131469631514,0.9580686853036848,0.037208822125607305,0.07613849957804408,700.0,15.0,more_absorptive,0.0,0.0,0.0
512.0,0.04193131469631514,0.9580686853036848,0.03837981862617431,0.07721676701503231,700.0,15.0,more_absorptive,0.0,0.0,0.0
513.0,0.04193131469631514,0.9580686853036848,0.039583744686930385,0.07832546696166867,700.0,15.0,more_absorptive,0.0,0.0,0.0
514.0,0.04193131469631514,0.9580686853036848,0.040749737852046226,0.07939934125191637,700.0,15.0,more_absorptive,0.0,0.0,0.0
515.0,0.04193131469631514,0.9580686853036848,0.04186566724387335,0.08042720555315315,700.0,15.0,more_absorptive,0.0,0.0,0.0
516.0,0.04193131469631514,0.9580686853036848,0.04297164510830636,0.08144599874622932,700.0,15.0,more_absorptive,0.0,0.0,0.0
517.0,0.04193131469631514,0.9580686853036848,0.04408465343458488,0.0824713637599429,700.0,15.0,more_absorptive,0.0,0.0,0.0
518.0,0.04193131469631514,0.9580686853036848,0.045194232565568565,0.08349366505510483,700.0,15.0,more_absorptive,0.0,0.0,0.0
519.0,0.04193131469631514,0.9580686853036848,0.046301190677308895,0.0845136464714829,700.0,15.0,more_absorptive,0.0,0.0,0.0
520.0,0.04193131469631514,0.9580686853036848,0.047423767891990626,0.08554811664909479,700.0,15.0,more_absorptive,0.0,0.0,0.0
521.0,0.04193131469631514,0.9580686853036848,0.048551138436054186,0.08658710215691542,700.0,15.0,more_absorptive,0.0,0.0,0.0
522.0,0.04193131469631514,0.9580686853036848,0.049605793955684326,0.08755916256178206,700.0,15.0,more_absorptive,0.0,0.0,0.0
523.0,0.04193131469631514,0.9580686853036848,0.050539282783360145,0.08841961729606736,700.0,15.0,more_absorptive,0.0,0.0,0.0
524.0,0.04193131469631514,0.9580686853036848,0.051427314858729915,0.08923823436871339,700.0,15.0,more_absorptive,0.0,0.0,0.0
525.0,0.04193131469631514,0.9580686853036848,0.05235960481942965,0.09009771555285047,700.0,15.0,more_absorptive,0.0,0.0,0.0
526.0,0.04193131469631514,0.9580686853036848,0.053374685353374585,0.09103359822443564,700.0,15.0,more_absorptive,0.0,0.0,0.0
527.0,0.04193131469631514,0.9580686853036848,0.054477312510426895,0.09205028750016947,700.0,15.0,more_absorptive,0.0,0.0,0.0
528.0,0.04193131469631514,0.9580686853036848,0.05553470819069421,0.09302535911721556,700.0,15.0,more_absorptive,0.0,0.0,0.0
529.0,0.04193131469631514,0.9580686853036848,0.05638166677101158,0.09380643983243864,700.0,15.0,more_absorptive,0.0,0.0,0.0
530.0,0.04193131469631514,0.9580686853036848,0.05710720154820289,0.0944755855167334,700.0,15.0,more_absorptive,0.0,0.0,0.0
531.0,0.04193131469631514,0.9580686853036848,0.05793144201270332,0.09523581493012101,700.0,15.0,more_absorptive,0.0,0.0,0.0
532.0,0.04193131469631514,0.9580686853036848,0.058883286497430534,0.09611380409638914,700.0,15.0,more_absorptive,0.0,0.0,0.0
533.0,0.04193131469631514,0.9580686853036848,0.05984729947281537,0.09700308919249447,700.0,15.0,more_absorptive,0.0,0.0,0.0
534.0,0.04193131469631514,0.9580686853036848,0.06076290163389783,0.09784778289886087,700.0,15.0,more_absorptive,0.0,0.0,0.0
535.0,0.04193131469631514,0.9580686853036848,0.06162781620368652,0.09864577422225179,700.0,15.0,more_absorptive,0.0,0.0,0.0
536.0,0.04193131469631514,0.9580686853036848,0.062431528844331986,0.0993873511688376,700.0,15.0,more_absorptive,0.0,0.0,0.0
537.0,0.04193131469631514,0.9580686853036848,0.06315179915622163,0.10005197936415616,700.0,15.0,more_absorptive,0.0,0.0,0.0
538.0,0.04193131469631514,0.9580686853036848,0.06380533368860396,0.1006550620653906,700.0,15.0,more_absorptive,0.0,0.0,0.0
539.0,0.04193131469631514,0.9580686853036848,0.06448276814569395,0.10128023463805379,700.0,15.0,more_absorptive,0.0,0.0,0.0
540.0,0.04193131469631514,0.9580686853036848,0.06523131128764602,0.1019710715078851,700.0,15.0,more_absorptive,0.0,0.0,0.0
541.0,0.04193131469631514,0.9580686853036848,0.06596255371987038,0.10264598339607872,700.0,15.0,more_absorptive,0.0,0.0,0.0
542.0,0.04193131469631514,0.9580686853036848,0.06659852822754189,0.10323299997640446,700.0,15.0,more_absorptive,0.0,0.0,0.0
543.0,0.04193131469631514,0.9580686853036848,0.06718048627424252,0.1037701858446239,700.0,15.0,more_absorptive,0.0,0.0,0.0
544.0,0.04193131469631514,0.9580686853036848,0.06776433083392354,0.1043091395092174,700.0,15.0,more_absorptive,0.0,0.0,0.0
545.0,0.04193131469631514,0.9580686853036848,0.06834852668713935,0.104848443945319,700.0,15.0,more_absorptive,0.0,0.0,0.0
546.0,0.04193131469631514,0.9580686853036848,0.06891645071802119,0.10537275233773045,700.0,15.0,more_absorptive,0.0,0.0,0.0
547.0,0.04193131469631514,0.9580686853036848,0.06946674191110687,0.10588080595570912,700.0,15.0,more_absorptive,0.0,0.0,0.0
548.0,0.04193131469631514,0.9580686853036848,0.07000420438890427,0.1063770382250651,700.0,15.0,more_absorptive,0.0,0.0,0.0
549.0,0.04193131469631514,0.9580686853036848,0.0705294788007005,0.10686203908383567,700.0,15.0,more_absorptive,0.0,0.0,0.0
550.0,0.04193131469631514,0.9580686853036848,0.07104135599495708,0.10733469052493293,700.0,15.0,more_absorptive,0.0,0.0,0.0
551.0,0.04193131469631514,0.9580686853036848,0.07154043205906448,0.10779554139527417,700.0,15.0,more_absorptive,0.0,0.0,0.0
552.0,0.04193131469631514,0.9580686853036848,0.07202852382831128,0.10824626799176261,700.0,15.0,more_absorptive,0.0,0.0,0.0
553.0,0.04193131469631514,0.9580686853036848,0.07250518069279963,0.10868645292685672,700.0,15.0,more_absorptive,0.0,0.0,0.0
554.0,0.04193131469631514,0.9580686853036848,0.07296637914884026,0.10911237907129782,700.0,15.0,more_absorptive,0.0,0.0,0.0
555.0,0.04193131469631514,0.9580686853036848,0.07341340893638339,0.10952523593337238,700.0,15.0,more_absorptive,0.0,0.0,0.0
556.0,0.04193131469631514,0.9580686853036848,0.07385836772268167,0.10993619552864448,700.0,15.0,more_absorptive,0.0,0.0,0.0
557.0,0.04193131469631514,0.9580686853036848,0.07429653802321341,0.11034090037747714,700.0,15.0,more_absorptive,0.0,0.0,0.0
558.0,0.04193131469631514,0.9580686853036848,0.07468516500436084,0.1106998582832547,700.0,15.0,more_absorptive,0.0,0.0,0.0
559.0,0.04193131469631514,0.9580686853036848,0.07499657852245521,0.11098750592825891,700.0,15.0,more_absorptive,0.0,0.0,0.0
560.0,0.04193131469631514,0.9580686853036848,0.07525797180085653,0.1112289565019629,700.0,15.0,more_absorptive,0.0,0.0,0.0
561.0,0.04193131469631514,0.9580686853036848,0.07550562151677022,0.11145771696100298,700.0,15.0,more_absorptive,0.0,0.0,0.0
562.0,0.04193131469631514,0.9580686853036848,0.07577835966450538,0.11170965776943177,700.0,15.0,more_absorptive,0.0,0.0,0.0
563.0,0.04193131469631514,0.9580686853036848,0.07610486731216227,0.11201127554818689,700.0,15.0,more_absorptive,0.0,0.0,0.0
564.0,0.04193131469631514,0.9580686853036848,0.07645275607968517,0.11233265366854346,700.0,15.0,more_absorptive,0.0,0.0,0.0
565.0,0.04193131469631514,0.9580686853036848,0.07677959123607672,0.11263459112489173,700.0,15.0,more_absorptive,0.0,0.0,0.0
566.0,0.04193131469631514,0.9580686853036848,0.07710406726259571,0.11293435737858026,700.0,15.0,more_absorptive,0.0,0.0,0.0
567.0,0.04193131469631514,0.9580686853036848,0.07745741959933382,0.11326081023777507,700.0,15.0,more_absorptive,0.0,0.0,0.0
568.0,0.04193131469631514,0.9580686853036848,0.07776621600316105,0.11354610699828782,700.0,15.0,more_absorptive,0.0,0.0,0.0
569.0,0.04193131469631514,0.9580686853036848,0.07790553927884442,0.11367483009238938,700.0,15.0,more_absorptive,0.0,0.0,0.0
570.0,0.04193131469631514,0.9580686853036848,0.07792612469812318,0.11369384943194845,700.0,15.0,more_absorptive,0.0,0.0,0.0
571.0,0.04193131469631514,0.9580686853036848,0.07803336127426089,0.11379292828939357,700.0,15.0,more_absorptive,0.0,0.0,0.0
572.0,0.04193131469631514,0.9580686853036848,0.07829675403250108,0.11403628798427594,700.0,15.0,more_absorptive,0.0,0.0,0.0
573.0,0.04193131469631514,0.9580686853036848,0.07860631857785443,0.1143223146378461,700.0,15.0,more_absorptive,0.0,0.0,0.0
574.0,0.04193131469631514,0.9580686853036848,0.07886722381450736,0.1145633876026708,700.0,15.0,more_absorptive,0.0,0.0,0.0
575.0,0.04193131469631514,0.9580686853036848,0.07903513766647483,0.11471854056521012,700.0,15.0,more_absorptive,0.0,0.0,0.0
576.0,0.04193131469631514,0.9580686853036848,0.07911517786256152,0.11479249874641244,700.0,15.0,more_absorptive,0.0,0.0,0.0
577.0,0.04193131469631514,0.9580686853036848,0.07921752296485365,0.11488706767640719,700.0,15.0,more_absorptive,0.0,0.0,0.0
578.0,0.04193131469631514,0.9580686853036848,0.07941701195066911,0.11507140184654796,700.0,15.0,more_absorptive,0.0,0.0,0.0
579.0,0.04193131469631514,0.9580686853036848,0.07960785326867063,0.1152477481923722,700.0,15.0,more_absorptive,0.0,0.0,0.0
580.0,0.04193131469631514,0.9580686853036848,0.07967760606310353,0.11531220375890526,700.0,15.0,more_absorptive,0.0,0.0,0.0
581.0,0.04193131469631514,0.9580686853036848,0.07970097688079618,0.11533379981407116,700.0,15.0,more_absorptive,0.0,0.0,0.0
582.0,0.04193131469631514,0.9580686853036848,0.07980016378421478,0.11542545501035384,700.0,15.0,more_absorptive,0.0,0.0,0.0
583.0,0.04193131469631514,0.9580686853036848,0.07996711018692869,0.1155797261501002,700.0,15.0,more_absorptive,0.0,0.0,0.0
584.0,0.04193131469631514,0.9580686853036848,0.08013056164086618,0.11573076979165614,700.0,15.0,more_absorptive,0.0,0.0,0.0
585.0,0.04193131469631514,0.9580686853036848,0.0802406634719491,0.11583251482057907,700.0,15.0,more_absorptive,0.0,0.0,0.0
586.0,0.04193131469631514,0.9580686853036848,0.08027543912200681,0.11586465117156666,700.0,15.0,more_absorptive,0.0,0.0,0.0
587.0,0.04193131469631514,0.9580686853036848,0.08024904329248994,0.11584025864577283,700.0,15.0,more_absorptive,0.0,0.0,0.0
588.0,0.04193131469631514,0.9580686853036848,0.08018696064067818,0.11578288795213852,700.0,15.0,more_absorptive,0.0,0.0,0.0
589.0,0.04193131469631514,0.9580686853036848,0.08011556589824526,0.11571691230880217,700.0,15.0,more_absorptive,0.0,0.0,0.0
590.0,0.04193131469631514,0.9580686853036848,0.08008625807703046,0.11568982916372428,700.0,15.0,more_absorptive,0.0,0.0,0.0
591.0,0.04193131469631514,0.9580686853036848,0.08012453163093308,0.11572519749071115,700.0,15.0,more_absorptive,0.0,0.0,0.0
592.0,0.04193131469631514,0.9580686853036848,0.08019193559640243,0.11578748530690039,700.0,15.0,more_absorptive,0.0,0.0,0.0
593.0,0.04193131469631514,0.9580686853036848,0.0802380093301306,0.115830062118801,700.0,15.0,more_absorptive,0.0,0.0,0.0
594.0,0.04193131469631514,0.9580686853036848,0.08021653283591752,0.11581021563520406,700.0,15.0,more_absorptive,0.0,0.0,0.0
