Wavelength_nm,R_front,T_front,R_stack,R_total,d_PVK_bulk_nm,d_C60_bulk_nm,ensemble_id,d_BEMA_rear_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
533.0,0.04193131469631514,0.9580686853036848,0.05984729947281537,0.09700308919249447,700.0,15.0,nominal,0.0,0.0,0.0
534.0,0.04193131469631514,0.9580686853036848,0.06076290163389783,0.09784778289886087,700.0,15.0,nominal,0.0,0.0,0.0
535.0,0.04193131469631514,0.9580686853036848,0.06162781620368652,0.09864577422225179,700.0,15.0,nominal,0.0,0.0,0.0
536.0,0.04193131469631514,0.9580686853036848,0.062431528844331986,0.0993873511688376,700.0,15.0,nominal,0.0,0.0,0.0
537.0,0.04193131469631514,0.9580686853036848,0.06315179915622163,0.10005197936415616,700.0,15.0,nominal,0.0,0.0,0.0
538.0,0.04193131469631514,0.9580686853036848,0.06380533368860396,0.1006550620653906,700.0,15.0,nominal,0.0,0.0,0.0
539.0,0.04193131469631514,0.9580686853036848,0.06448276814569395,0.10128023463805379,700.0,15.0,nominal,0.0,0.0,0.0
540.0,0.04193131469631514,0.9580686853036848,0.06523131128764602,0.1019710715078851,700.0,15.0,nominal,0.0,0.0,0.0
541.0,0.04193131469631514,0.9580686853036848,0.06596255371987038,0.10264598339607872,700.0,15.0,nominal,0.0,0.0,0.0
542.0,0.04193131469631514,0.9580686853036848,0.06659852822754189,0.10323299997640446,700.0,15.0,nominal,0.0,0.0,0.0
543.0,0.04193131469631514,0.9580686853036848,0.06718048627424252,0.1037701858446239,700.0,15.0,nominal,0.0,0.0,0.0
544.0,0.04193131469631514,0.9580686853036848,0.06776433083392354,0.1043091395092174,700.0,15.0,nominal,0.0,0.0,0.0
545.0,0.04193131469631514,0.9580686853036848,0.06834852668713935,0.104848443945319,700.0,15.0,nominal,0.0,0.0,0.0
546.0,0.04193131469631514,0.9580686853036848,0.06891645071802119,0.10537275233773045,700.0,15.0,nominal,0.0,0.0,0.0
547.0,0.04193131469631514,0.9580686853036848,0.06946674191110687,0.10588080595570912,700.0,15.0,nominal,0.0,0.0,0.0
