Wavelength_nm,R_front,T_front,R_stack,R_total,d_BEMA_front_nm,d_PVK_bulk_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
434.0,0.04193131469631514,0.9580686853036848,0.02152203750207596,0.061704142281872335,0.0,700.0,0.0,0.0
435.0,0.04193131469631514,0.9580686853036848,0.020256184256374106,0.060540183000074396,0.0,700.0,0.0,0.0
436.0,0.04193131469631514,0.9580686853036848,0.019030226172979885,0.059413025424994534,0.0,700.0,0.0,0.0
437.0,0.04193131469631514,0.9580686853036848,0.01784525423730611,0.05832366112695435,0.0,700.0,0.0,0.0
438.0,0.04193131469631514,0.9580686853036848,0.0167022765797587,0.057273005503902796,0.0,700.0,0.0,0.0
439.0,0.04193131469631514,0.9580686853036848,0.015602218583759575,0.05626189795065619,0.0,700.0,0.0,0.0
440.0,0.04193131469631514,0.9580686853036848,0.014545923169413303,0.05529110218617017,0.0,700.0,0.0,0.0
441.0,0.04193131469631514,0.9580686853036848,0.013534151253202273,0.05436130673890743,0.0,700.0,0.0,0.0
442.0,0.04193131469631514,0.9580686853036848,0.012567582376539673,0.053473125583458035,0.0,700.0,0.0,0.0
443.0,0.04193131469631514,0.9580686853036848,0.0116468154970291,0.05262709892254661,0.0,700.0,0.0,0.0
444.0,0.04193131469631514,0.9580686853036848,0.01077236993868592,0.05182369411081118,0.0,700.0,0.0,0.0
445.0,0.04193131469631514,0.9580686853036848,0.009709855224663794,0.050847578369557174,0.0,700.0,0.0,0.0
446.0,0.04193131469631514,0.9580686853036848,0.008751434612354525,0.04996716690065217,0.0,700.0,0.0,0.0
447.0,0.04193131469631514,0.9580686853036848,0.00789721819915337,0.04918253775442271,0.0,700.0,0.0,0.0
448.0,0.04193131469631514,0.9580686853036848,0.007147156537167064,0.04849362493204491,0.0,700.0,0.0,0.0
449.0,0.04193131469631514,0.9580686853036848,0.006540504517579116,0.04793646197582203,0.0,700.0,0.0,0.0
450.0,0.04193131469631514,0.9580686853036848,0.006056557006928682,0.047492013950841294,0.0,700.0,0.0,0.0
451.0,0.04193131469631514,0.9580686853036848,0.005672763292504599,0.04713955806123745,0.0,700.0,0.0,0.0
452.0,0.04193131469631514,0.9580686853036848,0.005365204751815534,0.04685712072102585,0.0,700.0,0.0,0.0
453.0,0.04193131469631514,0.9580686853036848,0.005118537927674124,0.04663060676311488,0.0,700.0,0.0,0.0
454.0,0.04193131469631514,0.9580686853036848,0.004899258600931875,0.04642924665834197,0.0,700.0,0.0,0.0
455.0,0.04193131469631514,0.9580686853036848,0.004684133907068822,0.046231705274256615,0.0,700.0,0.0,0.0
456.0,0.04193131469631514,0.9580686853036848,0.004483590731555032,0.04604755679209516,0.0,700.0,0.0,0.0
457.0,0.04193131469631514,0.9580686853036848,0.004311790761986859,0.04588980418085682,0.0,700.0,0.0,0.0
458.0,0.04193131469631514,0.9580686853036848,0.0041658088347475185,0.04575576036607756,0.0,700.0,0.0,0.0
459.0,0.04193131469631514,0.9580686853036848,0.004044298079191581,0.04564418777075928,0.0,700.0,0.0,0.0
460.0,0.04193131469631514,0.9580686853036848,0.003950124747394619,0.04555771749947647,0.0,700.0,0.0,0.0
461.0,0.04193131469631514,0.9580686853036848,0.0038710448972282927,0.04548510664158618,0.0,700.0,0.0,0.0
462.0,0.04193131469631514,0.9580686853036848,0.0037994587184971926,0.045419376863444307,0.0,700.0,0.0,0.0
463.0,0.04193131469631514,0.9580686853036848,0.003755634585760289,0.045379138138161655,0.0,700.0,0.0,0.0
464.0,0.04193131469631514,0.9580686853036848,0.0037558605634065846,0.045379345627397275,0.0,700.0,0.0,0.0
465.0,0.04193131469631514,0.9580686853036848,0.0037909975135893945,0.04541160788814432,0.0,700.0,0.0,0.0
466.0,0.04193131469631514,0.9580686853036848,0.0038537346746510067,0.04546921251649601,0.0,700.0,0.0,0.0
467.0,0.04193131469631514,0.9580686853036848,0.003949074207594427,0.04555675289413641,0.0,700.0,0.0,0.0
468.0,0.04193131469631514,0.9580686853036848,0.004076146665216895,0.045673431404558276,0.0,700.0,0.0,0.0
469.0,0.04193131469631514,0.9580686853036848,0.004224521022295292,0.045809670990068344,0.0,700.0,0.0,0.0
470.0,0.04193131469631514,0.9580686853036848,0.004390466490338522,0.04596204664485087,0.0,700.0,0.0,0.0
471.0,0.04193131469631514,0.9580686853036848,0.004589435104994185,0.04614474784959812,0.0,700.0,0.0,0.0
472.0,0.04193131469631514,0.9580686853036848,0.004837303858167233,0.04637235544777678,0.0,700.0,0.0,0.0
473.0,0.04193131469631514,0.9580686853036848,0.005121731878042,0.0466335397353704,0.0,700.0,0.0,0.0
474.0,0.04193131469631514,0.9580686853036848,0.005417044969080356,0.046904726149298324,0.0,700.0,0.0,0.0
475.0,0.04193131469631514,0.9580686853036848,0.00573454345837489,0.04719629293838543,0.0,700.0,0.0,0.0
476.0,0.04193131469631514,0.9580686853036848,0.006116505525969271,0.04754706853110244,0.0,700.0,0.0,0.0
477.0,0.04193131469631514,0.9580686853036848,0.006567263820735321,0.047961037728217776,0.0,700.0,0.0,0.0
478.0,0.04193131469631514,0.9580686853036848,0.0070444567447050365,0.048399301122628975,0.0,700.0,0.0,0.0
479.0,0.04193131469631514,0.9580686853036848,0.007523723277363718,0.048839486618931116,0.0,700.0,0.0,0.0
480.0,0.04193131469631514,0.9580686853036848,0.00801558490742909,0.04929125856710883,0.0,700.0,0.0,0.0
481.0,0.04193131469631514,0.9580686853036848,0.008535553696018968,0.049768867041369645,0.0,700.0,0.0,0.0
482.0,0.04193131469631514,0.9580686853036848,0.009097905873137878,0.05028542950636734,0.0,700.0,0.0,0.0
483.0,0.04193131469631514,0.9580686853036848,0.009710690796994551,0.05084834596267397,0.0,700.0,0.0,0.0
484.0,0.04193131469631514,0.9580686853036848,0.010371610982705805,0.05145551287085831,0.0,700.0,0.0,0.0
485.0,0.04193131469631514,0.9580686853036848,0.011072264304060164,0.05209921814611624,0.0,700.0,0.0,0.0
486.0,0.04193131469631514,0.9580686853036848,0.011789543086364231,0.05275823678941211,0.0,700.0,0.0,0.0
487.0,0.04193131469631514,0.9580686853036848,0.012507748162673337,0.053418146229092286,0.0,700.0,0.0,0.0
488.0,0.04193131469631514,0.9580686853036848,0.013262453694252207,0.05411163628831521,0.0,700.0,0.0,0.0
489.0,0.04193131469631514,0.9580686853036848,0.014092030998517288,0.05487397581070823,0.0,700.0,0.0,0.0
490.0,0.04193131469631514,0.9580686853036848,0.014960066666888516,0.05567171343876856,0.0,700.0,0.0,0.0
491.0,0.04193131469631514,0.9580686853036848,0.015809335568070963,0.056452260369502724,0.0,700.0,0.0,0.0
492.0,0.04193131469631514,0.9580686853036848,0.01665723639498204,0.05723160542569479,0.0,700.0,0.0,0.0
493.0,0.04193131469631514,0.9580686853036848,0.017556758182362905,0.05805845833086756,0.0,700.0,0.0,0.0
494.0,0.04193131469631514,0.9580686853036848,0.01851191555001822,0.05893652056707754,0.0,700.0,0.0,0.0
495.0,0.04193131469631514,0.9580686853036848,0.019493024111577405,0.05983851264416826,0.0,700.0,0.0,0.0
496.0,0.04193131469631514,0.9580686853036848,0.02048157287142159,0.06074742006805825,0.0,700.0,0.0,0.0
497.0,0.04193131469631514,0.9580686853036848,0.021470484209586235,0.06165673631945822,0.0,700.0,0.0,0.0
498.0,0.04193131469631514,0.9580686853036848,0.0224804611114172,0.06258550053037362,0.0,700.0,0.0,0.0
499.0,0.04193131469631514,0.9580686853036848,0.02356707467422663,0.06358482694708856,0.0,700.0,0.0,0.0
500.0,0.04193131469631514,0.9580686853036848,0.0247274626004268,0.06465210212123769,0.0,700.0,0.0,0.0
501.0,0.04193131469631514,0.9580686853036848,0.025853368472833992,0.0656877615615102,0.0,700.0,0.0,0.0
502.0,0.04193131469631514,0.9580686853036848,0.026886000318124898,0.06663770937781816,0.0,700.0,0.0,0.0
503.0,0.04193131469631514,0.9580686853036848,0.02791084235793996,0.06758057255892648,0.0,700.0,0.0,0.0
504.0,0.04193131469631514,0.9580686853036848,0.0290100562865044,0.06859194867417862,0.0,700.0,0.0,0.0
505.0,0.04193131469631514,0.9580686853036848,0.030181575643867673,0.06966995507833121,0.0,700.0,0.0,0.0
506.0,0.04193131469631514,0.9580686853036848,0.03140185782798802,0.07079294472894018,0.0,700.0,0.0,0.0
507.0,0.04193131469631514,0.9580686853036848,0.032631032923223384,0.07192423460382527,0.0,700.0,0.0,0.0
508.0,0.04193131469631514,0.9580686853036848,0.033828317087737966,0.07302628545425595,0.0,700.0,0.0,0.0
509.0,0.04193131469631514,0.9580686853036848,0.034981287482412624,0.07408765204159384,0.0,700.0,0.0,0.0
510.0,0.04193131469631514,0.9580686853036848,0.03609394169772569,0.07511200303305243,0.0,700.0,0.0,0.0
511.0,0.04193131469631514,0.9580686853036848,0.037208822125607305,0.07613849957804408,0.0,700.0,0.0,0.0
512.0,0.04193131469631514,0.9580686853036848,0.03837981862617433,0.07721676701503233,0.0,700.0,0.0,0.0
513.0,0.04193131469631514,0.9580686853036848,0.039583744686930336,0.07832546696166862,0.0,700.0,0.0,0.0
514.0,0.04193131469631514,0.9580686853036848,0.040749737852046226,0.07939934125191637,0.0,700.0,0.0,0.0
515.0,0.04193131469631514,0.9580686853036848,0.04186566724387335,0.08042720555315315,0.0,700.0,0.0,0.0
516.0,0.04193131469631514,0.9580686853036848,0.04297164510830633,0.08144599874622929,0.0,700.0,0.0,0.0
517.0,0.04193131469631514,0.9580686853036848,0.04408465343458487,0.0824713637599429,0.0,700.0,0.0,0.0
518.0,0.04193131469631514,0.9580686853036848,0.04519423256556855,0.08349366505510483,0.0,700.0,0.0,0.0
519.0,0.04193131469631514,0.9580686853036848,0.04630119067730887,0.08451364647148288,0.0,700.0,0.0,0.0
520.0,0.04193131469631514,0.9580686853036848,0.047423767891990626,0.08554811664909479,0.0,700.0,0.0,0.0
521.0,0.04193131469631514,0.9580686853036848,0.04855113843605417,0.08658710215691542,0.0,700.0,0.0,0.0
522.0,0.04193131469631514,0.9580686853036848,0.04960579395568428,0.08755916256178202,0.0,700.0,0.0,0.0
523.0,0.04193131469631514,0.9580686853036848,0.05053928278336019,0.0884196172960674,0.0,700.0,0.0,0.0
524.0,0.04193131469631514,0.9580686853036848,0.051427314858729894,0.08923823436871339,0.0,700.0,0.0,0.0
525.0,0.04193131469631514,0.9580686853036848,0.05235960481942965,0.09009771555285047,0.0,700.0,0.0,0.0
526.0,0.04193131469631514,0.9580686853036848,0.053374685353374564,0.09103359822443563,0.0,700.0,0.0,0.0
527.0,0.04193131469631514,0.9580686853036848,0.05447731251042687,0.09205028750016944,0.0,700.0,0.0,0.0
528.0,0.04193131469631514,0.9580686853036848,0.055534708190694254,0.0930253591172156,0.0,700.0,0.0,0.0
529.0,0.04193131469631514,0.9580686853036848,0.05638166677101159,0.09380643983243865,0.0,700.0,0.0,0.0
530.0,0.04193131469631514,0.9580686853036848,0.05710720154820289,0.0944755855167334,0.0,700.0,0.0,0.0
531.0,0.04193131469631514,0.9580686853036848,0.05793144201270333,0.09523581493012101,0.0,700.0,0.0,0.0
532.0,0.04193131469631514,0.9580686853036848,0.05888328649743052,0.09611380409638914,0.0,700.0,0.0,0.0
533.0,0.04193131469631514,0.9580686853036848,0.05984729947281534,0.09700308919249445,0.0,700.0,0.0,0.0
534.0,0.04193131469631514,0.9580686853036848,0.06076290163389787,0.0978477828988609,0.0,700.0,0.0,0.0
535.0,0.04193131469631514,0.9580686853036848,0.06162781620368649,0.09864577422225176,0.0,700.0,0.0,0.0
536.0,0.04193131469631514,0.9580686853036848,0.06243152884433197,0.09938735116883758,0.0,700.0,0.0,0.0
537.0,0.04193131469631514,0.9580686853036848,0.06315179915622163,0.10005197936415616,0.0,700.0,0.0,0.0
538.0,0.04193131469631514,0.9580686853036848,0.06380533368860396,0.1006550620653906,0.0,700.0,0.0,0.0
539.0,0.04193131469631514,0.9580686853036848,0.06448276814569398,0.10128023463805381,0.0,700.0,0.0,0.0
540.0,0.04193131469631514,0.9580686853036848,0.06523131128764602,0.1019710715078851,0.0,700.0,0.0,0.0
541.0,0.04193131469631514,0.9580686853036848,0.06596255371987038,0.10264598339607872,0.0,700.0,0.0,0.0
542.0,0.04193131469631514,0.9580686853036848,0.06659852822754189,0.10323299997640446,0.0,700.0,0.0,0.0
543.0,0.04193131469631514,0.9580686853036848,0.06718048627424245,0.10377018584462383,0.0,700.0,0.0,0.0
544.0,0.04193131469631514,0.9580686853036848,0.06776433083392348,0.10430913950921734,0.0,700.0,0.0,0.0
545.0,0.04193131469631514,0.9580686853036848,0.0683485266871393,0.10484844394531895,0.0,700.0,0.0,0.0
546.0,0.04193131469631514,0.9580686853036848,0.06891645071802116,0.10537275233773043,0.0,700.0,0.0,0.0
547.0,0.04193131469631514,0.9580686853036848,0.0694667419111069,0.10588080595570915,0.0,700.0,0.0,0.0
548.0,0.04193131469631514,0.9580686853036848,0.07000420438890421,0.10637703822506506,0.0,700.0,0.0,0.0
549.0,0.04193131469631514,0.9580686853036848,0.07052947880070042,0.10686203908383558,0.0,700.0,0.0,0.0
550.0,0.04193131469631514,0.9580686853036848,0.07104135599495708,0.10733469052493293,0.0,700.0,0.0,0.0
551.0,0.04193131469631514,0.9580686853036848,0.0715404320590645,0.1077955413952742,0.0,700.0,0.0,0.0
552.0,0.04193131469631514,0.9580686853036848,0.07202852382831125,0.10824626799176258,0.0,700.0,0.0,0.0
553.0,0.04193131469631514,0.9580686853036848,0.0725051806927997,0.10868645292685679,0.0,700.0,0.0,0.0
554.0,0.04193131469631514,0.9580686853036848,0.07296637914884029,0.10911237907129785,0.0,700.0,0.0,0.0
555.0,0.04193131469631514,0.9580686853036848,0.07341340893638339,0.10952523593337238,0.0,700.0,0.0,0.0
556.0,0.04193131469631514,0.9580686853036848,0.07385836772268167,0.10993619552864448,0.0,700.0,0.0,0.0
557.0,0.04193131469631514,0.9580686853036848,0.07429653802321341,0.11034090037747714,0.0,700.0,0.0,0.0
558.0,0.04193131469631514,0.9580686853036848,0.07468516500436087,0.11069985828325471,0.0,700.0,0.0,0.0
559.0,0.04193131469631514,0.9580686853036848,0.07499657852245524,0.11098750592825894,0.0,700.0,0.0,0.0
560.0,0.04193131469631514,0.9580686853036848,0.07525797180085646,0.11122895650196284,0.0,700.0,0.0,0.0
561.0,0.04193131469631514,0.9580686853036848,0.07550562151677019,0.11145771696100297,0.0,700.0,0.0,0.0
562.0,0.04193131469631514,0.9580686853036848,0.07577835966450538,0.11170965776943177,0.0,700.0,0.0,0.0
563.0,0.04193131469631514,0.9580686853036848,0.07610486731216223,0.11201127554818685,0.0,700.0,0.0,0.0
564.0,0.04193131469631514,0.9580686853036848,0.07645275607968521,0.11233265366854349,0.0,700.0,0.0,0.0
565.0,0.04193131469631514,0.9580686853036848,0.07677959123607668,0.1126345911248917,0.0,700.0,0.0,0.0
566.0,0.04193131469631514,0.9580686853036848,0.07710406726259571,0.11293435737858026,0.0,700.0,0.0,0.0
567.0,0.04193131469631514,0.9580686853036848,0.07745741959933382,0.11326081023777507,0.0,700.0,0.0,0.0
568.0,0.04193131469631514,0.9580686853036848,0.077766216003161,0.11354610699828778,0.0,700.0,0.0,0.0
569.0,0.04193131469631514,0.9580686853036848,0.07790553927884444,0.11367483009238939,0.0,700.0,0.0,0.0
570.0,0.04193131469631514,0.9580686853036848,0.07792612469812311,0.11369384943194838,0.0,700.0,0.0,0.0
571.0,0.04193131469631514,0.9580686853036848,0.07803336127426096,0.11379292828939362,0.0,700.0,0.0,0.0
572.0,0.04193131469631514,0.9580686853036848,0.07829675403250108,0.11403628798427594,0.0,700.0,0.0,0.0
573.0,0.04193131469631514,0.9580686853036848,0.0786063185778544,0.11432231463784609,0.0,700.0,0.0,0.0
574.0,0.04193131469631514,0.9580686853036848,0.07886722381450742,0.11456338760267085,0.0,700.0,0.0,0.0
575.0,0.04193131469631514,0.9580686853036848,0.07903513766647478,0.11471854056521008,0.0,700.0,0.0,0.0
576.0,0.04193131469631514,0.9580686853036848,0.07911517786256149,0.11479249874641241,0.0,700.0,0.0,0.0
577.0,0.04193131469631514,0.9580686853036848,0.07921752296485368,0.11488706767640722,0.0,700.0,0.0,0.0
578.0,0.04193131469631514,0.9580686853036848,0.07941701195066911,0.11507140184654796,0.0,700.0,0.0,0.0
579.0,0.04193131469631514,0.9580686853036848,0.07960785326867063,0.1152477481923722,0.0,700.0,0.0,0.0
580.0,0.04193131469631514,0.9580686853036848,0.07967760606310344,0.11531220375890518,0.0,700.0,0.0,0.0
581.0,0.04193131469631514,0.9580686853036848,0.07970097688079611,0.11533379981407109,0.0,700.0,0.0,0.0
582.0,0.04193131469631514,0.9580686853036848,0.07980016378421478,0.11542545501035384,0.0,700.0,0.0,0.0
583.0,0.04193131469631514,0.9580686853036848,0.07996711018692872,0.11557972615010023,0.0,700.0,0.0,0.0
584.0,0.04193131469631514,0.9580686853036848,0.08013056164086621,0.11573076979165615,0.0,700.0,0.0,0.0
585.0,0.04193131469631514,0.9580686853036848,0.0802406634719491,0.11583251482057907,0.0,700.0,0.0,0.0
586.0,0.04193131469631514,0.9580686853036848,0.08027543912200688,0.11586465117156673,0.0,700.0,0.0,0.0
587.0,0.04193131469631514,0.9580686853036848,0.08024904329248997,0.11584025864577285,0.0,700.0,0.0,0.0
588.0,0.04193131469631514,0.9580686853036848,0.08018696064067818,0.11578288795213852,0.0,700.0,0.0,0.0
589.0,0.04193131469631514,0.9580686853036848,0.08011556589824526,0.11571691230880217,0.0,700.0,0.0,0.0
590.0,0.04193131469631514,0.9580686853036848,0.08008625807703046,0.11568982916372428,0.0,700.0,0.0,0.0
591.0,0.04193131469631514,0.9580686853036848,0.08012453163093308,0.11572519749071115,0.0,700.0,0.0,0.0
592.0,0.04193131469631514,0.9580686853036848,0.08019193559640246,0.11578748530690042,0.0,700.0,0.0,0.0
593.0,0.04193131469631514,0.9580686853036848,0.08023800933013057,0.11583006211880097,0.0,700.0,0.0,0.0
594.0,0.04193131469631514,0.9580686853036848,0.08021653283591755,0.11581021563520409,0.0,700.0,0.0,0.0
595.0,0.04193131469631514,0.9580686853036848,0.08010003226789456,0.11570255778530848,0.0,700.0,0.0,0.0
596.0,0.04193131469631514,0.9580686853036848,0.07991509489453148,0.11553165984191086,0.0,700.0,0.0,0.0
597.0,0.04193131469631514,0.9580686853036848,0.07971806186972108,0.11534958740850568,0.0,700.0,0.0,0.0
598.0,0.04193131469631514,0.9580686853036848,0.07959010409376094,0.11523134700125141,0.0,700.0,0.0,0.0
599.0,0.04193131469631514,0.9580686853036848,0.07955767007199899,0.11520137628603085,0.0,700.0,0.0,0.0
600.0,0.04193131469631514,0.9580686853036848,0.07946524603508157,0.115115972139745,0.0,700.0,0.0,0.0
601.0,0.04193131469631514,0.9580686853036848,0.07917448701917693,0.11484730149905319,0.0,700.0,0.0,0.0
602.0,0.04193131469631514,0.9580686853036848,0.07883240290977278,0.11453121324429962,0.0,700.0,0.0,0.0
603.0,0.04193131469631514,0.9580686853036848,0.07863016517444503,0.11434434835584267,0.0,700.0,0.0,0.0
604.0,0.04193131469631514,0.9580686853036848,0.07853906007433838,0.11426016953409066,0.0,700.0,0.0,0.0
605.0,0.04193131469631514,0.9580686853036848,0.07847205152178316,0.11419825572823364,0.0,700.0,0.0,0.0
606.0,0.04193131469631514,0.9580686853036848,0.0783559803348288,0.11409101040938467,0.0,700.0,0.0,0.0
607.0,0.04193131469631514,0.9580686853036848,0.07807803028981371,0.11383419949989342,0.0,700.0,0.0,0.0
608.0,0.04193131469631514,0.9580686853036848,0.07766663403589237,0.11345410248539951,0.0,700.0,0.0,0.0
609.0,0.04193131469631514,0.9580686853036848,0.07734179964202571,0.11315399095516065,0.0,700.0,0.0,0.0
610.0,0.04193131469631514,0.9580686853036848,0.07721317266109481,0.11303515592898682,0.0,700.0,0.0,0.0
611.0,0.04193131469631514,0.9580686853036848,0.07717996228217067,0.11300447395735351,0.0,700.0,0.0,0.0
612.0,0.04193131469631514,0.9580686853036848,0.07711243844291539,0.11294209117798257,0.0,700.0,0.0,0.0
613.0,0.04193131469631514,0.9580686853036848,0.07688151421084996,0.11272875149352898,0.0,700.0,0.0,0.0
614.0,0.04193131469631514,0.9580686853036848,0.07643312343962988,0.11231451687117554,0.0,700.0,0.0,0.0
615.0,0.04193131469631514,0.9580686853036848,0.07596645605494719,0.11188341445037185,0.0,700.0,0.0,0.0
616.0,0.04193131469631514,0.9580686853036848,0.07571923999766092,0.11165504571525661,0.0,700.0,0.0,0.0
617.0,0.04193131469631514,0.9580686853036848,0.07566589876720685,0.11160577175039686,0.0,700.0,0.0,0.0
618.0,0.04193131469631514,0.9580686853036848,0.07562588515092601,0.11156880931508611,0.0,700.0,0.0,0.0
619.0,0.04193131469631514,0.9580686853036848,0.07546550146753722,0.11142065670852194,0.0,700.0,0.0,0.0
620.0,0.04193131469631514,0.9580686853036848,0.07516476484325141,0.11114286005473624,0.0,700.0,0.0,0.0
621.0,0.04193131469631514,0.9580686853036848,0.0748368894274585,0.11084000274489295,0.0,700.0,0.0,0.0
622.0,0.04193131469631514,0.9580686853036848,0.07461080280302619,0.1106311722315765,0.0,700.0,0.0,0.0
623.0,0.04193131469631514,0.9580686853036848,0.07448485167983529,0.11051483607813356,0.0,700.0,0.0,0.0
624.0,0.04193131469631514,0.9580686853036848,0.07436229106155615,0.11040163278552748,0.0,700.0,0.0,0.0
625.0,0.04193131469631514,0.9580686853036848,0.07420820334289473,0.11025931109712203,0.0,700.0,0.0,0.0
626.0,0.04193131469631514,0.9580686853036848,0.074080240564727,0.11014112086923333,0.0,700.0,0.0,0.0
627.0,0.04193131469631514,0.9580686853036848,0.07401631437867358,0.11008207721900712,0.0,700.0,0.0,0.0
628.0,0.04193131469631514,0.9580686853036848,0.07398166288121695,0.11005007245634701,0.0,700.0,0.0,0.0
629.0,0.04193131469631514,0.9580686853036848,0.07391379600895863,0.10998738963071478,0.0,700.0,0.0,0.0
630.0,0.04193131469631514,0.9580686853036848,0.07379924265846247,0.10988158730977973,0.0,700.0,0.0,0.0
631.0,0.04193131469631514,0.9580686853036848,0.07369553175809998,0.10978580003528217,0.0,700.0,0.0,0.0
632.0,0.04193131469631514,0.9580686853036848,0.07364556479803702,0.10973965090375176,0.0,700.0,0.0,0.0
633.0,0.04193131469631514,0.9580686853036848,0.07364455067467664,0.10973871426858463,0.0,700.0,0.0,0.0
634.0,0.04193131469631514,0.9580686853036848,0.07364626706395802,0.10974029951025417,0.0,700.0,0.0,0.0
635.0,0.04193131469631514,0.9580686853036848,0.07363265677645296,0.10972772917767999,0.0,700.0,0.0,0.0
636.0,0.04193131469631514,0.9580686853036848,0.07360500135451319,0.10970218693636112,0.0,700.0,0.0,0.0
637.0,0.04193131469631514,0.9580686853036848,0.07356863787983361,0.10966860212443942,0.0,700.0,0.0,0.0
638.0,0.04193131469631514,0.9580686853036848,0.07355850638354344,0.10965924483020505,0.0,700.0,0.0,0.0
639.0,0.04193131469631514,0.9580686853036848,0.07359793436084211,0.1096956599488317,0.0,700.0,0.0,0.0
640.0,0.04193131469631514,0.9580686853036848,0.07364844003736715,0.10974230644923696,0.0,700.0,0.0,0.0
641.0,0.04193131469631514,0.9580686853036848,0.07365911099198916,0.10975216205367934,0.0,700.0,0.0,0.0
642.0,0.04193131469631514,0.9580686853036848,0.0736492703077297,0.10974307327968245,0.0,700.0,0.0,0.0
643.0,0.04193131469631514,0.9580686853036848,0.07367350849588612,0.109765459481886,0.0,700.0,0.0,0.0
644.0,0.04193131469631514,0.9580686853036848,0.07369505281729288,0.10978535768801347,0.0,700.0,0.0,0.0
645.0,0.04193131469631514,0.9580686853036848,0.07362242048086756,0.10971827504155489,0.0,700.0,0.0,0.0
646.0,0.04193131469631514,0.9580686853036848,0.07346045591802457,0.10956868733952213,0.0,700.0,0.0,0.0
