Wavelength_nm,n_Glass,k_Glass,n_ITO,k_ITO,n_NiOx,k_NiOx,n_PVK,k_PVK,n_C60,k_C60,n_SnOx,k_SnOx,n_Ag,k_Ag
929,1.515,0.0,1.9501611351694736,0.051401153656337954,2.100726378747284,0.2622151540859689,2.4468784772608565,0.0,2.008924564682009,0.0,1.8734500110198111,0.0,0.06307718857264526,6.611219386788148
930,1.515,0.0,1.9500081632942603,0.05141821153326933,2.1008568021112892,0.2622151540859689,2.4460874321324035,0.0,2.008755218033323,0.0,1.8734415190071543,0.0,0.063172,6.618943000000002
931,1.515,0.0,1.9498556840819017,0.051435178718180034,2.1009868054324157,0.2622151540859689,2.4452989346523366,0.0,2.0085864167842615,0.0,1.8734330543439641,0.0,0.06326678886976861,6.626666368723587
932,1.515,0.0,1.9497036954190996,0.051452055211070095,2.101116390512455,0.2622151540859689,2.4445129738924107,0.0,2.008418158595311,0.0,1.873424616912924,0.0,0.06336156099382506,6.634389572887548
933,1.515,0.0,1.949552195203875,0.051468841011939485,2.1012455591435484,0.2622151540859689,2.443729538982915,0.0,2.008250441139486,0.0,1.8734162065973454,0.0,0.0634563235793307,6.64211271847478
934,1.515,0.0,1.9494011813454957,0.05148553612078822,2.1013743131082476,0.2622151540859689,2.442948619112296,0.0,2.0080832621022546,0.0,1.8734078232811644,0.0,0.06355108383344686,6.649835911468173
935,1.515,0.0,1.9492506517644037,0.051502140537616294,2.1015026541795776,0.2622151540859689,2.4421702035267847,0.0,2.007916619181453,0.0,1.8733994668489375,0.0,0.06364584896333488,6.657559257850623
936,1.515,0.0,1.949100604392144,0.051518654262423726,2.101630584121098,0.2622151540859689,2.441394281530026,0.0,2.00775051008721,0.0,1.8733911371858372,0.0,0.06374062617615611,6.665282863605024
937,1.515,0.0,1.948951037171293,0.05153507729521049,2.1017581046869602,0.2622151540859689,2.4406208424827143,0.0,2.0075849325418664,0.0,1.8733828341776488,0.0,0.0638354226790719,6.673006834714268
938,1.515,0.0,1.9488019480553889,0.05155140963597659,2.101885217621973,0.2622151540859689,2.439849875802224,0.0,2.0074198842798987,0.0,1.8733745577107657,0.0,0.06393024567924357,6.680731277161249
939,1.515,0.0,1.9486533350088604,0.05156765128472204,2.1020119246616575,0.2622151540859689,2.4390813709622527,0.0,2.0072553630478387,0.0,1.8733663076721863,0.0,0.0640251023838325,6.688456296928863
940,1.515,0.0,1.9485051960069586,0.051583802241446826,2.102138227532309,0.2622151540859689,2.438315317492456,0.0,2.0070913666041994,0.0,1.8733580839495094,0.0,0.06412000000000001,6.696182000000002
941,1.515,0.0,1.948357529035687,0.05159986250615096,2.102264127951055,0.2622151540859689,2.4375517049780964,0.0,2.006927892719398,0.0,1.873349886430931,0.0,0.06421494192303344,6.703908413428918
942,1.515,0.0,1.9482103320917332,0.05161583207883442,2.1023896276259126,0.2622151540859689,2.436790523059685,0.0,2.006764939175679,0.0,1.8733417150052403,0.0,0.06430991630072418,6.711635248555293
943,1.515,0.0,1.9480636031824021,0.051631710959497236,2.102514728255849,0.2622151540859689,2.436031761432635,0.0,2.0066025037670396,0.0,1.8733335695618154,0.0,0.06440490746898962,6.719362137790176
944,1.515,0.0,1.9479173403255465,0.051647499148139396,2.1026394315308368,0.2622151540859689,2.435275409846908,0.0,2.0064405842991557,0.0,1.8733254499906202,0.0,0.06449989976374715,6.727088713544601
945,1.515,0.0,1.947771541549502,0.0516631966447609,2.1027637391319107,0.2622151540859689,2.434521458106669,0.0,2.006279178589307,0.0,1.873317356182201,0.0,0.06459487752091415,6.734814608229616
946,1.515,0.0,1.947626204893019,0.05167880344936173,2.1028876527312264,0.2622151540859689,2.433769896069947,0.0,2.006118284466304,0.0,1.8733092880276816,0.0,0.06468982507640804,6.742539454256263
947,1.515,0.0,1.9474813284051982,0.05169431956194192,2.103011173992115,0.2622151540859689,2.4330207136482866,0.0,2.0059578997704137,0.0,1.8733012454187605,0.0,0.06478472676614616,6.750262884035582
948,1.515,0.0,1.9473369101454239,0.051709744982501436,2.103134304569139,0.2622151540859689,2.4322739008064165,0.0,2.0057980223532885,0.0,1.8732932282477077,0.0,0.06487956692604593,6.757984529978614
949,1.515,0.0,1.9471929481833,0.05172507971104031,2.10325704610815,0.2622151540859689,2.4315294475619096,0.0,2.005638650077895,0.0,1.8732852364073596,0.0,0.06497432989202477,6.765704024496407
950,1.515,0.0,1.9470494405985843,0.05174032374755851,2.1033794002463386,0.2622151540859689,2.430787343984849,0.0,2.00547978081844,0.0,1.8732772697911169,0.0,0.065069,6.773421
951,1.515,0.0,1.946906385481126,0.05175547709205607,2.1035013686122945,0.2622151540859689,2.4300475801975,0.0,2.005321412460301,0.0,1.8732693282929405,0.0,0.06516356543809769,6.781135179560752
952,1.515,0.0,1.946763780930801,0.05177053974453296,2.1036229528260586,0.2622151540859689,2.4293101463739775,0.0,2.005163542899957,0.0,1.8732614118073474,0.0,0.06525802980327827,6.788846648891283
953,1.515,0.0,1.9466216250574493,0.05178551170498919,2.103744154499175,0.2622151540859689,2.4285750327399245,0.0,2.0050061700449167,0.0,1.8732535202294083,0.0,0.0653524005447109,6.796555584364533
954,1.515,0.0,1.9464799159808117,0.05180039297342478,2.1038649752347474,0.2622151540859689,2.4278422295721818,0.0,2.0048492918136507,0.0,1.8732456534547433,0.0,0.06544668511156462,6.804262162353434
955,1.515,0.0,1.9463386518304686,0.051815183549839695,2.103985416627489,0.2622151540859689,2.427111727198473,0.0,2.0046929061355203,0.0,1.8732378113795187,0.0,0.06554089095300857,6.811966559230922
956,1.515,0.0,1.946197830745778,0.051829883434233955,2.104105480263779,0.2622151540859689,2.4263835159970815,0.0,2.0045370109507132,0.0,1.8732299939004438,0.0,0.06563502551821182,6.819668951369939
957,1.515,0.0,1.9460574508758133,0.051844492626607556,2.104225167721711,0.2622151540859689,2.4256575863965346,0.0,2.004381604210171,0.0,1.873222200914767,0.0,0.0657290962563435,6.8273695151434195
958,1.515,0.0,1.9459175103793038,0.0518590111269605,2.104344480571147,0.2622151540859689,2.424933928875289,0.0,2.004226683875526,0.0,1.8732144323202726,0.0,0.06582311061657267,6.835068426924297
959,1.515,0.0,1.9457780074245739,0.05187343893529279,2.104463420373769,0.2622151540859689,2.424212533961418,0.0,2.0040722479190314,0.0,1.8732066880152782,0.0,0.06591707604806848,6.842765863085512
960,1.515,0.0,1.9456389401894822,0.05188777605160442,2.104581988683128,0.2622151540859689,2.4234933922323045,0.0,2.0039182943234968,0.0,1.87319896789863,0.0,0.066011,6.850462
961,1.515,0.0,1.9455003068613637,0.05190202247589539,2.1047001870446973,0.2622151540859689,2.4227764943143275,0.0,2.0037648210822203,0.0,1.8731912718697006,0.0,0.06610488932457587,6.858157008328078
962,1.515,0.0,1.9453621056369694,0.05191617820816571,2.104818016995922,0.2622151540859689,2.422061830882562,0.0,2.003611826198927,0.0,1.8731835998283852,0.0,0.06619874848616275,6.865851035879574
963,1.515,0.0,1.945224334722408,0.051930243248415366,2.104935480066268,0.2622151540859689,2.421349392660474,0.0,2.0034593076876983,0.0,1.8731759516750983,0.0,0.06629258135216687,6.873544224751704
964,1.515,0.0,1.945086992333088,0.05194421759664437,2.105052577777273,0.2622151540859689,2.4206391704196193,0.0,2.0033072635729128,0.0,1.8731683273107713,0.0,0.06638639178999443,6.881236717041676
965,1.515,0.0,1.9449500766936596,0.05195810125285271,2.1051693116425945,0.2622151540859689,2.419931154979344,0.0,2.0031556918891797,0.0,1.873160726636848,0.0,0.06648018366705166,6.8889286548466995
966,1.515,0.0,1.9448135860379576,0.05197189421704038,2.10528568316806,0.2622151540859689,2.4192253372064885,0.0,2.0030045906812752,0.0,1.8731531495552824,0.0,0.06657396085074477,6.896620180263989
967,1.515,0.0,1.9446775186089442,0.05198559648920741,2.105401693851715,0.2622151540859689,2.4185217080150947,0.0,2.0028539580040814,0.0,1.8731455959685348,0.0,0.06666772720847992,6.904311435390753
968,1.515,0.0,1.944541872658652,0.051999208069353785,2.1055173451838707,0.2622151540859689,2.417820258366109,0.0,2.0027037919225203,0.0,1.8731380657795695,0.0,0.06676148660766337,6.9120025623242
969,1.515,0.0,1.9444066464481293,0.052012728957479486,2.105632638647152,0.2622151540859689,2.417120979267097,0.0,2.0025540905114956,0.0,1.8731305588918512,0.0,0.06685524291570133,6.919693703161547
970,1.515,0.0,1.9442718382473827,0.05202615915358454,2.105747575716547,0.2622151540859689,2.4164238617719533,0.0,2.002404851855828,0.0,1.8731230752093417,0.0,0.06694900000000001,6.927385000000001
971,1.515,0.0,1.944137446335323,0.05203949865766893,2.1058621578594505,0.2622151540859689,2.415728896980613,0.0,2.0022560740501945,0.0,1.8731156146364973,0.0,0.0670427612635989,6.935076565126942
972,1.515,0.0,1.9440034689997092,0.05205274746973267,2.1059763865357137,0.2622151540859689,2.4150360760387724,0.0,2.0021077551990696,0.0,1.8731081770782654,0.0,0.06713652825207077,6.942768391590421
973,1.515,0.0,1.9438699045370953,0.052065905589775745,2.1060902631976908,0.2622151540859689,2.414345390137602,0.0,2.0019598934166623,0.0,1.8731007624400815,0.0,0.0672303020466217,6.95046044262866
974,1.515,0.0,1.9437367512527748,0.05207897301779816,2.1062037892902827,0.2622151540859689,2.413656830513472,0.0,2.0018124868268576,0.0,1.8730933706278665,0.0,0.0673240837284577,6.958152681479875
975,1.515,0.0,1.9436040074607277,0.05209194975379993,2.1063169662509846,0.2622151540859689,2.4129703884476688,0.0,2.001665533563157,0.0,1.8730860015480237,0.0,0.06741787437878487,6.965845071382287
976,1.515,0.0,1.9434716714835674,0.05210483579778103,2.1064297955099325,0.2622151540859689,2.4122860552661214,0.0,2.001519031768618,0.0,1.873078655107435,0.0,0.06751167507880924,6.973537575574118
977,1.515,0.0,1.9433397416524865,0.052117631149741474,2.1065422784899455,0.2622151540859689,2.4116038223391296,0.0,2.0013729795957977,0.0,1.8730713312134593,0.0,0.06760548690973689,6.981230157293584
978,1.515,0.0,1.9432082163072055,0.05213033580968126,2.1066544166065735,0.2622151540859689,2.4109236810810875,0.0,2.0012273752066934,0.0,1.8730640297739283,0.0,0.06769931095277384,6.988922779778907
979,1.515,0.0,1.94307709379592,0.05214294977760039,2.10676621126814,0.2622151540859689,2.4102456229502165,0.0,2.0010822167726836,0.0,1.8730567506971445,0.0,0.0677931482891262,6.9966154062683055
980,1.515,0.0,1.9429463724752487,0.05215547305349886,2.1068776638757862,0.2622151540859689,2.4095696394482955,0.0,2.0009375024744727,0.0,1.8730494938918782,0.0,0.06788700000000002,7.004308000000001
981,1.515,0.0,1.9428160507101824,0.05216790563737667,2.1069887758235173,0.2622151540859689,2.4088957221203975,0.0,2.0007932305020333,0.0,1.873042259267364,0.0,0.06798086662102858,7.01200053116416
982,1.515,0.0,1.9426861268740319,0.05218024752923383,2.107099548498243,0.2622151540859689,2.408223862554621,0.0,2.0006493990545473,0.0,1.8730350467332988,0.0,0.06807474650555419,7.019692997758746
983,1.515,0.0,1.9425565993483787,0.05219249872907033,2.1072099832798226,0.2622151540859689,2.40755405238183,0.0,2.0005060063403546,0.0,1.8730278561998381,0.0,0.06816863746134645,7.027385404733669
984,1.515,0.0,1.942427466523023,0.05220465923688617,2.1073200815411064,0.2622151540859689,2.406886283275395,0.0,2.000363050576893,0.0,1.8730206875775943,0.0,0.06826253729617486,7.035077757038836
985,1.515,0.0,1.9422987267959353,0.052216729052681356,2.107429844647981,0.2622151540859689,2.4062205469509284,0.0,2.000220529990643,0.0,1.873013540777633,0.0,0.06835644381780898,7.042770059624162
986,1.515,0.0,1.942170378573205,0.05222870817645587,2.10753927395941,0.2622151540859689,2.405556835166034,0.0,2.0000784428170775,0.0,1.8730064157114705,0.0,0.06845035483401841,7.050462317439554
987,1.515,0.0,1.9420424202689928,0.05224059660820974,2.1076483708274742,0.2622151540859689,2.4048951397200495,0.0,1.9999367873005995,0.0,1.8729993122910713,0.0,0.06854426815257267,7.058154535434925
