wavelength_nm,reference_intensity_raw,sample_intensity_raw,reference_intensity_processed,sample_intensity_processed,reference_reflectance,sample_reference_ratio,calculated_reflectance,valid_mask,mask_reason
500.15917045121154,631.239990234375,247.8600006103516,631.239990234375,247.8600006103516,1.0,0.39265573228071765,0.39265573228071765,True,ok
500.5848360116463,634.2000122070312,252.8000030517578,634.2000122070312,252.8000030517578,1.0,0.3986124222420112,0.3986124222420112,True,ok
501.0104944462066,643.0800170898438,255.8999938964844,643.0800170898438,255.8999938964844,1.0,0.39792869797839325,0.39792869797839325,True,ok
501.4361457492221,663.1599731445312,257.9599914550781,663.1599731445312,257.9599914550781,1.0,0.38898606957820336,0.38898606957820336,True,ok
501.8617899150223,669.5999755859375,271.8800048828125,669.5999755859375,271.8800048828125,1.0,0.40603347490403097,0.40603347490403097,True,ok
502.28742693793646,666.2000122070312,271.1000061035156,666.2000122070312,271.1000061035156,1.0,0.406934856103346,0.406934856103346,True,ok
502.713056812296,681.8400268554688,273.8999938964844,681.8400268554688,273.8999938964844,1.0,0.4017071205978695,0.4017071205978695,True,ok
503.1386795324313,688.2000122070312,276.8800048828125,688.2000122070312,276.8800048828125,1.0,0.4023249055094737,0.4023249055094737,True,ok
503.5642950926724,701.280029296875,273.70001220703125,701.280029296875,273.70001220703125,1.0,0.3902863346635599,0.3902863346635599,True,ok
503.9899034873509,714.47998046875,284.7799987792969,714.47998046875,284.7799987792969,1.0,0.3985835944520948,0.3985835944520948,True,ok
504.4155047107977,721.6799926757811,289.5599975585937,721.6799926757811,289.5599975585937,1.0,0.4012304629438164,0.4012304629438164,True,ok
504.8410987573443,740.8400268554686,297.4800109863281,740.8400268554686,297.4800109863281,1.0,0.4015441933516962,0.4015441933516962,True,ok
505.26668562132267,752.4000244140625,292.1199951171875,752.4000244140625,292.1199951171875,1.0,0.3882509112684815,0.3882509112684815,True,ok
505.69226529706503,755.4400024414062,296.8999938964844,755.4400024414062,296.8999938964844,1.0,0.3930159813313734,0.3930159813313734,True,ok
506.11783777890344,770.8400268554686,300.1000061035156,770.8400268554686,300.1000061035156,1.0,0.3893155462200511,0.3893155462200511,True,ok
506.5434030611699,772.4400024414062,304.760009765625,772.4400024414062,304.760009765625,1.0,0.39454198229297777,0.39454198229297777,True,ok
506.9689611381976,786.5599975585938,317.0,786.5599975585938,317.0,1.0,0.4030207498270156,0.4030207498270156,True,ok
507.3945120043198,801.4400024414062,314.5799865722656,801.4400024414062,314.5799865722656,1.0,0.3925184488096035,0.3925184488096035,True,ok
507.820055653869,827.719970703125,316.5,827.719970703125,316.5,1.0,0.382375696132041,0.382375696132041,True,ok
508.2455920811796,833.760009765625,334.1400146484375,833.760009765625,334.1400146484375,1.0,0.40076282231665955,0.40076282231665955,True,ok
508.6711212805848,832.2000122070312,335.20001220703125,832.2000122070312,335.20001220703125,1.0,0.40278780015643834,0.40278780015643834,True,ok
509.09664324641886,859.7999877929686,330.5799865722656,859.7999877929686,330.5799865722656,1.0,0.38448475374003616,0.38448475374003616,True,ok
509.522157973016,865.0,337.32000732421875,865.0,337.32000732421875,1.0,0.38996532638638004,0.38996532638638004,True,ok
509.947665454711,877.8400268554686,345.4800109863281,877.8400268554686,345.4800109863281,1.0,0.3935569128966244,0.3935569128966244,True,ok
510.3731656858381,897.4400024414062,345.0799865722656,897.4400024414062,345.0799865722656,1.0,0.38451594049017873,0.38451594049017873,True,ok
510.7986586607325,903.3200073242189,348.5199890136719,903.3200073242189,348.5199890136719,1.0,0.3858211776422897,0.3858211776422897,True,ok
