Wavelength_nm,R_front,T_front,R_stack,R_total,d_BEMA_rear_nm,d_PVK_bulk_nm,d_C60_bulk_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
884.0,0.04193131469631514,0.9580686853036848,0.5831042245064809,0.5905746283524362,7.0,696.5,11.5,6.246216499361523e-05,6.024352594002913e-05
885.0,0.04193131469631514,0.9580686853036848,0.5859810650427738,0.5933496348853714,7.0,696.5,11.5,6.564331031677639e-05,6.332732943881147e-05
886.0,0.04193131469631514,0.9580686853036848,0.5889282755896575,0.5961932323209846,7.0,696.5,11.5,6.875037217191071e-05,6.634157026230714e-05
887.0,0.04193131469631514,0.9580686853036848,0.591946219135799,0.5991058229111708,7.0,696.5,11.5,7.17809518137047e-05,6.928393672778199e-05
888.0,0.04193131469631514,0.9580686853036848,0.5950351864552803,0.6020877408318932,7.0,696.5,11.5,7.47320448073463e-05,7.215152728901053e-05
889.0,0.04193131469631514,0.9580686853036848,0.5981953833322915,0.605139239775032,7.0,696.5,11.5,7.760003213241884e-05,7.494084081294261e-05
890.0,0.04193131469631514,0.9580686853036848,0.6014269170985155,0.6082604798493674,7.0,696.5,11.5,8.038065999038668e-05,7.76477558563915e-05
891.0,0.04193131469631514,0.9580686853036848,0.6047297912356566,0.6114515222449985,7.0,696.5,11.5,8.30690188344807e-05,8.026750914769121e-05
892.0,0.04193131469631514,0.9580686853036848,0.608103917454507,0.614712340771947,7.0,696.5,11.5,8.565953001615778e-05,8.27946814645486e-05
893.0,0.04193131469631514,0.9580686853036848,0.6115490769026442,0.6180427842254229,7.0,696.5,11.5,8.814595368189515e-05,8.522320362591707e-05
894.0,0.04193131469631514,0.9580686853036848,0.6150648965984891,0.621442553400716,7.0,696.5,11.5,9.05213787669723e-05,8.754634520358184e-05
895.0,0.04193131469631514,0.9580686853036848,0.6186508341592402,0.6249111860779437,7.0,696.5,11.5,9.277824131848078e-05,8.975673061673017e-05
896.0,0.04193131469631514,0.9580686853036848,0.6223061617617978,0.6284480412229052,7.0,696.5,11.5,9.490831755820661e-05,9.184633075765003e-05
897.0,0.04193131469631514,0.9580686853036848,0.626029949574002,0.6320522826304268,7.0,696.5,11.5,9.690270543882828e-05,9.380644341527855e-05
898.0,0.04193131469631514,0.9580686853036848,0.6298228120148909,0.6357245695875033,7.0,696.5,11.5,9.874383374952611e-05,9.561996795148797e-05
899.0,0.04193131469631514,0.9580686853036848,0.6337454065509648,0.639523726677679,7.0,696.5,11.5,0.00010537146470801506,0.00010207238311965572
900.0,0.04193131469631514,0.9580686853036848,0.6377987175733674,0.6434508358360279,7.0,696.5,11.5,0.00011691510028244423,0.00011329410084015556
901.0,0.04193131469631514,0.9580686853036848,0.6419793454754373,0.6475027349480664,7.0,696.5,11.5,0.0001335235659692957,0.00012943471229120984
902.0,0.04193131469631514,0.9580686853036848,0.646293180616995,0.6516852703059822,7.0,696.5,11.5,0.00015533261305245016,0.00015063176180352134
903.0,0.04193131469631514,0.9580686853036848,0.6507383107412441,0.6559967317308366,7.0,696.5,11.5,0.00018250627198446168,0.00017705068614182196
904.0,0.04193131469631514,0.9580686853036848,0.6552464050971136,0.6603709519155107,7.0,696.5,11.5,0.00021000762590694944,0.00020380891726334838
905.0,0.04193131469631514,0.9580686853036848,0.6598140902628565,0.6648047279246749,7.0,696.5,11.5,0.00023783886318351488,0.00023090933555836024
906.0,0.04193131469631514,0.9580686853036848,0.6640830779895636,0.6689501427075293,7.0,696.5,11.5,0.0002391784026853916,0.00023229535539859292
907.0,0.04193131469631514,0.9580686853036848,0.6683966266631512,0.6731403794245115,7.0,696.5,11.5,0.000240277260443289,0.0002334494389820696
908.0,0.04193131469631514,0.9580686853036848,0.6727504241338504,0.6773712960406492,7.0,696.5,11.5,0.00024111873992505028,0.00023435502465385394
909.0,0.04193131469631514,0.9580686853036848,0.6771397738056596,0.6816383709060126,7.0,696.5,11.5,0.0002416859029805707,0.00023499527668757736
910.0,0.04193131469631514,0.9580686853036848,0.6815595869217046,0.6859366943928427,7.0,696.5,11.5,0.00024196167773682387,0.00023535318992895515
911.0,0.04193131469631514,0.9580686853036848,0.6860043797926111,0.6902609653265499,7.0,696.5,11.5,0.00024192897595709528,0.0002354117042502324
912.0,0.04193131469631514,0.9580686853036848,0.6904682791166858,0.6946054952942112,7.0,696.5,11.5,0.00024157081629816446,0.00023515382546801522
913.0,0.04193131469631514,0.9580686853036848,0.6949450142938054,0.6989642003123463,7.0,696.5,11.5,0.00024087047670651174,0.00023456277497024836
914.0,0.04193131469631514,0.9580686853036848,0.6994279178826324,0.7033306004305719,7.0,696.5,11.5,0.00023981165313646802,0.00023362214635547218
915.0,0.04193131469631514,0.9580686853036848,0.7039099320709042,0.7076978252237976,7.0,696.5,11.5,0.0002383786260082843,0.00023231607045803848
916.0,0.04193131469631514,0.9580686853036848,0.7083836187987167,0.7120586228957775,7.0,696.5,11.5,0.0002365564360550243,0.00023062939034845797
917.0,0.04193131469631514,0.9580686853036848,0.7128411737628078,0.7164053732342727,7.0,696.5,11.5,0.0002343310680434918,0.00022854784486159296
918.0,0.04193131469631514,0.9580686853036848,0.717274444496938,0.7207301046267092,7.0,696.5,11.5,0.00023168964050401808,0.0002260582588398119
919.0,0.04193131469631514,0.9580686853036848,0.7216749526829548,0.7250245153060606,7.0,696.5,11.5,0.00022862059929507073,0.00022314873796291934
920.0,0.04193131469631514,0.9580686853036848,0.7260339207987967,0.729279998949442,7.0,696.5,11.5,0.0002251139124557211,0.00021980886564820779
921.0,0.04193131469631514,0.9580686853036848,0.7303423025394519,0.7334876740966695,7.0,696.5,11.5,0.00022116126450077989,0.0002160299001462418
922.0,0.04193131469631514,0.9580686853036848,0.7345908163887663,0.7376384167964314,7.0,696.5,11.5,0.0002167562482222607,0.00021180496985995223
923.0,0.04193131469631514,0.9580686853036848,0.7387699871903841,0.741722901231871,7.0,696.5,11.5,0.00021189454289316512,0.00020712925601695797
924.0,0.04193131469631514,0.9580686853036848,0.7428701906389921,0.7457316433817426,7.0,696.5,11.5,0.00020657408259017185,0.00020200016609261962
925.0,0.04193131469631514,0.9580686853036848,0.7468817010606631,0.749655048085367,7.0,696.5,11.5,0.00020079521032223546,0.00019641749361876126
926.0,0.04193131469631514,0.9580686853036848,0.7507947427791936,0.7534834598077532,7.0,696.5,11.5,0.00019456081343460774,0.0001903835597855119
927.0,0.04193131469631514,0.9580686853036848,0.754599544670134,0.7572072167186383,7.0,696.5,11.5,0.0001878764367297947,0.0001839033331517692
928.0,0.04193131469631514,0.9580686853036848,0.7582863974242401,0.7608167076166631,7.0,696.5,11.5,0.00018075036994502636,0.00017698452396153197
929.0,0.04193131469631514,0.9580686853036848,0.7618457129660482,0.7643024311508918,7.0,696.5,11.5,0.00017319370649948596,0.0001696376498235841
930.0,0.04193131469631514,0.9580686853036848,0.7652680854033976,0.7676550567186743,7.0,696.5,11.5,0.00016522037078237073,0.00016187606985917924
931.0,0.04193131469631514,0.9580686853036848,0.7685443528691653,0.7708654863997875,7.0,696.5,11.5,0.00015684711109276162,0.00015371598426783262
932.0,0.04193131469631514,0.9580686853036848,0.7716656594658552,0.7739249171345509,7.0,696.5,11.5,0.00014809345581801026,0.00014517639674072047
933.0,0.04193131469631514,0.9580686853036848,0.7746235161781478,0.7768249020102516,7.0,696.5,11.5,0.00013898163758918614,0.00013627904417856662
934.0,0.04193131469631514,0.9580686853036848,0.7774098605562761,0.7795574104353046,7.0,696.5,11.5,0.000129536479614889,0.00012704828788612232
935.0,0.04193131469631514,0.9580686853036848,0.7800171142108147,0.7821148862306099,7.0,696.5,11.5,0.00011978524535771751,0.00011751096726109189
936.0,0.04193131469631514,0.9580686853036848,0.7824382372568452,0.7844903027601288,7.0,696.5,11.5,0.00010975745352792554,0.0001076962178302443
937.0,0.04193131469631514,0.9580686853036848,0.7846667789434834,0.7866772143170035,7.0,696.5,11.5,9.948466051012961e-05,9.763525567907383e-05
938.0,0.04193131469631514,0.9580686853036848,0.786696923750096,0.7886698030252354,7.0,696.5,11.5,8.900021309499184e-05,8.736113109752974e-05
939.0,0.04193131469631514,0.9580686853036848,0.7885235322927336,0.7904629205781989,7.0,696.5,11.5,7.833897509212928e-05,7.690845502072996e-05
940.0,0.04193131469631514,0.9580686853036848,0.7901421764619351,0.7920521242127257,7.0,696.5,11.5,6.753703205586437e-05,6.631310252391831e-05
941.0,0.04193131469631514,0.9580686853036848,0.7915491685262311,0.7934337066272433,7.0,696.5,11.5,5.6631380835558964e-05,5.5611900112495505e-05
942.0,0.04193131469631514,0.9580686853036848,0.7927415844136575,0.7946047200252309,7.0,696.5,11.5,4.5659610697912356e-05,4.4842303631442704e-05
943.0,0.04193131469631514,0.9580686853036848,0.7937172790333912,0.7955629921611913,7.0,696.5,11.5,3.465956511217172e-05,3.4042056289762535e-05
944.0,0.04193131469631514,0.9580686853036848,0.7944748944019321,0.7963071351203974,7.0,696.5,11.5,2.36690069884693e-05,2.324884943250005e-05
945.0,0.04193131469631514,0.9580686853036848,0.795013860773259,0.7968365470147466,7.0,696.5,11.5,1.2725290513104781e-05,1.2499989420988733e-05
946.0,0.04193131469631514,0.9580686853036848,0.7953343907273521,0.7971514065419674,7.0,696.5,11.5,1.8650427696664806e-06,1.8320740213795261e-06
947.0,0.04193131469631514,0.9580686853036848,0.7954374664163095,0.797252660601486,7.0,696.5,11.5,-8.876139795388482e-06,-8.71931646317936e-06
948.0,0.04193131469631514,0.9580686853036848,0.7953248202759811,0.7971420052725948,7.0,696.5,11.5,-1.9463975469147243e-05,-1.9119908547637898e-05
949.0,0.04193131469631514,0.9580686853036848,0.79499890961032,0.7968218605633581,7.0,696.5,11.5,-2.9865757883662525e-05,-2.9337001201668045e-05
950.0,0.04193131469631514,0.9580686853036848,0.7944628855430388,0.7962953394293651,7.0,696.5,11.5,-4.0050589699358596e-05,-3.9339704178464885e-05
951.0,0.04193131469631514,0.9580686853036848,0.7937205562111626,0.7955662109567353,7.0,696.5,11.5,-4.998958807544973e-05,-4.909914760031775e-05
952.0,0.04193131469631514,0.9580686853036848,0.7927763437513267,0.7946388572898003,7.0,696.5,11.5,-5.965606027324988e-05,-5.858866103125582e-05
953.0,0.04193131469631514,0.9580686853036848,0.791635241433127,0.7935182305688437,7.0,696.5,11.5,-6.902563687971597e-05,-6.778390967909775e-05
954.0,0.04193131469631514,0.9580686853036848,0.7903027669595106,0.7922098059935914,7.0,696.5,11.5,-7.807637597390116e-05,-7.66630007514868e-05
955.0,0.04193131469631514,0.9580686853036848,0.7887849128239206,0.790719531913152,7.0,696.5,11.5,-8.678883577595276e-05,-8.520655753552209e-05
956.0,0.04193131469631514,0.9580686853036848,0.7870880950210385,0.7890537782431277,7.0,696.5,11.5,-9.514611491590053e-05,-9.339776037708969e-05
957.0,0.04193131469631514,0.9580686853036848,0.7852191007963949,0.7872192839093253,7.0,696.5,11.5,-0.00010313386169513716,-0.00010122235596610185
958.0,0.04193131469631514,0.9580686853036848,0.7831850360904784,0.7852231039871591,7.0,696.5,11.5,-0.00011074025427615375,-0.00010866863691738615
959.0,0.04193131469631514,0.9580686853036848,0.7809932732930017,0.7830725571647768,7.0,696.5,11.5,-0.00011795595404651138,-0.00011572739396015219
960.0,0.04193131469631514,0.9580686853036848,0.7786513998739878,0.7807751741075318,7.0,696.5,11.5,-0.00012477403484045801,-0.00012239184350193444
961.0,0.04193131469631514,0.9580686853036848,0.7761671685252214,0.7783386473643172,7.0,696.5,11.5,-0.0001311898909520659,-0.00012865753358737297
962.0,0.04193131469631514,0.9580686853036848,0.7735484493963508,0.7757707834047813,7.0,696.5,11.5,-0.0001372011270805995,-0.00013452223148513465
963.0,0.04193131469631514,0.9580686853036848,0.770803183828036,0.7730794562145361,7.0,696.5,11.5,-0.0001428074325914297,-0.00013998579538210265
964.0,0.04193131469631514,0.9580686853036848,0.7679393408578261,0.7702725637099744,7.0,696.5,11.5,-0.00014801044368650818,-0.00014505003386566795
965.0,0.04193131469631514,0.9580686853036848,0.7649648766531636,0.7673579871309493,7.0,696.5,11.5,-0.00015281359642671521,-0.00014971855622303298
966.0,0.04193131469631514,0.9580686853036848,0.7618876969487839,0.7643435534912254,7.0,696.5,11.5,-0.00015722197342815658,-0.0001539966164543216
967.0,0.04193131469631514,0.9580686853036848,0.7587156226254197,0.76123700122251,7.0,696.5,11.5,-0.00016124214684476446,-0.0001578909536790185
968.0,0.04193131469631514,0.9580686853036848,0.7554563585111095,0.7580459490909544,7.0,696.5,11.5,-0.00016488202008280162,-0.00016140963143873588
969.0,0.04193131469631514,0.9580686853036848,0.7521174654355012,0.7547778684130092,7.0,696.5,11.5,-0.0001681506704611646,-0.00016456187815705459
970.0,0.04193131469631514,0.9580686853036848,0.7487063355216951,0.7514400585508086,7.0,696.5,11.5,-0.00017105819469898087,-0.00016735793066913196
971.0,0.04193131469631514,0.9580686853036848,0.7452301709791611,0.7480396259385717,7.0,696.5,11.5,-0.00017361555912887017,-0.00016980888275042183
972.0,0.04193131469631514,0.9580686853036848,0.7416959666633577,0.7445834668915898,7.0,696.5,11.5,-0.0001758344564118941,-0.00017192654042541555
973.0,0.04193131469631514,0.9580686853036848,0.7381104937039645,0.7410782515506206,7.0,696.5,11.5,-0.00017772716840491753,-0.0001737232837122349
974.0,0.04193131469631514,0.9580686853036848,0.7344802865291897,0.7375304112309248,7.0,696.5,11.5,-0.00017930643687946723,-0.00017521193651370837
975.0,0.04193131469631514,0.9580686853036848,0.730811632866998,0.7339461287558697,7.0,696.5,11.5,-0.00018058534295861683,-0.00017640564550958082
976.0,0.04193131469631514,0.9580686853036848,0.727110566239319,0.7303313312922208,7.0,696.5,11.5,-0.00018157719559586116,-0.00017731776835339108
977.0,0.04193131469631514,0.9580686853036848,0.7233828607642663,0.7266916854969431,7.0,696.5,11.5,-0.00018229542934378173,-0.00017796177140638747
978.0,0.04193131469631514,0.9580686853036848,0.7196340280758913,0.7230325947802337,7.0,696.5,11.5,-0.000182753511524969,-0.00017835113709607775
979.0,0.04193131469631514,0.9580686853036848,0.715869316169092,0.7193591984880552,7.0,696.5,11.5,-0.00018296485872026924,-0.00017849928079161081
980.0,0.04193131469631514,0.9580686853036848,0.7120937099784153,0.71567637280906,7.0,696.5,11.5,-0.00018294276239572138,-0.00017841947699137606
981.0,0.04193131469631514,0.9580686853036848,0.7083119335023493,0.7119887332141963,7.0,696.5,11.5,-0.00018270032343037368,-0.00017812479455936447
982.0,0.04193131469631514,0.9580686853036848,0.7045284532832299,0.7083006382365211,7.0,696.5,11.5,-0.00018225039515418207,-0.00017762804059029413
983.0,0.04193131469631514,0.9580686853036848,0.7007474830790746,0.7046161944249951,7.0,696.5,11.5,-0.00018160553417323477,-0.00017694171216819932
984.0,0.04193131469631514,0.9580686853036848,0.6969729895723134,0.700939262315164,7.0,696.5,11.5,-0.00018077795891924264,-0.000176077955917453
985.0,0.04193131469631514,0.9580686853036848,0.6932086989487212,0.6972734632489775,7.0,696.5,11.5,-0.0001797795152985726,-0.00017504853470429182
986.0,0.04193131469631514,0.9580686853036848,0.6894581042001366,0.6936221868964707,7.0,696.5,11.5,-0.00017862164885618093,-0.00017386480088521505
987.0,0.04193131469631514,0.9580686853036848,0.6857244730168733,0.689988599344724,7.0,696.5,11.5,-0.00017731538291321236,-0.00017253767554192834
988.0,0.04193131469631514,0.9580686853036848,0.6820108561467818,0.6863756516309154,7.0,696.5,11.5,-0.00017587130214347102,-0.00017107763315338254
989.0,0.04193131469631514,0.9580686853036848,0.6783200961090325,0.6827860886077043,7.0,696.5,11.5,-0.0001742995410470849,-0.00016949469114702076
990.0,0.04193131469631514,0.9580686853036848,0.6746548361614783,0.6792224580402343,7.0,696.5,11.5,-0.00017260977681188283,-0.0001677984038133129
991.0,0.04193131469631514,0.9580686853036848,0.6710175294503764,0.6756871198636563,7.0,696.5,11.5,-0.00017081122611495303,-0.00016599786011806117
992.0,0.04193131469631514,0.9580686853036848,0.6674104482791477,0.6721822555381542,7.0,696.5,11.5,-0.00016891264540386253,-0.0001641016849505128
993.0,0.04193131469631514,0.9580686853036848,0.6638356932715459,0.6687098772821963,7.0,696.5,11.5,-0.00016692233395076972,-0.00016211804309507194
994.0,0.04193131469631514,0.9580686853036848,0.6602952025271968,0.665271837278669,7.0,696.5,11.5,-0.00016484813958939082,-0.00016005464582957707
995.0,0.04193131469631514,0.9580686853036848,0.6567907606932729,0.6618698367794289,7.0,696.5,11.5,-0.0001626974666681935,-0.00015791875967796631
996.0,0.04193131469631514,0.9580686853036848,0.65332400788664,0.6585054350444015,7.0,696.5,11.5,-0.00016047728586754406,-0.00015571721696583385
997.0,0.04193131469631514,0.9580686853036848,0.6498964484279441,0.6551800580779709,7.0,696.5,11.5,-0.00015819414554574251,-0.0001534564278443673
998.0,0.04193131469631514,0.9580686853036848,0.6465094593556143,0.6518950071319205,7.0,696.5,11.5,-0.00015585418432861875,-0.00015114239349289793
999.0,0.04193131469631514,0.9580686853036848,0.6431642986937419,0.6486514669501596,7.0,696.5,11.5,-0.00015346314468545064,-0.00014878072024815392
1000.0,0.04193131469631514,0.9580686853036848,0.639862113453023,0.6454505137356763,7.0,696.5,11.5,-0.00015102638725716933,-0.00014637663442651494
1001.0,0.04193131469631514,0.9580686853036848,0.6366039469939931,0.642293122481185,7.0,696.5,11.5,-0.00014854890520354935,-0.00014393499711773394
1002.0,0.04193131469631514,0.9580686853036848,0.633390745409125,0.6391801733322673,7.0,696.5,11.5,-0.00014603533797885593,-0.00014146031837691808
1003.0,0.04193131469631514,0.9580686853036848,0.6302233657438578,0.6361124597160723,7.0,696.5,11.5,-0.00014348998850577388,-0.00013895677468744871
1004.0,0.04193131469631514,0.9580686853036848,0.6271025831609469,0.6330906954291281,7.0,696.5,11.5,-0.00014091683922157205,-0.0001364282252754867
1005.0,0.04193131469631514,0.9580686853036848,0.6240290974347614,0.6301155210608496,7.0,696.5,11.5,-0.00013831956752596852,-0.00013387822778776481
1006.0,0.04193131469631514,0.9580686853036848,0.6210035391371282,0.627187510104246,7.0,696.5,11.5,-0.00013570156108144715,-0.00013131005378452798
1007.0,0.04193131469631514,0.9580686853036848,0.6180264755172352,0.6243071747572125,7.0,696.5,11.5,-0.000133065932888643,-0.00012872670396069097
1008.0,0.04193131469631514,0.9580686853036848,0.6150984160799072,0.6214749714195119,7.0,696.5,11.5,-0.00013041553604919986,-0.00012613092302382611
1009.0,0.04193131469631514,0.9580686853036848,0.6122198178679841,0.6186913058919158,7.0,696.5,11.5,-0.00012775297818001796,-0.00012352521418623752
1010.0,0.04193131469631514,0.9580686853036848,0.609391090455722,0.6159565382850939,7.0,696.5,11.5,-0.00012508063541050163,-0.00012091185321128073
1011.0,0.04193131469631514,0.9580686853036848,0.6066126020639352,0.613270989002494,7.0,696.5,11.5,-0.0001224006677468248,-0.00011829290375242607
1012.0,0.04193131469631514,0.9580686853036848,0.6038846881578049,0.6106349471107679,7.0,696.5,11.5,-0.00011971503729857336,-0.00011567023543923582
1013.0,0.04193131469631514,0.9580686853036848,0.6012076513412675,0.6080486702887832,7.0,696.5,11.5,-0.0001170255150262367,-0.0001130455307439826
1014.0,0.04193131469631514,0.9580686853036848,0.5985817638943316,0.6055123873272034,7.0,696.5,11.5,-0.00011433369104574265,-0.00011042029528518515
1015.0,0.04193131469631514,0.9580686853036848,0.5960072714822847,0.6030263017542755,7.0,696.5,11.5,-0.00011164098629434793,-0.00010779586942977204
1016.0,0.04193131469631514,0.9580686853036848,0.5934843966299034,0.6005905952281917,7.0,696.5,11.5,-0.00010894866367117118,-0.00010517343935478873
1017.0,0.04193131469631514,0.9580686853036848,0.5910133419707798,0.5982054307064456,7.0,696.5,11.5,-0.00010625783868478678,-0.00010255404760173281
1018.0,0.04193131469631514,0.9580686853036848,0.5885942932819429,0.5958709554026287,7.0,696.5,11.5,-0.00010356948957357393,-9.993860309387426e-05
1019.0,0.04193131469631514,0.9580686853036848,0.5862274223137361,0.5935873035408623,7.0,696.5,11.5,-0.00010088446694722641,-9.732789066285719e-05
1020.0,0.04193131469631514,0.9580686853036848,0.5839128894247604,0.5913545989178732,7.0,696.5,11.5,-9.820350293476832e-05,-9.472258007570122e-05
1021.0,0.04193131469631514,0.9580686853036848,0.5816508408251101,0.5891729522616566,7.0,696.5,11.5,-9.552721405681197e-05,-9.212322894280867e-05
1022.0,0.04193131469631514,0.9580686853036848,0.5794413952807651,0.5870424484311105,7.0,696.5,11.5,-9.285609273368411e-05,-8.953027458269425e-05
1023.0,0.04193131469631514,0.9580686853036848,0.5772846618822393,0.5849631635749846,7.0,696.5,11.5,-9.019053365000307e-05,-8.694405973685981e-05
1024.0,0.04193131469631514,0.9580686853036848,0.5751807471198725,0.5829351719639149,7.0,696.5,11.5,-8.753084691259794e-05,-8.436484542206912e-05
1025.0,0.04193131469631514,0.9580686853036848,0.5731297565882418,0.5809585476389517,7.0,696.5,11.5,-8.487726483230595e-05,-8.179281756837131e-05
1026.0,0.04193131469631514,0.9580686853036848,0.571131796551149,0.5790333659239159,7.0,696.5,11.5,-8.22299483208555e-05,-7.922809327087776e-05
1027.0,0.04193131469631514,0.9580686853036848,0.5691869753744054,0.5771597048088537,7.0,696.5,11.5,-7.958899294535637e-05,-7.66707266995903e-05
1028.0,0.04193131469631514,0.9580686853036848,0.5672954048332602,0.5753376462114791,7.0,696.5,11.5,-7.695443464306173e-05,-7.41207146665035e-05
1029.0,0.04193131469631514,0.9580686853036848,0.5654572013009695,0.5735672771231264,7.0,696.5,11.5,-7.432625510728208e-05,-7.15780018644141e-05
1030.0,0.04193131469631514,0.9580686853036848,0.5636724868245861,0.5718486906453125,7.0,696.5,11.5,-7.170438689074743e-05,-6.904248582439987e-05
1031.0,0.04193131469631514,0.9580686853036848,0.5619413968781414,0.5701819934542425,7.0,696.5,11.5,-6.90887248018246e-05,-6.651402795843087e-05
1032.0,0.04193131469631514,0.9580686853036848,0.560264101676804,0.5685673263129603,7.0,696.5,11.5,-6.647914960244972e-05,-6.399247649624407e-05
1033.0,0.04193131469631514,0.9580686853036848,0.5586407868084822,0.5670048454120316,7.0,696.5,11.5,-6.387551154218851e-05,-6.147765050201759e-05
1034.0,0.04193131469631514,0.9580686853036848,0.5570716472557864,0.5654947166135927,7.0,696.5,11.5,-6.127762784113866e-05,-5.896933741933452e-05
1035.0,0.04193131469631514,0.9580686853036848,0.5555568880945523,0.5640371161251785,7.0,696.5,11.5,-5.868528670105455e-05,-5.6467296937534606e-05
1036.0,0.04193131469631514,0.9580686853036848,0.5540967251066182,0.5626322310912315,7.0,696.5,11.5,-5.609825110153288e-05,-5.397126464479207e-05
1037.0,0.04193131469631514,0.9580686853036848,0.5526913853107925,0.5612802601062215,7.0,696.5,11.5,-5.351626239580298e-05,-5.1480955483906854e-05
1038.0,0.04193131469631514,0.9580686853036848,0.5513411074156396,0.5599814136529953,7.0,696.5,11.5,-5.093904371777924e-05,-4.899606701891379e-05
1039.0,0.04193131469631514,0.9580686853036848,0.5500461421974107,0.5587359144696707,7.0,696.5,11.5,-4.836630321936042e-05,-4.6516282536712694e-05
1040.0,0.04193131469631514,0.9580686853036848,0.5488067528061176,0.5575439978480629,7.0,696.5,11.5,-4.579773714341595e-05,-4.404127398449642e-05
1041.0,0.04193131469631514,0.9580686853036848,0.5476232131042018,0.5564059100410776,7.0,696.5,11.5,-4.3233031158607105e-05,-4.1570703226634365e-05
1042.0,0.04193131469631514,0.9580686853036848,0.5464958020753434,0.5553219028935807,7.0,696.5,11.5,-4.067185843026344e-05,-3.9104220150631974e-05
1043.0,0.04193131469631514,0.9580686853036848,0.5454248094964657,0.5542922393051123,7.0,696.5,11.5,-3.8113887276924885e-05,-3.6641470030795986e-05
1044.0,0.04193131469631514,0.9580686853036848,0.5444105378372833,0.5533171950637967,7.0,696.5,11.5,-3.555878530869805e-05,-3.4182097486512575e-05
1045.0,0.04193131469631514,0.9580686853036848,0.5434533022165253,0.5523970588122648,7.0,696.5,11.5,-3.300622184565505e-05,-3.172574877896572e-05
1046.0,0.04193131469631514,0.9580686853036848,0.542553430299397,0.551532131958109,7.0,696.5,11.5,-3.045587023520202e-05,-2.9272074006714277e-05
1047.0,0.04193131469631514,0.9580686853036848,0.5417112621375607,0.5507227285301375,7.0,696.5,11.5,-2.790741008873443e-05,-2.6820729224885653e-05
1048.0,0.04193131469631514,0.9580686853036848,0.5409271499527551,0.5499691749815286,7.0,696.5,11.5,-2.5360529440687785e-05,-2.4371378488541318e-05
1049.0,0.04193131469631514,0.9580686853036848,0.540201457865008,0.5492718099408278,7.0,696.5,11.5,-2.2814926833425453e-05,-2.1923695823322653e-05
1050.0,0.04193131469631514,0.9580686853036848,0.5395345615662089,0.5486309839115316,7.0,696.5,11.5,-2.027031334317364e-05,-1.94773671416959e-05
1051.0,0.04193131469631514,0.9580686853036848,0.53892684678821,0.5480470578145119,7.0,696.5,11.5,-1.7726413649832296e-05,-1.703209123682381e-05
1052.0,0.04193131469631514,0.9580686853036848,0.5383787053626705,0.5475203992180235,7.0,696.5,11.5,-1.5182965281357319e-05,-1.4587579023395136e-05
1053.0,0.04193131469631514,0.9580686853036848,0.5378905380913668,0.5470513851126682,7.0,696.5,11.5,-1.2639723254048718e-05,-1.2143557975519137e-05
1054.0,0.04193131469631514,0.9580686853036848,0.537462755331328,0.546640402490967,7.0,696.5,11.5,-1.0096462780828652e-05,-9.699774701554809e-06
1055.0,0.04193131469631514,0.9580686853036848,0.537095776388218,0.5462878477827594,7.0,696.5,11.5,-7.552981045821916e-06,-7.255996622879124e-06
1056.0,0.04193131469631514,0.9580686853036848,0.5367900288573114,0.5459941262412333,7.0,696.5,11.5,-5.00909894318724e-06,-4.812013618904487e-06
1057.0,0.04193131469631514,0.9580686853036848,0.5365459479120663,0.5457596512795466,7.0,696.5,11.5,-2.464662776313631e-06,-2.3676396362359853e-06
1058.0,0.04193131469631514,0.9580686853036848,0.5363639755402658,0.5455848437579561,7.0,696.5,11.5,8.045405630596747e-08,7.728571216336633e-08
1059.0,0.04193131469631514,0.9580686853036848,0.5362445597276178,0.5454701312212908,7.0,696.5,11.5,2.626349415835172e-06,2.522895584555762e-06
1060.0,0.04193131469631514,0.9580686853036848,0.536188153588713,0.5454159470866,7.0,696.5,11.5,5.173090796395385e-06,4.969294362555665e-06
1061.0,0.04193131469631514,0.9580686853036848,0.5361952148393316,0.5454227301593679,7.0,696.5,11.5,7.72071343169145e-06,7.416555844574901e-06
1062.0,0.04193131469631514,0.9580686853036848,0.5362662060247793,0.5454909248765685,7.0,696.5,11.5,1.0269217864178337e-05,9.864720920016445e-06
1063.0,0.04193131469631514,0.9580686853036848,0.536401592347504,0.5456209792441276,7.0,696.5,11.5,1.281856925783309e-05,1.2313796914131814e-05
1064.0,0.04193131469631514,0.9580686853036848,0.5366018402009549,0.5458133434532144,7.0,696.5,11.5,1.5368696151485395e-05,1.4763756390090421e-05
1065.0,0.04193131469631514,0.9580686853036848,0.5368674160392714,0.5460684688193959,7.0,696.5,11.5,1.7919488947915063e-05,1.7214535694032307e-05
1066.0,0.04193131469631514,0.9580686853036848,0.5371987851935133,0.5463868066705697,7.0,696.5,11.5,2.047079842459887e-05,1.966603351499785e-05
1067.0,0.04193131469631514,0.9580686853036848,0.5375964106344481,0.5467688071835544,7.0,696.5,11.5,2.3022434273101133e-05,2.2118109468172165e-05
1068.0,0.04193131469631514,0.9580686853036848,0.5380607516819723,0.54721491816926,7.0,696.5,11.5,2.5574163669994654e-05,2.4570582702221344e-05
1069.0,0.04193131469631514,0.9580686853036848,0.5385922626613321,0.547725583806443,7.0,696.5,11.5,2.8125709875870264e-05,2.70232305300544e-05
