Wavelength_nm,R_front,T_front,R_stack,R_total,d_BEMA_rear_nm,d_PVK_bulk_nm,d_C60_bulk_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
438.0,0.04193131469631514,0.9580686853036848,0.016702276579758715,0.05727300550390281,0.0,700.0,15.0,1.3877787807814457e-17,1.1102230246251565e-16
439.0,0.04193131469631514,0.9580686853036848,0.015602218583759571,0.05626189795065619,0.0,700.0,15.0,7.112366251504909e-17,9.020562075079397e-17
440.0,0.04193131469631514,0.9580686853036848,0.014545923169413324,0.05529110218617019,0.0,700.0,15.0,2.42861286636753e-17,9.020562075079397e-17
441.0,0.04193131469631514,0.9580686853036848,0.013534151253202266,0.05436130673890743,0.0,700.0,15.0,6.591949208711867e-17,3.469446951953614e-17
442.0,0.04193131469631514,0.9580686853036848,0.012567582376539673,0.053473125583458035,0.0,700.0,15.0,7.28583859910259e-17,3.469446951953614e-17
443.0,0.04193131469631514,0.9580686853036848,0.0116468154970291,0.05262709892254661,0.0,700.0,15.0,1.0061396160665481e-16,1.3877787807814457e-17
444.0,0.04193131469631514,0.9580686853036848,0.01077236993868592,0.05182369411081118,0.0,700.0,15.0,1.9081958235744878e-17,8.326672684688674e-17
445.0,0.04193131469631514,0.9580686853036848,0.009709855224663782,0.05084757836955716,0.0,700.0,15.0,8.153200337090993e-17,6.245004513516506e-17
446.0,0.04193131469631514,0.9580686853036848,0.008751434612354522,0.049967166900652164,0.0,700.0,15.0,2.2551405187698492e-17,6.245004513516506e-17
447.0,0.04193131469631514,0.9580686853036848,0.007897218199153368,0.04918253775442271,0.0,700.0,15.0,6.765421556309548e-17,6.938893903907228e-18
