case_key,case_id,family,anchor_id,reference_case_id,d_PVK_nm,d_BEMA_front_nm,d_BEMA_rear_nm,d_gap_front_nm,d_gap_rear_nm,front_rms_deltaR_500_650,transition_rms_deltaR_650_810,rear_rms_deltaR_810_1055,front_plus_transition_to_rear_ratio,front_to_rear_ratio,transition_to_rear_ratio,rear_best_shift_nm,rear_shift_explained_fraction,rear_aligned_rms_residual,rear_unaligned_rms_residual,rear_corr_before_shift,rear_corr_after_shift,rear_phase_slope_error,rear_dom_freq,rear_dom_freq_amplitude,rear_dom_freq_bandwidth,rear_spectral_centroid,rear_spectral_entropy,rear_sideband_energy_fraction,rear_second_peak_to_first_peak_ratio,wavelet_energy_front,wavelet_energy_transition,wavelet_energy_rear,wavelet_entropy_front,wavelet_entropy_transition,wavelet_entropy_rear,transition_peak_scale,rear_peak_scale,sim_to_thickness_template,ncc_to_thickness_template,sim_to_front_roughness_template,ncc_to_front_roughness_template,sim_to_rear_roughness_template,ncc_to_rear_roughness_template,sim_to_front_gap_template,ncc_to_front_gap_template,sim_to_rear_gap_template,ncc_to_rear_gap_template
D1_0098|front_gap_on_background|anchor_04_front5|D1_0004,D1_0098,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.5,0.0,0.0008459136314442682,0.0005574639754657921,0.0008135818590179168,1.7249371914512601,1.0397400360737878,0.6851971553774722,0.0,0.0,0.0008135818590179203,0.0008135818590179203,0.9999629477863436,0.9999629477863436,0.0,3473.7804878048787,3.589704316484231e-08,3473.7804878048787,3610.604456534023,0.0345723497334607,0.0025477534087340126,0.0,0.07796863932152548,0.6501118225801671,0.2786573321296692,0.699160748980178,0.5866729897524,0.4369508881836897,64.0,64.0,0.17624736787413361,0.5180846009890868,0.08462597115333481,0.4247429278139449,-0.39631743282493653,0.7029019805823746,0.976671536501827,0.9793067424625226,0.5687903841187979,0.6729135903560529
D1_0099|front_gap_on_background|anchor_04_front5|D1_0004,D1_0099,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,1.0,0.0,0.0016766393325508835,0.0011221497287507629,0.0016275817411062275,1.7195996923628412,1.0301413994797661,0.6894582928830753,0.0,0.0,0.0016275817411062266,0.0016275817411062266,0.9998514931885677,0.9998514931885677,0.0,3473.7804878048787,1.4312762081001137e-07,3473.7804878048787,3610.6044565340208,0.034572349733460406,0.0025477534087339844,0.0,0.07479577090933934,0.6529891962560981,0.2789719522474184,0.6987155175362404,0.5863825637336627,0.43737702478909707,64.0,64.0,0.1812028213834097,0.5192419623335431,0.08929426071437296,0.42630167596239055,-0.3953454940215348,0.7041289625011982,0.9783072512471633,0.9805264248339972,0.5694237589698106,0.6729113698220541
D1_0100|front_gap_on_background|anchor_04_front5|D1_0004,D1_0100,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,2.0,0.0,0.0032919684025279933,0.002272890340067544,0.003256516907973323,1.7088376630167106,1.0108863228893024,0.6979513401274081,-1.0,0.43233898417346617,0.0018485976960364197,0.0032565169079733234,0.9994036601874899,0.9998941157667439,0.0,3484.65306122449,4.7869164532282645e-06,3484.65306122449,3621.930574739025,0.034636095085766275,0.0025481418088670786,0.0,0.06872943784212114,0.6584786530743915,0.27958556444263416,0.6977664112638297,0.585745036475839,0.438186581677111,64.0,64.0,0.191164643694816,0.5214750339195277,0.09869449450846435,0.429309820075368,-0.393278961987182,0.7064172734349056,0.9813745473980731,0.9827440372925803,0.5705735880747297,0.6727660379775043
D1_0101|front_gap_on_background|anchor_04_front5|D1_0004,D1_0101,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,3.0,0.0,0.0048449694089232696,0.0034515738607478956,0.004886170725621938,1.6979642619047326,0.9915677697296539,0.7063964921750786,-1.0,0.3824834157824458,0.003017291456389869,0.004886170725621941,0.9986532481308272,0.9996485168864456,0.0,3484.65306122449,3.4187622331270146e-06,3484.65306122449,3621.930574739024,0.03463609508576619,0.0025481418088670617,0.0,0.06302681948119196,0.6636206688373133,0.2801809262177109,0.696730562154358,0.5850362039544,0.43894059795199847,64.0,64.0,0.20118691268764935,0.5235050632839305,0.10817310108533168,0.43249626704804245,-0.39104671872632274,0.7088149872882668,0.984164152834203,0.9851592219645819,0.5715625441996584,0.6724286259019879
D1_0102|front_gap_on_background|anchor_04_front5|D1_0004,D1_0102,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,5.0,0.0,0.007760711248629539,0.0058897646454809625,0.00814511930506955,1.675908649442912,0.9528051042541814,0.7231035451887307,-2.0,0.4165592613915723,0.004752194423403543,0.008145119305069552,0.9962331493005391,0.999231065412643,0.0,3495.614754098361,1.7032068054894662e-05,3495.614754098361,3633.349690939423,0.03464113377426717,0.002548533312024364,0.0,0.052666545031792494,0.6728972598456952,0.281328410702203,0.694349532999217,0.5834239688747694,0.44028900029469403,64.0,64.0,0.221375692602953,0.5275576748269902,0.1273328089062583,0.4390507100818677,-0.3860765092006957,0.713094741893089,0.988886327312975,0.989148389272008,0.5730354279388047,0.6711593286479723
D1_0103|front_gap_on_background|anchor_04_front5|D1_0004,D1_0103,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,10.0,0.0,0.013918537010700248,0.012414459090129037,0.016261720044275615,1.6193241569239119,0.8559080449549243,0.7634161119689873,-5.0,0.43067076755931033,0.009258272590972814,0.016261720044275615,0.984718027887926,0.9974267036868311,0.0,3529.045643153527,0.00012704633161481573,3529.045643153527,3668.17662441854,0.0347761558008189,0.0025497268153218166,0.0,0.032273203305622236,0.6906918775269347,0.2840557751412488,0.6857459980690745,0.578461051915772,0.44281178257065795,64.0,64.0,0.2722310645016488,0.5361936624123095,0.17600573444184342,0.45669529706249756,-0.37064601676083464,0.7226590691295144,0.995477446978136,0.9952894969148592,0.5735502671808824,0.6665596323012217
D1_0104|front_gap_on_background|anchor_04_front5|D1_0004,D1_0104,front_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,15.0,0.0,0.018462817208973456,0.01944583029371396,0.0242755917691934,1.561595196653243,0.7605506545221871,0.8010445421310561,-8.0,0.4290318102188144,0.0138605906883234,0.024275591769193396,0.9652798504491121,0.9943896468430007,0.0,3563.319327731092,0.0003232531011830341,3563.319327731092,3703.8831087869544,0.03485288525872733,0.0025509496240173324,0.0,0.018465941769275084,0.7018995337226609,0.2867448362552814,0.6700134909143693,0.5725400140804886,0.44429471627274286,64.0,64.0,0.3226103362831268,0.542820542103196,0.22485875607272102,0.47442628691071165,-0.3509503126338898,0.7296820296148205,0.9943786677880851,0.9948734659256212,0.5692086010114762,0.6593427677876718
D1_0005|front_gap_on_background|anchor_05_front15|D1_0005,D1_0005,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0112|front_gap_on_background|anchor_05_front15|D1_0005,D1_0112,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.5,0.0,0.0007248818391599813,0.0005252025888979832,0.0007913758824045774,1.5796342242065955,0.9159766620097702,0.6636575621968251,0.0,0.0,0.0007913758824045765,0.0007913758824045765,0.9999722446509477,0.9999722446509477,0.0,3473.7804878048787,1.029953050127511e-09,3473.7804878048787,3610.604456534037,0.03457234973346333,0.0025477534087341913,0.0,0.06963962766408457,0.678450679209519,0.2580081507448232,0.698844969007913,0.6184886663418531,0.4699743619888677,57.23039572337,64.0,0.21499743221882633,0.5002123714880211,0.1437337364957464,0.39436819199459067,-0.30571976477870944,0.726672628572401,0.9894042381562144,0.9916018680489289,0.5022440152524063,0.6086040567512758
D1_0113|front_gap_on_background|anchor_05_front15|D1_0005,D1_0113,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,1.0,0.0,0.0014351580507548254,0.0010580025424455149,0.001583130332547591,1.5748296535941666,0.906531838377042,0.6682978152171246,0.0,0.0,0.0015831303325475894,0.0015831303325475894,0.9998886985576019,0.9998886985576019,0.0,3473.7804878048787,4.372428968735861e-09,3473.7804878048787,3610.6044565340358,0.034572349733463195,0.0025477534087341813,0.0,0.06649804353513328,0.6819377873413562,0.25767500867488735,0.6983110539895793,0.6182488172572258,0.4704365467821843,64.0,64.0,0.2196495466621832,0.5010041156822398,0.1482029239088553,0.3957727095306104,-0.30428386676088304,0.7277987857367213,0.9904809346510857,0.9924569204725556,0.5022274999867972,0.6080926190311696
D1_0114|front_gap_on_background|anchor_05_front15|D1_0005,D1_0114,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,2.0,0.0,0.002811542703681333,0.0021460290822129554,0.0031674440197312728,1.565164768504698,0.887637693410558,0.6775270750941402,-1.0,0.28153190313382526,0.0022757074767864767,0.0031674440197312767,0.999552589340732,0.9998775262462036,9.983639689252882e-13,3484.65306122449,8.850306667525316e-06,3484.65306122449,3621.930574739028,0.03463609508576626,0.002548141808867078,0.0,0.06051733438990974,0.6886163098294309,0.25700065232457214,0.6971568200152346,0.6177188025968994,0.47129400003276034,64.0,64.0,0.22897459004781442,0.5027856125575887,0.1571744838533523,0.3988936937319325,-0.3012890368794412,0.7300139866583508,0.9924063147092084,0.9939234794603754,0.5020600540440999,0.6069176317976929
D1_0115|front_gap_on_background|anchor_05_front15|D1_0005,D1_0115,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,3.0,0.0,0.0041285413526138065,0.0032633006442693365,0.004752283046723353,1.5554296585889886,0.868749043780208,0.6866806148087805,-1.0,0.27087596605174424,0.0034650037854908372,0.004752283046723351,0.9989884716536492,0.9997024022190505,0.0,3484.65306122449,9.472982315931217e-06,3484.65306122449,3621.9305747390263,0.0346360950857663,0.002548141808867083,0.0,0.054929965065521405,0.6949087384627441,0.25631733578793175,0.6958724805209874,0.617125859403569,0.4720655923989098,64.0,64.0,0.23831912994139756,0.504344836790366,0.16618279357507007,0.4020530539673034,-0.2981298181283919,0.7319655101986038,0.994023888455414,0.9950630919036653,0.5017101332668018,0.6055373233428573
D1_0116|front_gap_on_background|anchor_05_front15|D1_0005,D1_0116,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,5.0,0.0,0.006582642206115976,0.00558210786318808,0.007920939527581215,1.535771107322007,0.8310431083578909,0.7047279989641161,-2.0,0.28443391613233604,0.005667955678303873,0.007920939527581213,0.9971641196577062,0.9992739108641927,0.0,3495.614754098361,3.625408024551186e-05,3495.614754098361,3633.349690939426,0.03464113377426723,0.0025485333120243716,0.0,0.0448824900938772,0.7063808666878287,0.2549311714790724,0.6928255319947144,0.6157699960484061,0.47336688374290786,64.0,64.0,0.2570264001095874,0.5072425337034098,0.18427294180676002,0.40845467573802774,-0.2913185293716992,0.7357414052815535,0.9963206216860759,0.9963544249095498,0.5004492051575988,0.602609255376897
D1_0117|front_gap_on_background|anchor_05_front15|D1_0005,D1_0117,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,10.0,0.0,0.011662979574314343,0.011824093803070984,0.015807212216375228,1.4858453885406986,0.7378264689982631,0.7480189195424354,-5.0,0.2804778977188529,0.011373638565130535,0.015807212216375228,0.9884162789716285,0.9972094018201114,4.766118311654233e-13,3529.045643153527,0.00019527242933482943,3529.045643153527,3668.1766244185387,0.03477615580081892,0.0025497268153218226,0.0,0.02566278478371048,0.7291933121089681,0.25140728172972904,0.6807990912712775,0.6115846901202657,0.4753780069946208,64.0,64.0,0.3034230735573803,0.5127635190939775,0.22948910228527225,0.42478055687892957,-0.27146462666348736,0.742954847168509,0.9964907872440324,0.9962560766538561,0.4939128484434714,0.5932767917805636
D1_0118|front_gap_on_background|anchor_05_front15|D1_0005,D1_0118,front_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,15.0,0.0,0.015268748782811406,0.01858894510443013,0.023583375115165176,1.4356593881029993,0.6474369638887231,0.7882224242142762,-7.0,0.27917309911038,0.016999531196781898,0.023583375115165176,0.9734603610327963,0.9941460647001789,1.6154637715716575e-12,3551.799163179916,0.00035534226201926195,3551.799163179916,3691.881171305716,0.03484756229650645,0.002550538698732906,0.0,0.013411516490669495,0.745051236984997,0.24783391152058132,0.6554030390117958,0.606622386496247,0.475925842375875,64.0,64.0,0.34827925037544877,0.5159819672206173,0.27375682043436406,0.4414066756933455,-0.24781389365354212,0.7470648708695079,0.9887336979148735,0.9894225170130753,0.482459273836469,0.5811738425840348
D1_0006|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0006,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0126|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0126,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.5,0.0,0.0007828899519853995,0.0005447188094082423,0.0008001635910687986,1.6591716696586025,0.9784123655759864,0.680759304082616,0.0,0.0,0.0008001635910688011,0.0008001635910688011,0.999967551210529,0.999967551210529,0.0,3473.7804878048787,6.195790307005471e-09,3473.7804878048787,3610.6044565340158,0.03457234973345945,0.002547753408733897,0.0,0.069877478395566,0.6684206631704256,0.2682056923204954,0.6984787973165141,0.6010534440590365,0.45261753666796156,64.0,64.0,0.20029475658300788,0.511211601047793,0.11823846657820422,0.413699174313619,-0.35243755791607156,0.7161139890693687,0.9871488746115034,0.989243836099277,0.5378275443963008,0.6433229759197555
D1_0127|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0127,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,1.0,0.0,0.0015507799531348865,0.0010969066091191906,0.0016006984803172079,1.6540820115787136,0.9688145345321818,0.6852674770465318,0.0,0.0,0.0016006984803172066,0.0016006984803172066,0.9998698948109196,0.9998698948109196,0.0,3473.7804878048787,2.43830645038054e-08,3473.7804878048787,3610.604456534017,0.03457234973345978,0.002547753408733905,0.0,0.06686268390752924,0.6714408096493224,0.26821545782127654,0.6979718185279451,0.6007601204424989,0.45301936788862185,64.0,64.0,0.20516055857525084,0.512173145316036,0.12286940527246537,0.4153229296548069,-0.35116782120877726,0.7173049338235823,0.9884826520690215,0.9903075541329742,0.538099675457361,0.6429289426426988
D1_0128|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0128,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,2.0,0.0,0.0030411208448901735,0.0022233425794551927,0.0032025548643996892,1.6438323923397256,0.9495921143134651,0.6942402780262603,-1.0,0.3597089871469198,0.0020505670978440372,0.003202554864399691,0.9994771502146638,0.9998849097955818,0.0,3484.65306122449,7.176715879345983e-06,3484.65306122449,3621.930574739027,0.034636095085766344,0.00254814180886708,0.0,0.0611142251241846,0.6772079737332272,0.2682255767355383,0.6968825685271984,0.6001219832735314,0.4537695484772324,64.0,64.0,0.21492621792677427,0.513970477066231,0.13217866556298122,0.4184516079407507,-0.3485026187606144,0.7195041918038235,0.9909310656507336,0.9923535651022264,0.5385148607845986,0.641988408738412
D1_0129|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0129,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,3.0,0.0,0.004470238870315801,0.003378563382340911,0.004804917792704327,1.6334935562423454,0.9303465872201404,0.703146969022205,-1.0,0.331058856466095,0.0032142072028380395,0.004804917792704327,0.9988182779840369,0.9996755852783454,0.0,3484.65306122449,6.567517011458843e-06,3484.65306122449,3621.9305747390267,0.034636095085766615,0.002548141808867098,0.0,0.055730891614984235,0.6826188454754757,0.2682250208585968,0.6956808337707474,0.5994192705696322,0.45445058132189164,64.0,64.0,0.2247292151471723,0.5159253698683449,0.14154389074079168,0.4215690354506368,-0.3456686343231956,0.7217204679040078,0.9930826737256988,0.9940833707801563,0.5387538495272524,0.6411093604253277
D1_0130|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0130,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,5.0,0.0,0.007142427808033559,0.005772002078198217,0.008008587367287365,1.6125727664510825,0.8918461496977853,0.7207266167532971,-2.0,0.3544324763745673,0.005170083914437626,0.008008587367287363,0.9966892534322586,0.9992496200019502,0.0,3495.614754098361,2.7877973562743333e-05,3495.614754098361,3633.3496909394244,0.034641133774267203,0.0025485333120243724,0.0,0.04600940808787589,0.6924141377608536,0.26819984374399614,0.6928694146939396,0.5978385775897799,0.4556154347630694,64.0,64.0,0.24440749090381803,0.519244034012799,0.1604065506220972,0.4282938620179643,-0.3394908028105409,0.7257306896790633,0.9964762408464584,0.9965823633249519,0.5386853884982087,0.6390627396905343
D1_0131|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0131,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,10.0,0.0,0.012725558745494431,0.012194083638004422,0.015982333444058715,1.5591992540214772,0.7962265829352372,0.7629726710862399,-5.0,0.3593944359979889,0.010238371729999439,0.015982333444058718,0.9865066144286487,0.9972814313183609,0.0,3529.045643153527,0.0001734078167400198,3529.045643153527,3668.1766244185415,0.03477615580081896,0.002549726815321823,0.0,0.027176516741051083,0.711475235307872,0.26806431634772726,0.6822023042635976,0.5930570293842541,0.4574901306757778,64.0,64.0,0.293545896431743,0.5264061555046069,0.2079003516350311,0.445614635200932,-0.3210779135299712,0.7341989540064181,0.9995023850540131,0.9994873735879805,0.5351644634100416,0.6316380373838859
D1_0132|front_gap_on_background|anchor_06_rear10|D1_0006,D1_0132,front_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,15.0,0.0,0.01676199137588565,0.019130788176912984,0.0238458322847653,1.505201375408898,0.7029316979049041,0.8022696775039939,-7.0,0.35804671555844303,0.0153079103554476,0.0238458322847653,0.9691802430206304,0.9940685589175047,2.5512208062655185e-12,3551.799163179916,0.00032500124329205,3551.799163179916,3691.8811713057144,0.0348475622965062,0.002550538698732877,0.0,0.014828513208220562,0.7240464672518271,0.2678967119905772,0.6610940194702123,0.5874439737821816,0.4580974690520249,64.0,64.0,0.3415659167994039,0.5313159489060111,0.2549245905873482,0.46265652709521576,-0.2985804718482856,0.7398154728354781,0.9946427643074233,0.9956864676879454,0.5266644272414885,0.6213543947575858
D1_0007|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0007,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0140|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0140,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.5,0.0,0.0007828736035411144,0.000532967404534388,0.0007984695371971469,1.6479539253237827,0.9804677161375767,0.6674862091862062,0.0,0.0,0.0007984695371971472,0.0007984695371971472,0.9999679810227087,0.9999679810227087,0.0,3473.7804878048787,4.398095385675117e-09,3473.7804878048787,3610.604456534015,0.034572349733459594,0.0025477534087339133,0.0,0.07447543957782603,0.6618245776149595,0.2700924205584796,0.6984661497785806,0.6042388912449687,0.4524262893278518,64.0,64.0,0.18501858737855698,0.5117143000369492,0.10521753627024244,0.4079917508648903,-0.3543424535341719,0.7169340821426136,0.9844649325433803,0.9879689091467911,0.5372823453414861,0.6423329657520834
D1_0141|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0141,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,1.0,0.0,0.0015507468576055384,0.0010733474064508774,0.0015973369934254333,1.6427931456274218,0.9708326195338506,0.6719605260935712,0.0,0.0,0.0015973369934254304,0.0015973369934254304,0.9998716203126102,0.9998716203126102,0.0,3473.7804878048787,1.7234806920235992e-08,3473.7804878048787,3610.6044565340176,0.03457234973345942,0.0025477534087339064,0.0,0.07124209515997032,0.6650883437657982,0.2700777618462598,0.6979594106379401,0.6040042566969099,0.45287257495124605,64.0,64.0,0.18982891972687913,0.5128046371901285,0.10979850489626292,0.40941041229568076,-0.35321894788795616,0.7181387403564565,0.985939223378197,0.9890039984267216,0.5376842170367047,0.6420719590574223
D1_0142|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0142,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,2.0,0.0,0.0030410530406736473,0.0021760375405908226,0.003195937841598566,1.6324130317424914,0.9515369795654577,0.6808760521770341,-1.0,0.36563595044374875,0.002027388071326531,0.003195937841598565,0.9994841016868418,0.9998890247911797,0.0,3484.65306122449,7.020570306977174e-06,3484.65306122449,3621.9305747390267,0.034636095085766296,0.002548141808867078,0.0,0.06507662709723441,0.671331435793572,0.27003019300361203,0.6968707361411436,0.6034783008863698,0.45370822132436334,64.0,64.0,0.1994908027382705,0.5148258951692745,0.11901321799934621,0.4123772545268351,-0.35084652333258093,0.720628565091308,0.9886701132235305,0.9908380278617305,0.5383606721488676,0.6413991512854899
D1_0143|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0143,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,3.0,0.0,0.004470134704367582,0.003307401691846538,0.004795149985626492,1.6219589417489255,0.932219996823218,0.6897389449257075,-1.0,0.33312355663796744,0.0031977725678020985,0.004795149985626495,0.9988340284050183,0.999680906448076,0.0,3484.65306122449,6.541990324230353e-06,3484.65306122449,3621.9305747390267,0.03463609508576656,0.0025481418088671034,0.0,0.05930330255079449,0.6772020181972919,0.2699610686249704,0.6956697268044847,0.6028811782168728,0.4544702428737657,64.0,64.0,0.20919972447594426,0.5166291620513455,0.128291215748935,0.4155931912642467,-0.34830540593478954,0.7228702366245271,0.9911056698975265,0.9927544814429278,0.5388630144113793,0.6405218140615233
D1_0144|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0144,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,5.0,0.0,0.007142245777084214,0.005653079912784771,0.00799282649194202,1.6008511760850321,0.8935819868334036,0.7072691892516285,-2.0,0.3579213434719012,0.005132023295808332,0.007992826491942025,0.9967335992389836,0.9992675603313891,0.0,3495.614754098361,2.737041885190208e-05,3495.614754098361,3633.349690939425,0.0346411337742671,0.002548533312024366,0.0,0.04888241553717764,0.6878643285298465,0.26977034759863483,0.6928603394622793,0.6014933792213505,0.455784248708645,64.0,64.0,0.22871953694530306,0.5203135761049181,0.14700189390156157,0.42198267635097075,-0.34271199527475366,0.7272093196742231,0.9950693536625916,0.9958825834109476,0.5393260537232143,0.6386317583093207
D1_0145|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0145,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,10.0,0.0,0.012725149389514877,0.011958384709427157,0.015953307798855867,1.5472361224493067,0.7976495877818827,0.7495865346674239,-5.0,0.36541726910014294,0.010123693629883943,0.015953307798855867,0.9866895942383641,0.9973963307218459,0.0,3529.045643153527,0.00016614033797671492,3529.045643153527,3668.176624418538,0.034776155800818914,0.0025497268153218144,0.0,0.028739516787695256,0.70877387445264,0.26910038263864183,0.6822042350151487,0.5971020149786493,0.45796471746531403,64.0,64.0,0.2776386587375554,0.527748461343595,0.1942504019444699,0.43875940466748575,-0.3257347128134217,0.7360402572518999,0.9995090463927142,0.9995034076211012,0.5371449302741944,0.6318838194170645
D1_0146|front_gap_on_background|anchor_07_rear30|D1_0007,D1_0146,front_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,15.0,0.0,0.016761300354415705,0.018786855634112653,0.023805798969581096,1.4932561614063686,0.7040847642136772,0.7891713971926917,-8.0,0.36374390529319045,0.015146584683761056,0.023805798969581092,0.9696032902925651,0.9943934720971751,2.970707113456338e-11,3563.319327731092,0.0003788331002721813,3563.319327731092,3703.8831087869567,0.0348528852587274,0.0025509496240173376,0.0,0.015599069522421115,0.7227673871075037,0.268305759780688,0.6611271216926929,0.591772195871446,0.4587982097623066,64.0,64.0,0.32569090317075705,0.5328042291774066,0.24122239361115227,0.45609335642967175,-0.30460183721678113,0.7419607061639945,0.995998704205137,0.9963630830588225,0.5299661632164988,0.6222330157279766
D1_0001|front_roughness_nuisance|anchor_01_nominal|D1_0001,D1_0001,front_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0004|front_roughness_nuisance|anchor_01_nominal|D1_0001,D1_0004,front_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,5.0,20.0,0.0,0.0,0.004235024800478523,0.01015169538253469,0.015598361152646852,0.9223225467229269,0.2715044714655739,0.650818075257353,-3.0,0.20384573412255413,0.012418701772376821,0.015598361152646848,0.9951545381921597,0.9996546903148376,0.0,3506.6666666666674,5.110790835357261e-06,3506.6666666666674,3644.862955264231,0.03470567349821239,0.002548927955473749,0.0,0.01732539159290405,0.5519370672247518,0.44038381533281884,0.6646795819804091,0.465412842403441,0.45571869868564147,64.0,64.0,0.007412246869672361,0.6325234600288216,-0.019374667745398415,0.7691286067366953,-0.7732088900239551,0.49904486690901956,-0.009360990153446203,0.2837067049657544,0.7421631116845573,0.8126655899960675
D1_0005|front_roughness_nuisance|anchor_01_nominal|D1_0001,D1_0005,front_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,15.0,20.0,0.0,0.0,0.00426586215008109,0.011249444481986188,0.015268861805397735,1.0161403534730022,0.2793831134533587,0.7367572400196436,3.0,0.18450467244232993,0.012451685459425627,0.015268861805397738,0.9952105736415404,0.9995856525275285,0.0,3529.691358024691,8.252418838467698e-06,3529.691358024691,3668.7950402225724,0.034705673498213005,0.0025489279554736623,0.0,0.008738341053052573,0.5758111574131115,0.42539611644185843,0.6243757746504164,0.4797991741140603,0.44315789074202355,64.0,64.0,0.09372349417839784,0.6981794295095423,0.1299984395507904,0.5344603700518692,0.7871072408629346,0.8411374454104478,0.032079542900285224,0.58484903210923,-0.727842221880901,0.5268840927814293
D1_0001|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0001,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
