case_key,case_id,family,anchor_id,reference_case_id,d_PVK_nm,d_BEMA_front_nm,d_BEMA_rear_nm,d_gap_front_nm,d_gap_rear_nm,front_rms_deltaR_500_650,transition_rms_deltaR_650_810,rear_rms_deltaR_810_1055,front_plus_transition_to_rear_ratio,front_to_rear_ratio,transition_to_rear_ratio,rear_best_shift_nm,rear_shift_explained_fraction,rear_aligned_rms_residual,rear_unaligned_rms_residual,rear_corr_before_shift,rear_corr_after_shift,rear_phase_slope_error,rear_dom_freq,rear_dom_freq_amplitude,rear_dom_freq_bandwidth,rear_spectral_centroid,rear_spectral_entropy,rear_sideband_energy_fraction,rear_second_peak_to_first_peak_ratio,wavelet_energy_front,wavelet_energy_transition,wavelet_energy_rear,wavelet_entropy_front,wavelet_entropy_transition,wavelet_entropy_rear,transition_peak_scale,rear_peak_scale,sim_to_thickness_template,ncc_to_thickness_template,sim_to_front_roughness_template,ncc_to_front_roughness_template,sim_to_rear_roughness_template,ncc_to_rear_roughness_template,sim_to_front_gap_template,ncc_to_front_gap_template,sim_to_rear_gap_template,ncc_to_rear_gap_template
D1_0063|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0063,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,0.5,1.339995279598114e-05,0.0007632838775190753,0.0011398220493506939,0.6814079713210486,0.01175617966296976,0.6696517916580789,0.0,0.0,0.0011398220493506967,0.0011398220493506967,0.9999214223251524,0.9999214223251524,0.0,3473.7804878048787,9.626805281149095e-07,3473.7804878048787,3610.6044565340226,0.03457234973346087,0.0025477534087340226,0.0,0.0015690844343854173,0.6875959179826197,0.3196145385904341,0.2560619598857481,0.5608979613361906,0.4218759407063498,64.0,64.0,-0.005421647763305918,0.5879367067594614,-0.053291599253792024,0.6357454955406378,-0.8702463276588223,0.7181113741062978,0.49893462678604106,0.6057538664653772,0.9900987526632602,0.9954836882354854
D1_0064|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0064,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,1.0,2.6729994443081888e-05,0.0015139198006416824,0.002276710200829761,0.676700000958956,0.01174062225106207,0.6649593787078939,-1.0,0.6909787477873058,0.0007035518371858271,0.0022767102008297607,0.9996867662271647,0.9999776402225375,0.0,3484.65306122449,9.828009951613761e-07,3484.65306122449,3621.930574739024,0.034636095085766254,0.002548141808867063,0.0,0.0015664878413505518,0.687324467640846,0.31988861121350565,0.2554694038853816,0.5592588655951769,0.42112537908121933,64.0,64.0,0.0027264454711533686,0.587780010944919,-0.04573687735012504,0.6372006965821829,-0.8691395484528767,0.7182900487064982,0.5011867493144292,0.6072425387501261,0.9911862367607873,0.9959729685918622
D1_0065|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0065,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,2.0,5.3183112331070046e-05,0.0029774241513487085,0.004541175540277369,0.6673618398584683,0.011711309518729085,0.6556505303397392,-2.0,0.6872668591261435,0.0014201760899704738,0.004541175540277369,0.9987558672375909,0.9999085788896898,0.0,3495.614754098361,3.934075058061565e-06,3495.614754098361,3633.349690939426,0.03464113377426734,0.0025485333120243803,0.0,0.0015623875556634757,0.6867561254785243,0.3204605139915288,0.25431945577206305,0.5560277366039816,0.4196353871328485,64.0,64.0,0.018815153418541248,0.5874185507912912,-0.030778454613816193,0.6402565536295106,-0.866764953968522,0.7185433824905177,0.505520720088467,0.6100620500113719,0.9931458995809765,0.9967360579774319
D1_0066|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0066,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,3.0,7.936420709008181e-05,0.004390944775118316,0.006792393850792124,0.6581345370140858,0.01168427638818771,0.646450260625898,-2.0,0.7361595379919144,0.0017921083317338751,0.006792393850792128,0.9972210627404446,0.9999004734112455,0.0,3495.614754098361,3.360850827190876e-08,3495.614754098361,3633.3496909394244,0.034641133774267474,0.002548533312024395,0.0,0.001559657443969052,0.6861581820868129,0.32105987024078686,0.2532158624145418,0.5528590598606784,0.4181618810673514,64.0,64.0,0.03462192708338377,0.5872286198209569,-0.01602791881236238,0.6434924682599813,-0.8641869740193027,0.7188009660080179,0.5096339464973738,0.6128668306464243,0.9948270107748223,0.9972219190037886
D1_0067|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0067,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,5.0,0.00013092504391952811,0.007070358621822583,0.01125122960208595,0.6400441480997784,0.01163650983491217,0.6284076382648662,-4.0,0.7919414325822804,0.002340914712697843,0.011251229602085954,0.9923983871073392,0.9999167455703419,0.0,3517.809917355373,5.355309992978895e-06,3517.809917355373,3656.4715368864286,0.03471080442616964,0.0025493257770809103,0.0,0.0015579329725525198,0.6848919814955899,0.32232288275290194,0.2511444395861599,0.5467072273781953,0.41526997589022835,64.0,64.0,0.06536956510433503,0.5866474211514061,0.012822731393300464,0.6503982301505868,-0.858473526279096,0.7193640324171887,0.5172285226028928,0.6181716120384317,0.9973946299489957,0.9986330875222749
D1_0068|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0068,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,10.0,0.00025525624889187205,0.012945575100326585,0.022102809235662168,0.597246766620025,0.011548588515165952,0.5856981781048591,-8.0,0.7878874788970407,0.004688282590434076,0.02210280923566217,0.9708682858665268,0.9996547284173595,0.0,3563.319327731092,2.65098055016408e-05,3563.319327731092,3703.883108786956,0.03485288525872741,0.002550949624017333,0.0,0.0015718553531518858,0.6814877655157036,0.3256883283227604,0.24670724536939959,0.5323810843572209,0.40841520613000576,64.0,64.0,0.13706163046519165,0.6003050101967284,0.08093892936074708,0.668024552815473,-0.8415073635729551,0.7209917253920988,0.5328796581132086,0.6289548872786509,0.9996522021067351,0.9996474100875513
D1_0069|rear_gap_on_background|anchor_01_nominal|D1_0001,D1_0069,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,15.0,0.00037316898394750464,0.017750562215522132,0.03245826433336056,0.5583703125136635,0.01149688658995737,0.5468734259237062,-11.0,0.7863375443864666,0.0069351124624189835,0.03245826433336056,0.9375819018508349,0.999347409804749,0.0,3598.468085106382,3.7451116497156734e-05,3598.468085106382,3740.502889840138,0.034993232333451973,0.00255220282875637,0.0,0.0016060729743466932,0.6780033963931652,0.3290973930106132,0.24320214370632826,0.5194829906110943,0.4022043149067132,64.0,64.0,0.20135766546507153,0.6199653426201085,0.1431105485113409,0.6849283492057232,-0.8217785589783352,0.7226395000977779,0.5444818744595776,0.6369730995898052,0.9969344211596164,0.9985447014567546
D1_0002|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0002,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0077|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0077,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,0.5,1.4005280366946663e-05,0.0009338784421628952,0.0010679389574333152,0.8875823060224209,0.013114307956895737,0.8744679980655252,0.0,0.0,0.001067938957433314,0.001067938957433314,0.9999285038273429,0.9999285038273429,1.5145752741131322e-12,3473.7804878048787,7.07597858167313e-07,3473.7804878048787,3610.6044565340235,0.034572349733460885,0.00254775340873403,0.0,0.002140807505021073,0.6656458164471627,0.3408398908183276,0.2897204260057416,0.6513521158905174,0.45775698203547543,64.0,64.0,-0.41977428347845686,0.621077431922812,-0.4183232552440697,0.6975291286659308,-0.8262876339967966,0.7151928866797379,0.32768567822235517,0.5306786108972305,0.846831789634377,0.9437944608956343
D1_0078|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0078,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,1.0,2.7800001790516403e-05,0.0018556582970437586,0.0021321307939589675,0.8833690241568369,0.01303860057238656,0.8703304235844503,-1.0,0.7056440686855143,0.0006276053455400862,0.002132130793958969,0.9997153824422245,0.9999862947230592,1.3641194521786602e-12,3484.65306122449,2.535997494402644e-07,3484.65306122449,3621.930574739024,0.03463609508576618,0.002548141808867057,0.0,0.00211214249867421,0.666903278085089,0.3396157420437479,0.28921193307972154,0.6499222425444412,0.45727224775187353,64.0,64.0,-0.41250592648472745,0.6197530909668135,-0.4120142041234777,0.6961918713125679,-0.8285996455873272,0.7153637607885375,0.3318555506790987,0.5305366472142072,0.8511074415898536,0.9449510416090274
D1_0079|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0079,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,2.0,5.4778959642161366e-05,0.0036629365391927736,0.004249059969236315,0.8749501126723617,0.012892018479091225,0.8620580941932704,-2.0,0.7010938123865158,0.001270070316345495,0.004249059969236315,0.9988724333355573,0.9999431274652624,1.3015227490740754e-12,3495.614754098361,1.0013154172996989e-06,3495.614754098361,3633.3496909394266,0.03464113377426741,0.002548533312024398,0.0,0.002058649926297345,0.6692685085956275,0.33731237923928925,0.2881767444266585,0.6470724195731445,0.4562528806809182,64.0,64.0,-0.3979828105482632,0.6170591120821421,-0.39938019505493727,0.6934481775467699,-0.8329876306863958,0.7155963408465421,0.3400214109096587,0.5304354642981377,0.8594263583806395,0.9471018168970771
D1_0080|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0080,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,3.0,8.097829563899397e-05,0.005421924334921889,0.006350373176037561,0.8665479142746263,0.012751738109589641,0.8537961761650367,-2.0,0.7200097358308334,0.0017780426631315452,0.006350373176037557,0.9974874096660848,0.9998997056899322,1.264632745329965e-12,3495.614754098361,2.617501214796401e-07,3495.614754098361,3633.3496909394275,0.03464113377426744,0.002548533312024395,0.0,0.002009913948203668,0.6714470824197203,0.3351897752555479,0.28712099935271956,0.6442406377863469,0.45517268444692105,64.0,64.0,-0.38349165172488653,0.6143100050130761,-0.3867370298708927,0.6906184279283081,-0.8370673567688394,0.7158649395873937,0.3479558789102852,0.5306451516038261,0.8674371583162103,0.9495810526229687
D1_0081|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0081,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,5.0,0.00013119572715597,0.008795841674439909,0.01050458642149945,0.849822833893313,0.01248937577280104,0.8373334581205121,-4.0,0.7848476764818606,0.0022600861761827044,0.010504586421499451,0.9931555429955639,0.9999640311080057,2.2625217220265297e-13,3517.809917355373,3.859708623776984e-07,3517.809917355373,3656.4715368864277,0.03471080442616928,0.0025493257770808843,0.0,0.0019251468464283115,0.6753025884735274,0.33143043089762786,0.28496457241093687,0.6386500975459113,0.4528553101327856,64.0,64.0,-0.35466714077993816,0.6088085014443583,-0.36147799663772123,0.685163044914891,-0.8443349352000785,0.7164141481765576,0.3631357577749426,0.5327112000942775,0.8825458835642942,0.9542459292277765
D1_0082|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0082,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,10.0,0.0002456762175074326,0.016407949824690647,0.020591283336938968,0.8087706710500615,0.011931078480509802,0.7968395925695517,-8.0,0.7817911946710232,0.00449319933714392,0.020591283336938968,0.9739549546230405,0.9998820520911793,7.160994233034692e-13,3563.319327731092,2.8186508192416155e-06,3563.319327731092,3703.8831087869544,0.03485288525872737,0.002550949624017338,0.0,0.001772428402078454,0.682602043375965,0.32429727301683026,0.27947892160469506,0.6252485697205648,0.44640258110558606,64.0,64.0,-0.2841451422565403,0.5954730940801365,-0.2990529070797997,0.6716754758544585,-0.8577145403190208,0.7181220036617867,0.3971817344473181,0.5463360627892999,0.9151865065837071,0.9654323676025407
D1_0083|rear_gap_on_background|anchor_02_pvk690|D1_0002,D1_0083,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,15.0,0.00034736437455612143,0.022902800916323164,0.030221401915975946,0.7693278212414277,0.011493986133465705,0.7578338351079621,-12.0,0.7753077855561683,0.006790513720097692,0.030221401915975946,0.9443488192242138,0.9996983854265303,6.508483474160691e-13,3610.384615384615,8.983153677899137e-06,3610.384615384615,3752.9185206605666,0.03499875801732232,0.002552627514663492,0.0,0.001680560823868622,0.6875436995628383,0.31944413939332145,0.27413119822594284,0.612841595750559,0.43944835772243507,64.0,64.0,-0.21684060804980912,0.5934954589046487,-0.23863159338027884,0.6591383591163603,-0.8651729479700493,0.7199901027723279,0.4260216009382086,0.5625327014211403,0.941042777707821,0.9752875277329026
D1_0003|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0003,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0091|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0091,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,0.5,1.5964441200998318e-05,0.0005641683170700409,0.001222223657678651,0.47465351748539675,0.013061800187470855,0.4615917172979259,0.0,0.0,0.0012222236576786565,0.0012222236576786565,0.9999111717389949,0.9999111717389949,0.0,3473.7804878048787,6.49800287277361e-07,3473.7804878048787,3610.6044565340253,0.03457234973346098,0.002547753408734024,0.0,0.0018685688132559644,0.6506077335949245,0.35627223579629286,0.24031048655840942,0.46651251446056635,0.39108546397264876,64.0,64.0,0.3951075863147872,0.6855430065463869,0.32741878559605875,0.7404290287802671,-0.7417571658933547,0.7168725339002949,0.5654697966920542,0.645681142495499,0.9598070672230641,0.9848157589471171
D1_0092|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0092,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,1.0,3.1858825608054184e-05,0.0011175695617494368,0.002440254990364456,0.47102798350832265,0.013055531382519995,0.4579724521258026,-1.0,0.6633328323926128,0.0008215537358457934,0.002440254990364456,0.9996461206615184,0.9999624243532974,0.0,3484.65306122449,1.241990522019602e-06,3484.65306122449,3621.930574739023,0.034636095085766164,0.002548141808867059,0.0,0.0018756751713472914,0.6495016026662026,0.357367354560976,0.24016364870835644,0.4648640077856597,0.39079374940711276,64.0,64.0,0.4015965865641761,0.6874332244751044,0.3340097854582767,0.7420862471448476,-0.7379539743709593,0.7168418906433333,0.5657436431597679,0.6458438506007141,0.9576795070056093,0.9842256996342386
D1_0093|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0093,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,2.0,6.342797892549915e-05,0.0021928447633654535,0.004863024933254682,0.463964872329144,0.013042906379476166,0.4509219659496678,-2.0,0.6589174727449492,0.0016586928343388329,0.004863024933254685,0.9985963236709832,0.9998468138804509,0.0,3495.614754098361,5.06964253116569e-06,3495.614754098361,3633.3496909394257,0.03464113377426738,0.0025485333120243837,0.0,0.001890487172768007,0.6472956861649753,0.3595498432156539,0.23989283977734938,0.46161787103773355,0.39023883870061543,64.0,64.0,0.414284379266959,0.6913773860530547,0.3469461693080906,0.7455461357926144,-0.7303248535334996,0.7169919169702278,0.5661924127681051,0.6461237115220357,0.9533124852401229,0.9828779631245449
D1_0094|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0094,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,3.0,9.468975832937175e-05,0.003227424662236293,0.007266935912352681,0.4571547706810759,0.01303021788982804,0.44412455279124785,-2.0,0.7513670523116353,0.0018067996965506839,0.0072669359123526825,0.996869426866904,0.9998906556469048,0.0,3495.614754098361,5.312159198906239e-07,3495.614754098361,3633.3496909394244,0.03464113377426715,0.0025485333120243655,0.0,0.001906071307125091,0.6451000165839508,0.3617202603748708,0.23965101728253113,0.4584389810884415,0.3897228211290918,64.0,64.0,0.4265902289656657,0.6950603309957253,0.3595570512667089,0.7487661997701806,-0.7226741573478331,0.7170268605519609,0.5665156817510927,0.6462719257269997,0.9488054863720432,0.981331806968086
D1_0095|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0095,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,5.0,0.0001562296147227583,0.005181216680905244,0.012013154706306277,0.44430013814990016,0.013004878280702232,0.431295259869198,-4.0,0.7892756276664022,0.002531464485232797,0.01201315470630628,0.9914658449942304,0.9998049897363273,0.0,3517.809917355373,9.840015768867629e-06,3517.809917355373,3656.471536886429,0.034710804426169424,0.0025493257770808917,0.0,0.0019394362270060944,0.6407470918557104,0.3660174262613398,0.2392474818953856,0.45227992830343144,0.38881159585348646,64.0,64.0,0.45008263572699597,0.7017236178896678,0.3838146770823456,0.7546701781649191,-0.707346810618199,0.7171875247807401,0.5668150440268294,0.6462040435412043,0.9394140009366705,0.9788990559649347
D1_0096|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0096,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,10.0,0.00030380028394253426,0.009474116840759036,0.023470654973881382,0.4166018006562933,0.01294383494114712,0.40365796571514617,-8.0,0.7806604100410794,0.005148043838038443,0.023470654973881382,0.9676302314023846,0.9991432123200673,0.0,3563.319327731092,4.7739116228614344e-05,3563.319327731092,3703.8831087869557,0.03485288525872768,0.002550949624017353,0.0,0.0020344477003044177,0.6301597416776846,0.3764371829593194,0.23863439905344008,0.43800323227349597,0.3872848079263488,64.0,64.0,0.5026377529665315,0.7170374377725528,0.4390320359605279,0.7680811209110537,-0.6692595742325649,0.7175260967694842,0.5658482943413383,0.6450648495139805,0.9141846602227868,0.9721119330835291
D1_0097|rear_gap_on_background|anchor_03_pvk710|D1_0003,D1_0097,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,15.0,0.00044171337659747027,0.013092543842990837,0.03427030804179135,0.39492662870388534,0.012889098518134634,0.3820375301857507,-11.0,0.7868024095749775,0.007306347097633187,0.03427030804179134,0.931438776499579,0.9985935010721421,0.0,3598.468085106382,7.693119584906652e-05,3598.468085106382,3740.502889840138,0.03499323233345163,0.0025522028287563495,0.0,0.002143857913161725,0.6200973826705954,0.38629657082700825,0.23845772872398513,0.4252402985224054,0.3869222184757699,64.0,64.0,0.5472044888855466,0.7297664500604831,0.48703321533953897,0.77912639763649,-0.6321302413766294,0.7180882018453357,0.5630004420034845,0.6426368469240871,0.8872872877669783,0.9658082248526708
D1_0004|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0004,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0105|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0105,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,0.5,1.3876180166591135e-05,0.0006918095083107643,0.0011697683717062895,0.6032695921227575,0.011862331468537282,0.5914072606542202,0.0,0.0,0.0011697683717062921,0.0011697683717062921,0.9999185509138996,0.9999185509138996,0.0,3473.7804878048787,8.836684485063651e-07,3473.7804878048787,3610.6044565340235,0.03457234973346065,0.0025477534087340052,0.0,0.0016237111475252647,0.688533639185213,0.31847634455199914,0.25230075934324775,0.5434845533360259,0.41001492319821264,64.0,64.0,0.11846628831344957,0.5927658019720136,0.06677019711990889,0.6605237276578613,-0.8425228542731936,0.7275226267315699,0.5357243784913605,0.6326997591643643,0.9993448681446501,0.9993214766293179
D1_0106|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0106,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,1.0,2.7690091449967286e-05,0.0013714377075539832,0.0023363207939094146,0.5988594557097446,0.011852007447844043,0.5870074482619005,-1.0,0.6867560552925451,0.0007318383415862378,0.002336320793909414,0.999675330664653,0.9999738178383044,0.0,3484.65306122449,1.057852331538097e-06,3484.65306122449,3621.930574739026,0.034636095085766115,0.0025481418088670643,0.0,0.0016237929618537544,0.6880495876032284,0.31896020035978057,0.2517836963916894,0.5418447289548534,0.40932273311577544,64.0,64.0,0.12626653364522356,0.5933121445322412,0.07417247887197521,0.6625170665516268,-0.8405213454293902,0.7276412361187607,0.5373653224648646,0.633870973850186,0.9994169976601034,0.9994004173561162
D1_0107|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0107,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,2.0,5.513095507230033e-05,0.00269444232352501,0.004659199486485619,0.590138560620267,0.01183270972453789,0.5783058508957291,-2.0,0.6827425201780717,0.00147816588707005,0.004659199486485619,0.9987105839569089,0.9998929132126334,0.0,3495.614754098361,4.2591655376304835e-06,3495.614754098361,3633.3496909394253,0.034641133774267266,0.0025485333120243803,0.0,0.0016248821864626659,0.6870678573391789,0.3199399308895225,0.2507846434519735,0.5386131561861213,0.40795706183734487,64.0,64.0,0.14162673698349204,0.5981294945248947,0.08879081413733668,0.6665629701241452,-0.8363966969264893,0.7277769745334739,0.5404926342783756,0.6360644770054783,0.9993726291254462,0.9993601430320891
D1_0108|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0108,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,3.0,8.232190560966373e-05,0.003969676620982204,0.006967505637914081,0.5815565479477599,0.011815118621749564,0.5697414293260104,-2.0,0.7458679641626347,0.0017706663924714266,0.0069675056379140815,0.9971203719928626,0.9999017612850436,0.0,3495.614754098361,1.0791462483692821e-07,3495.614754098361,3633.3496909394257,0.034641133774267543,0.0025485333120243924,0.0,0.0016271388070141933,0.6860711449401221,0.32093258068606606,0.24983135391474157,0.5354452652716938,0.4066172866424183,64.0,64.0,0.15666436355725816,0.6028704009852773,0.10315686594320589,0.6705977417102813,-0.8321208694935713,0.7280419336763339,0.5434206456754145,0.6380669759547427,0.9990859247883818,0.9990654446071018
D1_0109|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0109,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,5.0,0.00013594897336647365,0.006380067258525335,0.01153610600404204,0.5648367160988913,0.011784650151345664,0.5530520659475456,-4.0,0.7979517269642337,0.0023308502956742292,0.01153610600404204,0.9921265535836512,0.9998961697096602,0.0,3517.809917355373,6.473593995402932e-06,3517.809917355373,3656.4715368864304,0.03471080442616969,0.002549325777080919,0.0,0.0016348650349896636,0.6840463891276192,0.32294338619878743,0.24805685787447457,0.5292981909034653,0.4040200534127766,64.0,64.0,0.18576601973781284,0.6121718510865554,0.131117217435844,0.6784467346898041,-0.8231661398300957,0.7284064187507987,0.5487110021087385,0.641572794850978,0.9978289528173205,0.9988763904725529
D1_0110|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0110,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,10.0,0.00026553086043580945,0.011636601515700404,0.022632887009003896,0.5258777800375739,0.011732080857832013,0.5141456991797418,-8.0,0.7923197083549607,0.004700404574799153,0.0226328870090039,0.9698807701053208,0.9995473595433345,0.0,3563.319327731092,3.1899439795776695e-05,3563.319327731092,3703.883108786955,0.034852885258727345,0.0025509496240173385,0.0,0.0016701421743997515,0.6789272754947271,0.3279973612154701,0.24432501423195158,0.5149981227548425,0.3980607638479522,64.0,64.0,0.252864952959275,0.6332407746842804,0.19642834290642278,0.6965953985900883,-0.7989607810598716,0.7296962334529651,0.5589983850917236,0.6489810942216576,0.9911865683952589,0.996469998103555
D1_0111|rear_gap_on_background|anchor_04_front5|D1_0004,D1_0111,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,15.0,0.0003885336751631329,0.015917089320180582,0.033188683928435665,0.4913006803916456,0.011706811755504469,0.4795938686361411,-11.0,0.7931335096732544,0.006865626562839153,0.033188683928435665,0.9356204441930741,0.9992105688310111,0.0,3598.468085106382,4.72376971976694e-05,3598.468085106382,3740.5028898401406,0.03499323233345193,0.0025522028287563708,0.0,0.0017236395788752547,0.6739146754807303,0.33290829065159605,0.24145458851851234,0.5021399873836259,0.39297220627145596,64.0,64.0,0.31215549601679593,0.6517229613007164,0.25520833631112655,0.712941985726899,-0.7731261811772362,0.7309729962336715,0.5658002479576892,0.6540285069860632,0.9805092677996355,0.9926346471452491
D1_0005|rear_gap_on_background|anchor_05_front15|D1_0005,D1_0005,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1_0119|rear_gap_on_background|anchor_05_front15|D1_0005,D1_0119,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,0.5,1.2935863446565925e-05,0.000830409261840085,0.0011027345081902303,0.7647762167801566,0.011730714283890342,0.7530455024962662,0.0,0.0,0.00110273450819023,0.00110273450819023,0.9999243832271746,0.9999243832271746,0.0,3473.7804878048787,9.656786010625956e-07,3473.7804878048787,3610.6044565340244,0.034572349733460885,0.0025477534087340304,0.0,0.0015655025160504822,0.6839603464613266,0.323402974052005,0.26132199662912237,0.5786603228544949,0.43342017740422817,64.0,64.0,-0.13499938649348872,0.5820407155146574,-0.1755759990997225,0.640525666473447,-0.8824644126431752,0.7084465984450359,0.45200533338438237,0.5731935099017673,0.9639427998047014,0.9849196510393906
D1_0120|rear_gap_on_background|anchor_05_front15|D1_0005,D1_0120,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,1.0,2.5791681163311605e-05,0.0016480025482892642,0.002202647864099951,0.7599009613534045,0.011709398303596128,0.7481915630498083,-1.0,0.6928057385307459,0.0006766407838890147,0.002202647864099952,0.999698613673891,0.9999811287628194,0.0,3484.65306122449,8.166728100033315e-07,3484.65306122449,3621.930574739026,0.03463609508576607,0.0025481418088670587,0.0,0.0015597977699290647,0.6839402404943341,0.3234284049493706,0.26066324733510066,0.5770327271564644,0.43266201667937876,64.0,64.0,-0.12672637462802866,0.5818731206979115,-0.16808221984585162,0.6393496755558379,-0.8823640278330894,0.7085375720409463,0.45487256868259407,0.5750100498548036,0.9660819669870035,0.985872037479733
