family,Wavelength_nm,mean_deltaR_total,std_deltaR_total
front_gap_on_background,897.0,-0.015019273792783141,0.01376975456988207
front_gap_on_background,898.0,-0.015426445504433143,0.014150991868698648
front_gap_on_background,899.0,-0.01582994462574303,0.014532012785449584
front_gap_on_background,900.0,-0.01622824660406956,0.014911666005256723
front_gap_on_background,901.0,-0.016620394526978752,0.015289339461201857
front_gap_on_background,902.0,-0.017003753625428622,0.015662865536482624
front_gap_on_background,903.0,-0.017376636522957144,0.01603096223557584
front_gap_on_background,904.0,-0.017731286673295127,0.016386567192801505
front_gap_on_background,905.0,-0.018065874483413017,0.016728192011664113
front_gap_on_background,906.0,-0.018349355461468077,0.01702612833066176
front_gap_on_background,907.0,-0.018609776178619548,0.01730737234078228
front_gap_on_background,908.0,-0.018845380633093902,0.017570450755636666
front_gap_on_background,909.0,-0.01905441627633186,0.017813876215156906
front_gap_on_background,910.0,-0.01923514734368983,0.01803615606015668
front_gap_on_background,911.0,-0.019385869556662324,0.018235802194868776
front_gap_on_background,912.0,-0.01950492619573478,0.0184113421115703
front_gap_on_background,913.0,-0.019590724472816196,0.018561329994105053
front_gap_on_background,914.0,-0.01964175321526101,0.018684359024090186
front_gap_on_background,915.0,-0.01965660151708975,0.01877907465403083
front_gap_on_background,916.0,-0.01963397803046347,0.018844188630846595
front_gap_on_background,917.0,-0.01957273067237924,0.018878493677613507
front_gap_on_background,918.0,-0.01947186648584301,0.01888087872200247
front_gap_on_background,919.0,-0.01933057136053501,0.018850344539923996
front_gap_on_background,920.0,-0.019148229286406252,0.01878601966245463
front_gap_on_background,921.0,-0.018924440792005927,0.018687176369318974
front_gap_on_background,922.0,-0.018659040225333406,0.01855324659439584
front_gap_on_background,923.0,-0.018352111431010606,0.018383837558516254
front_gap_on_background,924.0,-0.01800400140781776,0.01817874681195734
front_gap_on_background,925.0,-0.017615331575883623,0.017937976466625375
front_gap_on_background,926.0,-0.017187006268488354,0.017661746362056228
front_gap_on_background,927.0,-0.016720218086050107,0.01735050588860631
front_gap_on_background,928.0,-0.016216449785052954,0.017004944185329968
front_gap_on_background,929.0,-0.015677472421905227,0.016625998431178686
front_gap_on_background,930.0,-0.015105339530706117,0.0162148599583769
front_gap_on_background,931.0,-0.014502377139976857,0.015772977903503106
front_gap_on_background,932.0,-0.013871169503356848,0.015302060135245666
front_gap_on_background,933.0,-0.013214540921020722,0.014804071581790078
front_gap_on_background,934.0,-0.01253553343586574,0.01428122961387866
front_gap_on_background,935.0,-0.011837380640031715,0.013735996497448692
front_gap_on_background,936.0,-0.0111234779401889,0.01317106905650739
front_gap_on_background,937.0,-0.010397349685316729,0.012589365789976418
front_gap_on_background,938.0,-0.009662613650855958,0.011994011842984893
front_gap_on_background,939.0,-0.008922943454186908,0.011388322409940543
front_gap_on_background,940.0,-0.008182029544974588,0.010775785339252317
front_gap_on_background,941.0,-0.007443539609741074,0.010160044035962417
front_gap_on_background,942.0,-0.006711079240809762,0.009544881937661235
front_gap_on_background,943.0,-0.005988152464299253,0.008934208843118735
front_gap_on_background,944.0,-0.005278124064885907,0.008332051496027391
front_gap_on_background,945.0,-0.004584184269105432,0.007742549521406108
front_gap_on_background,946.0,-0.003909316307284824,0.007169957269444894
front_gap_on_background,947.0,-0.0032562674519737143,0.006618650991053924
front_gap_on_background,948.0,-0.002627524044234132,0.006093138248875898
front_gap_on_background,949.0,-0.002025290917820152,0.005598061886226459
front_gap_on_background,950.0,-0.0014514755189165111,0.005138183290238305
front_gap_on_background,951.0,-0.0009076767932653298,0.004718318501394537
front_gap_on_background,952.0,-0.00039517885751739833,0.004343187789191405
front_gap_on_background,953.0,8.50497705742577e-05,0.004017131932497211
front_gap_on_background,954.0,0.0005323525671070223,0.003743658798592656
front_gap_on_background,955.0,0.0009463771199086124,0.003524838034554215
front_gap_on_background,956.0,0.0013270632175968163,0.0033606624807748517
front_gap_on_background,957.0,0.001674627354884421,0.0032486009500807505
front_gap_on_background,958.0,0.0019895441559968394,0.0031835816912276355
front_gap_on_background,959.0,0.0022725252565685026,0.003158499625890644
front_gap_on_background,960.0,0.0025244962045691296,0.0031651024621130986
front_gap_on_background,961.0,0.0027465719457869775,0.0031949566673154044
front_gap_on_background,962.0,0.002940031449113834,0.003240224491816465
front_gap_on_background,963.0,0.0031062919736732494,0.0032941324069792224
front_gap_on_background,964.0,0.0032468834724999215,0.0033511521195101267
front_gap_on_background,965.0,0.003363423569890797,0.0034069823722134404
front_gap_on_background,966.0,0.0034575934907205377,0.003458423104327937
front_gap_on_background,967.0,0.003531115262279981,0.003503208547438015
front_gap_on_background,968.0,0.0035857304484411007,0.003539838106450141
front_gap_on_background,969.0,0.0036231806155082075,0.003567423498293541
front_gap_on_background,970.0,0.0036451896709378036,0.003585558464864626
front_gap_on_background,971.0,0.0036534481613194228,0.0035942111910145687
front_gap_on_background,972.0,0.0036495995739375267,0.003593636945340907
front_gap_on_background,973.0,0.0036352286316930953,0.0035843077018167346
front_gap_on_background,974.0,0.003611851516646279,0.003566855578858634
front_gap_on_background,975.0,0.0035809079587971818,0.0035420273822926534
front_gap_on_background,976.0,0.00354375509016379,0.003510648021126309
front_gap_on_background,977.0,0.00350166294195074,0.003473591011961189
front_gap_on_background,978.0,0.003455811448536557,0.003431754662241461
front_gap_on_background,979.0,0.0034072888130388533,0.003386042819682682
front_gap_on_background,980.0,0.003357091084756457,0.0033373493053057393
front_gap_on_background,981.0,0.0033061228012889023,0.003286545327358561
front_gap_on_background,982.0,0.0032551985494184664,0.003234469308462082
front_gap_on_background,983.0,0.003205045279219907,0.0031819186405992973
front_gap_on_background,984.0,0.003156305264471745,0.0031296430235619416
front_gap_on_background,985.0,0.003109539578561788,0.0030783390840464302
front_gap_on_background,986.0,0.0030652319671488214,0.003028646042250665
front_gap_on_background,987.0,0.0030237930131279673,0.002981142258877529
front_gap_on_background,988.0,0.002985564500521976,0.002936342553630779
front_gap_on_background,989.0,0.0029508238949804756,0.0028946962392980688
front_gap_on_background,990.0,0.0029197888693732704,0.0028565858611415444
front_gap_on_background,991.0,0.002892621814450473,0.0028223266676331363
front_gap_on_background,992.0,0.002869434283727688,0.0027921668593264577
front_gap_on_background,993.0,0.002850291320799177,0.002766288657592601
front_gap_on_background,994.0,0.002835215645589678,0.002744810243026552
front_gap_on_background,995.0,0.0028241916707364262,0.0027277885719724166
front_gap_on_background,996.0,0.0028171693265647553,0.002715223039542856
front_gap_on_background,997.0,0.002814067680258867,0.002707059911600422
front_gap_on_background,998.0,0.0028147783399085956,0.002703197401316839
front_gap_on_background,999.0,0.002819168638431622,0.0027034912264616504
front_gap_on_background,1000.0,0.0028270845960513733,0.002707760457060459
front_gap_on_background,1001.0,0.0028383536553862475,0.002715793445243404
front_gap_on_background,1002.0,0.0028527871920238676,0.0027273536422712016
front_gap_on_background,1003.0,0.002870182866074035,0.002742185188516413
front_gap_on_background,1004.0,0.0028903267469329733,0.0027600180606960904
front_gap_on_background,1005.0,0.0029129952363935643,0.0027805726914177354
front_gap_on_background,1006.0,0.0029379568092304754,0.0028035640089041636
front_gap_on_background,1007.0,0.002964973581638321,0.0028287048728942036
front_gap_on_background,1008.0,0.0029938027182117655,0.0028557089147379566
front_gap_on_background,1009.0,0.0030241976883034717,0.002884292814675348
front_gap_on_background,1010.0,0.003055909382540943,0.002914178066829095
front_gap_on_background,1011.0,0.003088687102010694,0.00294509229439146
front_gap_on_background,1012.0,0.0031222794112424164,0.0029767701618975792
front_gap_on_background,1013.0,0.003156434856145668,0.003008953945225453
front_gap_on_background,1014.0,0.0031909026191862806,0.0030413938779269584
front_gap_on_background,1015.0,0.0032254330912734205,0.0030738483015856225
front_gap_on_background,1016.0,0.0032597783616875966,0.0031060836629292297
front_gap_on_background,1017.0,0.0032936926341846895,0.003137874399885899
front_gap_on_background,1018.0,0.0033269325769143205,0.003169002751712944
front_gap_on_background,1019.0,0.003359257613263348,0.0031992585218214927
front_gap_on_background,1020.0,0.0033904301602629993,0.003228438816146829
front_gap_on_background,1021.0,0.0034202159081958353,0.0032563478567632998
front_gap_on_background,1022.0,0.0034483843056595377,0.003282797029273946
front_gap_on_background,1023.0,0.0034747085356567377,0.0033076045016587996
front_gap_on_background,1024.0,0.0034989655279369187,0.003330594935394823
front_gap_on_background,1025.0,0.0035209360154699484,0.003351599295025409
front_gap_on_background,1026.0,0.003540404569507641,0.0033704546950936295
front_gap_on_background,1027.0,0.0035571596168337406,0.003387004288208738
front_gap_on_background,1028.0,0.003570993442502216,0.003401097197596991
front_gap_on_background,1029.0,0.0035817021810517014,0.0034125884974362526
front_gap_on_background,1030.0,0.003589085798920107,0.003421339244538698
front_gap_on_background,1031.0,0.0035929478441161715,0.003427216362388744
front_gap_on_background,1032.0,0.003593094650656288,0.003430092106704104
front_gap_on_background,1033.0,0.0035893358334444406,0.003429844764605573
front_gap_on_background,1034.0,0.003581484462615005,0.0034263591341023953
front_gap_on_background,1035.0,0.0035693570343993206,0.003419526903243251
front_gap_on_background,1036.0,0.003552773444342084,0.0034092471257335965
front_gap_on_background,1037.0,0.003531556964272361,0.003395426808048778
front_gap_on_background,1038.0,0.0035055342243058506,0.003377981626646441
front_gap_on_background,1039.0,0.003474535201036932,0.003356836798280999
front_gap_on_background,1040.0,0.0034383932129533243,0.0033319281318883753
front_gap_on_background,1041.0,0.0033969450162083495,0.003303203376202577
front_gap_on_background,1042.0,0.003350031118284462,0.003270624002527674
front_gap_on_background,1043.0,0.003297495566985156,0.0032341668395411143
front_gap_on_background,1044.0,0.0032391858977790164,0.003193826220087417
front_gap_on_background,1045.0,0.0031749531783918025,0.003149616666947887
front_gap_on_background,1046.0,0.003104652065129094,0.003101576146707208
front_gap_on_background,1047.0,0.003028140871423118,0.0030497700203983985
front_gap_on_background,1048.0,0.0029452816490395223,0.002994295850178105
front_gap_on_background,1049.0,0.002855940282339838,0.002935289258064685
front_gap_on_background,1050.0,0.002759986595944363,0.0028729310758549642
front_gap_on_background,1051.0,0.002657294545116149,0.002807456126957769
front_gap_on_background,1052.0,0.0025477425718815083,0.0027391640330915947
front_gap_on_background,1053.0,0.002431213571616312,0.002668431994740646
front_gap_on_background,1054.0,0.0023075949915266243,0.0025957303671913755
front_gap_on_background,1055.0,0.0021767790091918693,0.002521641357381623
rear_gap_on_background,500.0,1.278711677501759e-09,1.2149935366838793e-09
rear_gap_on_background,501.0,1.4692185822543117e-09,1.393918320229086e-09
rear_gap_on_background,502.0,1.6221578927050227e-09,1.5418601769512774e-09
rear_gap_on_background,503.0,1.7750037861015961e-09,1.691580736725456e-09
rear_gap_on_background,504.0,1.995966160774501e-09,1.902786174974935e-09
rear_gap_on_background,505.0,2.2942972055913937e-09,2.1827484490878068e-09
rear_gap_on_background,506.0,2.6472041395676744e-09,2.51041761698855e-09
rear_gap_on_background,507.0,3.027502276511883e-09,2.8629656062366436e-09
rear_gap_on_background,508.0,3.413100475291082e-09,3.222623223266892e-09
rear_gap_on_background,509.0,3.850187272885661e-09,3.6343399819840783e-09
rear_gap_on_background,510.0,4.454061131399937e-09,4.208280183699541e-09
rear_gap_on_background,511.0,5.263958244634684e-09,4.979188843619145e-09
rear_gap_on_background,512.0,6.170905157472004e-09,5.835042168375566e-09
rear_gap_on_background,513.0,7.108166075017118e-09,6.712930699527697e-09
rear_gap_on_background,514.0,8.228785348130212e-09,7.769613348112054e-09
rear_gap_on_background,515.0,9.663311277580699e-09,9.134408712422683e-09
rear_gap_on_background,516.0,1.124506900181433e-08,1.0644898173601427e-08
rear_gap_on_background,517.0,1.280385208061922e-08,1.2134935700655925e-08
rear_gap_on_background,518.0,1.4606874057237926e-08,1.3862132752263863e-08
rear_gap_on_background,519.0,1.7016430121267483e-08,1.6173232428074384e-08
rear_gap_on_background,520.0,1.9859168926958212e-08,1.889274212666316e-08
rear_gap_on_background,521.0,2.2679322972906296e-08,2.1587765114867887e-08
rear_gap_on_background,522.0,2.5530432179624652e-08,2.437712148991294e-08
rear_gap_on_background,523.0,2.877319270401269e-08,2.771247083196346e-08
rear_gap_on_background,524.0,3.227779916505732e-08,3.14912113873359e-08
rear_gap_on_background,525.0,3.5683529852886695e-08,3.5244041998428404e-08
rear_gap_on_background,526.0,3.957347269861404e-08,3.937195674332213e-08
rear_gap_on_background,527.0,4.5297314084737506e-08,4.5089623204652277e-08
rear_gap_on_background,528.0,5.2206450425451126e-08,5.2154207295994116e-08
rear_gap_on_background,529.0,5.737602753650836e-08,5.8586367739104354e-08
rear_gap_on_background,530.0,6.006053133886756e-08,6.392038035645789e-08
rear_gap_on_background,531.0,6.363134920531822e-08,7.033668842721487e-08
rear_gap_on_background,532.0,7.030230432270476e-08,7.930509755346352e-08
rear_gap_on_background,533.0,7.929249986904816e-08,9.108783845133577e-08
rear_gap_on_background,534.0,8.929071355912033e-08,1.0554421606602321e-07
rear_gap_on_background,535.0,9.691973633969247e-08,1.196049304886158e-07
rear_gap_on_background,536.0,9.800144867957484e-08,1.2944913873753256e-07
rear_gap_on_background,537.0,9.174747006681684e-08,1.3652417657682908e-07
rear_gap_on_background,538.0,7.942981080123049e-08,1.452976635767688e-07
rear_gap_on_background,539.0,6.542549804615071e-08,1.5959362093181644e-07
rear_gap_on_background,540.0,5.3282105338097956e-08,1.802570040874577e-07
rear_gap_on_background,541.0,3.393916635343653e-08,2.0197565424429388e-07
rear_gap_on_background,542.0,-3.4336928915269988e-09,2.1978258923001335e-07
rear_gap_on_background,543.0,-5.3994769198845726e-08,2.421463354168406e-07
rear_gap_on_background,544.0,-1.1463115304596475e-07,2.8420691505786475e-07
rear_gap_on_background,545.0,-1.935168279167206e-07,3.515829000466953e-07
rear_gap_on_background,546.0,-2.934206366452626e-07,4.3605504273487204e-07
rear_gap_on_background,547.0,-4.103749855746289e-07,5.313248034146819e-07
rear_gap_on_background,548.0,-5.485585367467734e-07,6.455513414315224e-07
rear_gap_on_background,549.0,-7.15541400221195e-07,7.87053776601526e-07
rear_gap_on_background,550.0,-9.085540781491529e-07,9.514306569819802e-07
rear_gap_on_background,551.0,-1.1177809412564154e-06,1.1287800665684864e-06
rear_gap_on_background,552.0,-1.333285788258042e-06,1.3105699909113755e-06
rear_gap_on_background,553.0,-1.5493900151984908e-06,1.4926505068746872e-06
rear_gap_on_background,554.0,-1.782956524308515e-06,1.6920497165085298e-06
rear_gap_on_background,555.0,-2.0598961220732053e-06,1.9335888599128202e-06
rear_gap_on_background,556.0,-2.3796369364932597e-06,2.216997312420771e-06
rear_gap_on_background,557.0,-2.728806880280022e-06,2.5297261867091665e-06
rear_gap_on_background,558.0,-3.086362352936705e-06,2.8524822418033494e-06
rear_gap_on_background,559.0,-3.410806083482169e-06,3.1504186995368708e-06
rear_gap_on_background,560.0,-3.690342713204258e-06,3.417881147899394e-06
rear_gap_on_background,561.0,-3.960519352845725e-06,3.6909321382262616e-06
rear_gap_on_background,562.0,-4.274205589683289e-06,4.0190785488835366e-06
rear_gap_on_background,563.0,-4.698175997115099e-06,4.46310365669254e-06
rear_gap_on_background,564.0,-5.17479051487133e-06,4.974210057915204e-06
rear_gap_on_background,565.0,-5.443807663418955e-06,5.31609332416937e-06
rear_gap_on_background,566.0,-5.430453112428109e-06,5.411650518618109e-06
rear_gap_on_background,567.0,-5.431704959958791e-06,5.535646423768681e-06
rear_gap_on_background,568.0,-5.544160214412782e-06,5.8217787254085135e-06
rear_gap_on_background,569.0,-5.430757895699576e-06,6.046976609707593e-06
rear_gap_on_background,570.0,-4.887157316077303e-06,6.0756257070600615e-06
rear_gap_on_background,571.0,-4.184409640033109e-06,6.0516968642181225e-06
rear_gap_on_background,572.0,-3.567842478007663e-06,6.048459561680366e-06
rear_gap_on_background,573.0,-2.9452114859922134e-06,6.062698791138413e-06
rear_gap_on_background,574.0,-2.1527691400508485e-06,6.154402904648748e-06
rear_gap_on_background,575.0,-1.0083991978512672e-06,6.403502465385482e-06
rear_gap_on_background,576.0,6.143557459066274e-07,6.963846689317525e-06
rear_gap_on_background,577.0,2.4501299533425174e-06,7.842029579060816e-06
rear_gap_on_background,578.0,4.095406697643128e-06,8.705764232697388e-06
rear_gap_on_background,579.0,5.847099313540253e-06,9.623825546545594e-06
rear_gap_on_background,580.0,8.364612627505066e-06,1.1212398837342554e-05
rear_gap_on_background,581.0,1.1557981931033557e-05,1.3558995152920321e-05
rear_gap_on_background,582.0,1.4545804077187365e-05,1.5856310230472176e-05
rear_gap_on_background,583.0,1.6964166593283086e-05,1.768822467076494e-05
rear_gap_on_background,584.0,1.9525398759764548e-05,1.9703111352344362e-05
rear_gap_on_background,585.0,2.2863512482746382e-05,2.245295511475829e-05
rear_gap_on_background,586.0,2.661263017338422e-05,2.5527283407217532e-05
rear_gap_on_background,587.0,3.0093466643949947e-05,2.8333606886856864e-05
rear_gap_on_background,588.0,3.3817516282992505e-05,3.143361631543606e-05
rear_gap_on_background,589.0,3.868597681319824e-05,3.5679439030350196e-05
rear_gap_on_background,590.0,4.3882269384904545e-05,4.030879813661971e-05
rear_gap_on_background,591.0,4.7824015310640215e-05,4.385671910178378e-05
rear_gap_on_background,592.0,5.0588667806433833e-05,4.638133812664139e-05
rear_gap_on_background,593.0,5.314538852137371e-05,4.8771952079625104e-05
rear_gap_on_background,594.0,5.6068231812134774e-05,5.1581867815888845e-05
rear_gap_on_background,595.0,5.956187970522784e-05,5.505804487045516e-05
rear_gap_on_background,596.0,6.289350529939497e-05,5.8588411840913995e-05
rear_gap_on_background,597.0,6.45972007761559e-05,6.0834054352871705e-05
rear_gap_on_background,598.0,6.510454882298209e-05,6.207777435076894e-05
rear_gap_on_background,599.0,6.680816146668856e-05,6.442620579583137e-05
rear_gap_on_background,600.0,6.900964878623759e-05,6.753197403924904e-05
rear_gap_on_background,601.0,6.710834683887568e-05,6.761150122941785e-05
rear_gap_on_background,602.0,6.069202984535408e-05,6.408473025874453e-05
rear_gap_on_background,603.0,5.5558327532767366e-05,6.17264008078092e-05
rear_gap_on_background,604.0,5.4078150966046074e-05,6.278493406146098e-05
rear_gap_on_background,605.0,5.319838495862225e-05,6.469485398004029e-05
rear_gap_on_background,606.0,4.923617692328987e-05,6.443154071875324e-05
rear_gap_on_background,607.0,4.012714276600396e-05,6.146151509849245e-05
rear_gap_on_background,608.0,2.685817975969038e-05,5.79315400970747e-05
rear_gap_on_background,609.0,1.3989093143907612e-05,5.643721733014286e-05
rear_gap_on_background,610.0,4.446860929325204e-06,5.665450723193718e-05
rear_gap_on_background,611.0,-3.440489695244012e-06,5.753565359917757e-05
rear_gap_on_background,612.0,-1.2473843646238805e-05,5.942221168644651e-05
rear_gap_on_background,613.0,-2.6302386246070944e-05,6.405715847263467e-05
rear_gap_on_background,614.0,-4.759837261973253e-05,7.469664532924374e-05
rear_gap_on_background,615.0,-7.198451293382353e-05,9.041703265982433e-05
rear_gap_on_background,616.0,-9.106657349779569e-05,0.00010388875379337115
rear_gap_on_background,617.0,-0.00010364000045821394,0.00011242539058018313
rear_gap_on_background,618.0,-0.00011582899029641414,0.00012097963826695511
rear_gap_on_background,619.0,-0.00013369470048668746,0.0001344859386659959
rear_gap_on_background,620.0,-0.00015890563648667276,0.00015392288138826787
rear_gap_on_background,621.0,-0.00018622528189040909,0.000175501252616466
rear_gap_on_background,622.0,-0.00020870538399562209,0.0001937558039300348
rear_gap_on_background,623.0,-0.00022525123964461382,0.00020740123882849289
rear_gap_on_background,624.0,-0.00024090754298467616,0.00022063771379171655
rear_gap_on_background,625.0,-0.00025931917156335796,0.00023679241748078214
rear_gap_on_background,626.0,-0.0002779156438299141,0.0002535544895333652
rear_gap_on_background,627.0,-0.0002931507665394391,0.0002675625060494693
rear_gap_on_background,628.0,-0.0003084556938347394,0.0002818185314485801
rear_gap_on_background,629.0,-0.0003307510062597202,0.00030268181947579756
rear_gap_on_background,630.0,-0.0003539997135382532,0.0003251310981441329
rear_gap_on_background,631.0,-0.000358903637814568,0.0003321221685330411
rear_gap_on_background,632.0,-0.0003482548421353778,0.000325397654272295
rear_gap_on_background,633.0,-0.0003490410822091361,0.0003286340105678786
rear_gap_on_background,634.0,-0.0003653467331519889,0.00034651828326615476
rear_gap_on_background,635.0,-0.0003732409620370333,0.000358210699395615
rear_gap_on_background,636.0,-0.0003609250395640041,0.0003525781131549276
rear_gap_on_background,637.0,-0.0003425687367498572,0.0003423590586087393
rear_gap_on_background,638.0,-0.0003303876456988856,0.000338718524932365
rear_gap_on_background,639.0,-0.0003240962473387371,0.00034043574981102283
rear_gap_on_background,640.0,-0.00031528207029243995,0.0003403187500029724
rear_gap_on_background,641.0,-0.0002948242685446501,0.00033294526075347807
rear_gap_on_background,642.0,-0.0002658125833492699,0.00032177748835265
rear_gap_on_background,643.0,-0.00024047693908109356,0.0003136479590960546
rear_gap_on_background,644.0,-0.00021608569455429258,0.0003046630191445812
rear_gap_on_background,645.0,-0.00017437818728393564,0.0002870208774011497
rear_gap_on_background,646.0,-0.00011208532802625175,0.000267311554342981
rear_gap_on_background,647.0,-4.703431910727156e-05,0.00025814504638016326
rear_gap_on_background,648.0,9.211886450988526e-06,0.00025779423932081516
rear_gap_on_background,649.0,6.556946535305815e-05,0.000262793460047475
rear_gap_on_background,650.0,0.00012974448072957347,0.0002798886202118125
rear_gap_on_background,651.0,0.0001933755523679921,0.0003090807826573128
rear_gap_on_background,652.0,0.00024629178587788956,0.0003391835549873525
rear_gap_on_background,653.0,0.00029724359792245107,0.00036847338870041796
rear_gap_on_background,654.0,0.0003598013933862557,0.00040532621781980615
rear_gap_on_background,655.0,0.0004304960723240956,0.0004509727534617581
rear_gap_on_background,656.0,0.0005033904764068107,0.0005030605747277981
rear_gap_on_background,657.0,0.000580649589465473,0.000562700626857377
rear_gap_on_background,658.0,0.0006590023203832656,0.0006251631965145401
rear_gap_on_background,659.0,0.0007310821433399403,0.0006828643005433462
rear_gap_on_background,660.0,0.0007970655348937582,0.0007360513872458584
rear_gap_on_background,661.0,0.0008558194502992625,0.0007845488852147716
rear_gap_on_background,662.0,0.0009067935629164596,0.0008281940110888732
rear_gap_on_background,663.0,0.0009638974837739816,0.0008784746689096018
rear_gap_on_background,664.0,0.0010370709831889864,0.0009434091786766019
rear_gap_on_background,665.0,0.0011054705705613465,0.0010053477856048977
rear_gap_on_background,666.0,0.0011479588705935757,0.0010456686299969748
rear_gap_on_background,667.0,0.00117845510564259,0.0010752837045529399
rear_gap_on_background,668.0,0.001209491662787847,0.001105828493565798
rear_gap_on_background,669.0,0.001232661269449733,0.0011311251871306657
rear_gap_on_background,670.0,0.0012437404686404042,0.0011476251792210928
rear_gap_on_background,671.0,0.0012597028473222648,0.0011703620935402488
rear_gap_on_background,672.0,0.0012916945064599386,0.0012083358880058518
rear_gap_on_background,673.0,0.0013141969757859953,0.001236200210785265
rear_gap_on_background,674.0,0.0012905248673733848,0.001222587556991203
rear_gap_on_background,675.0,0.0012309495243239099,0.001182699634261642
rear_gap_on_background,676.0,0.0011800987189902452,0.0011566963002435065
rear_gap_on_background,677.0,0.0011726216938343506,0.0011680322000455804
rear_gap_on_background,678.0,0.0011858429137626282,0.0011961123842026253
rear_gap_on_background,679.0,0.00114139806047798,0.0011799783330036962
rear_gap_on_background,680.0,0.001012160562352976,0.0010951676271083346
rear_gap_on_background,681.0,0.000883522961580345,0.0010083441791461714
rear_gap_on_background,682.0,0.0008239236196532805,0.0009805844175928423
rear_gap_on_background,683.0,0.0008006910696045712,0.0009877622390250056
rear_gap_on_background,684.0,0.000742310083833428,0.0009639541773000666
rear_gap_on_background,685.0,0.0006109135554481551,0.0008847809315608961
rear_gap_on_background,686.0,0.00043249611010027665,0.0007976074183066083
rear_gap_on_background,687.0,0.0002736184170556786,0.0007563910070827015
rear_gap_on_background,688.0,0.00016913723310442246,0.000744627039896601
rear_gap_on_background,689.0,7.059830973118419e-05,0.000720761328262767
rear_gap_on_background,690.0,-6.863024440134848e-05,0.000704634924821219
rear_gap_on_background,691.0,-0.0002381924466327719,0.0007334042200356493
rear_gap_on_background,692.0,-0.00041257599478263933,0.0007913804201906741
rear_gap_on_background,693.0,-0.0005739923838345261,0.000847502353422213
rear_gap_on_background,694.0,-0.0007262319205461467,0.0009090546261359798
rear_gap_on_background,695.0,-0.0008858911599198834,0.000996144933482917
rear_gap_on_background,696.0,-0.0010557013003009562,0.0011061760896663143
rear_gap_on_background,697.0,-0.0012237892935183614,0.0012231316202085444
rear_gap_on_background,698.0,-0.0013828439512645495,0.0013386890436059753
rear_gap_on_background,699.0,-0.0015379026746129684,0.0014558577915335254
rear_gap_on_background,700.0,-0.0016982819498396816,0.001581414434815461
rear_gap_on_background,701.0,-0.001857793535858347,0.0017107258772808547
rear_gap_on_background,702.0,-0.001986919313779691,0.0018185798203975462
rear_gap_on_background,703.0,-0.0020713560125198128,0.0018896888761715778
rear_gap_on_background,704.0,-0.0021510289564217458,0.0019561061125040625
rear_gap_on_background,705.0,-0.0022610739126587938,0.0020510871816543457
rear_gap_on_background,706.0,-0.0023747621423145632,0.002153676185191084
rear_gap_on_background,707.0,-0.002468487619969467,0.002240039889030885
rear_gap_on_background,708.0,-0.0025509169011758864,0.00231680754486864
rear_gap_on_background,709.0,-0.0026158038442285446,0.002380046632819245
rear_gap_on_background,710.0,-0.0026395253694234916,0.0024088137507242585
rear_gap_on_background,711.0,-0.0026424808201703435,0.0024202524213667405
rear_gap_on_background,712.0,-0.002660880478210925,0.0024469462063421935
rear_gap_on_background,713.0,-0.0026912807764331347,0.00248644961588911
rear_gap_on_background,714.0,-0.002712193058421203,0.0025193825453770752
rear_gap_on_background,715.0,-0.002706427893743849,0.002529665273230478
rear_gap_on_background,716.0,-0.002661523269535274,0.002505161658959712
rear_gap_on_background,717.0,-0.0025840131475090384,0.0024512478106172905
rear_gap_on_background,718.0,-0.0024913968744090347,0.0023845736134701385
rear_gap_on_background,719.0,-0.002385763220668882,0.0023086458073766805
rear_gap_on_background,720.0,-0.002270064819376387,0.002225271206354615
rear_gap_on_background,721.0,-0.002171827189823131,0.002154229178331401
rear_gap_on_background,722.0,-0.0020928625884287146,0.0020957155755965662
rear_gap_on_background,723.0,-0.0019732275141195036,0.002006084812403477
rear_gap_on_background,724.0,-0.0017906936235329953,0.001875381236202624
rear_gap_on_background,725.0,-0.0016236615216219609,0.001765650409868628
rear_gap_on_background,726.0,-0.0015188911557662387,0.0016994748530691998
rear_gap_on_background,727.0,-0.0014010230920372662,0.0016104572882443744
rear_gap_on_background,728.0,-0.001222485061787696,0.0014753097935008659
rear_gap_on_background,729.0,-0.001027737797982907,0.0013418126027066634
rear_gap_on_background,730.0,-0.0008504749436597657,0.001233531438717363
rear_gap_on_background,731.0,-0.0006746254448162148,0.001133880942200855
rear_gap_on_background,732.0,-0.00047967582108301716,0.0010347856750006124
rear_gap_on_background,733.0,-0.0002914349607227945,0.0009591984296700141
rear_gap_on_background,734.0,-0.00015528034353879655,0.0009190054464259794
rear_gap_on_background,735.0,-4.032651562752088e-05,0.0008873843737673313
rear_gap_on_background,736.0,0.00014400885025293446,0.0008549842611470583
rear_gap_on_background,737.0,0.00039292006084915937,0.0008682118278223412
rear_gap_on_background,738.0,0.0006005443469843521,0.000927170805258249
rear_gap_on_background,739.0,0.0007239046987667469,0.0009805039006172426
rear_gap_on_background,740.0,0.0008224128517956614,0.0010290587949999608
rear_gap_on_background,741.0,0.0009856691645038751,0.001115546418004609
rear_gap_on_background,742.0,0.0011414266077462995,0.0012130205553971096
rear_gap_on_background,743.0,0.001294026793686447,0.0013196791125059842
rear_gap_on_background,744.0,0.0014474247326214228,0.0014354445568925836
rear_gap_on_background,745.0,0.0016052975180094705,0.0015612744372828014
rear_gap_on_background,746.0,0.001771126860316749,0.0016987560349803787
rear_gap_on_background,747.0,0.001948254796602984,0.0018498688494861598
