sample_name,with_ag,source_mode,fit_input_path,window_front_scale,window_rear_scale,front_rmse,masked_rmse,rear_rmse,full_rmse,rear_derivative_correlation,reflectance_min_measured,reflectance_max_measured,reflectance_min_theory,reflectance_max_theory,d_ITO,d_NiOx,sigma_front_rms_nm,d_bulk,d_rough,sigma_thickness,ito_alpha,pvk_b_scale,niox_k,theory_curve_path,figure_path
DEVICE-1-withAg-P1,True,hdr_csv,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/data/processed/phase07/fit_inputs/phase07_device_1_withag_p1_fit_input.csv,0.023976265347264297,0.0637831457416375,0.005780224233565248,0.11749510326386874,0.18307756838964626,0.13100058545536306,0.03888029303382088,0.0117347873348483,0.1329971581264888,0.014264102676911779,0.3339700225608503,90.00000000000001,35.00000000000001,31.35530117074431,630.0747945204143,4.822026044295479e-12,0.062095933572803,4.999999999999999,0.8000000000000002,2.0811834731263983e-19,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/data/processed/phase08/theory_curves/phase08_device_1_withag_p1_theory_curve.csv,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/results/figures/phase08/phase08_device_1_withag_p1_theory_vs_measured.png
DEVICE-1-withoutAg-P1,False,hdr_csv,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/data/processed/phase07/fit_inputs/phase07_device_1_withoutag_p1_fit_input.csv,0.0227996412436755,0.0382459024891394,0.005514444099575314,0.023713087495922217,0.03266061317332661,0.02450138693586474,0.05349213974833687,0.012401020442302,0.0517860291747711,0.013859228491239023,0.08687470807536342,90.00000000000001,35.00000000000014,31.661434818347736,747.0591298440057,29.999999999999996,0.0300324848308818,4.9999999999993525,0.800000000011471,0.1199999999996328,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/data/processed/phase08/theory_curves/phase08_device_1_withoutag_p1_theory_curve.csv,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/results/figures/phase08/phase08_device_1_withoutag_p1_theory_vs_measured.png
