sample_csv,reference_csv,reference_type,sample_exposure_ms,reference_exposure_ms,sample_exposure_source,reference_exposure_source,wavelength_min_nm_raw,wavelength_max_nm_raw,wavelength_min_nm_used,wavelength_max_nm_used,point_count,strict_primary_point_count
/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/test_data/0429/glass-PVK-withoutfliter-20ms 2026 四月 29 14_45_45.csv,/Users/luxin/百度网盘同步/Code/TMM-interference-spectrum/test_data/0429/glass-Ag-withoutfliter-20ms 2026 四月 29 14_42_25.csv,glass_ag,20.0,20.0,filename_inference,filename_inference,365.1502089323528,931.4433541099622,400.21336269574215,931.4433541099622,1258,648
