d_PVK_nm,thickness_scan_cost
646.0,0.039583544898785614
647.0,0.03960453105553623
648.0,0.039624605870761706
649.0,0.039643736692718146
650.0,0.03966189293263398
651.0,0.03967904612503598
652.0,0.039695169984854194
653.0,0.03971024046102241
654.0,0.03972423578628746
655.0,0.03973713652294125
656.0,0.03974892560419087
657.0,0.03975958837088786
658.0,0.03976911260334432
659.0,0.039777488547974645
660.0,0.03978470893851363
661.0,0.03979076901157817
662.0,0.039795666516357034
663.0,0.03979940171823421
664.0,0.03980197739617464
665.0,0.03980339883372549
666.0,0.039803673803514864
667.0,0.03980281254515757
668.0,0.039800827736509704
669.0,0.03979773445824537
670.0,0.039793550151762815
671.0,0.039788294570461125
672.0,0.03978198972446402
673.0,0.0397746598189021
674.0,0.03976633118590017
675.0,0.03975703221045115
676.0,0.03974679325039171
677.0,0.03973564655072851
678.0,0.0397236261525951
679.0,0.03971076779714991
680.0,0.03969710882475431
681.0,0.03968268806979548
682.0,0.039667545751543035
683.0,0.03965172336144925
684.0,0.03963526354732165
685.0,0.03961820999481198
686.0,0.03960060730667825
687.0,0.03958250088028624
688.0,0.0395639367838227
689.0,0.03954496163169631
690.0,0.039525622459601464
691.0,0.039505966599717834
692.0,0.03948604155651144
693.0,0.039465894883594525
694.0,0.03944557406208893
695.0,0.03942512638092346
696.0,0.03940459881947815
697.0,0.03938403793296911
698.0,0.039363489740946105
699.0,0.0393429996192514
700.0,0.03932261219576371
701.0,0.03930237125022459
702.0,0.03928231961841706
703.0,0.03926249910093836
704.0,0.03924295037677944
705.0,0.03922371292189466
706.0,0.039204824932916306
707.0,0.03918632325613856
708.0,0.03916824332186766
709.0,0.03915061908420593
710.0,0.039133482966310515
711.0,0.039116865811140766
712.0,0.03910079683768289
713.0,0.03908530360261638
714.0,0.03907041196736384
715.0,0.03905614607044447
716.0,0.03904252830503188
717.0,0.03902957930159848
718.0,0.03901731791551246
719.0,0.03900576121943858
720.0,0.03899492450038083
721.0,0.038984821261193764
722.0,0.03897546322637996
723.0,0.038966860351982435
724.0,0.03895902083937544
725.0,0.038951951152751546
726.0,0.038945656040100196
727.0,0.03894013855747067
728.0,0.038935400096312536
729.0,0.03893144041368678
730.0,0.0389282576651435
731.0,0.038925848440064574
732.0,0.03892420779927404
733.0,0.03892332931472379
734.0,0.038923205111067984
735.0,0.038923825908945706
736.0,0.0389251810697988
737.0,0.03892725864205875
738.0,0.03893004540854499
739.0,0.03893352693492437
740.0,0.038937687619090784
741.0,0.038942510741331614
742.0,0.038947978515157015
743.0,0.038954072138675876
744.0,0.03896077184641143
745.0,0.03896805696145729
746.0,0.03897590594788316
747.0,0.038984296463307144
748.0,0.038993205411559206
749.0,0.039002608995367435
750.0,0.039012482769005825
751.0,0.03902280169084837
752.0,0.03903354017578035
753.0,0.03904467214742324
754.0,0.0390561710901345
755.0,0.03906801010074772
756.0,0.03908016194002327
757.0,0.03909259908378191
758.0,0.03910529377369758
759.0,0.03911821806772726
760.0,0.039131343890157905
761.0,0.0391446430812514
762.0,0.03915808744646928
763.0,0.0391716488052592
764.0,0.0391852990393846
765.0,0.039199010140778354
766.0,0.03921275425889981
767.0,0.0392265037475731
768.0,0.039240231211282256
769.0,0.03925390955089642
770.0,0.039267512008795434
771.0,0.039281012213363276
772.0,0.03929438422281315
773.0,0.039307602568304734
774.0,0.03932064229631031
775.0,0.0393334790101826
776.0,0.03934608891087336
777.0,0.039358448836747856
778.0,0.03937053630243653
779.0,0.039382329536661397
780.0,0.03939380751897094
781.0,0.03940495001531446
782.0,0.03941573761238285
783.0,0.039426151750640855
784.0,0.039436174755972594
785.0,0.03944578986986089
786.0,0.03945498127801861
787.0,0.0394637341373899
788.0,0.03947203460143794
789.0,0.039479869843636384
790.0,0.039487228079082316
791.0,0.03949409858414933
792.0,0.039500471714102
793.0,0.03950633891859493
794.0,0.03951169275498342
795.0,0.03951652689937626
796.0,0.03952083615536619
797.0,0.03952461646037856
798.0,0.039527864889584735
799.0,0.039530579657333614
800.0,0.039532760116061015
801.0,0.03953440675264543
802.0,0.039535521182185875
803.0,0.03953610613918663
804.0,0.03953616546614292
805.0,0.039535704099530423
806.0,0.039534728053211614
807.0,0.03953324439928182
808.0,0.03953126124638742
809.0,0.03952878771555961
810.0,0.03952583391361615
811.0,0.03952241090419462
812.0,0.0395185306764898
813.0,0.039514206111777916
814.0,0.03950945094781968
815.0,0.03950427974124297
816.0,0.039498707828015
817.0,0.039492751282121104
818.0,0.03948642687257596
819.0,0.03947975201889854
