Wavelength_nm,R_TMM_GlassAg,R_TMM_AgMirror,R_TMM_GlassPVK_Fixed,R_TMM_GlassPVK_BestD
400.21336269574215,0.9501135281743399,0.9591470210844855,0.14493798895851961,0.14493799190211784
400.6407517816078,0.9504485996566806,0.9594518545038336,0.14481605432624878,0.14481605713466134
401.06813563828155,0.9507797013497536,0.9597528491101097,0.14469632101042257,0.14469632366954466
401.49551426003313,0.9510977451510024,0.9600424773449113,0.1445785528978094,0.14457855539592096
401.9228876411324,0.951414061541507,0.960330161316183,0.1444629865239529,0.1444629888451778
402.35025577584906,0.95171812031112,0.9606071853199958,0.1443493291296166,0.14434933126122068
402.777618658454,0.9520182216644267,0.9608804471793236,0.1442377664323904,0.1442377683581827
403.20497628321704,0.9523107835112479,0.9611469948548244,0.14412817208916667,0.14412817379378964
403.63232864440863,0.9525953675391957,0.9614064841985533,0.14402050211795064,0.14402050358574164
404.0596757363001,0.9528767727257951,0.961662896673867,0.14391487642293443,0.14391487763564947
404.4870175531606,0.9531465241726443,0.9619092473007356,0.14381099139542275,0.14381099233809913
404.9143540892625,0.9534148371433879,0.9621539853274507,0.14370916034142905,0.14370916099380962
405.34168533887566,0.9536726965729259,0.9623896866974914,0.14360903740002215,0.1436090377457304
405.7690112962718,0.9539269335540693,0.96262199941143,0.1435108433091915,0.14351084332780317
406.19633195572214,0.9541748700071704,0.9628487284842914,0.1434144484350417,0.14341444810698453
406.6236473114972,0.954415686294091,0.9630692142486073,0.14331979073359558,0.14331979003920747
407.05095735786904,0.954654010266885,0.9632872752302875,0.14322703782430266,0.1432270367405276
407.4782620891088,0.9548820487472426,0.9634965178609218,0.14313581878705878,0.14313581729517919
407.9055614994885,0.95510889820974,0.9637044287880957,0.14304651849223718,0.14304651656695616
408.33285558327935,0.9553269552683467,0.9639047756776143,0.14295874843262396,0.14295874605327527
408.7601443347542,0.9555417300394453,0.9641020930537346,0.1428727521978757,0.14287274933919103
409.18742774818423,0.9557513214643711,0.9642948310991641,0.1427884052884234,0.14278840192590833
409.61470581784215,0.9559546363771351,0.9644821062148846,0.14270562187690394,0.1427056179862916
410.0419785380003,0.9561560444798605,0.9646675060507909,0.1426246194963593,0.14262461504901625
410.46924590293,0.9563485025655248,0.9648452768288888,0.1425449602352938,0.1425449552081421
410.89650790690513,0.9565399839459212,0.965021951080114,0.14246709579099298,0.14246709015294945
411.3237645441979,0.9567241959574606,0.9651923928519959,0.14239060429806108,0.14239059802340898
411.75101580908114,0.9569054729437967,0.9653601540315782,0.14231574145410117,0.14231573451202606
412.17826169582753,0.9570825662092329,0.965524222164711,0.14224239528850746,0.14224238764877223
412.6055021987102,0.9572542152551398,0.9656835783991592,0.14217045121906946,0.1421704428520928
413.0327373120022,0.9574244455755895,0.965841513086162,0.1421001785111733,0.14210016938186495
413.4599670299771,0.9575870319628853,0.9659929602359156,0.14203107270094778,0.1420310627811459
413.8871913469087,0.9577488192832279,0.9661435050141836,0.14196364799366637,0.14196363724564315
414.31441025706965,0.9579047272318586,0.9662890168449916,0.14189745741345805,0.14189744580554775
414.7416237547343,0.9580580565509755,0.9664321906191877,0.1418327592908395,0.14183274678586272
415.1688318341764,0.9582080886057335,0.9665724472650555,0.14176946066125012,0.141769447222268
415.5960344896694,0.9583535001410551,0.9667087186366544,0.14170741388294433,0.1417073994742181
416.0232317154875,0.958497887303747,0.966843932744667,0.14164694143542428,0.14164692601439016
416.4504235059058,0.9586359107383247,0.9669737590708584,0.14158747284531903,0.14158745637785686
416.877609855198,0.9587732805941774,0.9671028404925367,0.1415295808813174,0.14152956332205757
417.3047907576382,0.9589060331861975,0.9672279648841368,0.14147280077672317,0.14147278208698644
417.73196620750167,0.9590365747613157,0.9673510909018254,0.14141738515027613,0.1414173652855501
418.15913619906314,0.959164596780885,0.9674719724425668,0.14136326570306668,0.14136324461858474
418.5863007265969,0.9592888162082327,0.9675895754978229,0.14131025802221067,0.1413102356750669
419.0134597843785,0.9594123155639521,0.9677064019508105,0.1412587389840228,0.14125871532299447
419.4406133666826,0.959530709074435,0.9678189041829821,0.14120807273884772,0.14120804772279663
419.86776146778504,0.959648564856051,0.967930786253679,0.14115888700959617,0.14115886058434138
420.2949040819609,0.9597629430354185,0.9680396706087062,0.14111070572989864,0.14111067784848264
420.7220412034857,0.9598754912919166,0.9681468963491202,0.1410637684697848,0.14106373907920866
421.1491728266354,0.9599861944287496,0.9682524513699164,0.14101803652692244,0.14101800557326438
421.5762989456856,0.9600939121397651,0.9683554151921243,0.14097328553340954,0.14097325296537988
422.00341955491217,0.9602011279962942,0.9684578050879182,0.14092994767973643,0.1409299134360651
422.43053464859145,0.9603044841990389,0.9685568919732276,0.14088732245144864,0.14088728648269078
422.85764422099953,0.9604073921259348,0.9686554553339306,0.14084608921742645,0.14084605145920914
423.2847482664132,0.9605078518349649,0.9687518630280462,0.14080576636261516,0.1408057267581993
423.7118467791081,0.9606068826750429,0.9688469518999675,0.14076657397041253,0.14076653245692916
424.13893975336185,0.9607046469586038,0.9689408523905094,0.14072850721618307,0.14072846372898623
424.5660271834504,0.9608002507993257,0.9690328331869142,0.1406912990628164,0.14069125354076262
424.9931090636507,0.9608954537882222,0.9691243426873423,0.14065542594071284,0.1406553783110921
425.42018538824055,0.9609881080078958,0.9692136033276977,0.14062015871867095,0.14062010892168453
425.8472561514968,0.9610803446954073,0.9693023839626812,0.1405861901046744,0.14058613806436038
426.2743213476966,0.9611710537693849,0.9693897547508882,0.14055304978063737,0.14055299542868732
426.70138097111754,0.961260755848997,0.9694761551715847,0.14052093270783536,0.14052087596984525
427.12843501603703,0.9613496757110035,0.9695617684385364,0.14048987164077176,0.14048981243951442
427.5554834767335,0.9614372670898961,0.969646129870258,0.1404595545770413,0.14045949283974124
427.9825263474844,0.9615245088779186,0.9697300779787638,0.14043049529926965,0.14043043094003327
428.4095636225677,0.9616104467866408,0.9698127706190509,0.14040195898028865,0.14040189192669927
428.836595296262,0.9616960059149261,0.9698950275437939,0.14037462678890536,0.1403745569516444
429.2636213628445,0.9617808520861385,0.9699765292756343,0.14034805156270103,0.14034797885976646
429.6906418165953,0.9618651352224584,0.9700574198895889,0.14032239822190334,0.14032232256535015
430.11765665179195,0.9619490195358934,0.9701378403293263,0.14029774028433833,0.1402976615821577
430.54466586271343,0.9620323911997912,0.9702176574920368,0.14027371885843198,0.14027363702406903
430.97166944363886,0.9621154442083744,0.9702970993856671,0.1402508838466682,0.14025079877883806
431.3986673888468,0.9621981269009768,0.9703760384328612,0.14022850017635088,0.14022841178758144
