Wavelength_nm,Glass_PVK_Counts,Glass_Ag_Counts,Glass_PVK_CountsPerMs,Glass_Ag_CountsPerMs,Valid_Loose,Valid_Strict,Mask_Reason,Exposure_Source,R_Exp_GlassPVK_by_GlassAg,R_TMM_GlassAg,R_TMM_AgMirror,R_TMM_GlassPVK_Fixed,R_TMM_GlassPVK_BestD,Residual_Fixed,Residual_BestD,Ag_Mirror_Corrected_Counts,Ag_Mirror_Corrected_CountsPerMs,R_Exp_GlassPVK_by_AgMirror,Residual_Fixed_AgMirror,Residual_BestD_AgMirror
400.21336269574215,3.180000066757202,0.4000000059604644,0.1590000033378601,0.02000000029802322,True,False,sample_ref_below_floor,filename_inference,7.553402594998836,0.9501135281743399,0.9591470210844855,0.16555870812257595,0.16555870741178705,7.387843886876261,7.387843887587049,12.429191919191908,0.6214595959595954,0.2453970950733327,0.07983838695075676,0.07983838766154566
400.6407517816078,1.7000000476837158,-1.600000023841858,0.08500000238418579,-0.0800000011920929,False,False,ref_nonpositive,filename_inference,,0.9504485996566806,0.9594518545038336,0.1652485419432405,0.1652485412639061,,,11.47808080808079,0.5739040404040395,0.1421028676900796,-0.023145674253160914,-0.023145673573826492
401.06813563828155,21.899999618530273,18.5,1.0949999809265136,0.925,True,False,sample_ref_below_floor,filename_inference,1.1255175728035638,0.9507797013497536,0.9597528491101097,0.16496581665758706,0.16496581602313515,0.9605517561459768,0.9605517567804287,11.402222222222122,0.5701111111111061,1.8433763717068248,1.6784105550492376,1.6784105556836897
401.49551426003313,5.940000057220459,3.5,0.29700000286102296,0.175,True,False,sample_ref_below_floor,filename_inference,1.6141487601769156,0.9510977451510024,0.9600424773449113,0.16481539313841165,0.1648153925887239,1.4493333670385038,1.4493333675881916,11.059494949494933,0.5529747474747466,0.5156340679574409,0.3508186748190293,0.350818675368717
401.9228876411324,-0.3199999928474426,-2.0,-0.015999999642372132,-0.1,False,False,sample_ref_nonpositive,filename_inference,,0.951414061541507,0.960330161316183,0.16466703755345627,0.16466703709861985,,,13.64575757575767,0.6822878787878836,-0.022520233343314325,-0.1871872708967706,-0.18718727044193417
402.35025577584906,2.180000066757202,2.0999999046325684,0.10900000333786011,0.10499999523162842,True,False,sample_ref_below_floor,filename_inference,0.9879741238251596,0.95171812031112,0.9606071853199958,0.1643530978693216,0.16435309746484728,0.823621025955838,0.8236210263603123,11.191212121212175,0.5595606060606088,0.18712215490543432,0.022769057036112733,0.02276905744058705
402.777618658454,6.179999828338623,3.650000095367432,0.30899999141693113,0.1825000047683716,True,False,sample_ref_below_floor,filename_inference,1.6119102171883999,0.9520182216644267,0.9608804471793236,0.1640050467899839,0.16400504643189504,1.447905170398416,1.447905170756505,11.086060606060641,0.5543030303030321,0.5356493356509147,0.37164428886093076,0.3716442892190196
403.20497628321704,8.0,6.650000095367432,0.4,0.3325000047683716,True,False,sample_ref_below_floor,filename_inference,1.1456370163659435,0.9523107835112479,0.9611469948548244,0.1636506286468889,0.16365062833217475,0.9819863877190547,0.9819863880337687,12.490202020201991,0.6245101010100995,0.6156166206440788,0.45196599199718995,0.4519659923119041
403.63232864440863,9.5,9.300000190734863,0.475,0.46500000953674314,True,False,sample_ref_below_floor,filename_inference,0.9730812694647135,0.9525953675391957,0.9614064841985533,0.16328901843302865,0.16328901815621572,0.8097922510316848,0.8097922513084979,11.534848484848453,0.5767424242424226,0.7918059445586426,0.6285169261256139,0.6285169264024268
404.0596757363001,7.019999980926514,4.300000190734863,0.3509999990463257,0.21500000953674317,True,False,sample_ref_below_floor,filename_inference,1.5556266580577118,0.9528767727257951,0.961662896673867,0.16293298509799142,0.16293298486047475,1.3926936729597204,1.392693673197237,12.567575757575696,0.6283787878787848,0.5371659297330176,0.37423294463502615,0.3742329448725428
