Wavelength_nm,R_front,T_front,R_stack,R_total,d_gap_front_nm,ensemble_id,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
619.0,0.04193131469631514,0.9580686853036848,0.07546550146753714,0.11142065670852187,0.0,nominal,0.0,0.0
620.0,0.04193131469631514,0.9580686853036848,0.07516476484325141,0.11114286005473624,0.0,nominal,0.0,0.0
621.0,0.04193131469631514,0.9580686853036848,0.0748368894274585,0.11084000274489295,0.0,nominal,0.0,0.0
622.0,0.04193131469631514,0.9580686853036848,0.07461080280302616,0.11063117223157648,0.0,nominal,0.0,0.0
623.0,0.04193131469631514,0.9580686853036848,0.07448485167983519,0.11051483607813348,0.0,nominal,0.0,0.0
624.0,0.04193131469631514,0.9580686853036848,0.07436229106155615,0.11040163278552748,0.0,nominal,0.0,0.0
625.0,0.04193131469631514,0.9580686853036848,0.07420820334289478,0.11025931109712209,0.0,nominal,0.0,0.0
626.0,0.04193131469631514,0.9580686853036848,0.07408024056472703,0.11014112086923336,0.0,nominal,0.0,0.0
627.0,0.04193131469631514,0.9580686853036848,0.07401631437867355,0.11008207721900709,0.0,nominal,0.0,0.0
628.0,0.04193131469631514,0.9580686853036848,0.07398166288121692,0.11005007245634699,0.0,nominal,0.0,0.0
629.0,0.04193131469631514,0.9580686853036848,0.07391379600895857,0.10998738963071472,0.0,nominal,0.0,0.0
630.0,0.04193131469631514,0.9580686853036848,0.07379924265846252,0.10988158730977977,0.0,nominal,0.0,0.0
631.0,0.04193131469631514,0.9580686853036848,0.07369553175810004,0.10978580003528221,0.0,nominal,0.0,0.0
632.0,0.04193131469631514,0.9580686853036848,0.07364556479803697,0.10973965090375172,0.0,nominal,0.0,0.0
633.0,0.04193131469631514,0.9580686853036848,0.0736445506746767,0.1097387142685847,0.0,nominal,0.0,0.0
634.0,0.04193131469631514,0.9580686853036848,0.07364626706395806,0.10974029951025421,0.0,nominal,0.0,0.0
635.0,0.04193131469631514,0.9580686853036848,0.07363265677645296,0.10972772917767999,0.0,nominal,0.0,0.0
636.0,0.04193131469631514,0.9580686853036848,0.07360500135451324,0.10970218693636116,0.0,nominal,0.0,0.0
637.0,0.04193131469631514,0.9580686853036848,0.07356863787983353,0.10966860212443934,0.0,nominal,0.0,0.0
638.0,0.04193131469631514,0.9580686853036848,0.0735585063835435,0.1096592448302051,0.0,nominal,0.0,0.0
639.0,0.04193131469631514,0.9580686853036848,0.07359793436084211,0.1096956599488317,0.0,nominal,0.0,0.0
640.0,0.04193131469631514,0.9580686853036848,0.07364844003736717,0.10974230644923698,0.0,nominal,0.0,0.0
641.0,0.04193131469631514,0.9580686853036848,0.07365911099198919,0.10975216205367937,0.0,nominal,0.0,0.0
642.0,0.04193131469631514,0.9580686853036848,0.07364927030772961,0.10974307327968237,0.0,nominal,0.0,0.0
