Wavelength_nm,R_glass_1mm_pvk_700nm,T_glass_1mm_pvk_700nm,A_glass_1mm_pvk_700nm,R_pvk_700nm_glass_1mm,T_pvk_700nm_glass_1mm,A_pvk_700nm_glass_1mm
420.0,0.1411439588785613,1.1741369764474318e-10,0.858856041004025,0.22408264610754633,1.1741369764474316e-10,0.7759173537750399
421.0,0.14103400093105906,1.30807161657184e-10,0.8589659989381337,0.2242643957373469,1.3080716165718395e-10,0.775735604131846
422.0,0.14093029457464507,1.4565557158552184e-10,0.8590697052796993,0.22444937757739708,1.456555715855218e-10,0.7755506222769474
423.0,0.1408326543493144,1.6210894076962503e-10,0.8591673454885767,0.22463744223873985,1.6210894076962495e-10,0.7753625575991512
424.0,0.14074090034877448,1.8033190588889927e-10,0.8592590994708936,0.22482844553323006,1.8033190588889927e-10,0.775171554286438
425.0,0.14065485804074362,2.0050506843979853e-10,0.8593451417587513,0.22502224829051048,2.0050506843979863e-10,0.7749777515089845
426.0,0.14057435809366284,2.2282645137364438e-10,0.8594256416835108,0.22521871618189787,2.2282645137364428e-10,0.7747812835952756
427.0,0.14049923620956967,2.4751308008196954e-10,0.8595007635429173,0.225417719550899,2.4751308008196954e-10,0.7745822802015878
428.0,0.14042933296289378,2.7480269759167435e-10,0.8595706667623034,0.22561913325008418,2.7480269759167456e-10,0.7743808664751131
429.0,0.14036449364494172,3.049556245525914e-10,0.8596355060501026,0.22582283648406237,3.049556245525915e-10,0.774177163210982
430.0,0.14030456811385053,3.3825677536814116e-10,0.8596954315478927,0.22602871265831,3.38256775368141e-10,0.7739712870034332
431.0,0.14024941064979793,3.7501784263859325e-10,0.8597505889751843,0.22623664923361636,3.7501784263859325e-10,0.7737633503913659
432.0,0.14019887981526769,4.155796629590132e-10,0.8598011197691526,0.22644653758592193,4.1557966295901273e-10,0.7735534619984984
433.0,0.1401528383201735,4.6031477804333376e-10,0.8598471612195117,0.22665827287133178,4.6031477804333376e-10,0.7733417266683534
434.0,0.14011115289165876,5.096302061355403e-10,0.859888846598711,0.22687175389609768,5.096302061355401e-10,0.7731282455942721
435.0,0.1400736941483898,5.639704397221948e-10,0.8599263052876398,0.22708688299137264,5.639704397221948e-10,0.772913116444657
