Wavelength_nm,zone_label,R_front,T_front,R_stack,R_total
587.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08024904329248997,0.11584025864577285
588.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0801869606406782,0.11578288795213855
589.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08011556589824526,0.11571691230880217
590.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0800862580770305,0.11568982916372432
591.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08012453163093315,0.11572519749071122
592.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08019193559640246,0.11578748530690042
593.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08023800933013055,0.11583006211880095
594.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08021653283591758,0.11581021563520412
595.0,Zone 1,0.04193131469631514,0.9580686853036848,0.08010003226789458,0.11570255778530851
596.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07991509489453151,0.11553165984191088
597.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07971806186972108,0.11534958740850568
598.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07959010409376091,0.11523134700125139
599.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07955767007199896,0.11520137628603082
600.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0794652460350815,0.11511597213974493
601.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0791744870191769,0.11484730149905316
602.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07883240290977278,0.11453121324429962
603.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07863016517444503,0.11434434835584267
604.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07853906007433835,0.11426016953409063
605.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0784720515217831,0.11419825572823358
606.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07835598033482877,0.11409101040938464
607.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07807803028981374,0.11383419949989343
608.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07766663403589244,0.11345410248539958
609.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07734179964202571,0.11315399095516065
610.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07721317266109484,0.11303515592898684
611.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07717996228217064,0.11300447395735348
612.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07711243844291539,0.11294209117798257
613.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07688151421084996,0.11272875149352898
614.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07643312343962978,0.11231451687117544
615.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07596645605494716,0.11188341445037184
616.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07571923999766102,0.11165504571525671
617.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07566589876720688,0.11160577175039689
618.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07562588515092596,0.11156880931508606
619.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07546550146753722,0.11142065670852194
620.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07516476484325138,0.11114286005473623
621.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07483688942745848,0.11084000274489292
622.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07461080280302619,0.1106311722315765
623.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07448485167983522,0.1105148360781335
624.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07436229106155615,0.11040163278552748
625.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07420820334289473,0.11025931109712203
626.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07408024056472703,0.11014112086923336
627.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07401631437867355,0.11008207721900709
628.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07398166288121695,0.11005007245634701
629.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07391379600895863,0.10998738963071478
630.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0737992426584625,0.10988158730977975
631.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07369553175809991,0.1097858000352821
632.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07364556479803702,0.10973965090375176
633.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0736445506746767,0.1097387142685847
634.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07364626706395806,0.10974029951025421
635.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07363265677645296,0.10972772917767999
636.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07360500135451324,0.10970218693636116
637.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07356863787983356,0.10966860212443937
638.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0735585063835434,0.10965924483020502
639.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07359793436084208,0.10969565994883167
640.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07364844003736717,0.10974230644923698
641.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07365911099198912,0.1097521620536793
642.0,Zone 1,0.04193131469631514,0.9580686853036848,0.0736492703077297,0.10974307327968245
643.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07367350849588612,0.109765459481886
644.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07369505281729288,0.10978535768801347
645.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07362242048086749,0.10971827504155483
646.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07346045591802462,0.10956868733952217
647.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07330048148261518,0.1094209396858428
648.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07315165541063443,0.10928349011591362
649.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07294282162025124,0.10909062281455799
650.0,Zone 1,0.04193131469631514,0.9580686853036848,0.07269592675872294,0.10886260879036071
651.0,Zone 2,0.04193131469631514,0.9580686853036848,0.0725104296268846,0.10869130033116833
652.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07239111488133208,0.10858111338121718
653.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07219421739325368,0.10839928132831235
654.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07181749203898526,0.10805138917078502
655.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07132300906205598,0.10759476886474255
656.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07082939164971938,0.10713896678881284
657.0,Zone 2,0.04193131469631514,0.9580686853036848,0.07036886220431111,0.10671373492113306
658.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06986923165167949,0.10625241750424781
659.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06924413056190416,0.10567527829818811
660.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06847214265505296,0.10496256427642078
661.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06767529326183008,0.10422694618663458
662.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06708027558856303,0.1036776828626961
663.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06661889056951074,0.10325179532446872
664.0,Zone 2,0.04193131469631514,0.9580686853036848,0.0658175492155708,0.10251214587265907
665.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06453225257916066,0.10132590290274152
666.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06334340427543514,0.10022878943766211
667.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06260537283241609,0.09954776172562368
668.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06191211422648309,0.09890808719986985
669.0,Zone 2,0.04193131469631514,0.9580686853036848,0.06089992940536669,0.09797420420168601
670.0,Zone 2,0.04193131469631514,0.9580686853036848,0.059672491362092114,0.09684182642034098
671.0,Zone 2,0.04193131469631514,0.9580686853036848,0.05839582067360235,0.0956641528420194
