Wavelength_nm,R_front,T_front,R_stack,R_total,d_PVK_bulk_nm,ensemble_id,d_BEMA_front_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
543.0,0.04193131469631514,0.9580686853036848,0.06718048627424245,0.10377018584462383,700.0,nominal,0.0,0.0,0.0
544.0,0.04193131469631514,0.9580686853036848,0.06776433083392348,0.10430913950921734,700.0,nominal,0.0,0.0,0.0
545.0,0.04193131469631514,0.9580686853036848,0.0683485266871393,0.10484844394531895,700.0,nominal,0.0,0.0,0.0
546.0,0.04193131469631514,0.9580686853036848,0.06891645071802116,0.10537275233773043,700.0,nominal,0.0,0.0,0.0
547.0,0.04193131469631514,0.9580686853036848,0.0694667419111069,0.10588080595570915,700.0,nominal,0.0,0.0,0.0
548.0,0.04193131469631514,0.9580686853036848,0.07000420438890421,0.10637703822506506,700.0,nominal,0.0,0.0,0.0
549.0,0.04193131469631514,0.9580686853036848,0.07052947880070042,0.10686203908383558,700.0,nominal,0.0,0.0,0.0
550.0,0.04193131469631514,0.9580686853036848,0.07104135599495708,0.10733469052493293,700.0,nominal,0.0,0.0,0.0
551.0,0.04193131469631514,0.9580686853036848,0.0715404320590645,0.1077955413952742,700.0,nominal,0.0,0.0,0.0
552.0,0.04193131469631514,0.9580686853036848,0.07202852382831125,0.10824626799176258,700.0,nominal,0.0,0.0,0.0
553.0,0.04193131469631514,0.9580686853036848,0.0725051806927997,0.10868645292685679,700.0,nominal,0.0,0.0,0.0
554.0,0.04193131469631514,0.9580686853036848,0.07296637914884029,0.10911237907129785,700.0,nominal,0.0,0.0,0.0
555.0,0.04193131469631514,0.9580686853036848,0.07341340893638339,0.10952523593337238,700.0,nominal,0.0,0.0,0.0
556.0,0.04193131469631514,0.9580686853036848,0.07385836772268167,0.10993619552864448,700.0,nominal,0.0,0.0,0.0
557.0,0.04193131469631514,0.9580686853036848,0.07429653802321341,0.11034090037747714,700.0,nominal,0.0,0.0,0.0
558.0,0.04193131469631514,0.9580686853036848,0.07468516500436087,0.11069985828325471,700.0,nominal,0.0,0.0,0.0
559.0,0.04193131469631514,0.9580686853036848,0.07499657852245524,0.11098750592825894,700.0,nominal,0.0,0.0,0.0
560.0,0.04193131469631514,0.9580686853036848,0.07525797180085646,0.11122895650196284,700.0,nominal,0.0,0.0,0.0
561.0,0.04193131469631514,0.9580686853036848,0.07550562151677019,0.11145771696100297,700.0,nominal,0.0,0.0,0.0
562.0,0.04193131469631514,0.9580686853036848,0.07577835966450538,0.11170965776943177,700.0,nominal,0.0,0.0,0.0
563.0,0.04193131469631514,0.9580686853036848,0.07610486731216223,0.11201127554818685,700.0,nominal,0.0,0.0,0.0
564.0,0.04193131469631514,0.9580686853036848,0.07645275607968521,0.11233265366854349,700.0,nominal,0.0,0.0,0.0
565.0,0.04193131469631514,0.9580686853036848,0.07677959123607668,0.1126345911248917,700.0,nominal,0.0,0.0,0.0
566.0,0.04193131469631514,0.9580686853036848,0.07710406726259571,0.11293435737858026,700.0,nominal,0.0,0.0,0.0
567.0,0.04193131469631514,0.9580686853036848,0.07745741959933382,0.11326081023777507,700.0,nominal,0.0,0.0,0.0
568.0,0.04193131469631514,0.9580686853036848,0.077766216003161,0.11354610699828778,700.0,nominal,0.0,0.0,0.0
569.0,0.04193131469631514,0.9580686853036848,0.07790553927884444,0.11367483009238939,700.0,nominal,0.0,0.0,0.0
570.0,0.04193131469631514,0.9580686853036848,0.07792612469812311,0.11369384943194838,700.0,nominal,0.0,0.0,0.0
571.0,0.04193131469631514,0.9580686853036848,0.07803336127426096,0.11379292828939362,700.0,nominal,0.0,0.0,0.0
572.0,0.04193131469631514,0.9580686853036848,0.07829675403250108,0.11403628798427594,700.0,nominal,0.0,0.0,0.0
573.0,0.04193131469631514,0.9580686853036848,0.0786063185778544,0.11432231463784609,700.0,nominal,0.0,0.0,0.0
574.0,0.04193131469631514,0.9580686853036848,0.07886722381450742,0.11456338760267085,700.0,nominal,0.0,0.0,0.0
575.0,0.04193131469631514,0.9580686853036848,0.07903513766647478,0.11471854056521008,700.0,nominal,0.0,0.0,0.0
576.0,0.04193131469631514,0.9580686853036848,0.07911517786256149,0.11479249874641241,700.0,nominal,0.0,0.0,0.0
577.0,0.04193131469631514,0.9580686853036848,0.07921752296485368,0.11488706767640722,700.0,nominal,0.0,0.0,0.0
578.0,0.04193131469631514,0.9580686853036848,0.07941701195066911,0.11507140184654796,700.0,nominal,0.0,0.0,0.0
579.0,0.04193131469631514,0.9580686853036848,0.07960785326867063,0.1152477481923722,700.0,nominal,0.0,0.0,0.0
580.0,0.04193131469631514,0.9580686853036848,0.07967760606310344,0.11531220375890518,700.0,nominal,0.0,0.0,0.0
581.0,0.04193131469631514,0.9580686853036848,0.07970097688079611,0.11533379981407109,700.0,nominal,0.0,0.0,0.0
582.0,0.04193131469631514,0.9580686853036848,0.07980016378421478,0.11542545501035384,700.0,nominal,0.0,0.0,0.0
583.0,0.04193131469631514,0.9580686853036848,0.07996711018692872,0.11557972615010023,700.0,nominal,0.0,0.0,0.0
584.0,0.04193131469631514,0.9580686853036848,0.08013056164086621,0.11573076979165615,700.0,nominal,0.0,0.0,0.0
585.0,0.04193131469631514,0.9580686853036848,0.0802406634719491,0.11583251482057907,700.0,nominal,0.0,0.0,0.0
586.0,0.04193131469631514,0.9580686853036848,0.08027543912200688,0.11586465117156673,700.0,nominal,0.0,0.0,0.0
587.0,0.04193131469631514,0.9580686853036848,0.08024904329248997,0.11584025864577285,700.0,nominal,0.0,0.0,0.0
588.0,0.04193131469631514,0.9580686853036848,0.08018696064067818,0.11578288795213852,700.0,nominal,0.0,0.0,0.0
589.0,0.04193131469631514,0.9580686853036848,0.08011556589824526,0.11571691230880217,700.0,nominal,0.0,0.0,0.0
590.0,0.04193131469631514,0.9580686853036848,0.08008625807703046,0.11568982916372428,700.0,nominal,0.0,0.0,0.0
591.0,0.04193131469631514,0.9580686853036848,0.08012453163093308,0.11572519749071115,700.0,nominal,0.0,0.0,0.0
592.0,0.04193131469631514,0.9580686853036848,0.08019193559640246,0.11578748530690042,700.0,nominal,0.0,0.0,0.0
593.0,0.04193131469631514,0.9580686853036848,0.08023800933013057,0.11583006211880097,700.0,nominal,0.0,0.0,0.0
594.0,0.04193131469631514,0.9580686853036848,0.08021653283591755,0.11581021563520409,700.0,nominal,0.0,0.0,0.0
595.0,0.04193131469631514,0.9580686853036848,0.08010003226789456,0.11570255778530848,700.0,nominal,0.0,0.0,0.0
596.0,0.04193131469631514,0.9580686853036848,0.07991509489453148,0.11553165984191086,700.0,nominal,0.0,0.0,0.0
597.0,0.04193131469631514,0.9580686853036848,0.07971806186972108,0.11534958740850568,700.0,nominal,0.0,0.0,0.0
598.0,0.04193131469631514,0.9580686853036848,0.07959010409376094,0.11523134700125141,700.0,nominal,0.0,0.0,0.0
599.0,0.04193131469631514,0.9580686853036848,0.07955767007199899,0.11520137628603085,700.0,nominal,0.0,0.0,0.0
600.0,0.04193131469631514,0.9580686853036848,0.07946524603508157,0.115115972139745,700.0,nominal,0.0,0.0,0.0
601.0,0.04193131469631514,0.9580686853036848,0.07917448701917693,0.11484730149905319,700.0,nominal,0.0,0.0,0.0
602.0,0.04193131469631514,0.9580686853036848,0.07883240290977278,0.11453121324429962,700.0,nominal,0.0,0.0,0.0
603.0,0.04193131469631514,0.9580686853036848,0.07863016517444503,0.11434434835584267,700.0,nominal,0.0,0.0,0.0
604.0,0.04193131469631514,0.9580686853036848,0.07853906007433838,0.11426016953409066,700.0,nominal,0.0,0.0,0.0
605.0,0.04193131469631514,0.9580686853036848,0.07847205152178316,0.11419825572823364,700.0,nominal,0.0,0.0,0.0
606.0,0.04193131469631514,0.9580686853036848,0.0783559803348288,0.11409101040938467,700.0,nominal,0.0,0.0,0.0
607.0,0.04193131469631514,0.9580686853036848,0.07807803028981371,0.11383419949989342,700.0,nominal,0.0,0.0,0.0
608.0,0.04193131469631514,0.9580686853036848,0.07766663403589237,0.11345410248539951,700.0,nominal,0.0,0.0,0.0
609.0,0.04193131469631514,0.9580686853036848,0.07734179964202571,0.11315399095516065,700.0,nominal,0.0,0.0,0.0
610.0,0.04193131469631514,0.9580686853036848,0.07721317266109481,0.11303515592898682,700.0,nominal,0.0,0.0,0.0
611.0,0.04193131469631514,0.9580686853036848,0.07717996228217067,0.11300447395735351,700.0,nominal,0.0,0.0,0.0
