mode,d_air_nm,wavelength_nm,reflectance,delta_r
case_a,0.0,473,0.042145384410474114,0.0
case_a,0.0,474,0.04217764686996757,0.0
case_a,0.0,475,0.04221582909115227,0.0
case_a,0.0,476,0.04227527327350074,0.0
case_a,0.0,477,0.04235489526220089,0.0
case_a,0.0,478,0.0424296705238962,0.0
case_a,0.0,479,0.04249290064962752,0.0
case_a,0.0,480,0.042571357036722386,0.0
case_a,0.0,481,0.042677965401463604,0.0
case_a,0.0,482,0.04279117846075604,0.0
case_a,0.0,483,0.04289689366589202,0.0
case_a,0.0,484,0.043015476669000796,0.0
case_a,0.0,485,0.043163184485220746,0.0
case_a,0.0,486,0.04331965476964394,0.0
case_a,0.0,487,0.043462549928240224,0.0
case_a,0.0,488,0.043607071151764466,0.0
case_a,0.0,489,0.04377542277183845,0.0
case_a,0.0,490,0.04395551045812648,0.0
case_a,0.0,491,0.044124095575565056,0.0
case_a,0.0,492,0.044290536751037765,0.0
case_a,0.0,493,0.0444803169512422,0.0
case_a,0.0,494,0.04469542399825269,0.0
case_a,0.0,495,0.044920992051654236,0.0
case_a,0.0,496,0.04514927818136865,0.0
case_a,0.0,497,0.04538047150622992,0.0
case_a,0.0,498,0.04562285738804315,0.0
case_a,0.0,499,0.04589288317052592,0.0
case_a,0.0,500,0.046185893575757565,0.0
case_a,0.0,501,0.046461843278915275,0.0
case_a,0.0,502,0.04670063540026856,0.0
case_a,0.0,503,0.04693836923305392,0.0
case_a,0.0,504,0.04720959836280883,0.0
case_a,0.0,505,0.04751741871541014,0.0
case_a,0.0,506,0.047856202459381346,0.0
case_a,0.0,507,0.048206841196736974,0.0
case_a,0.0,508,0.048546599680533035,0.0
case_a,0.0,509,0.048862191449946725,0.0
case_a,0.0,510,0.04914781190137982,0.0
case_a,0.0,511,0.049432748148066655,0.0
case_a,0.0,512,0.04976113344085866,0.0
case_a,0.0,513,0.050121188743224826,0.0
case_a,0.0,514,0.050462594592310506,0.0
case_a,0.0,515,0.05077631671233333,0.0
case_a,0.0,516,0.051093316223516205,0.0
case_a,0.0,517,0.05142615395216936,0.0
case_a,0.0,518,0.05176335451855053,0.0
case_a,0.0,519,0.05210326985001696,0.0
case_a,0.0,520,0.05246127655604198,0.0
case_a,0.0,521,0.05283310467706047,0.0
case_a,0.0,522,0.053168709912654016,0.0
case_a,0.0,523,0.05343665766442324,0.0
case_a,0.0,524,0.053685071914653965,0.0
case_a,0.0,525,0.05396966103303765,0.0
case_a,0.0,526,0.05431353392458429,0.0
case_a,0.0,527,0.054721028044331294,0.0
case_a,0.0,528,0.05511124002027174,0.0
case_a,0.0,529,0.05538000110699451,0.0
case_a,0.0,530,0.05558179868877812,0.0
case_a,0.0,531,0.055854246306728694,0.0
case_a,0.0,532,0.05621655950703222,0.0
case_a,0.0,533,0.05659996757781824,0.0
case_a,0.0,534,0.05696800080130293,0.0
case_a,0.0,535,0.05731225438973526,0.0
case_a,0.0,536,0.05761853150874498,0.0
case_a,0.0,537,0.05787760569760923,0.0
case_a,0.0,538,0.058108735520873596,0.0
case_a,0.0,539,0.05837093129691408,0.0
case_a,0.0,540,0.05869159769941233,0.0
case_a,0.0,541,0.05900561469176764,0.0
case_a,0.0,542,0.059252059842509065,0.0
case_a,0.0,543,0.059466965287324175,0.0
case_a,0.0,544,0.05971069322394988,0.0
case_a,0.0,545,0.05998415546768794,0.0
case_a,0.0,546,0.06025469323034339,0.0
case_a,0.0,547,0.06051184252001242,0.0
case_a,0.0,548,0.06076890473478404,0.0
case_a,0.0,549,0.06103193367536892,0.0
case_a,0.0,550,0.06129389105469092,0.0
case_a,0.0,551,0.06154888344899949,0.0
case_a,0.0,552,0.06179589555820593,0.0
case_a,0.0,553,0.06203555230617243,0.0
case_a,0.0,554,0.06227485583586752,0.0
case_a,0.0,555,0.06252437448744913,0.0
case_a,0.0,556,0.06278959934715636,0.0
case_a,0.0,557,0.0630611527068278,0.0
case_a,0.0,558,0.06330541798844487,0.0
case_a,0.0,559,0.06349924728740841,0.0
case_a,0.0,560,0.0636647566032533,0.0
case_a,0.0,561,0.06383659387511935,0.0
case_a,0.0,562,0.06404853460685461,0.0
case_a,0.0,563,0.06432496901778811,0.0
case_a,0.0,564,0.06463219065892739,0.0
case_a,0.0,565,0.06490569234456857,0.0
case_a,0.0,566,0.06514697012785392,0.0
case_a,0.0,567,0.06541892823690244,0.0
case_a,0.0,568,0.06570966653570663,0.0
case_a,0.0,569,0.06593147701879044,0.0
case_a,0.0,570,0.06609546221665824,0.0
case_a,0.0,571,0.06630274164502184,0.0
case_a,0.0,572,0.06657779510971051,0.0
case_a,0.0,573,0.06687488029112014,0.0
case_a,0.0,574,0.06716773031976023,0.0
case_a,0.0,575,0.06744463782466462,0.0
case_a,0.0,576,0.06771361059270398,0.0
case_a,0.0,577,0.0680083431585452,0.0
case_a,0.0,578,0.06832008952417347,0.0
case_a,0.0,579,0.06860615467187647,0.0
case_a,0.0,580,0.06888119617535209,0.0
case_a,0.0,581,0.06919604490402759,0.0
case_a,0.0,582,0.06953370569201883,0.0
case_a,0.0,583,0.06985413178114426,0.0
case_a,0.0,584,0.07018896062007984,0.0
case_a,0.0,585,0.07055463305681099,0.0
case_a,0.0,586,0.07088211309807502,0.0
case_a,0.0,587,0.07113325025722392,0.0
case_a,0.0,588,0.0713902570983018,0.0
case_a,0.0,589,0.07174250749494546,0.0
case_a,0.0,590,0.07215444679436586,0.0
case_a,0.0,591,0.07253514939154786,0.0
case_a,0.0,592,0.0728709965934102,0.0
case_a,0.0,593,0.07319505437418179,0.0
case_a,0.0,594,0.0735190851435851,0.0
case_a,0.0,595,0.07384817587496866,0.0
case_a,0.0,596,0.07416506745874657,0.0
case_a,0.0,597,0.0744220315585446,0.0
case_a,0.0,598,0.07467417523142826,0.0
case_a,0.0,599,0.07505371693640323,0.0
case_a,0.0,600,0.07547277102598123,0.0
case_a,0.0,601,0.0756664440544341,0.0
case_a,0.0,602,0.07565462996830964,0.0
case_a,0.0,603,0.07577156098458654,0.0
case_a,0.0,604,0.07615124480572008,0.0
case_a,0.0,605,0.0766027538361263,0.0
case_a,0.0,606,0.07690923148458789,0.0
case_a,0.0,607,0.07699763783093086,0.0
case_a,0.0,608,0.07696052367198711,0.0
case_a,0.0,609,0.07698047361994409,0.0
case_a,0.0,610,0.07711835760660193,0.0
case_a,0.0,611,0.07730048854783529,0.0
case_a,0.0,612,0.07745914515314475,0.0
case_a,0.0,613,0.07751616711172311,0.0
case_a,0.0,614,0.07746448639010509,0.0
case_a,0.0,615,0.07745086155164002,0.0
case_a,0.0,616,0.07752569792938038,0.0
case_a,0.0,617,0.0775909430155293,0.0
case_a,0.0,618,0.07764930197542438,0.0
case_a,0.0,619,0.0776404980655288,0.0
case_a,0.0,620,0.07739055839481464,0.0
case_a,0.0,621,0.07697212302741993,0.0
case_a,0.0,622,0.07661171008041419,0.0
case_a,0.0,623,0.07632490504902145,0.0
case_a,0.0,624,0.07600646154603989,0.0
case_a,0.0,625,0.07567109189250334,0.0
case_a,0.0,626,0.07540538227901354,0.0
case_a,0.0,627,0.07523654090623218,0.0
case_a,0.0,628,0.07514940091789206,0.0
case_a,0.0,629,0.0750527784613145,0.0
case_a,0.0,630,0.07467851368688466,0.0
case_a,0.0,631,0.07394782743139883,0.0
case_a,0.0,632,0.07330339316138437,0.0
case_a,0.0,633,0.07300461706834319,0.0
case_a,0.0,634,0.07275326412901266,0.0
case_a,0.0,635,0.07229360582506468,0.0
case_a,0.0,636,0.07173048762480261,0.0
case_a,0.0,637,0.07117699843081073,0.0
case_a,0.0,638,0.07067322280065123,0.0
case_a,0.0,639,0.07029260693231022,0.0
case_a,0.0,640,0.06995218551404493,0.0
case_a,0.0,641,0.06945440642926726,0.0
case_a,0.0,642,0.06885544900027553,0.0
case_a,0.0,643,0.0684227652800538,0.0
case_a,0.0,644,0.0681750867496978,0.0
case_a,0.0,645,0.06780298287649517,0.0
case_a,0.0,646,0.06718415138826375,0.0
case_a,0.0,647,0.0665847943114598,0.0
case_a,0.0,648,0.06622821914068636,0.0
case_a,0.0,649,0.06601740549757504,0.0
case_a,0.0,650,0.06575784423274643,0.0
case_a,0.0,651,0.0654603428595893,0.0
case_a,0.0,652,0.06527195626065589,0.0
case_a,0.0,653,0.06522768933843859,0.0
case_a,0.0,654,0.06525766770671307,0.0
case_a,0.0,655,0.06532841838213833,0.0
case_a,0.0,656,0.06539352499514547,0.0
case_a,0.0,657,0.06541973967535489,0.0
case_a,0.0,658,0.06550792991230178,0.0
case_a,0.0,659,0.0657764265400617,0.0
case_a,0.0,660,0.0662212344513978,0.0
case_a,0.0,661,0.066747123443062,0.0
case_a,0.0,662,0.06718971646531713,0.0
case_a,0.0,663,0.06752175352047751,0.0
case_a,0.0,664,0.0680465640036224,0.0
case_a,0.0,665,0.0689862194386565,0.0
case_a,0.0,666,0.07000099892599855,0.0
case_a,0.0,667,0.07075330728721282,0.0
case_a,0.0,668,0.0714885617364613,0.0
case_a,0.0,669,0.07251429470023868,0.0
case_a,0.0,670,0.07377353335415296,0.0
case_a,0.0,671,0.07510152641755222,0.0
case_a,0.0,672,0.07634975681652857,0.0
case_a,0.0,673,0.07739582342820192,0.0
case_a,0.0,674,0.07853630590772484,0.0
case_a,0.0,675,0.08023748681454142,0.0
case_a,0.0,676,0.08226239840185512,0.0
case_a,0.0,677,0.08395459951482342,0.0
case_a,0.0,678,0.08542833873672845,0.0
case_a,0.0,679,0.08740132288733862,0.0
case_a,0.0,680,0.08969194234810994,0.0
case_a,0.0,681,0.0915730867366726,0.0
case_a,0.0,682,0.09320785990342156,0.0
case_a,0.0,683,0.0949478423267591,0.0
case_a,0.0,684,0.0965516471120699,0.0
case_a,0.0,685,0.09820530111279177,0.0
case_a,0.0,686,0.10062143911038447,0.0
case_a,0.0,687,0.10352371650086777,0.0
case_a,0.0,688,0.10568255631372173,0.0
case_a,0.0,689,0.10693511431438536,0.0
case_a,0.0,690,0.10859030631128874,0.0
case_a,0.0,691,0.11131477455751167,0.0
case_a,0.0,692,0.11416005879668041,0.0
case_a,0.0,693,0.11605462159578137,0.0
case_a,0.0,694,0.11745372580725516,0.0
case_a,0.0,695,0.11927497334225132,0.0
case_a,0.0,696,0.12151903071893504,0.0
case_a,0.0,697,0.12371860609219369,0.0
case_a,0.0,698,0.12572013506467644,0.0
case_a,0.0,699,0.12764562313804256,0.0
case_a,0.0,700,0.12962212085030567,0.0
case_a,0.0,701,0.13167829521095836,0.0
case_a,0.0,702,0.13357090512491243,0.0
case_a,0.0,703,0.13488072985741556,0.0
case_a,0.0,704,0.13569283478207694,0.0
case_a,0.0,705,0.1366524957597328,0.0
case_a,0.0,706,0.13808313174580922,0.0
case_a,0.0,707,0.13981723250974132,0.0
case_a,0.0,708,0.1415316686271716,0.0
case_a,0.0,709,0.14273240832012787,0.0
case_a,0.0,710,0.14309543165857092,0.0
case_a,0.0,711,0.14323912766675878,0.0
case_a,0.0,712,0.1439315699763873,0.0
case_a,0.0,713,0.1450826281280055,0.0
case_a,0.0,714,0.14624012006601872,0.0
case_a,0.0,715,0.14702696452896546,0.0
case_a,0.0,716,0.14713251929288446,0.0
case_a,0.0,717,0.14665154447086642,0.0
case_a,0.0,718,0.1459828548747652,0.0
case_a,0.0,719,0.14525450889606228,0.0
case_a,0.0,720,0.1444788459013004,0.0
case_a,0.0,721,0.14391259212017773,0.0
case_a,0.0,722,0.14346371462871826,0.0
case_a,0.0,723,0.1424783906917732,0.0
case_a,0.0,724,0.14111566629123837,0.0
case_a,0.0,725,0.14050395372208913,0.0
case_a,0.0,726,0.14038611989516553,0.0
case_a,0.0,727,0.13909004587341156,0.0
case_a,0.0,728,0.13668598306693322,0.0
case_a,0.0,729,0.1345919682539649,0.0
case_a,0.0,730,0.1331078537950967,0.0
case_a,0.0,731,0.13153763466615442,0.0
case_a,0.0,732,0.12957838693799129,0.0
case_a,0.0,733,0.12777588216165708,0.0
case_a,0.0,734,0.126574089572468,0.0
case_a,0.0,735,0.12513194445021844,0.0
case_a,0.0,736,0.12230252591541436,0.0
case_a,0.0,737,0.11873220749546493,0.0
case_a,0.0,738,0.11616944588430134,0.0
case_a,0.0,739,0.1149956532251369,0.0
case_a,0.0,740,0.11406198347558709,0.0
case_a,0.0,741,0.11254618986579615,0.0
case_a,0.0,742,0.11061743415322235,0.0
case_a,0.0,743,0.10861571808917968,0.0
case_a,0.0,744,0.10640593238893495,0.0
case_a,0.0,745,0.13430619443166525,0.0
case_a,0.0,746,0.1813549182074316,0.0
case_a,0.0,747,0.25988487291891815,0.0
case_a,0.0,748,0.38966207294986266,0.0
case_a,0.0,749,0.5499400714641505,0.0
case_a,0.0,750,0.7175504255628375,0.0
case_a,0.0,751,0.8584995003642558,0.0
case_a,0.0,752,0.938138468411623,0.0
case_a,0.0,753,0.9339018738964031,0.0
case_a,0.0,754,0.9294536092044259,0.0
case_a,0.0,755,0.9247911569364565,0.0
case_a,0.0,756,0.9199171631919948,0.0
case_a,0.0,757,0.9148344012856183,0.0
case_a,0.0,758,0.9095458007871071,0.0
case_a,0.0,759,0.9040544772900021,0.0
case_a,0.0,760,0.8983637650537363,0.0
case_a,0.0,761,0.8924772441392766,0.0
case_a,0.0,762,0.8863987630300483,0.0
case_a,0.0,763,0.8801324875140429,0.0
case_a,0.0,764,0.8736829381319832,0.0
case_a,0.0,765,0.8670550279318785,0.0
case_a,0.0,766,0.8602540994920815,0.0
case_a,0.0,767,0.8532859610493593,0.0
case_a,0.0,768,0.8461569250729075,0.0
case_a,0.0,769,0.8388738458389995,0.0
case_a,0.0,770,0.8314441556623037,0.0
case_a,0.0,771,0.823875905908168,0.0
case_a,0.0,772,0.8161778100114624,0.0
case_a,0.0,773,0.8083592681909973,0.0
case_a,0.0,774,0.8004303971598316,0.0
case_a,0.0,775,0.7924020598292154,0.0
case_a,0.0,776,0.784285890128583,0.0
case_a,0.0,777,0.7760943179042021,0.0
case_a,0.0,778,0.7678405849902078,0.0
case_a,0.0,779,0.7595387594665772,0.0
case_a,0.0,780,0.7512037414145851,0.0
case_a,0.0,781,0.7428512663895322,0.0
case_a,0.0,782,0.7344979036494622,0.0
case_a,0.0,783,0.7261610350485032,0.0
case_a,0.0,784,0.7178588284563936,0.0
case_a,0.0,785,0.7096102044663757,0.0
case_a,0.0,786,0.7014347921558722,0.0
case_a,0.0,787,0.6933528742384293,0.0
case_a,0.0,788,0.6853853216123722,0.0
case_a,0.0,789,0.6775535150511436,0.0
case_a,0.0,790,0.6698792576839258,0.0
case_a,0.0,791,0.6623846697687384,0.0
case_a,0.0,792,0.6550920676206875,0.0
case_a,0.0,793,0.6480238491086882,0.0
case_a,0.0,794,0.6412023649633192,0.0
case_a,0.0,795,0.6346497780463427,0.0
case_a,0.0,796,0.6283879139657793,0.0
case_a,0.0,797,0.6224381065627845,0.0
case_a,0.0,798,0.6168210388719926,0.0
case_a,0.0,799,0.61155658196772,0.0
case_a,0.0,800,0.6066636334228901,0.0
case_a,0.0,801,0.6021599604114467,0.0
case_a,0.0,802,0.5980620497421812,0.0
case_a,0.0,803,0.594384957784352,0.0
case_a,0.0,804,0.5911421687488866,0.0
case_a,0.0,805,0.5883454698641831,0.0
case_a,0.0,806,0.5860048398252082,0.0
case_a,0.0,807,0.5841283518709954,0.0
case_a,0.0,808,0.5827220962543181,0.0
case_a,0.0,809,0.5817901230524746,0.0
case_a,0.0,810,0.5813344020479242,0.0
case_a,0.0,811,0.5813548049202647,0.0
case_a,0.0,812,0.5818490977631288,0.0
case_a,0.0,813,0.5828129791853168,0.0
case_a,0.0,814,0.5842401301414526,0.0
case_a,0.0,815,0.5861222819596096,0.0
case_a,0.0,816,0.5884493032849026,0.0
case_a,0.0,817,0.591209302936386,0.0
case_a,0.0,818,0.5943887499970809,0.0
case_a,0.0,819,0.5979726055397527,0.0
case_a,0.0,820,0.6019444660147262,0.0
case_a,0.0,821,0.6062867130368034,0.0
case_a,0.0,822,0.6109806642234921,0.0
case_a,0.0,823,0.6160067416441527,0.0
case_a,0.0,824,0.6213446375623954,0.0
case_a,0.0,825,0.6269734752319467,0.0
case_a,0.0,826,0.6328719687945495,0.0
case_a,0.0,827,0.6390185761683083,0.0
case_a,0.0,828,0.6453916461884697,0.0
case_a,0.0,829,0.6519695586977667,0.0
case_a,0.0,830,0.6587308526902554,0.0
case_a,0.0,831,0.6656543604591778,0.0
case_a,0.0,832,0.6727193550250319,0.0
case_a,0.0,833,0.6799056072590738,0.0
case_a,0.0,834,0.6871934584356679,0.0
case_a,0.0,835,0.6945638945894888,0.0
case_a,0.0,836,0.7019986092003677,0.0
case_a,0.0,837,0.7094800555201094,0.0
case_a,0.0,838,0.716991487609336,0.0
case_a,0.0,839,0.7245169917379247,0.0
case_a,0.0,840,0.7320415091606887,0.0
case_a,0.0,841,0.7395508387032571,0.0
case_a,0.0,842,0.7470316142250576,0.0
case_a,0.0,843,0.7544713319038296,0.0
case_a,0.0,844,0.7618583551491159,0.0
case_a,0.0,845,0.7691818990190101,0.0
case_a,0.0,846,0.7764320135260074,0.0
case_a,0.0,847,0.7835995609543469,0.0
case_a,0.0,848,0.7906761907941767,0.0
case_a,0.0,849,0.7976543106801167,0.0
case_a,0.0,850,0.8045270560262894,0.0
case_a,0.0,851,0.8112882593503706,0.0
case_a,0.0,852,0.8179324216449637,0.0
case_a,0.0,853,0.8244546729560835,0.0
case_a,0.0,854,0.8308507364521687,0.0
case_a,0.0,855,0.8371168934312591,0.0
case_a,0.0,856,0.8432499494198247,0.0
case_a,0.0,857,0.8492471999648002,0.0
case_a,0.0,858,0.8551063977637213,0.0
case_a,0.0,859,0.8608257198810478,0.0
case_a,0.0,860,0.8664037369332901,0.0
case_a,0.0,861,0.8718393854890589,0.0
case_a,0.0,862,0.8771319437382804,0.0
case_a,0.0,863,0.8822809995228054,0.0
case_a,0.0,864,0.8872864197239131,0.0
case_a,0.0,865,0.8921483267290371,0.0
case_a,0.0,866,0.8968670750691045,0.0
case_a,0.0,867,0.9014432280647331,0.0
case_a,0.0,868,0.9058775379777699,0.0
case_a,0.0,869,0.9101709261631008,0.0
case_a,0.0,870,0.9143244651504938,0.0
case_a,0.0,871,0.9183393531734618,0.0
case_a,0.0,872,0.9222168750020053,0.0
case_a,0.0,873,0.9259584131802218,0.0
case_a,0.0,874,0.9295654427578262,0.0
case_a,0.0,875,0.9330395180979435,0.0
case_a,0.0,876,0.9363822621375348,0.0
case_a,0.0,877,0.9395953549684608,0.0
case_a,0.0,878,0.9426805241168794,0.0
case_a,0.0,879,0.9456395355647617,0.0
case_a,0.0,880,0.9484741860952468,0.0
case_a,0.0,881,0.9511862979023117,0.0
case_a,0.0,882,0.9537777223205868,0.0
case_a,0.0,883,0.9562503225037117,0.0
case_a,0.0,884,0.9586059646891562,0.0
case_a,0.0,885,0.9608465137605138,0.0
case_a,0.0,886,0.9629738280117284,0.0
case_a,0.0,887,0.9649897553507673,0.0
case_a,0.0,888,0.9668961299189046,0.0
case_a,0.0,889,0.9686947689257489,0.0
case_a,0.0,890,0.9703874695994662,0.0
case_a,0.0,891,0.9719760161313278,0.0
case_a,0.0,892,0.9734622054667399,0.0
case_a,0.0,893,0.9748478151772558,0.0
case_a,0.0,894,0.976134592012628,0.0
case_a,0.0,895,0.9773242511228473,0.0
case_a,0.0,896,0.9784184748984178,0.0
case_a,0.0,897,0.9794189117272429,0.0
case_a,0.0,898,0.980327091607419,0.0
case_a,0.0,899,0.9812395262919164,0.0
case_a,0.0,900,0.9821562227054577,0.0
case_a,0.0,901,0.9830771830407415,0.0
case_a,0.0,902,0.9840026745157039,0.0
case_a,0.0,903,0.9849329251222856,0.0
case_a,0.0,904,0.9857755064254534,0.0
case_a,0.0,905,0.9865319068525097,0.0
case_a,0.0,906,0.986739658665928,0.0
case_a,0.0,907,0.986868250369761,0.0
case_a,0.0,908,0.9869188917842779,0.0
case_a,0.0,909,0.986892760679926,0.0
case_a,0.0,910,0.986791003296123,0.0
case_a,0.0,911,0.9866147367260677,0.0
case_a,0.0,912,0.9863650548113561,0.0
case_a,0.0,913,0.9860430230513438,0.0
case_a,0.0,914,0.9856496774479567,0.0
case_a,0.0,915,0.9851860252413236,0.0
case_a,0.0,916,0.9846530456713557,0.0
case_a,0.0,917,0.9840516907622917,0.0
case_a,0.0,918,0.9833828861275342,0.0
case_a,0.0,919,0.9826475317924339,0.0
case_a,0.0,920,0.9818465030329452,0.0
case_a,0.0,921,0.980980650992294,0.0
case_a,0.0,922,0.9800508028837254,0.0
case_a,0.0,923,0.979057763652449,0.0
case_a,0.0,924,0.9780023171044869,0.0
case_a,0.0,925,0.9768852267969266,0.0
case_a,0.0,926,0.9757072369364118,0.0
case_a,0.0,927,0.9744690732851686,0.0
case_a,0.0,928,0.9731714440739629,0.0
case_a,0.0,929,0.9718150409215305,0.0
case_a,0.0,930,0.9704005397601253,0.0
case_a,0.0,931,0.9689286015111975,0.0
case_a,0.0,932,0.9673998722128457,0.0
case_a,0.0,933,0.9658149846559548,0.0
case_a,0.0,934,0.9641745595792877,0.0
case_a,0.0,935,0.9624792066250616,0.0
case_a,0.0,936,0.9607295253000226,0.0
case_a,0.0,937,0.9589261059421419,0.0
case_a,0.0,938,0.9570695306930547,0.0
case_a,0.0,939,0.9551603744764521,0.0
case_a,0.0,940,0.9531992059825758,0.0
case_a,0.0,941,0.9511865895416861,0.0
case_a,0.0,942,0.9491230888900987,0.0
case_a,0.0,943,0.9470092657349889,0.0
case_a,0.0,944,0.9448456799071135,0.0
case_a,0.0,945,0.9426328903727142,0.0
case_a,0.0,946,0.9403714562525531,0.0
case_a,0.0,947,0.9380619378481837,0.0
case_a,0.0,948,0.9357048976754944,0.0
case_a,0.0,949,0.9333009015055562,0.0
case_a,0.0,950,0.930850519412737,0.0
case_a,0.0,951,0.9283543257096633,0.0
case_a,0.0,952,0.9258128965200342,0.0
case_a,0.0,953,0.9232268139878707,0.0
case_a,0.0,954,0.9205966684499758,0.0
case_a,0.0,955,0.9179230595274336,0.0
case_a,0.0,956,0.9152065972236104,0.0
case_a,0.0,957,0.9124479030282956,0.0
case_a,0.0,958,0.9096476110274629,0.0
case_a,0.0,959,0.9068063690181208,0.0
case_a,0.0,960,0.9039248396275317,0.0
case_a,0.0,961,0.9010037015581212,0.0
case_a,0.0,962,0.8980436510869078,0.0
case_a,0.0,963,0.8950454028398236,0.0
case_a,0.0,964,0.892009690798864,0.0
case_a,0.0,965,0.8889372694286447,0.0
case_a,0.0,966,0.8858289148008679,0.0
case_a,0.0,967,0.882685425715176,0.0
case_a,0.0,968,0.8795076248147343,0.0
case_a,0.0,969,0.876296359694717,0.0
case_a,0.0,970,0.873052504001763,0.0
case_a,0.0,971,0.8697769588892618,0.0
case_a,0.0,972,0.8664706552235898,0.0
case_a,0.0,973,0.8631345535923188,0.0
case_a,0.0,974,0.8597696449792668,0.0
case_a,0.0,975,0.8563769517769294,0.0
case_a,0.0,976,0.852957528774229,0.0
case_a,0.0,977,0.8495124641164176,0.0
case_a,0.0,978,0.8460428802338321,0.0
case_a,0.0,979,0.8425499347360119,0.0
case_a,0.0,980,0.8390348212675496,0.0
case_a,0.0,981,0.8354987703082409,0.0
case_a,0.0,982,0.8319430498962911,0.0
case_a,0.0,983,0.8283689663812798,0.0
case_a,0.0,984,0.8247778651020047,0.0
case_a,0.0,985,0.8211711309930045,0.0
case_a,0.0,986,0.8175501891278342,0.0
case_a,0.0,987,0.8139165051944234,0.0
case_a,0.0,988,0.8102715858977928,0.0
case_a,0.0,989,0.8066169792852682,0.0
case_a,0.0,990,0.8029542749892884,0.0
case_a,0.0,991,0.7992851044024571,0.0
case_a,0.0,992,0.7956111407996626,0.0
case_a,0.0,993,0.7919340992456697,0.0
case_a,0.0,994,0.7882557364395768,0.0
case_a,0.0,995,0.7845778504715691,0.0
case_a,0.0,996,0.7809022804674516,0.0
case_a,0.0,997,0.7772309061161928,0.0
case_a,0.0,998,0.773565647075757,0.0
case_a,0.0,999,0.7699084622527997,0.0
case_a,0.0,1000,0.7662613489518476,0.0
case_a,0.0,1001,0.7626263414432248,0.0
case_a,0.0,1002,0.7590055084847479,0.0
case_a,0.0,1003,0.755400953368048,0.0
case_a,0.0,1004,0.7518148129447587,0.0
case_a,0.0,1005,0.7482492560614185,0.0
case_a,0.0,1006,0.7447064818442449,0.0
