Wavelength_nm,Sample_Counts_Long_Mean,Sample_Counts_Short_Mean,Sample_N_Long,Sample_N_Short,Sample_W_Long,Sample_HDR_CountsPerMs,Ag_Counts_Long_Mean,Ag_Counts_Short_Mean,Ag_N_Long,Ag_N_Short,Ag_W_Long,Ag_HDR_CountsPerMs,Ag_Theory_Reflectance,Absolute_Reflectance
498.9335771462861,64895.0,9866.0,32.4475,61.39014240031976,0.0,61.39014240031976,22912.75,12372.150390625,2291.275,2296.171207790001,1.0,2291.275,0.963820475435258,0.025823646762311105
499.3574373863413,64922.0,10161.2001953125,32.461,63.22699442006805,0.0,63.22699442006805,23364.80078125,12603.349609375,2336.480078125,2339.0799158638665,1.0,2336.480078125,0.9646470029033656,0.026104109014638666
499.78128762935273,64900.0,10428.0,32.45,64.88712801039271,0.0,64.88712801039271,23744.19921875,12814.7998046875,2374.419921875,2378.3233646604513,1.0,2374.419921875,0.9654735108772379,0.02638404551519452
500.2051278699528,64897.0,10665.5,32.4485,66.36494666233637,0.0,66.36494666233637,24176.69921875,13081.099609375,2417.669921875,2427.746458048233,1.0,2417.669921875,0.9658487180325118,0.0265125102794854
500.6289581027754,64912.0,10936.849609375,32.456,68.05339093152371,0.0,68.05339093152371,24573.599609375,13265.5498046875,2457.3599609375,2461.9789248689344,1.0,2457.3599609375,0.9657427604743062,0.026744990828601843
501.05277832245406,64904.0,11180.400390625,32.452,69.56885993037295,0.0,69.56885993037295,24956.75,13499.75,2495.675,2505.4445899600128,1.0,2495.675,0.9656368054193865,0.026917868576571108
501.4765885236226,64903.0,11430.650390625,32.4515,71.12601410994725,0.0,71.12601410994725,25451.75,13679.5498046875,2545.175,2538.813981832467,1.0,2545.175,0.9655308528690943,0.026982176496608917
501.9003887009168,64906.0,11728.150390625,32.453,72.97717642132929,0.0,72.97717642132929,25878.19921875,13963.0498046875,2587.819921875,2591.429292579234,1.0,2587.819921875,0.9654249028247709,0.02722522647709609
502.324178848971,64894.0,12037.9501953125,32.447,74.9048729675848,0.0,74.9048729675848,26278.849609375,14166.2998046875,2627.8849609375,2629.150851342127,1.0,2627.8849609375,0.9655620894244855,0.02752224953745872
502.7479589624216,64899.0,12249.4501953125,32.4495,76.22090936710512,0.0,76.22090936710512,26768.75,14446.75,2676.875,2681.200142965967,1.0,2676.875,0.9657739794812108,0.027499293377220006
503.1717290359048,64898.0,12571.099609375,32.449,78.22233885547693,0.0,78.22233885547693,27116.099609375,14640.0,2711.6099609375,2717.065782478534,1.0,2711.6099609375,0.9659858645179524,0.02786598172762271
503.5954890640572,64895.0,12867.9501953125,32.4475,80.06946025648256,0.0,80.06946025648256,27619.0,14922.0,2761.9,2769.4027053377513,1.0,2761.9,0.9661977445320287,0.02801076501890378
504.019239041516,64893.0,13142.0498046875,32.4465,81.77501611006083,0.0,81.77501611006083,28085.5,15150.650390625,2808.55,2811.838371493321,1.0,2808.55,0.966409619520758,0.028138420966416028
504.4429789629192,64893.0,13388.2001953125,32.4465,83.30666090352963,0.0,83.30666090352963,28527.599609375,15420.5,2852.7599609375,2861.920279966546,1.0,2852.7599609375,0.9666214894814597,0.02822740425024526
504.86670882290514,64908.0,13687.9501953125,32.454,85.1718236021406,0.0,85.1718236021406,28961.80078125,15625.75,2896.180078125,2900.0130225795046,1.0,2896.180078125,0.9668333544114526,0.02843295571866164
505.29042861611214,64894.0,13976.25,32.447,86.96573867043068,0.0,86.96573867043068,29417.94921875,15849.4501953125,2941.794921875,2941.5299724577394,1.0,2941.794921875,0.967045214308056,0.028587921192141662
505.714138337179,64889.0,14301.349609375,32.4445,88.98863663453159,0.0,88.98863663453159,29860.5,16102.7001953125,2986.05,2988.5311274722676,1.0,2986.05,0.9672570691685894,0.028825668646012485
506.1378379807463,64905.0,14559.349609375,32.4525,90.59401437011668,0.0,90.59401437011668,30360.80078125,16381.0,3036.080078125,3040.181323960441,1.0,3036.080078125,0.9673862162019253,0.028865971422655533
506.5615275414538,64902.0,14899.150390625,32.451,92.70838882264836,0.0,92.70838882264836,30761.69921875,16634.94921875,3076.169921875,3087.3122483288007,1.0,3076.169921875,0.9673438472458545,0.029153425133616344
506.98520701394233,64895.0,15192.599609375,32.4475,94.53434557577273,0.0,94.53434557577273,31228.30078125,16860.19921875,3122.830078125,3129.1168294424133,1.0,3122.830078125,0.9673014792986057,0.029282160742756334
507.4088763928525,64905.0,15473.25,32.4525,96.2806629734186,0.0,96.2806629734186,31691.150390625,17108.150390625,3169.1150390625,3175.134564744805,1.0,3169.1150390625,0.9672591123607147,0.029386231631629126
507.8325356728262,64886.0,15784.900390625,32.443,98.21987459510763,0.0,98.21987459510763,32128.349609375,17370.099609375,3212.8349609375,3223.750224513426,1.0,3212.8349609375,0.9672167464327174,0.029568872567667995
508.2561848485058,64891.0,16112.25,32.4455,100.25677294643748,0.0,100.25677294643748,32611.5,17581.69921875,3261.15,3263.0214033534967,1.0,3261.15,0.9670847168181723,0.029730859627434887
508.6798239145338,64892.0,16418.44921875,32.446,102.16206522719251,0.0,102.16206522719251,33046.1484375,17905.94921875,3304.61484375,3323.1995850453454,1.0,3304.61484375,0.9668940792384597,0.02989150042031907
509.103452865553,64901.0,16687.05078125,32.4505,103.83341006510285,0.0,103.83341006510285,33555.3515625,18105.55078125,3355.53515625,3360.244023269253,1.0,3355.53515625,0.9667034462105011,0.02991359370941565
509.52707169620766,64898.0,17039.55078125,32.449,106.0268040643034,0.0,106.0268040643034,33987.30078125,18334.0,3398.730078125,3402.6423535492786,1.0,3398.730078125,0.9665128177367065,0.030151339705194045
509.95068040114126,64909.0,17308.80078125,32.4545,107.70218373603319,0.0,107.70218373603319,34485.1484375,18564.19921875,3448.51484375,3445.3654696981116,1.0,3448.51484375,0.9663221938194864,0.030179661443411176
510.3742789749982,64898.0,17650.650390625,32.449,109.82930680506067,0.0,109.82930680506067,34928.80078125,18836.94921875,3492.880078125,3495.9856672507767,1.0,3492.880078125,0.9666555650262483,0.030395292209138274
510.7978674124242,64906.0,17908.44921875,32.453,111.43343276991261,0.0,111.43343276991261,35329.25,19037.69921875,3532.925,3533.243246201089,1.0,3532.925,0.9670579740418029,0.03050237118959365
511.22144570806415,64899.0,18213.849609375,32.4495,113.33375442707681,0.0,113.33375442707681,35799.3515625,19366.150390625,3579.93515625,3594.201131468612,1.0,3579.93515625,0.9674603734226609,0.03062790570046708
511.6450138565648,64896.0,18552.0,32.448,115.43785949835114,0.0,115.43785949835114,36280.19921875,19609.69921875,3628.019921875,3639.4018273197858,1.0,3628.019921875,0.9678627631637365,0.030795863328677394
512.0685718525717,64904.0,18889.150390625,32.452,117.5357421753015,0.0,117.5357421753015,36697.1484375,19808.94921875,3669.71484375,3676.3810183825485,1.0,3669.71484375,0.9682308573336572,0.03101105597007325
512.492119690733,64887.0,19175.69921875,32.4435,119.31876197696768,0.0,119.31876197696768,37194.8515625,20051.0,3719.48515625,3721.303688830402,1.0,3719.48515625,0.9684214538608298,0.03106635571658207
512.9156573656956,64887.0,19485.400390625,32.4435,121.24584479097054,0.0,121.24584479097054,37654.55078125,20329.44921875,3765.455078125,3772.981615362062,1.0,3765.455078125,0.968612045814563,0.03118884260544041
513.3391848721076,64901.0,19799.44921875,32.4505,123.19998043654596,0.0,123.19998043654596,38083.1015625,20581.19921875,3808.31015625,3819.7043824890407,1.0,3808.31015625,0.9688026331924484,0.03134105694104306
513.7627022046171,64888.0,20099.69921875,32.444,125.06825433231892,0.0,125.06825433231892,38450.44921875,20777.849609375,3845.044921875,3856.201107043564,1.0,3845.044921875,0.9689932159920777,0.031518562837724015
514.186209357874,64891.0,20464.30078125,32.4455,127.33694902533068,0.0,127.33694902533068,38957.69921875,21018.599609375,3895.769921875,3900.8823629951835,1.0,3895.769921875,0.9691465523394684,0.03167747777926542
514.6097063265271,64908.0,20744.650390625,32.454,129.0813948434338,0.0,129.0813948434338,39426.3984375,21260.349609375,3942.63984375,3945.7492108718357,1.0,3942.63984375,0.9692524265816317,0.031733168672982454
515.0331931052264,64889.0,21082.849609375,32.4445,131.18580374255598,0.0,131.18580374255598,39955.94921875,21502.400390625,3995.594921875,3990.671881319689,1.0,3995.594921875,0.9693582982763065,0.03182656149092781
515.4566696886229,64893.0,21319.400390625,32.4465,132.65771598113741,0.0,132.65771598113741,40376.1484375,21771.5,4037.61484375,4040.6145958491393,1.0,4037.61484375,0.9694641674221557,0.03185219669351434
515.880136071367,64898.0,21638.75,32.449,134.64483517787545,0.0,134.64483517787545,40788.5,21985.25,4078.85,4080.284869824876,1.0,4078.85,0.9695700340178417,0.032005981446667414
516.3035922481106,64898.0,21986.099609375,32.449,136.8061814156848,0.0,136.8061814156848,41219.44921875,22226.94921875,4121.944921875,4125.142293111585,1.0,4121.944921875,0.9696151796124054,0.03218125246203355
516.7270382135054,64900.0,22281.80078125,32.45,138.646150709152,0.0,138.646150709152,41643.5,22470.849609375,4164.35,4170.408236123903,1.0,4164.35,0.9696363519106752,0.03228267263320322
517.150473962204,64884.0,22564.900390625,32.442,140.40770811164606,0.0,140.40770811164606,42065.1015625,22691.650390625,4206.51015625,4211.387078164812,1.0,4206.51015625,0.9696575236981102,0.03236587705687077
517.5738994888592,64905.0,22930.400390625,32.4525,142.68199323705826,0.0,142.68199323705826,42493.94921875,22979.650390625,4249.394921875,4264.837552574226,1.0,4249.394921875,0.9696786949744429,0.032558915220196806
517.9973147881248,64897.0,23253.25,32.4485,144.69089081393022,0.0,144.69089081393022,42911.19921875,23179.69921875,4291.119921875,4301.964999686477,1.0,4291.119921875,0.9696998657394063,0.03269699750891054
518.4207198546541,64903.0,23477.05078125,32.4515,146.083467524881,0.0,146.083467524881,43346.80078125,23399.5,4334.680078125,4342.758249802353,1.0,4334.680078125,0.9697841439709308,0.03268278810629139
518.8441146831024,64910.0,23847.400390625,32.455,148.38792883214168,0.0,148.38792883214168,43836.6015625,23625.05078125,4383.66015625,4384.618653487167,1.0,4383.66015625,0.9698688229366205,0.03283028810279533
519.2674992681236,64883.0,24128.55078125,32.4415,150.13735742694956,0.0,150.13735742694956,44261.3984375,23836.30078125,4426.13984375,4423.824947650322,1.0,4426.13984375,0.9699534998536248,0.03290141306779499
519.6908736043739,64883.0,24462.94921875,32.4415,152.21811636639507,0.0,152.21811636639507,44655.5,24155.19921875,4465.55,4483.009922555863,1.0,4465.55,0.9700381747208748,0.03306588970216605
520.1142376865096,64891.0,24727.44921875,32.4455,153.86393966508598,0.0,153.86393966508598,45090.25,24324.349609375,4509.025,4514.402869171988,1.0,4509.025,0.9700543049253962,0.03310169649644837
520.5375915091861,64883.0,25035.5,32.4415,155.7807530978315,0.0,155.7807530978315,45509.25,24547.900390625,4550.925,4555.892089006737,1.0,4550.925,0.9698849633963257,0.0331997143473343
520.9609350670613,64893.0,25302.0,32.4465,157.43902118517036,0.0,157.43902118517036,45880.6015625,24833.650390625,4588.06015625,4608.924981584827,1.0,4588.06015625,0.9697156259731755,0.03327573610237176
521.3842683547922,64875.0,25567.30078125,32.4375,159.089827260566,0.0,159.089827260566,46258.05078125,24987.599609375,4625.805078125,4637.4967134499175,1.0,4625.805078125,0.9695462926580832,0.033344455638545295
521.807591367037,64901.0,25913.599609375,32.4505,161.24463512308958,0.0,161.24463512308958,46706.80078125,25228.599609375,4670.680078125,4682.224367382795,1.0,4670.680078125,0.9693769634531852,0.033465540810811704
522.2309040984532,64885.0,26215.900390625,32.4425,163.12566978847227,0.0,163.12566978847227,47130.6015625,25424.44921875,4713.06015625,4718.572473403601,1.0,4713.06015625,0.969369271229536,0.03355123983129858
522.6542065437014,64896.0,26466.19921875,32.448,164.68312779589442,0.0,164.68312779589442,47631.25,25707.900390625,4763.125,4771.178722044653,1.0,4763.125,0.9694962619631105,0.03351994264406516
523.0774986974394,64881.0,26740.94921875,32.4405,166.39273063640604,0.0,166.39273063640604,47907.6015625,25860.25,4790.76015625,4799.453579326537,1.0,4790.76015625,0.9696232496092319,0.03367696460039741
523.5007805543278,64888.0,27050.0,32.444,168.31576646347554,0.0,168.31576646347554,48326.6015625,26117.849609375,4832.66015625,4847.261986718111,1.0,4832.66015625,0.9697502341662984,0.03377523944669276
523.9240521090273,64890.0,27384.5,32.445,170.3971573648446,0.0,170.3971573648446,48685.8515625,26322.19921875,4868.58515625,4885.187624101695,1.0,4868.58515625,0.9698772156327082,0.03394504054727016
524.3473133561988,64894.0,27698.80078125,32.447,172.35286076211494,0.0,172.35286076211494,49148.80078125,26526.349609375,4914.880078125,4923.076288093964,0.9526522809895713,4915.268149971562,0.9701604850171491,0.03401847669125316
524.7705642905038,64899.0,27928.5,32.4495,173.78213987708602,0.0,173.78213987708602,49560.80078125,26756.900390625,4956.080078125,4965.864651403941,0.9103418435592115,4956.957344926749,0.9704779232178778,0.034023236123442054
525.1938049066035,64894.0,28251.19921875,32.447,175.7901016641866,0.0,175.7901016641866,49912.8984375,26993.150390625,4991.28984375,5009.710743692914,0.8741830914860514,4993.607504432863,0.9707953536799526,0.03417493540832476
525.6170351991616,64889.0,28505.69921875,32.4445,177.3737010196378,0.0,177.3737010196378,50347.25,27188.30078125,5034.725,5045.929080359888,0.8295772550590241,5036.634430129472,0.9711127763993712,0.034199398357562465
526.0402551628398,64895.0,28767.099609375,32.4475,179.00023732654716,0.0,179.00023732654716,50674.8515625,27395.94921875,5067.48515625,5084.466953605543,0.7959341351263922,5070.950561414467,0.971416102065136,0.03429016132312408
526.4634647923024,64893.0,29038.55078125,32.4465,180.68931355765804,0.0,180.68931355765804,51088.80078125,27608.30078125,5108.880078125,5123.8776888736165,0.7534235222155471,5112.578136158576,0.971585385916921,0.03433788037435983
526.8866640822129,64888.0,29360.30078125,32.444,182.69136893139643,0.0,182.69136893139643,51455.25,27859.150390625,5145.525,5170.43335077122,0.7157909330375711,5152.604179132261,0.9717546656328852,0.03445465321185235
527.3098530272356,64876.0,29636.400390625,32.438,184.40936957362266,0.0,184.40936957362266,51888.0,28017.80078125,5188.8,5199.877582174502,0.6713495694502212,5192.440652151101,0.9719239412108942,0.03451784878811476
527.7330316220365,64887.0,29879.75,32.4435,185.92358680173874,0.0,185.92358680173874,52165.05078125,28209.849609375,5216.505078125,5235.520293886492,0.6428977739523803,5223.295454002205,0.9720932126488145,0.034601729577217334
528.1561998612799,64893.0,30189.80078125,32.4465,187.8528450231322,0.0,187.8528450231322,52700.25,28416.80078125,5270.025,5273.928760262544,0.5879353636181587,5271.633601553107,0.9722468599583839,0.03464568149314868
528.5793577396331,64886.0,30482.599609375,32.443,189.67475478932323,0.0,189.67475478932323,53043.05078125,28641.80078125,5304.305078125,5315.686943394899,0.5527313563216621,5309.395829566798,0.9723738073218899,0.034737429528283716
529.0025052517612,64899.0,30780.44921875,32.4495,191.52809250809588,0.0,191.52809250809588,53413.55078125,28812.69921875,5341.355078125,5347.404313395602,0.5146827712052828,5344.290876222855,0.9725007515755284,0.03485237204072115
529.4256423923318,64896.0,31055.0,32.448,193.23645573098827,0.0,193.23645573098827,53891.19921875,29093.19921875,5389.119921875,5399.46284836727,0.46563055196122244,5394.646865795779,0.9726276927176996,0.034839560913289255
529.8487691560126,64898.0,31330.900390625,32.449,194.9532167555953,0.0,194.9532167555953,54273.25,29356.849609375,5427.325,5448.394231898984,0.42639575663282875,5439.410400821745,0.9727546307468038,0.03486437507075052
530.2718855374709,64896.0,31634.94921875,32.448,196.84512845793097,0.0,196.84512845793097,54603.5,29552.80078125,5460.35,5484.761187099676,0.39248065478482796,5475.180268402721,0.9727320286156322,0.03497191904949786
530.6949915313766,64896.0,31893.55078125,32.448,198.4542493526016,0.0,198.4542493526016,54964.6484375,29831.55078125,5496.46484375,5536.494936202537,0.35539243059085723,5522.268544349054,0.9726262521171559,0.03495335498706668
531.1180871323968,64901.0,32191.5,32.4505,200.30820688018386,0.0,200.30820688018386,55341.30078125,30009.30078125,5534.130078125,5569.483900877098,0.31671202907815643,5558.286919937611,0.9725204782169008,0.03504745903762609
531.5411723352032,64894.0,32469.05078125,32.447,202.03523728604816,0.0,202.03523728604816,55793.19921875,30251.05078125,5579.319921875,5614.350748753749,0.27030421217349354,5604.881768692503,0.9724147069161992,0.03505195009636886
531.9642471344634,64890.0,32776.80078125,32.445,203.95017913925093,0.0,203.95017913925093,56087.1015625,30434.75,5608.71015625,5648.443840388562,0.2401218414796332,5638.902914984441,0.9723089382163842,0.03516687290376475
532.3873115248504,64879.0,33092.44921875,32.4395,205.91426818512195,0.0,205.91426818512195,56417.8515625,30677.5,5641.78515625,5693.4962801902475,0.2061553920133917,5682.835753162893,0.9723774623049701,0.035233535200941545
