wavelength_nm,reference_intensity_raw,sample_intensity_raw,reference_intensity_processed,sample_intensity_processed,reference_reflectance,sample_reference_ratio,calculated_reflectance,valid_mask,mask_reason
365.1502089323528,-5.949999809265137,-0.4000000059604644,-0.2974999904632568,-0.02000000029802322,1.0,,,False,reference_nonpositive
365.57800730174927,9.5,13.81999969482422,0.475,0.690999984741211,1.0,1.454736809981497,1.454736809981497,True,ok
366.0058009121936,-5.25,2.640000104904175,-0.2625,0.13200000524520875,1.0,,,False,reference_nonpositive
366.4335897579461,-0.75,6.340000152587891,-0.0375,0.3170000076293945,1.0,,,False,reference_nonpositive
366.8613738332686,2.0,7.059999942779541,0.1,0.35299999713897706,1.0,3.5299999713897705,3.5299999713897705,True,ok
367.2891531324232,1.8500000238418577,9.9399995803833,0.09250000119209288,0.49699997901916504,1.0,5.372972676909001,5.372972676909001,True,ok
367.7169276496708,8.550000190734863,14.800000190734863,0.42750000953674316,0.7400000095367432,1.0,1.7309941357396414,1.7309941357396414,True,ok
368.1446973792735,8.199999809265137,14.5600004196167,0.40999999046325686,0.7280000209808349,1.0,1.775609848571634,1.775609848571634,True,ok
368.5724623154933,11.050000190734863,15.18000030517578,0.5525000095367432,0.759000015258789,1.0,1.3737556600138174,1.3737556600138174,True,ok
369.000222452592,-7.849999904632568,-2.5199999809265137,-0.39249999523162843,-0.1259999990463257,1.0,,,False,reference_nonpositive
369.4279777848318,-2.650000095367432,6.880000114440918,-0.1325000047683716,0.3440000057220459,1.0,,,False,reference_nonpositive
369.8557283064745,17.399999618530273,22.819999694824215,0.8699999809265136,1.1409999847412107,1.0,1.3114942640873317,1.3114942640873317,True,ok
370.28347401178274,3.849999904632568,10.079999923706056,0.1924999952316284,0.5039999961853028,1.0,2.618181863219568,2.618181863219568,True,ok
370.7112148950189,7.800000190734862,10.899999618530272,0.39000000953674313,0.5449999809265136,1.0,1.397435814357762,1.397435814357762,True,ok
371.138950950445,-2.200000047683716,4.599999904632568,-0.1100000023841858,0.22999999523162842,1.0,,,False,reference_nonpositive
371.5666821723237,-8.75,1.1599999666213987,-0.4375,0.05799999833106993,1.0,,,False,reference_nonpositive
371.9944085549176,1.649999976158142,7.71999979019165,0.08249999880790711,0.38599998950958253,1.0,4.678787819237966,4.678787819237966,True,ok
372.42213009249,4.300000190734863,9.4399995803833,0.21500000953674317,0.471999979019165,1.0,2.1953486422450643,2.1953486422450643,True,ok
372.8498467793027,6.050000190734863,11.0,0.30250000953674316,0.55,1.0,1.8181817608610498,1.8181817608610498,True,ok
373.27755860961855,7.25,10.119999885559082,0.3625,0.5059999942779541,1.0,1.395862053180563,1.395862053180563,True,ok
373.7052655777016,0.050000000745058,6.760000228881836,0.0025000000372529,0.3380000114440918,1.0,135.20000256299986,135.20000256299986,True,ok
374.1329676778138,1.7000000476837158,6.179999828338623,0.08500000238418579,0.30899999141693113,1.0,3.63529391470253,3.63529391470253,True,ok
374.5606649042192,5.75,10.9399995803833,0.2875,0.5469999790191651,1.0,1.902608622675357,1.902608622675357,True,ok
374.9883572511805,-3.200000047683716,2.619999885559082,-0.1600000023841858,0.1309999942779541,1.0,,,False,reference_nonpositive
375.41604471296085,-0.899999976158142,4.800000190734863,-0.0449999988079071,0.24000000953674316,1.0,,,False,reference_nonpositive
375.8437272838247,3.0,9.9399995803833,0.15,0.49699997901916504,1.0,3.3133331934611006,3.3133331934611006,True,ok
376.2714049580342,-1.950000047683716,4.699999809265137,-0.0975000023841858,0.23499999046325684,1.0,,,False,reference_nonpositive
376.69907772985385,-6.300000190734863,1.5199999809265137,-0.3150000095367432,0.07599999904632568,1.0,,,False,reference_nonpositive
377.1267455935473,2.8499999046325684,10.100000381469728,0.14249999523162843,0.5050000190734865,1.0,3.543859901557384,3.543859901557384,True,ok
377.55440854337854,1.600000023841858,7.920000076293945,0.0800000011920929,0.39600000381469724,1.0,4.949999973922968,4.949999973922968,True,ok
377.98206657361095,-1.2000000476837158,2.039999961853028,-0.06000000238418579,0.1019999980926514,1.0,,,False,reference_nonpositive
378.4097196785088,2.700000047683716,6.760000228881836,0.1350000023841858,0.3380000114440918,1.0,2.5037037442577548,2.5037037442577548,True,ok
378.8373678523362,11.75,17.899999618530273,0.5875,0.8949999809265137,1.0,1.5234042228536402,1.5234042228536402,True,ok
379.26501108935753,-3.900000095367432,2.200000047683716,-0.1950000047683716,0.1100000023841858,1.0,,,False,reference_nonpositive
379.6926493838369,3.150000095367432,7.34000015258789,0.15750000476837162,0.3670000076293945,1.0,2.3301587080529007,2.3301587080529007,True,ok
380.1202827300386,2.3499999046325684,8.239999771118164,0.11749999523162842,0.4119999885559082,1.0,3.5063830236225138,3.5063830236225138,True,ok
380.54791112222784,0.5,5.059999942779541,0.025,0.25299999713897703,1.0,10.11999988555908,10.11999988555908,True,ok
380.9755345546682,-3.150000095367432,1.940000057220459,-0.15750000476837162,0.09700000286102295,1.0,,,False,reference_nonpositive
381.40315302162537,-7.349999904632568,-3.2799999713897705,-0.3674999952316284,-0.16399999856948852,1.0,,,False,reference_nonpositive
381.8307665173632,2.450000047683716,8.260000228881836,0.12250000238418579,0.4130000114440918,1.0,3.371428599232487,3.371428599232487,True,ok
382.2583750361477,5.650000095367432,10.300000190734863,0.28250000476837156,0.5150000095367432,1.0,1.82300885254499,1.82300885254499,True,ok
382.68597857224273,9.5,14.979999542236328,0.475,0.7489999771118164,1.0,1.5768420570775084,1.5768420570775084,True,ok
383.1135771199144,-4.150000095367432,1.7000000476837158,-0.20750000476837158,0.08500000238418579,1.0,,,False,reference_nonpositive
383.5411706734273,-7.050000190734863,-1.100000023841858,-0.35250000953674315,-0.0550000011920929,1.0,,,False,reference_nonpositive
383.96875922704663,10.449999809265137,12.579999923706056,0.5224999904632568,0.6289999961853028,1.0,1.2038277658677494,1.2038277658677494,True,ok
384.3963427750388,5.400000095367432,10.739999771118164,0.2700000047683716,0.5369999885559082,1.0,1.9888888113783234,1.9888888113783234,True,ok
384.8239213116684,10.899999618530272,13.359999656677246,0.5449999809265136,0.6679999828338623,1.0,1.225688084792674,1.225688084792674,True,ok
385.2514948312012,10.25,13.340000152587892,0.5125,0.6670000076293946,1.0,1.30146342952077,1.30146342952077,True,ok
385.679063327903,8.25,12.159999847412108,0.4125,0.6079999923706054,1.0,1.473939375443892,1.473939375443892,True,ok
386.10662679604025,-1.350000023841858,5.139999866485596,-0.0675000011920929,0.2569999933242798,1.0,,,False,reference_nonpositive
386.53418522987744,9.149999618530272,10.279999732971191,0.45749998092651356,0.5139999866485596,1.0,1.1234972854154532,1.1234972854154532,True,ok
386.96173862368215,10.399999618530272,14.600000381469728,0.5199999809265136,0.7300000190734864,1.0,1.403846242018709,1.403846242018709,True,ok
387.3892869717194,-2.8499999046325684,-0.6399999856948853,-0.14249999523162843,-0.031999999284744264,1.0,,,False,reference_nonpositive
387.81683026825664,12.699999809265137,16.260000228881836,0.6349999904632568,0.8130000114440918,1.0,1.2803149978805153,1.2803149978805153,True,ok
388.2443685075593,7.75,9.9399995803833,0.3875,0.49699997901916504,1.0,1.2825805910172001,1.2825805910172001,True,ok
388.67190168389374,-1.950000047683716,3.4200000762939453,-0.0975000023841858,0.17100000381469727,1.0,,,False,reference_nonpositive
