sample_name,with_ag,source_mode,d_C60_bulk_best,window_cost_front,window_cost_rear,total_cost,rear_derivative_correlation,masked_residual_max_abs,warnings,bound_hit_flags,d_ITO,d_NiOx,sigma_front_rms_nm,d_bulk,d_rough,sigma_thickness,ito_alpha,pvk_b_scale,niox_k
DEVICE-1-withAg-P1,True,hdr_csv,14.99999999999759,0.0633074258836142,0.09663279443093165,0.15475288738231652,0.03888029303382088,0.2051675094266491,"[""d_ITO 接近边界"", ""d_NiOx 接近边界"", ""d_rough 接近边界"", ""sigma_thickness 接近边界"", ""ito_alpha 接近边界"", ""pvk_b_scale 接近边界"", ""niox_k 接近边界""]","{""d_ITO"": true, ""d_NiOx"": true, ""d_bulk"": false, ""d_rough"": true, ""ito_alpha"": true, ""niox_k"": true, ""pvk_b_scale"": true, ""sigma_front_rms_nm"": false, ""sigma_thickness"": true}",90.00000000000001,35.00000000000001,31.35530117074431,630.0747945204143,4.822026044295479e-12,0.06209593357280302,4.999999999999999,0.8000000000000002,2.0811834731263983e-19
DEVICE-1-withoutAg-P1,False,hdr_csv,1.7763568394002505e-15,0.05945562732528796,0.13054682838400422,0.18904569480374586,0.05349213974833774,0.04689215803824286,"[""d_ITO 接近边界"", ""d_NiOx 接近边界"", ""d_rough 接近边界"", ""sigma_thickness 接近边界"", ""ito_alpha 接近边界"", ""pvk_b_scale 接近边界"", ""niox_k 接近边界"", ""d_C60_bulk 退化到 0 nm，粗糙层已耗尽致密 C60""]","{""d_ITO"": true, ""d_NiOx"": true, ""d_bulk"": false, ""d_rough"": true, ""ito_alpha"": true, ""niox_k"": true, ""pvk_b_scale"": true, ""sigma_front_rms_nm"": false, ""sigma_thickness"": true}",90.00000000000001,35.00000000000014,31.661434818347736,747.0591298440057,29.999999999999996,0.030032484830881816,4.9999999999993525,0.800000000011471,0.11999999999963283
