interface_type,d_air_nm,wavelength_nm,reflectance,delta_r
front,25.0,618,0.05080728454203433,-0.026842017433390056
front,25.0,619,0.050607471079387706,-0.0270330269861411
front,25.0,620,0.050286355574627906,-0.027104202820186732
front,25.0,621,0.049938837051189754,-0.027033285976230177
front,25.0,622,0.04967705872030198,-0.026934651360112208
front,25.0,623,0.04950949037243065,-0.0268154146765908
front,25.0,624,0.049345439476669625,-0.026661022069370266
front,25.0,625,0.04913354471751148,-0.026537547174991863
front,25.0,626,0.04892603188888594,-0.026479350390127603
front,25.0,627,0.04877629324320125,-0.026460247663030928
front,25.0,628,0.04863969682026789,-0.026509704097624168
front,25.0,629,0.04842422354976312,-0.02662855491155138
front,25.0,630,0.04815493647573387,-0.02652357721115079
front,25.0,631,0.04800094326434649,-0.025946884167052334
front,25.0,632,0.048000904166179297,-0.025302488995205076
front,25.0,633,0.04794900752920128,-0.025055609539141904
front,25.0,634,0.047753123760820505,-0.025000140368192154
front,25.0,635,0.04758421743874674,-0.02470938838631794
front,25.0,636,0.04755818803339451,-0.024172299591408097
front,25.0,637,0.0475702020680444,-0.023606796362766323
front,25.0,638,0.04752777950141826,-0.023145443299232973
front,25.0,639,0.04746242634120489,-0.02283018059110533
front,25.0,640,0.04742294898793377,-0.022529236526111163
front,25.0,641,0.047418276535497336,-0.02203612989376992
front,25.0,642,0.04743450929921674,-0.021420939701058787
front,25.0,643,0.04746344831529521,-0.020959316964758584
front,25.0,644,0.04753622135388016,-0.020638865395817642
front,25.0,645,0.047683482227227354,-0.02011950064926781
front,25.0,646,0.04787839234028823,-0.019305759047975525
front,25.0,647,0.04808009788959515,-0.018504696421864655
front,25.0,648,0.0482929444008893,-0.017935274739797058
front,25.0,649,0.048550013733183905,-0.017467391764391133
front,25.0,650,0.048831981876436774,-0.016925862356309655
front,25.0,651,0.04908513678075474,-0.016375206078834553
front,25.0,652,0.04930280806826467,-0.015969148192391223
front,25.0,653,0.04955998654266946,-0.01566770279576913
front,25.0,654,0.04991827634692139,-0.015339391359791676
front,25.0,655,0.05034238012357878,-0.014986038258559556
front,25.0,656,0.05077389113936376,-0.014619633855781716
front,25.0,657,0.051210284724671366,-0.014209454950683521
front,25.0,658,0.05167623228430872,-0.013831697627993064
front,25.0,659,0.05218324487209759,-0.01359318166796411
front,25.0,660,0.05273651668458369,-0.013484717766814105
front,25.0,661,0.05328847945186772,-0.013458643991194279
front,25.0,662,0.05375547230792931,-0.013434244157387816
front,25.0,663,0.05420511022621095,-0.013316643294266566
front,25.0,664,0.05484995042203875,-0.013196613581583645
front,25.0,665,0.05568617203852103,-0.013300047400135469
front,25.0,666,0.05642088863742897,-0.013580110288569577
front,25.0,667,0.056953612168901414,-0.01379969511831141
front,25.0,668,0.057486832594391905,-0.014001729142069395
front,25.0,669,0.05814489415484962,-0.014369400545389058
front,25.0,670,0.058879043643094854,-0.014894489711058105
front,25.0,671,0.05969646384571778,-0.015405062571834438
front,25.0,672,0.06057286162406367,-0.015776895192464904
front,25.0,673,0.061286620384651894,-0.016109203043550027
front,25.0,674,0.061806542552610824,-0.016729763355114016
front,25.0,675,0.062483868544050386,-0.01775361827049103
front,25.0,676,0.06343727772463337,-0.01882512067722175
front,25.0,677,0.06444853701058262,-0.019506062504240806
front,25.0,678,0.06545350717633808,-0.01997483156039037
front,25.0,679,0.06648027782023114,-0.020921045067107485
front,25.0,680,0.0672676002453624,-0.022424342102747546
front,25.0,681,0.06780402424805224,-0.02376906248862036
front,25.0,682,0.06858176448740198,-0.02462609541601958
front,25.0,683,0.06965814083870205,-0.02528970148805705
front,25.0,684,0.07045357235225502,-0.026098074759814877
front,25.0,685,0.07087892507249041,-0.02732637604030136
front,25.0,686,0.07159991805742302,-0.02902152105296145
front,25.0,687,0.07282301947843689,-0.030700697022430876
front,25.0,688,0.07383759544306896,-0.031844960870652764
front,25.0,689,0.07420555310116259,-0.03272956121322278
front,25.0,690,0.0746423781111501,-0.033947928200138644
front,25.0,691,0.07574669845837323,-0.03556807609913844
front,25.0,692,0.07694321262972129,-0.037216846166959125
front,25.0,693,0.0774574565518246,-0.03859716504395677
front,25.0,694,0.07761164873399909,-0.03984207707325607
front,25.0,695,0.07806161143496879,-0.04121336190728253
front,25.0,696,0.07880085939423434,-0.042718171324700696
front,25.0,697,0.07950968220474544,-0.04420892388744825
front,25.0,698,0.08009793498594799,-0.045622200078728456
front,25.0,699,0.08063047868935529,-0.04701514444868728
front,25.0,700,0.08114234174446318,-0.04847977910584249
front,25.0,701,0.08170668504181769,-0.04997161016914067
front,25.0,702,0.08236014341075189,-0.051210761714160544
front,25.0,703,0.08282800745577634,-0.05205272240163922
front,25.0,704,0.08277954738868426,-0.05291328739339268
front,25.0,705,0.08246086663162784,-0.05419162912810495
front,25.0,706,0.08250894072725383,-0.05557419101855539
front,25.0,707,0.0831446552572685,-0.05667257725247282
front,25.0,708,0.08389307896107373,-0.05763858966609786
front,25.0,709,0.0841275031615408,-0.05860490515858707
front,25.0,710,0.0837276513374331,-0.05936778032113782
front,25.0,711,0.08324468065377696,-0.059994447012981816
front,25.0,712,0.08315364136595596,-0.06077792861043135
front,25.0,713,0.08335207324549489,-0.0617305548825106
front,25.0,714,0.08355924659767047,-0.06268087346834825
front,25.0,715,0.08356023045618814,-0.06346673407277732
front,25.0,716,0.08318055421601785,-0.06395196507686661
front,25.0,717,0.08248759453788077,-0.06416394993298566
front,25.0,718,0.08170592398488952,-0.06427693088987568
front,25.0,719,0.08087827394001906,-0.06437623495604322
front,25.0,720,0.08004629471054564,-0.06443255119075475
front,25.0,721,0.07947588476307038,-0.06443670735710735
front,25.0,722,0.07910409555180146,-0.0643596190769168
front,25.0,723,0.0783202504054688,-0.0641581402863044
front,25.0,724,0.0771244798208355,-0.06399118647040286
front,25.0,725,0.0764229039986167,-0.06408104972347242
front,25.0,726,0.07623273840918088,-0.06415338148598465
front,25.0,727,0.07544095376921246,-0.0636490921041991
front,25.0,728,0.07394093145805532,-0.0627450516088779
front,25.0,729,0.07258770521993077,-0.06200426303403414
front,25.0,730,0.07162397608217977,-0.06148387771291694
front,25.0,731,0.07065010534837927,-0.06088752931777515
front,25.0,732,0.0694714962424421,-0.060106890695549184
front,25.0,733,0.06841935154677067,-0.05935653061488641
front,25.0,734,0.06776777479348235,-0.05880631477898564
front,25.0,735,0.06700992404299755,-0.05812202040722089
front,25.0,736,0.06546021096364621,-0.056842314951768155
front,25.0,737,0.06352019026345634,-0.05521201723200858
front,25.0,738,0.06219409443263798,-0.05397535145166336
front,25.0,739,0.061650996811346725,-0.05334465641379017
front,25.0,740,0.061244242843978544,-0.052817740631608545
front,25.0,741,0.060533218395563526,-0.05201297147023262
front,25.0,742,0.05960945259441678,-0.05100798155880557
front,25.0,743,0.058652983388509806,-0.04996273470066987
front,25.0,744,0.057604423162203613,-0.048801509226731335
front,25.0,745,0.07401237724255594,-0.06029381718910931
front,25.0,746,0.10706505089618194,-0.07428986731124966
front,25.0,747,0.17138836796961965,-0.0884965049492985
front,25.0,748,0.294364283900981,-0.09529778904888164
front,25.0,749,0.4676889260978264,-0.08225114536632405
front,25.0,750,0.6698228348771778,-0.04772759068565979
front,25.0,751,0.855507121119903,-0.0029923792443528052
front,25.0,752,0.9690044153643517,0.030865946952728707
front,25.0,753,0.9689734761120957,0.03507160221569261
front,25.0,754,0.9684165954403251,0.03896298623589922
front,25.0,755,0.9673285908371236,0.04253743390066711
front,25.0,756,0.9657061806748136,0.04578901748281883
front,25.0,757,0.9635481897282124,0.04871378844259411
front,25.0,758,0.960855641278816,0.051309840491708836
front,25.0,759,0.9576318320892762,0.05357735479927406
front,25.0,760,0.9538823910552566,0.055518626001520355
front,25.0,761,0.9496153058863598,0.057138061747083135
front,25.0,762,0.9448409163199494,0.0584421532899011
front,25.0,763,0.9395719348816604,0.059439447367617415
front,25.0,764,0.9338234202373106,0.06014048210532741
front,25.0,765,0.927612723148313,0.060557695216434504
front,25.0,766,0.9209594062271302,0.0607053067350487
front,25.0,767,0.9138851379647429,0.060599176915383635
front,25.0,768,0.9064135672842156,0.06025664221130811
front,25.0,769,0.8985701753696458,0.0596963295306463
front,25.0,770,0.8903821065653913,0.05893795090308762
front,25.0,771,0.8818779906478293,0.0580020847396614
front,25.0,772,0.873087755241911,0.056909945230448566
front,25.0,773,0.8640423979088772,0.05568312971787981
front,25.0,774,0.8547737621765559,0.05434336501672432
front,25.0,775,0.8453143125975312,0.05291225276831579
front,25.0,776,0.8356969052306013,0.05141101510201829
front,25.0,777,0.8259545641301433,0.04986024622594121
front,25.0,778,0.8161202560322875,0.04827967104207975
front,25.0,779,0.8062266763059807,0.04668791683940343
front,25.0,780,0.7963060411291207,0.04510229971453561
front,25.0,781,0.786389897246186,0.04353863085665377
front,25.0,782,0.7765089480941917,0.04201104444472947
front,25.0,783,0.7666928806494409,0.0405318456009377
front,25.0,784,0.7569702147866391,0.03911138633024547
front,25.0,785,0.7473681744506401,0.037757969984264395
front,25.0,786,0.7379125765231954,0.036477784367323185
front,25.0,787,0.7286277386542156,0.03527486441578631
front,25.0,788,0.7195364064196353,0.03415108480726314
front,25.0,789,0.7106596971677992,0.033106182116655614
front,25.0,790,0.702017064098529,0.03213780641460329
front,25.0,791,0.6936262705095881,0.031241600740849695
front,25.0,792,0.6855033759284764,0.03041130830778893
front,25.0,793,0.677662754354012,0.029638905245323866
front,25.0,794,0.6701171204642378,0.0289147555009186
front,25.0,795,0.6628775641668814,0.028227786120538667
front,25.0,796,0.6559535943978054,0.02756568043202612
front,25.0,797,0.6493531927243655,0.026915086161581003
front,25.0,798,0.6430828741669371,0.026261835294944524
front,25.0,799,0.6371477543045246,0.025591172336804635
front,25.0,800,0.6315516208870267,0.024887987464136563
front,25.0,801,0.6262970111431599,0.02413705073171324
front,25.0,802,0.6213852930565305,0.023323243314349207
front,25.0,803,0.6168167421613301,0.022431784376978126
front,25.0,804,0.6125906178788061,0.0214484491299195
front,25.0,805,0.6087052439460283,0.020359774081845194
front,25.0,806,0.6051580869637462,0.019153247138537943
front,25.0,807,0.6019458319796964,0.01781748010870099
front,25.0,808,0.5990644570829738,0.0163423608286557
front,25.0,809,0.5965093061061089,0.014719183053634288
front,25.0,810,0.5942751554614406,0.012940753413516415
front,25.0,811,0.5923562787312129,0.011001473810948181
front,25.0,812,0.5907464991079794,0.00889740134485062
front,25.0,813,0.5894392572443028,0.006626278058985968
front,25.0,814,0.5884276676933483,0.004187537551895715
front,25.0,815,0.5877045701976276,0.0015822882380179815
front,25.0,816,0.5872625773110144,-0.0011867259738882474
front,25.0,817,0.5870941173880396,-0.004115185548346334
front,25.0,818,0.5871914755570088,-0.007197274440072121
front,25.0,819,0.5875468300220212,-0.010425775517731495
front,25.0,820,0.5881522856666409,-0.01379218034808527
front,25.0,821,0.5889999029256889,-0.017286810111114437
front,25.0,822,0.590081720089893,-0.02089894413359905
front,25.0,823,0.5913897831789143,-0.02461695846523837
front,25.0,824,0.5929161700607234,-0.02842846750167205
front,25.0,825,0.594653009190603,-0.03232046604134364
front,25.0,826,0.5965924976357748,-0.03627947115877472
front,25.0,827,0.5987269154281281,-0.0402916607401802
front,25.0,828,0.6010486387011582,-0.04434300748731146
front,25.0,829,0.6035501515862494,-0.048419407111517376
front,25.0,830,0.6062240546752224,-0.052506798015032996
front,25.0,831,0.6090630831747887,-0.05659127728438906
front,25.0,832,0.6120601405759496,-0.06065921444908229
front,25.0,833,0.6152082756157379,-0.06469733164333591
front,25.0,834,0.6185006772634952,-0.0686927811721727
front,25.0,835,0.6219306781037638,-0.07263321648572496
front,25.0,836,0.6254917564287577,-0.07650685277161007
front,25.0,837,0.629177538075752,-0.08030251744435735
front,25.0,838,0.6329817968561375,-0.08400969075319842
front,25.0,839,0.6368984546841854,-0.08761853705373934
front,25.0,840,0.6409215814920413,-0.0911199276686474
front,25.0,841,0.6450453865773272,-0.09450545212592987
front,25.0,842,0.6492641971167039,-0.09776741710835368
front,25.0,843,0.653572476258375,-0.10089885564545464
front,25.0,844,0.6579648297461624,-0.10389352540295349
front,25.0,845,0.6624360017485952,-0.10674589727041495
front,25.0,846,0.6669808730578862,-0.10945114046812121
front,25.0,847,0.6715944578029673,-0.11200510315137957
front,25.0,848,0.6762719007136238,-0.11440429008055297
front,25.0,849,0.6810084734247527,-0.11664583725536404
front,25.0,850,0.6857995713386252,-0.11872748468766414
front,25.0,851,0.6906407114285075,-0.12064754792186316
front,25.0,852,0.695527532433306,-0.12240488921165771
front,25.0,853,0.7004557876261481,-0.12399888532993542
front,25.0,854,0.7054213403939537,-0.12542939605821501
front,25.0,855,0.7104201605467642,-0.1266967328844949
front,25.0,856,0.7154483212708392,-0.12780162814898544
front,25.0,857,0.7205019955111606,-0.12874520445363968
front,25.0,858,0.7255774528704522,-0.12952894489326916
front,25.0,859,0.73067105594183,-0.13015466393921782
front,25.0,860,0.7357792574304112,-0.13062447950287892
front,25.0,861,0.7408985990508998,-0.1309407864381591
front,25.0,862,0.7460257124591048,-0.13110623127917564
front,25.0,863,0.7511573128934649,-0.13112368662934049
front,25.0,864,0.7562901928133713,-0.1309962269105418
front,25.0,865,0.7614212201227185,-0.1307271066063186
front,25.0,866,0.7665473356067626,-0.13031973946234188
front,25.0,867,0.7716655493133593,-0.1297776787513738
front,25.0,868,0.7767729388079009,-0.12910459916986905
front,25.0,869,0.7818666464595987,-0.1283042797035021
front,25.0,870,0.786943877362532,-0.1273805877879618
front,25.0,871,0.7920018892079213,-0.12633746396554058
front,25.0,872,0.7970379675401725,-0.1251789074618328
front,25.0,873,0.8020494465414837,-0.12390896663873807
front,25.0,874,0.8070337146991609,-0.1225317280586653
front,25.0,875,0.8119882125027074,-0.12105130559523614
front,25.0,876,0.8169104314666491,-0.11947183067088574
front,25.0,877,0.8217979118897744,-0.11779744307868645
front,25.0,878,0.8266482413468564,-0.11603228277002298
front,25.0,879,0.8314590532814293,-0.11418048228333233
front,25.0,880,0.8362280261099827,-0.1122461599852641
front,25.0,881,0.8409528843780282,-0.11023341352428351
front,25.0,882,0.8456314088820281,-0.10814631343855863
front,25.0,883,0.8502614244143235,-0.10598889808938816
front,25.0,884,0.8548407953430854,-0.10376516934607072
front,25.0,885,0.8593674252055226,-0.10147908855499121
front,25.0,886,0.8638392550590968,-0.09913457295263162
front,25.0,887,0.8682542628981933,-0.09673549245257396
front,25.0,888,0.8726104630413849,-0.09428566687751971
front,25.0,889,0.8769059055295002,-0.0917888633962487
front,25.0,890,0.8811386752309045,-0.0892487943685617
front,25.0,891,0.8853069025358027,-0.0866691135955251
front,25.0,892,0.8894087969363589,-0.08405340853038101
front,25.0,893,0.8934426123110601,-0.08140520286619568
front,25.0,894,0.8974066349129647,-0.07872795709966329
front,25.0,895,0.901299183524632,-0.07602506759821526
front,25.0,896,0.9051186090483886,-0.07329986585002923
front,25.0,897,0.9088632938507213,-0.07055561787652165
front,25.0,898,0.9125316937342267,-0.06779539787319233
front,25.0,899,0.9162227323987807,-0.06501679389313564
front,25.0,900,0.9199355466899017,-0.06222067601555592
front,25.0,901,0.9236678038636826,-0.05940937917705891
front,25.0,902,0.9274210808584009,-0.056581593657302975
front,25.0,903,0.9311945089404619,-0.053738416181823734
front,25.0,904,0.9348849025015513,-0.0508906039239021
front,25.0,905,0.9384908374127562,-0.0480410694397535
front,25.0,906,0.941492718681047,-0.04524693998488105
front,25.0,907,0.9444051779688494,-0.04246307240091163
front,25.0,908,0.9472268933913295,-0.03969199839294846
front,25.0,909,0.9499565771923174,-0.03693618348760863
front,25.0,910,0.9525929762640413,-0.034198027032081746
front,25.0,911,0.9551348753647249,-0.03147986136134284
front,25.0,912,0.9575811055831387,-0.028783949228217365
front,25.0,913,0.9599305368701679,-0.026112486181175898
front,25.0,914,0.9621820760539531,-0.023467601394003612
front,25.0,915,0.9643346675713088,-0.02085135767001478
front,25.0,916,0.9663872942404101,-0.018265751430945554
front,25.0,917,0.9683389780731514,-0.015712712689140318
front,25.0,918,0.9701887811254555,-0.013194105002078738
front,25.0,919,0.9719358063837509,-0.010711725408683037
front,25.0,920,0.9735791986857688,-0.008267304347176374
front,25.0,921,0.9751181451871082,-0.00586250580518588
front,25.0,922,0.9765518749393575,-0.0034989279443679022
front,25.0,923,0.9778796614589261,-0.0011781021935228786
front,25.0,924,0.9791008242694726,0.001098507164985718
front,25.0,925,0.9802147299676689,0.0033295031707423206
front,25.0,926,0.9812207933097304,0.005513556373318629
front,25.0,927,0.9821184783161214,0.007649405030952794
front,25.0,928,0.9829072993916809,0.009735855317717923
front,25.0,929,0.9835868224583861,0.011771781536855652
front,25.0,930,0.9841566660977801,0.013756126337654773
front,25.0,931,0.9846165025908926,0.015687901079695088
front,25.0,932,0.9849660586616358,0.017566186448790044
front,25.0,933,0.9852051168125205,0.01939013215656571
front,25.0,934,0.9853335165605401,0.021158956981252475
front,25.0,935,0.9853511555780939,0.02287194895303235
front,25.0,936,0.9852579908241852,0.024528465524162546
front,25.0,937,0.9850540396621861,0.026127933720044183
front,25.0,938,0.9847393809603469,0.027669850267292184
front,25.0,939,0.9843141561711773,0.029153781694725267
front,25.0,940,0.983778570385684,0.030579364403108156
front,25.0,941,0.9831328939393577,0.03194630439767154
front,25.0,942,0.9823774653976273,0.033254376507528605
front,25.0,943,0.981512691204699,0.03450342546971008
front,25.0,944,0.9805390460734348,0.03569336616632124
front,25.0,945,0.9794570738447205,0.03682418347200622
front,25.0,946,0.9782673882937262,0.03789593204117303
front,25.0,947,0.9769706738785789,0.03890873603039524
front,25.0,948,0.9755676864269998,0.039862788751505396
front,25.0,949,0.9740592537564597,0.04075835225090352
front,25.0,950,0.9724462762234153,0.041595756810678286
front,25.0,951,0.9707297262560761,0.04237540054641287
front,25.0,952,0.9689106456509406,0.04309774913090647
front,25.0,953,0.9669901482349166,0.043763334247045926
front,25.0,954,0.9649694209790929,0.0443727525291171
front,25.0,955,0.9628497241518245,0.04492666462439088
front,25.0,956,0.960632391379038,0.04542579415542758
front,25.0,957,0.9583188296080489,0.045870926579753335
front,25.0,958,0.9559105189712782,0.04626290794381527
front,25.0,959,0.9534090125464894,0.046602643528368515
front,25.0,960,0.9508159360102989,0.04689109638276723
front,25.0,961,0.9481329873167242,0.04712928575860309
front,25.0,962,0.9453619365479491,0.04731828546104133
front,25.0,963,0.9425046248521691,0.04745922201234554
front,25.0,964,0.9395629635094862,0.04755327271062215
front,25.0,965,0.936538933009251,0.047601663580606246
front,25.0,966,0.9334345820064769,0.04760566720560899
front,25.0,967,0.9302520261559968,0.04756660044082073
front,25.0,968,0.926993446823441,0.04748582200870666
front,25.0,969,0.9236610896724093,0.047364729977692366
front,25.0,970,0.9202572631276644,0.047204759125901385
front,25.0,971,0.9167843370966784,0.04700737820741663
front,25.0,972,0.9132447423942927,0.04677408717070286
front,25.0,973,0.9096409677911382,0.0465064141988194
front,25.0,974,0.9059755576045875,0.0462059126253207
front,25.0,975,0.9022511095357061,0.04587415775877668
front,25.0,976,0.8984702723884874,0.04551274361425839
front,25.0,977,0.8946357436740737,0.04512327955765616
front,25.0,978,0.8907502671030695,0.044707386869237364
front,25.0,979,0.8868166299695358,0.04426669523352389
front,25.0,980,0.882837660430619,0.043802839163069374
front,25.0,981,0.8788162246817812,0.04331745437354029
front,25.0,982,0.8747552240175352,0.04281217412124416
front,25.0,983,0.8706575918228423,0.04228862544156253
front,25.0,984,0.8665262904889404,0.041748425386935684
front,25.0,985,0.8623643082492539,0.04119317725624938
front,25.0,986,0.8581746559433288,0.040624466815494586
front,25.0,987,0.8539603637153642,0.040043858520940834
front,25.0,988,0.8497244776543105,0.03945289175651767
front,25.0,989,0.8454700563827138,0.038853077097445565
front,25.0,990,0.8412001676017742,0.03824589261248579
front,25.0,991,0.8369178846255022,0.03763278022304506
front,25.0,992,0.8326262829349839,0.03701514213532131
front,25.0,993,0.8283284365604697,0.03639433731480002
front,25.0,994,0.8240274145054565,0.035771678065879664
front,25.0,995,0.8197262771928984,0.03514842672132923
front,25.0,996,0.8154280729161869,0.034525792448735326
front,25.0,997,0.8111358343032912,0.03390492818709834
front,25.0,998,0.8068525748024624,0.033286927726705384
front,25.0,999,0.8025812851979284,0.03267282294512863
front,25.0,1000,0.7983249301638317,0.03206358121198405
front,25.0,1001,0.794086444352394,0.03146010290916912
front,25.0,1002,0.7898687275247351,0.030863219039987233
front,25.0,1003,0.7856746428241079,0.030273689456059905
front,25.0,1004,0.7815070140719638,0.029692201127205053
front,25.0,1005,0.7773686226258602,0.029119366564441695
front,25.0,1006,0.7732622043222793,0.028555722478034395
front,25.0,1007,0.7691904465112978,0.028001728679345583
front,25.0,1008,0.7651559851897612,0.027457767234402186
front,25.0,1009,0.7611614022392417,0.026924141876197294
front,25.0,1010,0.7572092227746552,0.026401077681741714
front,25.0,1011,0.7533019147332202,0.025888721157666716
front,25.0,1012,0.7494418928156449,0.025387140766157
front,25.0,1013,0.7456315098077869,0.024896326811220337
front,25.0,1014,0.7418730523194398,0.0244161920460233
front,25.0,1015,0.7381687387860846,0.02394657272434375
front,25.0,1016,0.7345207176070344,0.023487229928724207
front,25.0,1017,0.7309310654226953,0.023037851173191015
front,25.0,1018,0.7274017855332257,0.022598052277063352
front,25.0,1019,0.7239348064603695,0.02216737950507841
front,25.0,1020,0.7205319806537759,0.021745311967750647
front,25.0,1021,0.7171950752253334,0.02133126427370935
front,25.0,1022,0.7139257465436053,0.020924589859316
front,25.0,1023,0.7107255636037058,0.020524584890648567
front,25.0,1024,0.7075960153467665,0.020130491743079237
front,25.0,1025,0.7045385100197227,0.019741502583942916
front,25.0,1026,0.7015543746829596,0.01935676315306445
front,25.0,1027,0.6986448548643258,0.018975376725933968
front,25.0,1028,0.69581111435746,0.018596408243189533
front,25.0,1029,0.6930542351620903,0.018218888589074278
front,25.0,1030,0.6903752175634712,0.01784181900055093
front,25.0,1031,0.6877749910650399,0.01746417486641172
front,25.0,1032,0.6852544470728738,0.017084907578702957
front,25.0,1033,0.6828144075766373,0.01670295032720115
front,25.0,1034,0.6804556151435933,0.01631722338450181
front,25.0,1035,0.6781787337000423,0.015926638848287267
front,25.0,1036,0.675984349420735,0.015530105393626537
front,25.0,1037,0.6738729717214496,0.015126533014444332
front,25.0,1038,0.6718450343496793,0.014714837733163066
front,25.0,1039,0.6699008965683396,0.014293946257799006
front,25.0,1040,0.6680408444272208,0.013862800565947908
front,25.0,1041,0.6662650891319601,0.013420362803045038
front,25.0,1042,0.6645737594455862,0.012965621052347331
front,25.0,1043,0.6629669120113185,0.01249759265596706
front,25.0,1044,0.6614445358805627,0.012015327946330201
front,25.0,1045,0.6600065541369703,0.011517914173535315
front,25.0,1046,0.6586528255778633,0.011004479246749743
front,25.0,1047,0.6573831464475874,0.010474195274112197
front,25.0,1048,0.6561972522173948,0.009926281886826982
front,25.0,1049,0.6550948194065638,0.009360009334357988
front,25.0,1050,0.6540754674395036,0.008774701339021362
front,25.0,1051,0.6531387587529285,0.008169738043252273
front,25.0,1052,0.6522841953324537,0.007544559476109658
front,25.0,1053,0.6515112259290196,0.006898666757234273
front,25.0,1054,0.6508192497826382,0.006231623573784706
front,25.0,1055,0.6502076185864756,0.00554305769927399
front,25.0,1056,0.6496756384589357,0.004832662231208151
front,25.0,1057,0.6492225719193913,0.004100196546424906
front,25.0,1058,0.6488476398634497,0.003345486974563161
front,25.0,1059,0.6485500235337667,0.0025684271916632806
front,25.0,1060,0.6483288664826401,0.0017689783373704415
front,25.0,1061,0.648183277110606,0.0009471687193522982
front,25.0,1062,0.64811233237288,0.00010309294530308488
front,25.0,1063,0.6481150779453348,-0.0007630883716065462
front,25.0,1064,0.6481905295330701,-0.001651149399377938
front,25.0,1065,0.648337674740494,-0.0025608002471324554
front,25.0,1066,0.6485554749142899,-0.0034916883525081266
front,25.0,1067,0.648842866956867,-0.004443400084490956
front,25.0,1068,0.6491987651080439,-0.00541546254891867
front,25.0,1069,0.6496220626928951,-0.006407345583161583
front,25.0,1070,0.6501116338339032,-0.007418463925788044
front,25.0,1071,0.6506663349369051,-0.00844817949440646
front,25.0,1072,0.6512850057593855,-0.009495803698847394
front,25.0,1073,0.6519664715707029,-0.010560600194139291
front,25.0,1074,0.6527095448952056,-0.011641787652768909
front,25.0,1075,0.6535130270243572,-0.01273854258514362
front,25.0,1076,0.6543757094855654,-0.013850002243393389
front,25.0,1077,0.6552963754669628,-0.014975267593040797
front,25.0,1078,0.6562738011975426,-0.016113406337365355
front,25.0,1079,0.6573067572822352,-0.017263455979483866
front,25.0,1080,0.6583940099915614,-0.018424426907664326
front,25.0,1081,0.6595343225531805,-0.01959530550421862
front,25.0,1082,0.6607264564927718,-0.020775057279667886
front,25.0,1083,0.6619691726445295,-0.02196262990328246
front,25.0,1084,0.6632612322108153,-0.0231569562315036
front,25.0,1085,0.6646013978239361,-0.024356957309373817
front,25.0,1086,0.6659884345629609,-0.025561545319875645
front,25.0,1087,0.6674211109259404,-0.02676962647107728
front,25.0,1088,0.6688981997580602,-0.027980103811741208
front,25.0,1089,0.6704184791362207,-0.029191879966885326
front,25.0,1090,0.6719807332107073,-0.03040385978555682
front,25.0,1091,0.6735837530046025,-0.03161495289392968
front,25.0,1092,0.6752263371716792,-0.032824076147601966
front,25.0,1093,0.6769072927135547,-0.03403015597781556
front,25.0,1094,0.6786254356569281,-0.03523213062706698
front,25.0,1095,0.6803795916917649,-0.0364289522703759
front,25.0,1096,0.6821685967713249,-0.037619589019197264
front,25.0,1097,0.6839912976749697,-0.03880302680569914
front,25.0,1098,0.6858465525346749,-0.039978271145830524
front,25.0,1099,0.6877332313262627,-0.04114434878019446
front,25.0,1100,0.6896502163263093,-0.04230030919245886
front,26.0,400,0.23598454589297796,0.16173290919410926
front,26.0,401,0.23433805451121503,0.1611571346296964
front,26.0,402,0.23269075442741852,0.16055995912571341
front,26.0,403,0.23104298038977594,0.1599417460686718
front,26.0,404,0.22939506419733655,0.1593028649075247
front,26.0,405,0.22774733451951726,0.1586436907230084
front,26.0,406,0.22610011675361902,0.1579646038225408
front,26.0,407,0.22445373287020845,0.15726598932740649
front,26.0,408,0.22280850124634602,0.15654823675169766
front,26.0,409,0.22116473652799543,0.15581173960244055
front,26.0,410,0.21952274950501766,0.15505689499038638
front,26.0,411,0.2178828469732364,0.15428410323339872
front,26.0,412,0.21624533159605933,0.15349376746119534
front,26.0,413,0.21461050180213523,0.15268629324891542
front,26.0,414,0.21297865167532673,0.15186208824814665
front,26.0,415,0.2113500708344542,0.15102156181317067
front,26.0,416,0.20972504433458772,0.15016512464650816
front,26.0,417,0.20810385258491992,0.1492931884608744
front,26.0,418,0.2064867712561539,0.14840616563711267
front,26.0,419,0.20487407118493853,0.14750446888361518
front,26.0,420,0.20326601831057622,0.14658851092507275
front,26.0,421,0.20166287360806193,0.1456587041931145
front,26.0,422,0.20006489301250382,0.1447154605146822
front,26.0,423,0.19847232735840858,0.1437591908168093
front,26.0,424,0.19688542233776152,0.1427903048515262
front,26.0,425,0.1953044184494787,0.14180921091904136
front,26.0,426,0.19372955094469238,0.14081631559250224
front,26.0,427,0.19216104979919804,0.13981202347015528
front,26.0,428,0.1905991396858256,0.13879673693301525
front,26.0,429,0.18904403993942379,0.13777085590181753
front,26.0,430,0.1874959645310302,0.13673477760692
front,26.0,431,0.18595512206143586,0.13568889638003429
front,26.0,432,0.18442171574786628,0.13463360344585734
front,26.0,433,0.1828959434056702,0.1335692867149415
front,26.0,434,0.18137799745171965,0.13249633060055263
front,26.0,435,0.17986806491062513,0.13141511584367344
front,26.0,436,0.178366327414427,0.130326019337987
front,26.0,437,0.17687296120696036,0.12922941396432802
front,26.0,438,0.17538813716689478,0.12812566844691947
front,26.0,439,0.17391202082510018,0.1270151472102926
