interface_type,d_air_nm,wavelength_nm,reflectance,delta_r
front,0.0,479,0.04249290064962752,0.0
front,0.0,480,0.042571357036722386,0.0
front,0.0,481,0.042677965401463604,0.0
front,0.0,482,0.04279117846075604,0.0
front,0.0,483,0.04289689366589202,0.0
front,0.0,484,0.043015476669000796,0.0
front,0.0,485,0.043163184485220746,0.0
front,0.0,486,0.04331965476964394,0.0
front,0.0,487,0.043462549928240224,0.0
front,0.0,488,0.043607071151764466,0.0
front,0.0,489,0.04377542277183845,0.0
front,0.0,490,0.04395551045812648,0.0
front,0.0,491,0.044124095575565056,0.0
front,0.0,492,0.044290536751037765,0.0
front,0.0,493,0.0444803169512422,0.0
front,0.0,494,0.04469542399825269,0.0
front,0.0,495,0.044920992051654236,0.0
front,0.0,496,0.04514927818136865,0.0
front,0.0,497,0.04538047150622992,0.0
front,0.0,498,0.04562285738804315,0.0
front,0.0,499,0.04589288317052592,0.0
front,0.0,500,0.046185893575757565,0.0
front,0.0,501,0.046461843278915275,0.0
front,0.0,502,0.04670063540026856,0.0
front,0.0,503,0.04693836923305392,0.0
front,0.0,504,0.04720959836280883,0.0
front,0.0,505,0.04751741871541014,0.0
front,0.0,506,0.047856202459381346,0.0
front,0.0,507,0.048206841196736974,0.0
front,0.0,508,0.048546599680533035,0.0
front,0.0,509,0.048862191449946725,0.0
front,0.0,510,0.04914781190137982,0.0
front,0.0,511,0.049432748148066655,0.0
front,0.0,512,0.04976113344085866,0.0
front,0.0,513,0.050121188743224826,0.0
front,0.0,514,0.050462594592310506,0.0
front,0.0,515,0.05077631671233333,0.0
front,0.0,516,0.051093316223516205,0.0
front,0.0,517,0.05142615395216936,0.0
front,0.0,518,0.05176335451855053,0.0
front,0.0,519,0.05210326985001696,0.0
front,0.0,520,0.05246127655604198,0.0
front,0.0,521,0.05283310467706047,0.0
front,0.0,522,0.053168709912654016,0.0
front,0.0,523,0.05343665766442324,0.0
front,0.0,524,0.053685071914653965,0.0
front,0.0,525,0.05396966103303765,0.0
front,0.0,526,0.05431353392458429,0.0
front,0.0,527,0.054721028044331294,0.0
front,0.0,528,0.05511124002027174,0.0
front,0.0,529,0.05538000110699451,0.0
front,0.0,530,0.05558179868877812,0.0
front,0.0,531,0.055854246306728694,0.0
front,0.0,532,0.05621655950703222,0.0
front,0.0,533,0.05659996757781824,0.0
front,0.0,534,0.05696800080130293,0.0
front,0.0,535,0.05731225438973526,0.0
front,0.0,536,0.05761853150874498,0.0
front,0.0,537,0.05787760569760923,0.0
front,0.0,538,0.058108735520873596,0.0
front,0.0,539,0.05837093129691408,0.0
front,0.0,540,0.05869159769941233,0.0
front,0.0,541,0.05900561469176764,0.0
front,0.0,542,0.059252059842509065,0.0
front,0.0,543,0.059466965287324175,0.0
front,0.0,544,0.05971069322394988,0.0
front,0.0,545,0.05998415546768794,0.0
front,0.0,546,0.06025469323034339,0.0
front,0.0,547,0.06051184252001242,0.0
front,0.0,548,0.06076890473478404,0.0
front,0.0,549,0.06103193367536892,0.0
front,0.0,550,0.06129389105469092,0.0
front,0.0,551,0.06154888344899949,0.0
front,0.0,552,0.06179589555820593,0.0
front,0.0,553,0.06203555230617243,0.0
front,0.0,554,0.06227485583586752,0.0
front,0.0,555,0.06252437448744913,0.0
front,0.0,556,0.06278959934715636,0.0
front,0.0,557,0.0630611527068278,0.0
front,0.0,558,0.06330541798844487,0.0
front,0.0,559,0.06349924728740841,0.0
front,0.0,560,0.0636647566032533,0.0
front,0.0,561,0.06383659387511935,0.0
front,0.0,562,0.06404853460685461,0.0
front,0.0,563,0.06432496901778811,0.0
front,0.0,564,0.06463219065892739,0.0
front,0.0,565,0.06490569234456857,0.0
front,0.0,566,0.06514697012785392,0.0
front,0.0,567,0.06541892823690244,0.0
front,0.0,568,0.06570966653570663,0.0
front,0.0,569,0.06593147701879044,0.0
front,0.0,570,0.06609546221665824,0.0
front,0.0,571,0.06630274164502184,0.0
front,0.0,572,0.06657779510971051,0.0
front,0.0,573,0.06687488029112014,0.0
front,0.0,574,0.06716773031976023,0.0
front,0.0,575,0.06744463782466462,0.0
front,0.0,576,0.06771361059270398,0.0
front,0.0,577,0.0680083431585452,0.0
front,0.0,578,0.06832008952417347,0.0
front,0.0,579,0.06860615467187647,0.0
front,0.0,580,0.06888119617535209,0.0
front,0.0,581,0.06919604490402759,0.0
front,0.0,582,0.06953370569201883,0.0
front,0.0,583,0.06985413178114426,0.0
front,0.0,584,0.07018896062007984,0.0
front,0.0,585,0.07055463305681099,0.0
front,0.0,586,0.07088211309807502,0.0
front,0.0,587,0.07113325025722392,0.0
front,0.0,588,0.0713902570983018,0.0
front,0.0,589,0.07174250749494546,0.0
front,0.0,590,0.07215444679436586,0.0
front,0.0,591,0.07253514939154786,0.0
front,0.0,592,0.0728709965934102,0.0
front,0.0,593,0.07319505437418179,0.0
front,0.0,594,0.0735190851435851,0.0
front,0.0,595,0.07384817587496866,0.0
front,0.0,596,0.07416506745874657,0.0
front,0.0,597,0.0744220315585446,0.0
front,0.0,598,0.07467417523142826,0.0
front,0.0,599,0.07505371693640323,0.0
front,0.0,600,0.07547277102598123,0.0
front,0.0,601,0.0756664440544341,0.0
front,0.0,602,0.07565462996830964,0.0
front,0.0,603,0.07577156098458654,0.0
front,0.0,604,0.07615124480572008,0.0
front,0.0,605,0.0766027538361263,0.0
front,0.0,606,0.07690923148458789,0.0
front,0.0,607,0.07699763783093086,0.0
front,0.0,608,0.07696052367198711,0.0
front,0.0,609,0.07698047361994409,0.0
front,0.0,610,0.07711835760660193,0.0
front,0.0,611,0.07730048854783529,0.0
front,0.0,612,0.07745914515314475,0.0
front,0.0,613,0.07751616711172311,0.0
front,0.0,614,0.07746448639010509,0.0
front,0.0,615,0.07745086155164002,0.0
front,0.0,616,0.07752569792938038,0.0
