Photon_Energy_eV,Wavelength_nm,Epsilon1,Epsilon2,n,k
1.647545,752.5390711634583,7.250872,1.345545,2.704212802484077,0.24878681861944965
1.644077,754.1264697456384,7.25232,1.34349,2.7044436456407217,0.24838565265827658
1.640624,755.713669920713,7.25084,1.336509,2.704055008720083,0.24713051245074596
1.637185,757.3010893698635,7.257645,1.331529,2.7052194051973917,0.2461036981772724
1.633761,758.8882241649787,7.25937,1.33028,2.705514786113252,0.24584600439591112
1.630351,760.4754951541108,7.260719,1.325986,2.705690649783621,0.24503651223136783
1.626956,762.0623938201155,7.265532,1.326935,2.7065884401211595,0.24513054521517913
1.623574,763.6498145449483,7.27017,1.321087,2.707341386789636,0.243982344902307
1.620207,765.2367777697541,7.272919,1.317878,2.7077920576677847,0.2433491885516279
1.616855,766.8232364683289,7.29389,1.309778,2.7114983534757964,0.24152292003442166
1.613516,768.4100957164354,7.29883,1.312806,2.7124513224002107,0.24199623218276142
1.610191,769.9968413685084,7.298651,1.301674,2.7122376915859054,0.23996311312208105
1.60688,771.5834312456436,7.326085,1.29253,2.717104692714729,0.2378506068363161
1.603582,773.1703049797266,7.340007,1.282894,2.719492910971267,0.23587007614993438
1.600299,774.7564573870258,7.346142,1.273852,2.720469780993517,0.23412353426965665
1.597028,776.3432976754322,7.364904,1.254036,2.7235829996699743,0.2302180620439981
1.593772,777.9293299167007,7.39011,1.239874,2.727957842791086,0.22725314529263993
1.590528,779.5159745694511,7.412271,1.216041,2.7316323145670434,0.2225850443918066
1.587298,781.1022152110063,7.432187,1.192651,2.7349093907134407,0.2180421413685083
1.584082,782.6880073127527,7.477059,1.1624,2.7426203886783163,0.21191412504596865
1.580878,784.2742982064397,7.486333,1.131891,2.7438795746205473,0.20625741203611875
1.577688,785.8600585160057,7.503849,1.089448,2.7464860689261053,0.19833488549715905
1.57451,787.4462429581265,7.538826,1.034029,2.7521115104912117,0.1878610288969433
1.571346,789.031813489836,7.549701,0.973928,2.753358151761999,0.17686184403157754
1.568194,790.6177322448625,7.569801,0.931499,2.7565104110688066,0.16896344672952282
1.565055,792.2034586643919,7.567447,0.879432,2.7555238269949593,0.15957619226233785
1.561929,793.7889519946169,7.565305,0.822456,2.7545584945719397,0.1492899863300622
1.558815,795.374681408634,7.544218,0.751425,2.75006960362221,0.13661926938326888
1.555714,796.9600993498805,7.529467,0.687104,2.74683635776172,0.1250718846170904
1.552625,798.54567844779,7.512455,0.636154,2.743337075387102,0.11594528534380649
1.549549,800.1308664650165,7.484463,0.593842,2.737923276033653,0.10844752393140072
1.546485,801.7161395034545,7.449419,0.542915,2.731171513332347,0.09939232987561107
1.543433,803.3014610935492,7.41229,0.49755,2.7240833554420703,0.0913242979525603
1.540394,804.8862719537988,7.374156,0.458259,2.7168490283540057,0.08433648598384584
1.537367,806.4710534309635,7.33085,0.420765,2.708668057062819,0.07767009303758503
1.534351,808.0562948112915,7.289903,0.390979,2.700951975650769,0.07237799922484589
1.531348,809.6409072268355,7.248349,0.361857,2.693113886804059,0.06718189709188366
1.528356,811.2259080999452,7.209131,0.339802,2.685727632447418,0.06326069626247678
1.525376,812.8107325669212,7.169196,0.321369,2.6782075430564887,0.05999703063214344
1.522408,814.395342115911,7.126922,0.302939,2.6702321528877175,0.05672521763180689
1.519452,815.9796979437323,7.090376,0.289851,2.663331936538202,0.05441510988989881
1.516507,817.5643000658749,7.043086,0.271886,2.6543754338626235,0.05121468435313813
1.513574,819.1485741694822,6.997172,0.254433,2.6456538276563397,0.048085089088428346
1.510652,820.7330238863748,6.956467,0.240579,2.6379056834166636,0.04560037940560683
1.507742,822.3170701618711,6.940045,0.228064,2.6347520103794464,0.04327997456715864
1.504843,823.9012202601866,6.93906,0.219855,2.634540001098438,0.04172550044947604
1.501955,825.4854399765638,6.937938,0.214316,2.6343106659188575,0.04067781427086218
1.499079,827.0691431205425,6.919645,0.209382,2.6308227921279372,0.03979401437194936
1.496213,828.6533962744609,6.893773,0.20479,2.625889099738412,0.03899441145866084
1.493359,830.2370588719791,6.881295,0.1982,2.6234942116973348,0.03777404941781309
1.490516,831.8206473462881,6.860562,0.196455,2.6195358566241245,0.03749805514271
1.487683,833.4046863478308,6.818281,0.193539,2.611446752175777,0.037055896284074456
1.484862,834.9880217824956,6.79077,0.188355,2.606161131909277,0.0361364839828603
1.482051,836.5717401088086,6.785891,0.182076,2.6052086530177783,0.03494460986628899
1.479252,838.1546781751857,6.778732,0.180106,2.6038295087125065,0.03458482965135884
1.476462,839.7384991960511,6.748832,0.182257,2.598088195318285,0.03507521421490663
1.473684,841.3214664744952,6.723464,0.177573,2.5931903638269604,0.03423832713499039
1.470916,842.9046825243589,6.713432,0.174056,2.591246799811014,0.03358537674078723
1.468159,844.4875411995566,6.70437,0.173695,2.5894970210494153,0.033538366444927956
1.465412,846.0705821980439,6.690665,0.172009,2.5868456378057245,0.033246862024963186
1.462675,847.6537740783153,6.665282,0.175052,2.5819432915338267,0.03389927280238609
1.459949,849.2365034669019,6.641817,0.173446,2.5773919297634733,0.03364757955456167
1.457233,850.8193157854646,6.616674,0.170454,2.572502982755608,0.03312999074104359
1.454528,852.4015928191137,6.595508,0.168013,2.5683803867576738,0.032707966636537356
1.451832,853.9844720325767,6.575907,0.168004,2.564562318199101,0.032754906910975164
1.449147,855.566746506738,6.554949,0.160788,2.560455985580901,0.031398313602240525
1.446472,857.1489693544015,6.541382,0.157239,2.5577972505355824,0.030737189972165267
1.443806,858.731702181595,6.521454,0.152177,2.553887553352915,0.029793206791778996
1.441151,860.3137242384731,6.503099,0.14606,2.5502782251595186,0.028636091262328207
1.438506,861.8955944570268,6.490389,0.140787,2.547774005766133,0.027629412907383834
1.43587,863.4778803094987,6.471605,0.13421,2.544071686601421,0.02637700830263823
1.433244,865.0599507132072,6.460912,0.130267,2.5419615564836797,0.025623322207162385
1.430628,866.6417713060277,6.448833,0.118543,2.5395625058030618,0.023339256216200113
1.428022,868.2233074840584,6.442291,0.114687,2.5382673972620995,0.022591591438267857
1.425425,869.8051346089762,6.437682,0.107178,2.537346657114886,0.021120094035928065
1.422838,871.3866118279101,6.420973,0.10275,2.5340449939621026,0.02027390994335455
1.42026,872.9683184768985,6.412603,0.095527,2.532382029026033,0.018861095779603175
1.417692,874.5496088007832,6.403893,0.091264,2.530655674299446,0.018031690547004018
1.415133,876.13106612594,6.394168,0.086611,2.5287272054930683,0.017125413886449517
1.412584,877.7120397795811,6.383234,0.078827,2.526554442466474,0.015599703429119647
1.410044,879.2931170942182,6.368626,0.072862,2.523654967020861,0.014435808569746083
1.407513,880.8742683016071,6.370166,0.066569,2.523953230304411,0.013187447215884912
1.404991,882.4554634157797,6.37769,0.063386,2.525440058653285,0.012549496033943387
1.402479,884.0360418943884,6.389715,0.059043,2.5278155373990385,0.01167866071048472
1.399975,885.6172317362809,6.39962,0.057345,2.5297724127061154,0.01133402350976825
1.397481,887.197739361036,6.401524,0.055514,2.5301471008726653,0.01097050839076253
1.394996,888.7781642384638,6.389514,0.054886,2.5277721150592805,0.010856595749473258
1.392519,890.3591146691714,6.374492,0.052528,2.5247970632005763,0.010402420211425687
1.390052,891.9392828469726,6.359312,0.049574,2.5217867895658745,0.009829141822200994
1.387594,893.5192743698805,6.339947,0.045206,2.517941139612491,0.008976778545143414
1.385144,895.0997037131157,6.331255,0.04008,2.5162111260701137,0.007964355531376286
1.382703,896.6798972736733,6.339873,0.038275,2.5179219145574114,0.0076005136971644665
1.380271,898.2598228898527,6.342975,0.035733,2.518536345748026,0.007094001255971669
1.377847,899.8401012594286,6.340436,0.035468,2.5180320889639196,0.007042801431211199
1.375432,901.420051300246,6.323224,0.034564,2.5146115471523176,0.00687263208488808
1.373026,902.9996402107461,6.307254,0.030853,2.5114322070168638,0.0061425110169799155
1.370628,904.5794949468418,6.298989,0.026954,2.5097844199411345,0.005369783911673126
1.368239,906.1589269126226,6.309359,0.025653,2.5118489356048035,0.005106397848278831
1.365858,907.738567259554,6.313871,0.021153,2.512745255068857,0.00420914136786516
1.363486,909.3177223675197,6.315639,0.021631,2.513097196973288,0.004303653679985647
1.361122,910.8970275992893,6.304738,0.02123,2.510927293240688,0.0042275218516024185
1.358766,912.4764558430222,6.280347,0.017961,2.506064612399726,0.0035835069676770684
1.356419,914.0553059194835,6.263466,0.015805,2.5026937428345524,0.003157597697536098
1.35408,915.634219543897,6.263981,0.011378,2.5027956702042577,0.0022730581116810157
1.351749,917.2131690128862,6.267798,0.00863,2.5035576627302247,0.00172354727995778
1.349426,918.7921264300525,6.277418,0.006576,2.505477942867488,0.0013123244646164897
1.347111,920.3710637059604,6.284159,0.004616,2.5068226597957146,0.0009206873853477987
1.344805,921.9492669940994,6.288685,0.007537,2.507725514939009,0.0015027561738703936
1.342506,923.5280765970506,6.288418,0.006456,2.5076721589975732,0.0012872496064498561
1.340216,925.1060903615536,6.285578,0.008784,2.5071061144026636,0.001751820545144257
1.337933,926.6846576024359,6.276412,0.003752,2.5052769429207835,0.000748819409043067
1.335658,928.2630613525317,6.271464,0.004137,2.504289256904578,0.000825982858924373
1.333391,929.8412723649701,6.272531,0.014168,2.5045037433466657,0.0028285044567496315
1.331132,931.4192612002415,6.255572,0.008081,2.5011146734555543,0.0016154797070575904
1.328881,932.9969982263273,6.248576,0.003081,2.499715259742387,0.00061627019061958
1.326638,934.574453618847,6.242665,0.006009,2.498532858703274,0.0012025056982996152
1.324402,936.1523042097489,6.224678,-0.008225,2.4949310044632353,0.0016483421756086295
1.322173,937.7305269431457,6.222699,-0.00209,2.4945338593594126,0.00041891594154305745
1.319953,939.3076753490465,6.226174,-0.003052,2.495230324842566,0.0006115667898820893
1.31774,940.8851397088955,6.225125,-0.001637,2.495020061566456,0.00032805347443722917
1.315535,942.4621800256169,6.219281,-0.007193,2.493849049118957,0.0014421482332113735
1.313337,944.0394841537244,6.21804,-0.00489,2.493600000280732,0.0009805101057899321
1.311146,945.6170281570473,6.210738,-0.00747,2.4921356797223737,0.0014987145484572275
1.308963,947.1940643089223,6.206542,-0.011528,2.4912943128036353,0.0023136567889543336
1.306788,948.7705611009588,6.197004,-0.009301,2.4893789365893055,0.0018681366390809122
1.304619,950.3479437291653,6.198931,-0.005836,2.4897655258234876,0.0011719979128771768
1.302459,951.9240022142731,6.195884,-0.013331,2.489154710077734,0.002677816679320434
1.300305,953.5008970972194,6.195655,-0.013922,2.4891088407053776,0.0027965832133230494
1.298159,955.0771392410328,6.193946,-0.01834,2.488766677684419,0.003684555921693084
1.296019,956.6541725082733,6.19827,-0.005752,2.4896327710055903,0.0011551904496518832
1.293887,958.230497717343,6.191587,-0.015078,2.488291819627146,0.0030297893280064846
1.291763,959.8060820754271,6.188864,0.002109,2.487742788085768,0.0004238782259747428
1.289645,961.382383524148,6.176584,-0.018273,2.4852761445812486,0.003676251437880655
1.287534,962.9586356554468,6.169224,-0.006081,2.4837925635022446,0.0012241360428938573
1.285431,964.5340621161306,6.159875,-0.007728,2.48191003540218,0.0015568654564728007
1.283334,966.1101350077221,6.149807,-0.012725,2.4798817678554776,0.002565646508847202
1.281244,967.6860800909116,6.146384,-0.016464,2.4791924139315853,0.003320436103989157
1.279162,969.2611131350055,6.145969,-0.012359,2.4791077453809174,0.0024926306698685296
1.277086,970.8367204714483,6.139029,-0.008959,2.4777070586694365,0.0018079215556178752
1.275017,972.4121199952627,6.136962,-0.022252,2.477293315456583,0.004491192032290712
1.272955,973.9872847037011,6.13672,-0.014322,2.477242086722896,0.002890714653331446
1.2709,975.5621874262333,6.129385,-0.019032,2.4757624631123014,0.0038436643829073947
1.268851,977.1375709204626,6.122812,-0.017155,2.4744340800009104,0.003466449184966262
1.266809,978.7126425530604,6.125769,-0.019046,2.4750320814552516,0.0038476268939213404
1.264774,980.2873746614018,6.137978,-0.020676,2.477497812695969,0.004172758477135612
1.262746,981.8617394155277,6.144115,-0.018814,2.478735444260706,0.0037950802784451534
1.260724,983.4364888746466,6.149646,-0.019551,2.479851112291149,0.00394197052862325
1.258709,985.0108198161766,6.158261,-0.017606,2.4815869083165616,0.0035473269021945755
1.2567,986.5854889790721,6.15393,-0.0147,2.4807133608146104,0.0029628574248633265
1.254698,988.1596878292623,6.138634,-0.022719,2.477630929053931,0.00458482329503595
1.252702,989.7341778012648,6.127177,-0.019576,2.475316673887627,0.003954241533298178
1.250713,991.3081450340725,6.12254,-0.016901,2.4743790460624506,0.003415200275554995
1.24873,992.8823556733641,6.124587,-0.019797,2.474793526300925,0.003999727611552796
1.246754,994.4559905161724,6.129678,-0.022725,2.4758229061138373,0.004589383179223039
1.244784,996.02982043471,6.138444,-0.017586,2.477590885414054,0.00354901208735876
1.242821,997.6030208694574,6.148244,-0.027074,2.4795712946341646,0.005459411483480241
1.240863,999.1771726612848,6.154948,-0.021699,2.480920620386606,0.004373174986268354
1.224385,1012.624284028308,6.002085,-0.013242,2.4499167952660277,0.0027025407608377897
1.220322,1015.9957650521748,5.993912,-0.007795,2.448247237172231,0.0015919552326966759
1.216285,1019.3679803664436,5.990195,-0.022094,2.4474916491361522,0.004513600691517427
1.212273,1022.7415639876497,5.978454,-0.01155,2.445088869236572,0.0023618773422011343
1.208287,1026.1154709104705,5.973068,-0.014572,2.4439879065806736,0.0029811931476600383
1.204326,1029.490340655271,5.971663,-0.005807,2.4436989200224777,0.0011881578274852683
1.20039,1032.8659718924682,5.964615,-0.010077,2.4422570004359017,0.0020630506941892897
1.196478,1036.2430266164527,5.957935,-0.015613,2.440890253288873,0.0031982183506603164
1.192591,1039.6204432198465,5.948575,-0.00851,2.438970693466552,0.001744588408177365
1.188727,1042.9997669776153,5.941906,-0.009617,2.4376033088438014,0.001972634342278481
1.184888,1046.3790535476771,5.947868,-0.013699,2.438826744112654,0.00280852258837516
1.181073,1049.7589767948298,5.941966,-0.013607,2.437616415668965,0.0027910461860518425
1.177281,1053.1402307520464,5.934075,-0.010928,2.435996722320927,0.002243024364502283
1.173512,1056.5226295086882,5.93144,-0.003246,2.4354548741654,0.0006664052854044401
1.169767,1059.9050785327333,5.920369,-0.007356,2.433181309507874,0.00151160128745112
1.166045,1063.2882813270498,5.918656,-0.010014,2.4328296766860142,0.002058097222373371
1.162345,1066.6729619863293,5.908677,-0.006303,2.43077738201366,0.001296498817011014
1.158667,1070.05894187027,5.910933,-0.005847,2.4312413384810796,0.0012024721501437405
1.155012,1073.4451105269902,5.897012,-0.006188,2.4283767465811916,0.0012741021360063956
1.15138,1076.8312668276328,5.900427,-0.005255,2.4290796961078214,0.001081685382296643
1.147769,1080.2190893812256,5.907115,-0.009303,2.430456472100655,0.0019138380190015895
1.144179,1083.608407425761,5.89235,-0.006314,2.427416670342201,0.0013005595778151726
1.140612,1086.9971418852335,5.886931,-0.003797,2.4262999839786543,0.0007824671362349524
1.137066,1090.3869995233347,5.88419,-0.009851,2.425735790023934,0.002030517923717102
1.13354,1093.7787674012386,5.88096,-0.002337,2.4250691190503524,0.0004818419364083697
1.130036,1097.1703414758467,5.868437,-0.004925,2.422485920146573,0.0010165177760746102
1.126553,1100.562498169194,5.855403,-0.000842,2.4197940057512435,0.00017398175162274465
1.12309,1103.9560355804076,5.864254,-0.004319,2.421622347772567,0.0008917575451329857
1.119648,1107.3497956500614,5.864478,-0.00371,2.4216685542735186,0.0007660007793359608
1.116226,1110.7445839820969,5.860235,-0.00189,2.4207922571726863,0.00039036806926505527
1.112824,1114.1402270260166,5.849327,-0.000844,2.4185382011548238,0.00017448556297025962
1.109442,1117.5365490039135,5.859982,-0.00476,2.4207401691680936,0.0009831703668235611
1.10608,1120.9333719079993,5.849097,-0.00252,2.4184907011246706,0.000520986084212051
1.102737,1124.3315350804405,5.833059,-0.002414,2.415172716340858,0.0004997572190276746
1.099414,1127.7298488103663,5.836498,0.006756,2.415884921739904,0.0013982454087352416
1.09611,1131.129160394486,5.841326,0.006767,2.4168839359474203,0.0013999431042242183
1.092825,1134.5293015807654,5.829809,-0.004108,2.414499891008463,0.0008506937639488264
1.089559,1137.9301019953944,5.827322,0.001194,2.413984685361884,0.00024730894247378555
1.086312,1141.3313891405048,5.825387,0.001055,2.4135838596920847,0.00021855466018413656
1.083084,1144.7329883924053,5.824646,0.003437,2.4134304437926417,0.0007120569828015803
1.079874,1148.1357862120951,5.820119,0.000384,2.412492281093121,7.958574740061216e-05
1.076682,1151.5396226555288,5.813706,0.00035,2.4111627911171247,7.257908813668069e-05
1.073509,1154.943259907462,5.812557,0.004335,2.4109246790930037,0.0008990326488013429
1.070353,1158.3486793609209,5.802395,0.006864,2.4088165206088856,0.0014247660502342064
1.067216,1161.753556918187,5.801149,0.004623,2.4085576432856763,0.0009597030014817785
1.064096,1165.159895347788,5.790195,0.004665,2.4062825976213236,0.0009693375177951974
1.060994,1168.5664424115498,5.795409,0.003584,2.4073656876562723,0.0007443821308607412
1.057909,1171.9741338810804,5.796796,0.001077,2.407653639962479,0.00022366173873184815
1.054841,1175.382815040371,5.794337,0.002774,2.4071429812141316,0.0005762017507915728
1.051791,1178.7912085195633,5.794943,0.00276,2.40726885258613,0.0005732637627611127
1.048758,1182.2002635498368,5.780754,0.002586,2.4043199223916707,0.0005377820098646964
1.045741,1185.6109533813822,5.779815,0.001634,2.4041246048169427,0.0003398326348342204
1.042742,1189.0208546313468,5.789203,0.010586,2.4060772721015025,0.0021998462233635773
1.039759,1192.4320770486236,5.772669,0.002696,2.402637990787851,0.0005610499810974629
1.036792,1195.8444741085966,5.763944,8e-06,2.400821526062022,1.666000468656264e-06
1.033842,1199.2567374898679,5.776329,0.002109,2.4033995074695036,0.000438753522551261
1.030908,1202.6698638481805,5.766442,0.007208,2.401342177300585,0.0015008273432100087
1.02799,1206.0837012033192,5.765135,0.009174,2.4010703133437468,0.0019103980314558885
1.025088,1209.498095773241,5.753613,0.000655,2.3986690098138896,0.00013653405222441764
1.022202,1212.912891972428,5.761027,0.001015,2.4002139581101214,0.00021143948369847982
1.019331,1216.3291256716413,5.759674,0.010327,2.3999330467809368,0.0021515183546346687
1.016477,1219.744257863188,5.760329,0.006349,2.4000689051476995,0.0013226703587934303
1.013637,1223.1617275217855,5.751645,0.003537,2.39825885670698,0.0007374099734337334
1.010813,1226.5789854305394,5.753087,0.008606,2.3985600301870758,0.0017939930398463797
1.008005,1229.9958670839926,5.750217,0.012054,2.3979623260382623,0.002513383940434007
1.005211,1233.414660205668,5.736544,-0.005759,2.3951086500168657,0.001202241910801077
1.002432,1236.8340037029943,5.752508,0.018067,2.3984416160913296,0.0037664039597593776
0.999669,1240.2525075800088,5.740512,0.010103,2.395937487745469,0.002108360516913416
0.99692,1243.672495285479,5.744132,0.019803,2.396695447433893,0.004131313392579911
0.994185,1247.0938346484809,5.7296,-0.007099,2.3936587473828292,0.0014828763722333819
0.991465,1250.5151306400123,5.724788,0.001275,2.392652935757842,0.000266440649310549
0.98876,1253.9362271936566,5.719687,0.012512,2.3915881423424095,0.0026158350132144156
0.986069,1257.35824166463,5.719091,0.000966,2.3914621136014826,0.00020196849293355702
0.983392,1260.7810354365297,5.724684,0.000642,2.392631191387302,0.0001341619210682726
0.980729,1264.2044683087784,5.721117,-0.001981,2.391885693649632,0.0004141084181938063
0.978081,1267.6271024587943,5.717862,-0.00944,2.3912059502014578,0.0019738994039426782
0.975446,1271.0513795740615,5.705539,0.002422,2.388627065289724,0.000506985798446575
0.972825,1274.4758656490117,5.713273,0.003575,2.3902455018787094,0.0007478311323560951
0.970217,1277.9017312621816,5.707818,0.001044,2.389104026144264,0.000218491951720668
0.967623,1281.3275252861908,5.709444,0.002402,2.389444339722987,0.0005026273182970128
0.965043,1284.7530980484808,5.705596,-0.001871,2.388638975104085,0.00039164562340538345
0.962476,1288.1796366870446,5.697715,0.011619,2.3869899294869223,0.0024338183954037656
0.959922,1291.6070097362076,5.693219,0.002359,2.3860467816797777,0.0004943323027917544
0.957382,1295.0337315721415,5.698532,-0.01205,2.3871611529522214,0.0025239184177106564
0.954855,1298.4610061213482,5.687427,0.010732,2.3848337599786817,0.0022500520120368253
0.95234,1301.8900644727723,5.681485,-0.000306,2.3835865841458803,6.418898265372121e-05
0.949839,1305.3180423208564,5.688536,0.003463,2.385065308758032,0.0007259759274584105
0.94735,1308.7475420910962,5.700367,0.044368,2.3875622152532707,0.009291485624225628
0.944874,1312.1770564117544,5.695356,-0.028772,2.386502113474626,0.006028069247751415
0.94241,1315.6078394753874,5.685585,-0.018026,2.3844494726677765,0.0037799081520799855
0.939959,1319.0383665670522,5.686631,-0.007439,2.384666314779057,0.0015597570095374185
0.937521,1322.468492972424,5.670631,0.015645,2.381310939573273,0.0032849553034055815
0.935095,1325.8994904261062,5.662748,0.012053,2.3796542634615414,0.0025325107485309447
0.932681,1329.3312332941273,5.671116,0.022692,2.3814152723638196,0.004764393733308651
0.930279,1332.7635945775407,5.664007,0.006943,2.379917882553935,0.0014586637738260115
0.927889,1336.196445911095,5.661904,-0.001919,2.3794756066416363,0.00040324010748686714
0.925512,1339.6282101150498,5.637603,0.006167,2.3743640593908406,0.0012986635254429296
0.923146,1343.061643553674,5.657563,-0.005137,2.3785634669025555,0.0010798534643286042
0.920792,1346.4951737200147,5.652642,0.01492,2.3775306191971164,0.003137709327421844
0.918449,1349.9301365671909,5.650094,-0.010758,2.37699371494932,0.0022629424580181607
0.916119,1353.3634647900544,5.660509,-0.021653,2.3791867743182196,0.0045505044483595105
0.9138,1356.7979689209892,5.633854,-0.003297,2.3735741998852915,0.0006945222104726153
0.911492,1360.233533591079,5.656672,-0.018537,2.3783791090713056,0.0038969817573314774
0.909196,1363.6685423165081,5.64599,0.011544,2.3761304469275646,0.0024291595637882376
0.906911,1367.1043619495185,5.651987,-0.012967,2.3773923608303127,0.002727147654226525
0.904637,1370.5408733005613,5.64203,0.0151,2.375297897774449,0.003178548680995324
0.902375,1373.976433301011,5.652443,0.006211,2.3774870569968316,0.0013062111067202163
0.900123,1377.413957870202,5.652515,0.005395,2.377502110893679,0.001134594155698571
0.897883,1380.8502711377762,5.658547,-0.03019,2.3787785243332538,0.0063456937439188964
0.895653,1384.28831701563,5.640375,-0.010265,2.3749483510913674,0.002161099628868475
0.893435,1387.7248865334354,5.650496,-0.009385,2.377078016582923,0.0019740622593814538
0.891227,1391.1629517507884,5.650045,-0.008555,2.3769830117988935,0.0017995500930807437
0.88903,1394.6008391167902,5.615734,0.01882,2.3697573225573945,0.003970870734507266
0.886843,1398.0399958053454,5.56772,-0.001323,2.3596016779517504,0.00028034392667418835
0.884667,1401.478730414947,5.630657,0.005164,2.3729007952302577,0.001088119657369788
0.882502,1404.9169112364616,5.647098,0.001816,2.3763623768267785,0.00038209660624381454
0.880347,1408.3560050752715,5.616141,0.015128,2.3698420173971306,0.0031917739429450443
0.878202,1411.795901170801,5.605932,0.006475,2.367685340094523,0.0013673691960223958
0.876067,1415.236487620239,5.622863,0.016122,2.371260119918739,0.003399458343812109
0.873943,1418.6760280704805,5.608777,0.025405,2.36829174045129,0.005363570620573942
0.871829,1422.1160158700845,5.611328,-0.006654,2.36882459726411,0.0014044940278772297
0.869725,1425.5563356233292,5.625059,0.00281,2.3717207573688084,0.0005923968898744062
0.86763,1428.998517801367,5.634499,0.002131,2.37371000787567,0.0004488753878728413
0.865546,1432.4391586351273,5.587843,-0.001612,2.363861907188914,0.0003409674639415136
0.863472,1435.8797783830857,5.577419,0.002396,2.3616560412820555,0.0005072711603117702
0.861407,1439.3219279620434,5.611365,0.033762,2.3688427097735882,0.007126264622937248
0.859352,1442.7638313519953,5.61329,-0.01245,2.3692397310873368,0.0026274251264660864
0.857307,1446.2053663390125,5.605087,-0.01134,2.3675077055120424,0.002394923567477079
0.855272,1449.6464095632732,5.634795,-0.002341,2.373772365485924,0.000493096986607287
0.853245,1453.0902425446382,5.574258,0.005361,2.3609869311317437,0.0011353302997324814
0.851229,1456.5316548190908,5.567387,0.031907,2.3595407847324905,0.00676127325420334
0.849222,1459.9739337888088,5.602667,-0.004541,2.3669955471288393,0.000959232898721379
0.847224,1463.4169759119193,5.57658,0.0144,2.361480318784098,0.0030489350017940875
0.845235,1466.8606766165622,5.570664,-0.014208,2.3602273321387828,0.003009879558312017
0.843256,1470.3031866953806,5.593117,-0.000227,2.3649771673957516,4.7992006789270146e-05
0.841285,1473.7478785429432,5.60617,0.015386,2.367737434051278,0.0032490933704949756
0.839324,1477.191149067583,5.581075,0.027946,2.362437297186086,0.0059146543346076
0.837372,1480.6346331140758,5.578513,-0.013915,2.36188942953598,0.0029457348481330397
0.835429,1484.0782208901055,5.641677,0.010282,2.3752224495302023,0.002164428852122716
0.833495,1487.5218015704952,5.565129,0.01883,2.3590559400122753,0.003991003282421924
0.83157,1490.9652632971365,5.553902,0.012278,2.3566732454307697,0.0026049432232437596
0.829653,1494.4102944242954,5.531057,-0.03299,2.3518303917995325,0.007013686045365849
0.827745,1497.854996405898,5.579798,0.043512,2.362177560385271,0.00921014591148991
0.825846,1501.2992543403975,5.589197,0.038284,2.364162125819036,0.008096737440704395
0.823956,1504.742952293569,5.629754,0.032871,2.3727203757245796,0.006926859215327551
0.822074,1508.1878079102366,5.544829,-0.017198,2.3547488900984606,0.0036517694248561685
0.8202,1511.6337283589367,5.530285,-0.011463,2.3516570625900513,0.0024372176076022886
0.818335,1515.078768475013,5.525349,0.038497,2.350620355275216,0.008188689405671133
0.816479,1518.5228083024792,5.559286,-0.033504,2.3578245225114713,0.0071048544283271045
0.814631,1521.9675951443046,5.519784,0.022632,2.349426993675325,0.004816493566474208
0.812791,1525.413032378557,5.54518,0.020427,2.354824581975091,0.004337265747164728
0.810959,1528.8590224659938,5.519048,-0.04427,2.3492843111106585,0.009422018397391426
0.809136,1532.3035731941231,5.583788,0.00948,2.3630048717083083,0.002005920536558348
0.807321,1535.748461888146,5.574306,0.022158,2.361001486564194,0.004692500222059655
0.805514,1539.193588193377,5.592592,0.054186,2.3648939188570757,0.01145632782256
0.803715,1542.6388508364282,5.541156,-0.024464,2.3539717504217306,0.005196324041621417
0.801923,1546.0860755957865,5.484615,0.02932,2.3419338557899754,0.0062597839660338125
0.80014,1549.5313120203964,5.580802,0.027023,2.3623790364938873,0.00571944628327383
0.798365,1552.9763754673613,5.532775,-0.017674,2.3521881545707775,0.003756927345655116
0.796598,1556.4211609870974,5.621838,0.112094,2.3711593590266165,0.02363696045423611
0.794838,1559.867525206394,5.507706,0.033453,2.346861051849418,0.007127179509337081
0.793086,1563.3134161995042,5.470077,0.019709,2.338823369368812,0.004213443447265512
0.791342,1566.75872631555,5.526596,0.036452,2.3508841116356427,0.00775282792961716
0.789605,1570.2053355791818,5.531722,-0.007186,2.35196180533352,0.0015276608624418765
0.787876,1573.6511633810394,5.569367,0.059493,2.359984295340309,0.012604533029622606
0.786155,1577.096099369717,5.622277,0.070333,2.3711804976808586,0.014830798429045977
0.784441,1580.5420471393002,5.556141,0.075072,2.3572005796999758,0.01592397368439809
0.782735,1583.9868972257532,5.46882,-0.037831,2.338564821415011,0.008088507886042002
0.781036,1587.432569049314,5.605829,0.105003,2.367767019935277,0.02217342312734783
0.779344,1590.8789751380646,5.445169,-0.039632,2.333504041825804,0.008491950150858551
0.77766,1594.3239770593832,5.496479,0.043634,2.344475548211745,0.009305705924984841
0.775983,1597.7695181466604,5.526795,0.019596,2.350917346486948,0.00416773478429346
0.774313,1601.215508457174,5.496922,-0.016808,2.3445542963370367,0.0035844765946407425
0.772651,1604.659780418326,5.533419,0.062146,2.3523591318950783,0.013209292568758895
0.770995,1608.1063872009545,5.531681,0.018008,2.35195570874683,0.003828303384492634
0.769347,1611.5510738327437,5.499699,0.041055,2.3451600408829574,0.008753133961919995
0.767706,1614.9958239221785,5.511269,0.05367,2.347637037446576,0.0114306426299978
