sample_name,with_ag,source_mode,stage1_locked,d_C60_bulk_best,stage1_front_cost,stage2_rear_cost,window_cost_front,window_cost_rear,total_cost,rear_derivative_correlation,masked_residual_mean,masked_residual_std,masked_residual_max_abs,bound_hit_flags,warnings,optimizer_stage_summary,d_ITO,d_NiOx,sigma_front_rms_nm,d_bulk,d_rough,sigma_thickness,ito_alpha,pvk_b_scale,niox_k,window_front_scale,window_front_point_count,window_rear_scale,window_rear_point_count
DEVICE-1-withAg-P1,True,hdr_csv,True,14.99999999999759,0.0633074258836142,0.09663279443093165,0.0633074258836142,0.09663279443093165,0.15475288738231652,0.03888029303382088,0.09045173650210457,0.07499055043631178,0.2051675094266491,"{""d_ITO"": true, ""d_NiOx"": true, ""d_bulk"": false, ""d_rough"": true, ""ito_alpha"": true, ""niox_k"": true, ""pvk_b_scale"": true, ""sigma_front_rms_nm"": false, ""sigma_thickness"": true}","[""d_ITO 接近边界"", ""d_NiOx 接近边界"", ""d_rough 接近边界"", ""sigma_thickness 接近边界"", ""ito_alpha 接近边界"", ""pvk_b_scale 接近边界"", ""niox_k 接近边界""]","[{""stage"": ""stage1_front"", ""de_fun"": 0.0796899402706716, ""de_nit"": 6, ""de_nfev"": 105, ""lmfit_nfev"": 24, ""lmfit_success"": true, ""params"": {""d_ITO"": 90.00000000000001, ""d_NiOx"": 35.00000000000001, ""sigma_front_rms_nm"": 31.35530117074431}, ""front_cost"": 0.0633074258836142}, {""stage"": ""stage2_rear"", ""basin_center_nm"": 641.0, ""de_fun"": 0.17566981571695658, ""de_nit"": 6, ""de_nfev"": 210, ""lmfit_nfev"": 68, ""lmfit_success"": true, ""total_cost"": 0.15475288738231652, ""front_cost"": 0.05812009295138484, ""rear_cost"": 0.09663279443093165, ""rear_derivative_correlation"": 0.03888029303382088, ""params"": {""d_bulk"": 630.0747945204143, ""d_rough"": 4.822026044295479e-12, ""sigma_thickness"": 0.06209593357280302, ""ito_alpha"": 4.999999999999999, ""pvk_b_scale"": 0.8000000000000002, ""niox_k"": 2.0811834731263983e-19}}, {""stage"": ""stage2_rear"", ""basin_center_nm"": 855.0, ""de_fun"": 0.4844143236703416, ""de_nit"": 6, ""de_nfev"": 210, ""lmfit_nfev"": 80, ""lmfit_success"": false, ""total_cost"": 0.20520181636180876, ""front_cost"": 0.060024202611364506, ""rear_cost"": 0.14517761375044425, ""rear_derivative_correlation"": 0.047532875068581545, ""params"": {""d_bulk"": 818.7328544817894, ""d_rough"": 0.025639016262928353, ""sigma_thickness"": 75.09778493527119, ""ito_alpha"": 4.999999999999986, ""pvk_b_scale"": 0.8000000000000002, ""niox_k"": 0.11999999999999961}}]",90.00000000000001,35.00000000000001,31.35530117074431,630.0747945204143,4.822026044295479e-12,0.06209593357280302,4.999999999999999,0.8000000000000002,2.0811834731263983e-19,0.023976265347264297,356,0.0637831457416375,476
