sample_name,with_ag,source_mode,stage1_locked,d_C60_bulk_best,stage1_front_cost,stage2_rear_cost,window_cost_front,window_cost_rear,total_cost,rear_derivative_correlation,masked_residual_mean,masked_residual_std,masked_residual_max_abs,bound_hit_flags,warnings,optimizer_stage_summary,d_ITO,d_NiOx,sigma_front_rms_nm,d_bulk,d_rough,sigma_thickness,ito_alpha,pvk_b_scale,niox_k,window_front_scale,window_front_point_count,window_rear_scale,window_rear_point_count
DEVICE-1-withoutAg-P1,False,hdr_csv,True,1.7763568394002505e-15,0.05945562732528796,0.13054682838400422,0.05945562732528796,0.13054682838400422,0.18904569480374586,0.05349213974833774,0.02169538230526281,0.009571880965502653,0.04689215803824286,"{""d_ITO"": true, ""d_NiOx"": true, ""d_bulk"": false, ""d_rough"": true, ""ito_alpha"": true, ""niox_k"": true, ""pvk_b_scale"": true, ""sigma_front_rms_nm"": false, ""sigma_thickness"": true}","[""d_ITO 接近边界"", ""d_NiOx 接近边界"", ""d_rough 接近边界"", ""sigma_thickness 接近边界"", ""ito_alpha 接近边界"", ""pvk_b_scale 接近边界"", ""niox_k 接近边界"", ""d_C60_bulk 退化到 0 nm，粗糙层已耗尽致密 C60""]","[{""stage"": ""stage1_front"", ""de_fun"": 0.07518127799342818, ""de_nit"": 6, ""de_nfev"": 105, ""lmfit_nfev"": 24, ""lmfit_success"": true, ""params"": {""d_ITO"": 90.00000000000001, ""d_NiOx"": 35.00000000000014, ""sigma_front_rms_nm"": 31.661434818347736}, ""front_cost"": 0.05945562732528796}, {""stage"": ""stage2_rear"", ""basin_center_nm"": 768.0, ""de_fun"": 0.18736399393670888, ""de_nit"": 6, ""de_nfev"": 210, ""lmfit_nfev"": 62, ""lmfit_success"": true, ""total_cost"": 0.18904569480374586, ""front_cost"": 0.05849886641974167, ""rear_cost"": 0.13054682838400422, ""rear_derivative_correlation"": 0.05349213974833774, ""params"": {""d_bulk"": 747.0591298440057, ""d_rough"": 29.999999999999996, ""sigma_thickness"": 0.030032484830881816, ""ito_alpha"": 4.9999999999993525, ""pvk_b_scale"": 0.800000000011471, ""niox_k"": 0.11999999999963283}}]",90.00000000000001,35.00000000000014,31.661434818347736,747.0591298440057,29.999999999999996,0.030032484830881816,4.9999999999993525,0.800000000011471,0.11999999999963283,0.0227996412436755,356,0.0382459024891394,476
