case_id,family,anchor_id,reference_case_id,d_PVK_nm,d_BEMA_front_nm,d_BEMA_rear_nm,d_gap_front_nm,d_gap_rear_nm,front_mean_deltaR_500_650,front_rms_deltaR_500_650,transition_mean_deltaR_650_810,transition_rms_deltaR_650_810,rear_mean_deltaR_810_1055,rear_rms_deltaR_810_1055,front_to_rear_rms_ratio,transition_to_rear_rms_ratio,front_plus_transition_to_rear_ratio,rear_best_shift_nm,rear_shift_aligned_rms_residual,rear_unaligned_rms_residual,rear_shift_explained_fraction,rear_peak_nm,rear_valley_nm,rear_peak_valley_spacing_nm,rear_peak_valley_contrast_percent
D1_0025,thickness_nuisance,anchor_01_nominal,D1_0001,693.0,10.0,20.0,0.0,0.0,0.00010415814571502593,0.0003200150260415485,-0.006736137025406799,0.01579779146519,-0.0035638726265986515,0.019096554727436953,0.01675773617854572,0.8272587223543806,0.8440164585329262,7.0,0.0030810815585134905,0.019096554727436953,0.8386577263548618,935.0,829.0,106.0,26.803912863570588
D1_0026,thickness_nuisance,anchor_01_nominal,D1_0001,694.0,10.0,20.0,0.0,0.0,9.134785505469628e-05,0.0002762278591240529,-0.005595234378428403,0.013417125298640085,-0.003124145109729162,0.016443762633489917,0.016798336565712644,0.8159400982421334,0.832738434807846,6.0,0.0026353302517426423,0.016443762633489917,0.8397367858877116,936.0,830.0,106.0,26.805649118116914
D1_0027,thickness_nuisance,anchor_01_nominal,D1_0001,695.0,10.0,20.0,0.0,0.0,7.776775383416908e-05,0.00023188831848511933,-0.004511274742117108,0.011073265342026734,-0.002661502307297883,0.013765787451690482,0.01684526361451576,0.8044047883847649,0.8212500519992807,5.0,0.002192361227894274,0.013765787451690482,0.8407384077672182,937.0,831.0,106.0,26.80790863477115
D1_0028,thickness_nuisance,anchor_01_nominal,D1_0001,696.0,10.0,20.0,0.0,0.0,6.346470534379107e-05,0.00018693180243839963,-0.003485979339450961,0.008768904798707062,-0.0021757607077320545,0.011062578801656175,0.016897669683529317,0.7926637139429255,0.8095613836264548,4.0,0.0017517616375395271,0.011062578801656175,0.8416497935113221,938.0,832.0,106.0,26.810688341537702
D1_0029,thickness_nuisance,anchor_01_nominal,D1_0001,697.0,10.0,20.0,0.0,0.0,4.8486792788596676e-05,0.0001413037486666838,-0.0025209028158204496,0.006506741536766501,-0.001666786839499608,0.008334181586935349,0.016954724011316404,0.780729513617325,0.7976842376286415,3.0,0.0013129675638910382,0.008334181586935349,0.8424599284050585,939.0,833.0,106.0,26.813984226859343
D1_0030,thickness_nuisance,anchor_01_nominal,D1_0001,698.0,10.0,20.0,0.0,0.0,3.2883176471133296e-05,9.495990431562421e-05,-0.0016174316300121775,0.004289456194747624,-0.0011345027001276923,0.005580748754265249,0.01701562075215236,0.7686166110719969,0.7856322318241492,2.0,0.0008752838741551644,0.005580748754265249,0.8431601362655499,940.0,834.0,106.0,26.81779208554157
D1_0031,thickness_nuisance,anchor_01_nominal,D1_0001,699.0,10.0,20.0,0.0,0.0,1.6703950591001604e-05,4.7866451053473447e-05,-0.0007767823566892783,0.002119686750243348,-0.0005788909821245564,0.002802553415492232,0.017079585633898196,0.7563412488503998,0.7734208344842979,1.0,0.0004379598191602421,0.002802553415492232,0.8437282883747212,941.0,835.0,106.0,26.82210756458947
D1_0032,thickness_nuisance,anchor_01_nominal,D1_0001,701.0,10.0,20.0,0.0,0.0,-1.7177142755861702e-05,4.865252778314094e-05,0.0007120435654355301,0.002067139534023412,0.0006020517790450584,0.0028263658941497195,0.017213810810499292,0.7313771859128974,0.7485909967233967,-1.0,0.000438520693821408,0.0028263658941497195,0.844846452920657,943.0,837.0,106.0,26.832244007599073
D1_0033,thickness_nuisance,anchor_01_nominal,D1_0001,702.0,10.0,20.0,0.0,0.0,-3.4775439784254036e-05,9.809411947190809e-05,0.0013586508981077534,0.004079402695865366,0.001227071697145851,0.005675849269281384,0.017282721019884966,0.7187299208144506,0.7360126418343356,-2.0,0.0008769379813400418,0.005675849269281384,0.8454966050479578,944.0,838.0,106.0,26.838055929959815
D1_0034,thickness_nuisance,anchor_01_nominal,D1_0001,703.0,10.0,20.0,0.0,0.0,-5.2742489269044e-05,0.00014831797204372708,0.0019392999031127046,0.0060346301503168475,0.0018747894529589485,0.00854759941031995,0.017352003167656088,0.7060029208938984,0.7233549240615544,-3.0,0.0013154014667628611,0.00854759941031995,0.8461086670516274,945.0,839.0,106.0,26.844357379713134
D1_0035,thickness_nuisance,anchor_01_nominal,D1_0001,704.0,10.0,20.0,0.0,0.0,-7.102566566032929e-05,0.00019930786283194564,0.0024536442197600735,0.007930867518201223,0.0025448543194745506,0.011440605734128122,0.01742109355603405,0.6932209449839613,0.7106420385399953,-4.0,0.0017539177212531863,0.011440605734128122,0.8466936312627986,946.0,840.0,106.0,26.851143453507188
D1_0036,thickness_nuisance,anchor_01_nominal,D1_0001,705.0,10.0,20.0,0.0,0.0,-8.957225833313712e-05,0.00025103857584223883,0.0029015129519075456,0.009766400469951385,0.003236833107943503,0.014353696008824012,0.01748947279417869,0.680410151082163,0.6978996238763416,-5.0,0.0021925630899943694,0.014353696008824012,0.8472474902180958,947.0,841.0,106.0,26.85840968687826
D1_0037,thickness_nuisance,anchor_01_nominal,D1_0001,706.0,10.0,20.0,0.0,0.0,-0.0001083296084242659,0.00030347637192376127,0.0032829096195119843,0.011539789028530882,0.003950208940561319,0.017285537084294176,0.017556664305183965,0.6675979445854799,0.6851546088906639,-6.0,0.0026314284840254394,0.017285537084294176,0.8477670395086315,948.0,842.0,106.0,26.866153632044742
D1_0038,thickness_nuisance,anchor_01_nominal,D1_0001,707.0,10.0,20.0,0.0,0.0,-0.00012724524356511155,0.00035657949227192254,0.0035980102249377195,0.013249900320609508,0.0046843808791626074,0.02023463820527019,0.01762223216716818,0.6548128108936744,0.6724350430608426,-7.0,0.0030706068822075345,0.02023463820527019,0.8482499735820439,949.0,843.0,106.0,26.87437329399466
D1_0039,thickness_nuisance,anchor_01_nominal,D1_0001,708.0,10.0,20.0,0.0,0.0,-0.0001462670102369058,0.0004102986861138692,0.003847160347268894,0.014895939018997646,0.005438664439685475,0.023199356903211513,0.017685778438844186,0.6420841353984077,0.6597699138372519,-8.0,0.003510187461594029,0.023199356903211513,0.8486946221725608,950.0,844.0,106.0,26.883066437691948
D1_0040,thickness_nuisance,anchor_01_nominal,D1_0001,709.0,10.0,20.0,0.0,0.0,-0.0001653432034831511,0.0004645777547400822,0.004030871201525589,0.016477474740649162,0.006212293003152035,0.026177907386195427,0.017746940115811974,0.6294420137393542,0.6471889538551662,-9.0,0.003950251801208669,0.026177907386195427,0.8490997869718272,951.0,845.0,106.0,26.892230676622976
D1_0041,thickness_nuisance,anchor_01_nominal,D1_0001,711.0,10.0,20.0,0.0,0.0,-0.00020345505041734351,0.0005745593085689848,0.0042048169926140605,0.01944727799933304,0.007814122637091647,0.03216871042837565,0.017860812600749225,0.6045401802050112,0.6224009928057604,-11.0,0.004831984902276527,0.03216871042837565,0.8497923964644138,953.0,847.0,106.0,26.91196127966331
D1_0042,thickness_nuisance,anchor_01_nominal,D1_0001,712.0,10.0,20.0,0.0,0.0,-0.00022239066234976368,0.0006301196569492262,0.0041968520541907535,0.020836699916950748,0.008640404723864155,0.03517678166144221,0.01791294220755589,0.5923424182886566,0.6102553604962125,-12.0,0.00527367715253353,0.03517678166144221,0.8500807378204788,954.0,848.0,106.0,26.922521640212338
D1_0043,thickness_nuisance,anchor_01_nominal,D1_0001,713.0,10.0,20.0,0.0,0.0,-0.0002411808542907898,0.0006859567176471564,0.00412703279271085,0.02216395082286437,0.0094822025233532,0.03819035286566037,0.017961518189164163,0.5803547011159862,0.5983162193051503,-13.0,0.005715911054723376,0.03819035286566037,0.8503310227368192,955.0,849.0,106.0,26.93354116771375
D1_0044,thickness_nuisance,anchor_01_nominal,D1_0001,714.0,10.0,20.0,0.0,0.0,-0.00025977799982608346,0.0007419878793994549,0.003996602333926213,0.023430684217544576,0.01033838955409657,0.041207120308491246,0.018006302644898945,0.5686076591165335,0.5866139617614324,-14.0,0.006158665728760554,0.041207120308491246,0.8505436516151923,956.0,850.0,106.0,26.945016566183412
D1_0045,thickness_nuisance,anchor_01_nominal,D1_0001,715.0,10.0,20.0,0.0,0.0,-0.00027813563013601785,0.0007981268895632575,0.003806924039691628,0.024638984678149983,0.011207782642946253,0.04422472662369579,0.018047073447269607,0.5571314185342712,0.5751784919815407,-15.0,0.006601910650231113,0.04422472662369579,0.8507190172953204,957.0,851.0,106.0,26.956944329952226
D1_0046,thickness_nuisance,anchor_01_nominal,D1_0001,716.0,10.0,20.0,0.0,0.0,-0.00029620853852466926,0.0008542843799748335,0.00355947090022744,0.02579135851555734,0.012089148325220274,0.047240779119156744,0.01808362173324974,0.5459554011694657,0.5640390229027155,-16.0,0.007045606496398987,0.047240779119156744,0.8508575297069582,958.0,852.0,106.0,26.969320440060308
D1_0047,thickness_nuisance,anchor_01_nominal,D1_0001,717.0,10.0,20.0,0.0,0.0,-0.0003139528805056082,0.000910368380086047,0.0032558143685569164,0.026890718086916638,0.012981209594430667,0.05025286800234585,0.018115749732802316,0.5351081272746733,0.5532238770074756,-17.0,0.007489705717678769,0.05025286800234585,0.850959636426539,959.0,853.0,106.0,26.982140694726574
D1_0048,thickness_nuisance,anchor_01_nominal,D1_0001,718.0,10.0,20.0,0.0,0.0,-0.0003313262692616122,0.0009662848162616268,0.0028976127911513813,0.0279403598227661,0.013882652886618425,0.05325858414995888,0.018143268952491912,0.5246170221892328,0.5427602911417246,-18.0,0.007934152932180707,0.05325858414995888,0.8510258382040216,960.0,854.0,106.0,26.99540080632574
D1_0049,thickness_nuisance,anchor_01_nominal,D1_0001,719.0,10.0,20.0,0.0,0.0,-0.00034828786630564183,0.0010219379963874913,0.0024865995958494097,0.02894393614678633,0.014792135184615581,0.05625553608216255,0.0181659987186848,0.5145082273238499,0.5326742260425347,-19.0,0.008378885227030713,0.05625553608216255,0.8510566992945698,961.0,855.0,106.0,27.00909643308146
D1_0050,thickness_nuisance,anchor_01_nominal,D1_0001,720.0,10.0,20.0,0.0,0.0,-0.00036479846718062855,0.0010772310791500744,0.002024571399998544,0.02990542158624345,0.015708291131071576,0.059241365845382504,0.018183765073236203,0.5048064162513632,0.5229901813245994,-20.0,0.008823832402903277,0.059241365845382504,0.8510528534076491,962.0,856.0,106.0,27.023223181561473
D1_0051,thickness_nuisance,anchor_01_nominal,D1_0001,721.0,10.0,20.0,0.0,0.0,-0.00038082058204627086,0.0011320665275088688,0.0015133761987242262,0.030829073491832486,0.01662974004549297,0.062213763557948235,0.01819640000487062,0.4955346169198899,0.5137310169247605,-21.0,0.00926891717594901,0.062213763557948235,0.8510150062322529,963.0,857.0,106.0,27.03777660630284
D1_0052,thickness_nuisance,anchor_01_nominal,D1_0001,722.0,10.0,20.0,0.0,0.0,-0.00039631851101197297,0.001186346546007777,0.0009549017856909159,0.03171938790674071,0.017555092749401896,0.06517048042743616,0.01820374099173184,0.48671404136813984,0.5049177823598717,-22.0,0.009714055421301113,0.06517048042743616,0.8509439341617684,964.0,858.0,106.0,27.05275219193368
D1_0053,thickness_nuisance,anchor_01_nominal,D1_0001,723.0,10.0,20.0,0.0,0.0,-0.0004112584140862581,0.001239973501662393,0.0003510645472868533,0.032581051245551745,0.01848295811451648,0.0681093401045159,0.018205630824782843,0.47836392476501916,0.496569555589802,-23.0,0.010159156579954276,0.0681093401045159,0.8508404784958313,965.0,859.0,106.0,27.06814538066251
D1_0054,thickness_nuisance,anchor_01_nominal,D1_0001,724.0,10.0,20.0,0.0,0.0,-0.00042560837562442453,0.001292850328227068,-0.0002962012434386206,0.033418888562388754,0.01941194926104079,0.07102824829302809,0.018201917677786377,0.4705013760795372,0.4887032937573236,-24.0,0.010604123906165074,0.07102824829302809,0.8507055409501639,966.0,860.0,106.0,27.083951561507302
D1_0055,thickness_nuisance,anchor_01_nominal,D1_0001,725.0,10.0,20.0,0.0,0.0,-0.00043933846316827885,0.0013448809136926228,-0.0009849535237316702,0.03423780930133572,0.02034068934617971,0.07392520058778697,0.01819245538732847,0.46314124316345895,0.4813336985507874,-25.0,0.011048854665423437,0.07392520058778697,0.8505400786528431,967.0,861.0,106.0,27.100165962912282
