case_id,family,anchor_id,reference_case_id,d_PVK_nm,d_BEMA_front_nm,d_BEMA_rear_nm,d_gap_front_nm,d_gap_rear_nm,front_mean_deltaR_500_650,front_rms_deltaR_500_650,transition_mean_deltaR_650_810,transition_rms_deltaR_650_810,rear_mean_deltaR_810_1055,rear_rms_deltaR_810_1055,front_to_rear_rms_ratio,transition_to_rear_rms_ratio,front_plus_transition_to_rear_ratio,rear_best_shift_nm,rear_shift_aligned_rms_residual,rear_unaligned_rms_residual,rear_shift_explained_fraction,rear_peak_nm,rear_valley_nm,rear_peak_valley_spacing_nm,rear_peak_valley_contrast_percent
D1_0067,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,5.0,-4.597411525790223e-05,0.00013092504391954644,0.0023860425306013355,0.007070358621822613,0.002878915081532588,0.011251229602085994,0.011636509834913754,0.6284076382648666,0.6400441480997803,-4.0,0.0023409147126978486,0.011251229602085994,0.7919414325822807,946.0,839.0,107.0,26.914054453736014
D1_0068,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,10.0,-9.153126379815198e-05,0.0002552562488918985,0.003905635667461499,0.012945575100326616,0.005901026247451546,0.02210280923566221,0.011548588515167128,0.5856981781048594,0.5972467666200265,-8.0,0.004688282590434078,0.02210280923566221,0.787887478897041,949.0,843.0,106.0,27.004267418870278
D1_0069,rear_gap_on_background,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,15.0,-0.0001355050952745911,0.00037316898394753294,0.004723599417606191,0.017750562215522164,0.008976548305066709,0.032458264333360604,0.011496886589958228,0.5468734259237065,0.5583703125136646,-11.0,0.0069351124624189965,0.032458264333360604,0.7863375443864665,953.0,846.0,107.0,27.100940805911435
D1_0002,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,932.0,826.0,106.0,26.801838028334245
D1_0077,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,0.5,-2.0111611454409267e-06,1.4005280366946663e-05,0.0004898827873258743,0.0009338784421629228,0.00019128592576975753,0.0010679389574333592,0.013114307956895197,0.8744679980655149,0.8875823060224101,0.0,0.0010679389574333592,0.0010679389574333592,0.0,932.0,826.0,106.0,26.81047032844385
D1_0078,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,1.0,-4.089981608200795e-06,2.780000179051825e-05,0.0009701624429449549,0.0018556582970437891,0.00038545607312220426,0.00213213079395901,0.013038600572387166,0.8703304235844473,0.8833690241568345,-1.0,0.0006276053455400578,0.00213213079395901,0.7056440686855332,932.0,827.0,105.0,26.814505298270962
D1_0079,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,2.0,-8.439181035095106e-06,5.4778959642171815e-05,0.0019020623042756454,0.003662936539192802,0.0007821674411409073,0.004249059969236361,0.012892018479093546,0.8620580941932677,0.8749501126723612,-2.0,0.0012700703163454662,0.004249059969236361,0.7010938123865259,933.0,827.0,106.0,26.830327557335366
D1_0080,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,3.0,-1.3025509385910319e-05,8.097829563901252e-05,0.002796065596922884,0.0054219243349219225,0.0011895665010875143,0.0063503731760376075,0.012751738109592469,0.8537961761650357,0.8665479142746281,-2.0,0.0017780426631315795,0.0063503731760376075,0.7200097358308302,934.0,828.0,106.0,26.84535306519451
D1_0081,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,5.0,-2.282712650542714e-05,0.00013119572715599115,0.004472321703185206,0.008795841674439935,0.002034131360619469,0.010504586421499495,0.012489375772803,0.837333458120511,0.8498228338933138,-4.0,0.002260086176182716,0.010504586421499495,0.7848476764818604,936.0,829.0,107.0,26.871201263711953
D1_0082,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,10.0,-5.0157570717279765e-05,0.0002456762175074559,0.008041415276792734,0.01640794982469068,0.004292270722419462,0.02059128333693901,0.01193107848051091,0.7968395925695516,0.8087706710500626,-8.0,0.004493199337143925,0.02059128333693901,0.7817911946710233,939.0,833.0,106.0,26.94855570220752
D1_0083,rear_gap_on_background,anchor_02_pvk690,D1_0002,690.0,10.0,20.0,0.0,15.0,-8.005626913789664e-05,0.0003473643745561456,0.010803189252679861,0.022902800916323195,0.006703628661292574,0.030221401915975984,0.01149398613346649,0.7578338351079621,0.7693278212414286,-12.0,0.00679051372009769,0.030221401915975984,0.7753077855561687,943.0,836.0,107.0,27.03005738371954
D1_0003,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,952.0,846.0,106.0,26.9018632665284
D1_0091,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,0.5,-5.667363061446747e-06,1.5964441200998318e-05,4.562366368397931e-05,0.0005641683170700696,0.0003569981069269325,0.0012222236576786914,0.013061800187470423,0.4615917172979342,0.47465351748540463,0.0,0.0012222236576786914,0.0012222236576786914,0.0,952.0,846.0,106.0,26.913093128375777
D1_0092,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,1.0,-1.1295068461069751e-05,3.185882560805419e-05,8.30151045753966e-05,0.0011175695617494693,0.0007148311824431443,0.0024402549903645003,0.013055531382519761,0.45797245212580767,0.4710279835083274,-1.0,0.0008215537358457616,0.0024402549903645003,0.663332832392632,953.0,846.0,107.0,26.920285459166216
D1_0093,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,2.0,-2.242752504889375e-05,6.34279789255171e-05,0.00013398790769061686,0.0021928447633654856,0.0014325138077734374,0.004863024933254724,0.013042906379479746,0.45092196594967054,0.4639648723291503,-2.0,0.0016586928343388055,0.004863024933254724,0.6589174727449576,953.0,847.0,106.0,26.942108482027415
D1_0094,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,3.0,-3.3390177710429384e-05,9.468975832939064e-05,0.00015467536135450196,0.0032274246622363235,0.0021520915726904242,0.007266935912352722,0.013030217889830565,0.4441245527912495,0.45715477068108007,-2.0,0.0018067996965507158,0.007266935912352722,0.7513670523116323,954.0,848.0,106.0,26.963853714844632
D1_0095,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,5.0,-5.478302964895918e-05,0.00015622961472278046,0.00011205895534846461,0.005181216680905273,0.0035932848634990795,0.01201315470630632,0.013004878280704029,0.4312952598691988,0.4443001381499028,-4.0,0.0025314644852327964,0.01201315470630632,0.789275627666403,956.0,849.0,107.0,27.004300854480324
D1_0096,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,10.0,-0.0001049915850404869,0.0003038002839425537,-0.0004089838224606417,0.009474116840759066,0.007169767685263116,0.023470654973881424,0.012943834941147925,0.4036579657151467,0.41660180065629465,-8.0,0.005148043838038437,0.023470654973881424,0.78066041004108,960.0,853.0,107.0,27.109660470183105
D1_0097,rear_gap_on_background,anchor_03_pvk710,D1_0003,710.0,10.0,20.0,0.0,15.0,-0.0001504055722208843,0.00044171337659749526,-0.0013781179551141016,0.013092543842990871,0.010639918826648751,0.03427030804179139,0.012889098518135347,0.38203753018575126,0.3949266287038866,-11.0,0.007306347097633197,0.03427030804179139,0.7868024095749775,963.0,856.0,107.0,27.218326149453198
D1_0004,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,944.0,840.0,104.0,26.66226805374814
D1_0105,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,0.5,-4.8802213617602e-06,1.3876180166591135e-05,0.000214705623385067,0.0006918095083107941,0.0003084698078085279,0.0011697683717063316,0.011862331468536855,0.5914072606542244,0.6032695921227613,0.0,0.0011697683717063316,0.0011697683717063316,0.0,945.0,840.0,105.0,26.671463054471133
D1_0106,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,1.0,-9.764240536008873e-06,2.7690091449967286e-05,0.0004197870619244324,0.0013714377075540142,0.0006188331048851554,0.002336320793909458,0.011852007447843822,0.587007448261903,0.5988594557097467,-1.0,0.0007318383415862065,0.002336320793909458,0.6867560552925642,945.0,841.0,104.0,26.685043058896174
D1_0107,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,2.0,-1.9535612671165434e-05,5.513095507231227e-05,0.0008017679203054797,0.002694442323525039,0.0012448100437222427,0.004659199486485664,0.011832709724540338,0.5783058508957296,0.5901385606202699,-2.0,0.0014781658870700208,0.004659199486485664,0.682742520178081,946.0,842.0,104.0,26.706509586320525
D1_0108,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,3.0,-2.9298880447829928e-05,8.232190560968362e-05,0.0011473394640489159,0.003969676620982234,0.0018770770521789701,0.006967505637914123,0.011815118621752347,0.5697414293260111,0.5815565479477635,-2.0,0.0017706663924714598,0.006967505637914123,0.7458679641626313,947.0,842.0,105.0,26.728528383669826
D1_0109,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,5.0,-4.874688865824903e-05,0.0001359489733664962,0.0017349262125013333,0.006380067258525365,0.003157133402592213,0.011536106004042085,0.011784650151347572,0.553052065947546,0.5648367160988936,-4.0,0.002330850295674235,0.011536106004042085,0.797951726964234,948.0,844.0,104.0,26.775295844057347
D1_0110,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,10.0,-9.640188676075764e-05,0.0002655308604358335,0.0026660362083404665,0.011636601515700435,0.0064107877243520465,0.022632887009003937,0.011732080857833055,0.5141456991797423,0.5258777800375753,-8.0,0.004700404574799153,0.022632887009003937,0.7923197083549609,952.0,847.0,105.0,26.891265762780915
D1_0111,rear_gap_on_background,anchor_04_front5,D1_0004,700.0,5.0,20.0,0.0,15.0,-0.00014191518144097303,0.0003885336751631585,0.0029651827861606347,0.015917089320180617,0.009669748817933688,0.03318868392843571,0.011706811755505225,0.47959386863614156,0.49130068039164676,-11.0,0.006865626562839165,0.03318868392843571,0.7931335096732544,956.0,851.0,105.0,27.004843777747823
D1_0005,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,939.0,832.0,107.0,26.918211741961105
D1_0119,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,0.5,-4.220483585391383e-06,1.2935863446565924e-05,0.00034869515886079257,0.0008304092618401126,0.00024594178347070857,0.0011027345081902732,0.011730714283889884,0.7530455024962619,0.7647762167801518,0.0,0.0011027345081902732,0.0011027345081902732,0.0,939.0,832.0,107.0,26.92352594610209
D1_0120,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,1.0,-8.459944562720149e-06,2.5791681163311605e-05,0.0006870208357205639,0.0016480025482892913,0.0004945173182629915,0.0022026478640999954,0.011709398303595894,0.7481915630498056,0.7599009613534015,-1.0,0.0006766407838889889,0.0022026478640999954,0.6928057385307637,940.0,832.0,108.0,26.930119107093642
D1_0121,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,2.0,-1.6986903887853423e-05,5.1268924479194936e-05,0.0013330731412471348,0.0032448323224698564,0.0009992087739682616,0.00439359385485576,0.011669017704613954,0.7385371587962545,0.7502061765008684,-2.0,0.0013653410234404913,0.00439359385485576,0.6892427774288858,941.0,833.0,108.0,26.94181313181557
D1_0122,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,3.0,-2.556394463878025e-05,7.64422886715716e-05,0.0019392137065989122,0.004790745934578298,0.0015133499342876466,0.0065720122068195904,0.011631489149129945,0.7289618131882162,0.740593302337346,-2.0,0.0018077745819878312,0.0065720122068195904,0.7249282981988446,941.0,834.0,107.0,26.952587090043988
D1_0123,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,5.0,-4.280711113644292e-05,0.00012591292517450214,0.003036243119918043,0.007731419929944831,0.00256707689751133,0.010888047258716503,0.011564325740201178,0.7100832450699908,0.7216475708101918,-4.0,0.0023609157844529187,0.010888047258716503,0.7831644436918777,943.0,835.0,108.0,26.980599786447247
D1_0124,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,10.0,-8.584581535903485e-05,0.0002447853349054489,0.005162224554183919,0.014230552833600123,0.0053164330310275345,0.021404981547818256,0.011435904971868527,0.6648243448287672,0.6762602498006358,-8.0,0.004702807224145663,0.021404981547818256,0.7802937968603385,947.0,838.0,109.0,27.04689021216509
D1_0125,rear_gap_on_background,anchor_05_front15,D1_0005,700.0,15.0,20.0,0.0,15.0,-0.00012785157548653856,0.00035722890584947916,0.006530284490992261,0.01960025270604537,0.008162437381711029,0.03146618841587271,0.011352786080352829,0.6228988540651551,0.6342516401455079,-11.0,0.007024510662572324,0.03146618841587271,0.7767600393879006,950.0,842.0,108.0,27.116477084638834
D1_0006,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,836.0,106.0,26.778713460517267
D1_0133,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,0.5,-4.12045982925495e-06,1.195788948872329e-05,0.0002744774066717482,0.0007358645319585749,0.00028621096127035185,0.0011025157713340694,0.010846003113637068,0.6674412748473991,0.6782872779610362,0.0,0.0011025157713340694,0.0011025157713340694,0.0,942.0,836.0,106.0,26.783402618402285
D1_0134,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,1.0,-8.243922212465044e-06,2.3844467363967735e-05,0.0005395232861031984,0.0014593469336540005,0.0005742804333075792,0.0022017102384543886,0.010829975238116105,0.6628242482437059,0.6736542234818219,-1.0,0.0007722379953917621,0.0022017102384543886,0.6492553916023587,943.0,837.0,106.0,26.79006639419307
D1_0135,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,2.0,-1.649379401526125e-05,4.7407038548726564e-05,0.0010419379987081623,0.0028694462473403642,0.0011556091882285603,0.00438969138676993,0.010799629033513931,0.653678355610277,0.6644779846437909,-2.0,0.0015583087846352515,0.00438969138676993,0.6450072118208967,943.0,837.0,106.0,26.801328601388953
D1_0136,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,3.0,-2.4738187485314528e-05,7.069390534119308e-05,0.00150849371050745,0.004230923658652574,0.0017432219361788587,0.006563075505502411,0.010771460008638342,0.6446556427859794,0.6554271027946178,-2.0,0.0016534985622910041,0.006563075505502411,0.7480604084312714,944.0,838.0,106.0,26.81762766410448
D1_0137,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,5.0,-4.117005833235868e-05,0.00011646176826343371,0.002339105729907514,0.006810990206374254,0.0029343106125019063,0.010862752490144349,0.010721202417996557,0.6270040869064989,0.6377252893244955,-4.0,0.0024039644475297634,0.010862752490144349,0.7786965642721904,946.0,840.0,106.0,26.843577290211375
D1_0138,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,10.0,-8.15412711476937e-05,0.00022637562029471198,0.003877158143320859,0.012470574909466802,0.005971596858556844,0.021302847277787224,0.010626542890853703,0.5853947477936456,0.5960212906844994,-7.0,0.00478430262954405,0.021302847277787224,0.7754148744927299,949.0,843.0,106.0,26.916788265676562
D1_0139,rear_gap_on_background,anchor_06_rear10,D1_0006,700.0,10.0,10.0,0.0,15.0,-0.00012033565582501724,0.0003301749651027638,0.004769094295471191,0.01711054169357318,0.009030634388732028,0.031241707389355992,0.010568403352220562,0.5476826692065723,0.5582510725587928,-11.0,0.006875572108189871,0.031241707389355992,0.7799232922035378,953.0,846.0,107.0,26.9944784388933
D1_0007,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,941.0,835.0,106.0,26.898151932896972
D1_0147,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,0.5,-4.972957876296564e-06,1.4816952488647972e-05,0.000292776133707763,0.0007882048843854161,0.00026753247316184473,0.0011675756607783477,0.012690357452955521,0.6750782076597678,0.6877685651127233,0.0,0.0011675756607783477,0.0011675756607783477,0.0,942.0,836.0,106.0,26.907679339598733
D1_0148,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,1.0,-9.971836774941272e-06,2.957359439560992e-05,0.0005749158013955215,0.0015638633656099778,0.0005378108257816245,0.002332787498028358,0.012677363206295105,0.6703839792230262,0.6830613424293213,-1.0,0.0006481613544031489,0.002332787498028358,0.7221515654765097,942.0,836.0,106.0,26.919588103941592
D1_0149,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,2.0,-2.0035864017492918e-05,5.890796970611571e-05,0.001107835438048832,0.003077566777180937,0.0010862157206418801,0.004655561507985676,0.012653247004699858,0.6610516845072271,0.6737049315119269,-2.0,0.0013078729151086254,0.004655561507985676,0.7190730027161636,943.0,837.0,106.0,26.939939817411407
D1_0150,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,3.0,-3.0170072090296464e-05,8.800620287944439e-05,0.001599901473350937,0.004541252575535087,0.0016444298851860863,0.006967215865560913,0.012631473543752363,0.6518030534955275,0.6644345270392799,-2.0,0.0019189653049178836,0.006967215865560913,0.7245721473331452,944.0,837.0,107.0,26.960225009064597
D1_0151,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,5.0,-5.0568649134925365e-05,0.00014549979392034588,0.0024663365179723768,0.007319842613937844,0.002787117824790843,0.01155284400502305,0.012594283611644386,0.6335965941161551,0.6461908777277994,-4.0,0.002337837944059099,0.01155284400502305,0.7976396164405377,945.0,839.0,106.0,27.001442796316898
D1_0152,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,10.0,-0.00010153734351037265,0.00028509881661787945,0.004006567707151086,0.013426459305590173,0.005760246548615388,0.02274979067727468,0.012531931421359038,0.5901794656511803,0.6027113970725393,-8.0,0.004613310278850222,0.02274979067727468,0.7972152647778614,949.0,842.0,107.0,27.10915938122097
D1_0153,rear_gap_on_background,anchor_07_rear30,D1_0007,700.0,10.0,30.0,0.0,15.0,-0.0001511932851934383,0.00041855534505876485,0.004787131856283052,0.018426093559366592,0.008824437631336952,0.033476674481492205,0.012502894972144437,0.5504158894143915,0.5629187843865359,-12.0,0.006895423244694531,0.033476674481492205,0.7940230518265274,953.0,846.0,107.0,27.221251107486786
D1_0001,rear_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,836.0,106.0,26.8269263548786
D1_0006,rear_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,10.0,10.0,0.0,0.0,-9.802059338492663e-06,2.9360651816112725e-05,0.0004108621042576255,0.0010183322401217819,0.00023132580585989547,0.0007352478265916314,0.03993300048531814,1.385019041596406,1.4249520420817243,0.0,0.0007352478265916314,0.0007352478265916314,0.0,942.0,836.0,106.0,26.778713460517267
D1_0007,rear_roughness_nuisance,anchor_01_nominal,D1_0001,700.0,10.0,30.0,0.0,0.0,1.4244854400282305e-05,4.181568008127355e-05,-0.0006113247269730128,0.0014987983881935207,-0.00033496041803767563,0.0010884517217439223,0.03841757906751829,1.3770003374997093,1.4154179165672276,0.0,0.0010884517217439223,0.0010884517217439223,0.0,941.0,835.0,106.0,26.898151932896972
D1_0001,thickness_nuisance,anchor_01_nominal,D1_0001,700.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,942.0,836.0,106.0,26.8269263548786
D1_0002,thickness_nuisance,anchor_01_nominal,D1_0001,690.0,10.0,20.0,0.0,0.0,0.00013752279604402275,0.0004488487063257682,-0.010480820840399524,0.02313411281680822,-0.0047480327352247996,0.02690549112290974,0.016682420115482606,0.8598286762775263,0.876511096393009,10.0,0.004436842184857676,0.02690549112290974,0.8350952909727877,932.0,826.0,106.0,26.801838028334245
D1_0003,thickness_nuisance,anchor_01_nominal,D1_0001,710.0,10.0,20.0,0.0,0.0,-0.00018442269372296184,0.0005193541052613371,0.004149814626375655,0.017994465703288432,0.0070044201140562635,0.02916837127062169,0.017805385855892104,0.6169170549955394,0.6347224408514315,-10.0,0.004390844206428879,0.02916837127062169,0.849465567834042,952.0,846.0,106.0,26.9018632665284
D1_0008,thickness_nuisance,anchor_01_nominal,D1_0001,675.0,10.0,20.0,0.0,0.0,0.0001605803266891698,0.0011241511597916043,-0.034077540837469104,0.06204320132541508,-0.007931846390379126,0.06285736440081541,0.01788415996291791,0.987047451270646,1.004931611233564,26.0,0.011344310743020593,0.06285736440081541,0.8195229651901627,916.0,1024.0,108.0,26.863882289698758
D1_0009,thickness_nuisance,anchor_01_nominal,D1_0001,676.0,10.0,20.0,0.0,0.0,0.00016744143546944463,0.001073550842078008,-0.03238953470246418,0.05943750564304831,-0.0078466344882116,0.06060870474459635,0.017712816114482662,0.9806760578949271,0.9983888740094098,25.0,0.010894183057350985,0.06060870474459635,0.8202538215713598,917.0,1025.0,108.0,26.85622906687164
D1_0010,thickness_nuisance,anchor_01_nominal,D1_0001,677.0,10.0,20.0,0.0,0.0,0.00017304872315757297,0.001024077077768375,-0.030700380415090812,0.05682035838482327,-0.007744796582496677,0.05833988413931635,0.017553635782389738,0.9739539120293,0.9915075478116897,24.0,0.01044311899828841,0.05833988413931635,0.8209952050410296,918.0,1026.0,108.0,26.849039895468273
D1_0011,thickness_nuisance,anchor_01_nominal,D1_0001,678.0,10.0,20.0,0.0,0.0,0.00017740530743500668,0.000975684905986645,-0.02901450816891357,0.054195355902120365,-0.007626019981873343,0.05605075391723901,0.01740716828585891,0.966897893686529,0.984305061972388,23.0,0.009991320209051779,0.05605075391723901,0.8217451236462523,919.0,1027.0,108.0,26.842322647077864
D1_0012,thickness_nuisance,anchor_01_nominal,D1_0001,679.0,10.0,20.0,0.0,0.0,0.00018051760809628748,0.0009283164159243875,-0.027336244492249816,0.05156584344543434,-0.0074899755926447036,0.05374113643324484,0.017273851606720417,0.9595227579433018,0.9767966095500222,22.0,0.009539086793555024,0.05374113643324484,0.8224993473034552,920.0,815.0,105.0,26.836084592239175
D1_0013,thickness_nuisance,anchor_01_nominal,D1_0001,680.0,10.0,20.0,0.0,0.0,0.0001823952754685799,0.0008819016439906614,-0.025669798705229507,0.04893494035839839,-0.0073363190010153,0.05141082459938819,0.01715400697932311,0.9518411879155257,0.9689951948948489,20.0,0.009086299530914077,0.05141082459938819,0.8232609649481831,921.0,816.0,105.0,26.830332359527066
D1_0014,thickness_nuisance,anchor_01_nominal,D1_0001,681.0,10.0,20.0,0.0,0.0,0.00018305111155862407,0.0008363596692271509,-0.02401925171686963,0.046305568691830556,-0.007164691835586086,0.04905958200853214,0.017047835203359386,0.9438639058069712,0.9609117410103305,19.0,0.008619005102444066,0.04905958200853214,0.8243155618214378,922.0,817.0,105.0,26.82507189417559
D1_0015,thickness_nuisance,anchor_01_nominal,D1_0001,682.0,10.0,20.0,0.0,0.0,0.00018250098430651966,0.0007915998922421819,-0.02238854698045682,0.04368048398042033,-0.006974723428621636,0.046687143738435,0.0169554148927406,0.9355998350453928,0.9525552499381333,18.0,0.008151293238348343,0.046687143738435,0.8254060414572368,923.0,818.0,105.0,26.820308542618974
D1_0016,thickness_nuisance,anchor_01_nominal,D1_0001,683.0,10.0,20.0,0.0,0.0,0.0001807637353327341,0.000747523475413749,-0.02078148338851763,0.04106230698015885,-0.0067660327931695794,0.04429321792701214,0.016876702809119522,0.9270563057265946,0.9439330085357142,17.0,0.007683453338280008,0.04429321792701214,0.8265320584532589,924.0,819.0,105.0,26.81604715321647
D1_0017,thickness_nuisance,anchor_01_nominal,D1_0001,684.0,10.0,20.0,0.0,0.0,0.00017786108156984988,0.0007040249152705329,-0.019201709863778185,0.03845355525240371,-0.006538230931014992,0.041877488206078776,0.01681153635113052,0.9182392951357082,0.9350508314868387,16.0,0.0072158224318271645,0.041877488206078776,0.8276920908838142,925.0,820.0,105.0,26.812292091990386
D1_0018,thickness_nuisance,anchor_01_nominal,D1_0001,685.0,10.0,20.0,0.0,0.0,0.00017381751117448766,0.0006609937123151931,-0.017652721389048203,0.03585667359111433,-0.006290923483608887,0.0394396170742103,0.016759638184910754,0.9091536949673158,0.9259133331522265,15.0,0.006748778038344439,0.0394396170742103,0.8288832767913081,926.0,821.0,105.0,26.809047383666183
D1_0019,thickness_nuisance,anchor_01_nominal,D1_0001,686.0,10.0,20.0,0.0,0.0,0.00016866017411733283,0.0006183160995551147,-0.016137856215845247,0.0332740624144628,-0.006023713734446821,0.036979250278978734,0.016720622913942725,0.8998035969749719,0.9165242198889146,14.0,0.006282728009801729,0.036979250278978734,0.8301012605068088,928.0,822.0,106.0,26.80631853182758
D1_0020,thickness_nuisance,anchor_01_nominal,D1_0001,687.0,10.0,20.0,0.0,0.0,0.00016241876785021473,0.000575876788962389,-0.014660293997532934,0.030708103373012132,-0.005736205966838347,0.034496022264341175,0.016694005603007673,0.890192589096145,0.9068865946991526,13.0,0.005818097096371857,0.034496022264341175,0.8313400585207161,929.0,823.0,106.0,26.804429161046627
D1_0021,thickness_nuisance,anchor_01_nominal,D1_0001,688.0,10.0,20.0,0.0,0.0,0.0001551254184492538,0.0005335606951329793,-0.013223054606416797,0.02816118155774468,-0.005428009175558397,0.03198956272009697,0.01667921189800377,0.8803240545721132,0.897003266470117,12.0,0.005355310093901448,0.03198956272009697,0.8325919569217164,930.0,824.0,106.0,26.80305066337857
D1_0022,thickness_nuisance,anchor_01_nominal,D1_0001,689.0,10.0,20.0,0.0,0.0,0.0001468145576319539,0.0004912545974979378,-0.011828997414228385,0.02563570381779579,-0.005098741124504084,0.02945950424695338,0.01667558942539714,0.870201467169868,0.8868770565952652,11.0,0.004894771550492792,0.02945950424695338,0.8338474568526049,931.0,825.0,106.0,26.802186099973714
D1_0023,thickness_nuisance,anchor_01_nominal,D1_0001,691.0,10.0,20.0,0.0,0.0,0.0001272887932086082,0.00040623810307131934,-0.009181062001227099,0.02065889656683718,-0.004375532783109749,0.024327189124692426,0.016698933073981088,0.849210176356467,0.8659091094304481,9.0,0.003981812304887973,0.024327189124692426,0.8363225490426109,933.0,827.0,106.0,26.80200863542479
D1_0024,thickness_nuisance,anchor_01_nominal,D1_0001,692.0,10.0,20.0,0.0,0.0,0.00011615312452698925,0.0003633240319090617,-0.007932096324304465,0.018212593279395794,-0.003980912869239784,0.02172429632242058,0.01672431762653195,0.8383513559700192,0.855075673596551,8.0,0.0035298725192653233,0.02172429632242058,0.8375149893521607,934.0,828.0,106.0,26.802699760520575
