Wavelength_nm,R_front,T_front,R_stack,R_total,d_gap_rear_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
453.0,0.04193131469631514,0.9580686853036848,0.00511853790485726,0.04663060674216239,1.0,-2.2816873390674175e-11,-2.095249668210286e-11
454.0,0.04193131469631514,0.9580686853036848,0.004899258578151437,0.046429246637423316,1.0,-2.2780437258784758e-11,-2.0918655696533506e-11
455.0,0.04193131469631514,0.9580686853036848,0.004684133885231265,0.04623170525420415,1.0,-2.1837556936354918e-11,-2.0052466631614863e-11
456.0,0.04193131469631514,0.9580686853036848,0.004483590711706439,0.04604755677386937,1.0,-1.9848588918291998e-11,-1.8225788933623477e-11
457.0,0.04193131469631514,0.9580686853036848,0.0043117907456419755,0.045889804165848494,1.0,-1.6344888983943484e-11,-1.5008327913790254e-11
458.0,0.04193131469631514,0.9580686853036848,0.00416580882280159,0.04575576035510861,1.0,-1.1945926886580693e-11,-1.0968947972145315e-11
459.0,0.04193131469631514,0.9580686853036848,0.004044298071030045,0.045644187763265294,1.0,-8.161534816031324e-12,-7.493977660644191e-12
460.0,0.04193131469631514,0.9580686853036848,0.003950124742446516,0.04555771749493313,1.0,-4.948100956747581e-12,-4.543344866991816e-12
461.0,0.04193131469631514,0.9580686853036848,0.0038710448962293678,0.045485106640668974,1.0,-9.989257684916986e-13,-9.172038129001692e-13
462.0,0.04193131469631514,0.9580686853036848,0.0037994587221502223,0.04541937686679847,1.0,3.653028834288419e-12,3.3541641686340995e-12
463.0,0.04193131469631514,0.9580686853036848,0.0037556345937281043,0.04537913814547758,1.0,7.967816077064649e-12,7.315925643069932e-12
464.0,0.04193131469631514,0.9580686853036848,0.0037558605751368854,0.04537934563816786,1.0,1.1730288615452444e-11,1.0770571934326512e-11
465.0,0.04193131469631514,0.9580686853036848,0.0037909975285625474,0.045411607901892484,1.0,1.4973150323782658e-11,1.3748162330795566e-11
466.0,0.04193131469631514,0.9580686853036848,0.0038537346923907243,0.04546921253278448,1.0,1.7739715078846086e-11,1.628847057233429e-11
467.0,0.04193131469631514,0.9580686853036848,0.003949074228236861,0.04555675291309029,1.0,2.064243914690067e-11,1.895388013206656e-11
468.0,0.04193131469631514,0.9580686853036848,0.00407614668921694,0.04567343142659534,1.0,2.400003980274068e-11,2.203705967707137e-11
469.0,0.04193131469631514,0.9580686853036848,0.004224521049254558,0.0458096710148229,1.0,2.695925514079045e-11,2.475454563555246e-11
470.0,0.04193131469631514,0.9580686853036848,0.004390466519098037,0.045962046671258826,1.0,2.8759518204413137e-11,2.6407959152763283e-11
471.0,0.04193131469631514,0.9580686853036848,0.00458943513499158,0.046144747877143205,1.0,2.999739692755021e-11,2.7545084269053888e-11
472.0,0.04193131469631514,0.9580686853036848,0.004837303889772844,0.0463723554767992,1.0,3.160561569404141e-11,2.9022430292346968e-11
473.0,0.04193131469631514,0.9580686853036848,0.005121731911714521,0.04663353976629154,1.0,3.367251442953911e-11,3.092113370906091e-11
474.0,0.04193131469631514,0.9580686853036848,0.005417045004655718,0.04690472618196763,1.0,3.557536383536064e-11,3.2669311700317394e-11
475.0,0.04193131469631514,0.9580686853036848,0.005734543495215587,0.04719629297221761,1.0,3.6840697159590263e-11,3.3832180112991495e-11
476.0,0.04193131469631514,0.9580686853036848,0.006116505563986949,0.047547068566016606,1.0,3.801767581301796e-11,3.491416183942775e-11
477.0,0.04193131469631514,0.9580686853036848,0.006567263860483228,0.047961037764722304,1.0,3.974790028365982e-11,3.650452856662767e-11
478.0,0.04193131469631514,0.9580686853036848,0.007044456786891152,0.04839930116137431,1.0,4.218612004863731e-11,3.874534026948595e-11
479.0,0.04193131469631514,0.9580686853036848,0.007523723322076685,0.04883948665999886,1.0,4.4712966836002455e-11,4.1067746425760276e-11
480.0,0.04193131469631514,0.9580686853036848,0.008015584953356294,0.049291258609293565,1.0,4.5927215155949774e-11,4.2184741810835646e-11
481.0,0.04193131469631514,0.9580686853036848,0.008535553741811091,0.04976886708343214,1.0,4.579211836108765e-11,4.2062485439142705e-11
482.0,0.04193131469631514,0.9580686853036848,0.009097905919405161,0.050285429548868305,1.0,4.6267278203115936e-11,4.25009541449306e-11
483.0,0.04193131469631514,0.9580686853036848,0.00971069084559781,0.05084834600732304,1.0,4.860325510114283e-11,4.464906222523268e-11
484.0,0.04193131469631514,0.9580686853036848,0.010371611034478078,0.05145551291842121,1.0,5.177226876373897e-11,4.756289806451264e-11
485.0,0.04193131469631514,0.9580686853036848,0.011072264358504452,0.052099218196136846,1.0,5.4444298028255567e-11,5.0020612651913154e-11
486.0,0.04193131469631514,0.9580686853036848,0.011789543142918246,0.05275823684137416,1.0,5.6554006269693424e-11,5.1962038838393454e-11
487.0,0.04193131469631514,0.9580686853036848,0.01250774822139089,0.05341814628304545,1.0,5.871754818476127e-11,5.395316138301354e-11
488.0,0.04193131469631514,0.9580686853036848,0.013262453756366917,0.054111636345393496,1.0,6.211470227057703e-11,5.707827960277356e-11
489.0,0.04193131469631514,0.9580686853036848,0.014092031066470787,0.05487397587315622,1.0,6.7953490057171e-11,6.24479842836756e-11
490.0,0.04193131469631514,0.9580686853036848,0.014960066742029552,0.0556717135078268,1.0,7.514103922412474e-11,6.905823829450597e-11
491.0,0.04193131469631514,0.9580686853036848,0.01580933564958445,0.05645226044442289,1.0,8.151349387142126e-11,7.492017423116337e-11
492.0,0.04193131469631514,0.9580686853036848,0.016657236482349118,0.05723160550600079,1.0,8.73670649714775e-11,8.030598408481637e-11
493.0,0.04193131469631514,0.9580686853036848,0.01755675827720573,0.058058458418051684,1.0,9.48428384439648e-11,8.71841349114888e-11
494.0,0.04193131469631514,0.9580686853036848,0.01851191565454919,0.05893652066317519,1.0,1.045309845626452e-10,9.609765760920652e-11
495.0,0.04193131469631514,0.9580686853036848,0.019493024227117548,0.059838512750395624,1.0,1.1554016771109232e-10,1.0622739493593158e-10
496.0,0.04193131469631514,0.9580686853036848,0.020481572998395776,0.06074742018480774,1.0,1.2697418463880616e-10,1.1674949201845308e-10
497.0,0.04193131469631514,0.9580686853036848,0.021470484347303594,0.0616567364460963,1.0,1.37717365289447e-10,1.2663808890422956e-10
498.0,0.04193131469631514,0.9580686853036848,0.022480461260587205,0.06258550066755462,1.0,1.4917000620839893e-10,1.3718100266846278e-10
499.0,0.04193131469631514,0.9580686853036848,0.023567074842166986,0.0635848271015454,1.0,1.6794033871891934e-10,1.5445680845438403e-10
500.0,0.04193131469631514,0.9580686853036848,0.024727462797912898,0.06465210230288579,1.0,1.9748609692005203e-10,1.816480993399594e-10
501.0,0.04193131469631514,0.9580686853036848,0.02585336870151643,0.06568776177187265,1.0,2.2868244797802362e-10,2.103624635596546e-10
502.0,0.04193131469631514,0.9580686853036848,0.026886000570159958,0.06663770960968253,1.0,2.520350768364654e-10,2.3186437492217493e-10
503.0,0.04193131469631514,0.9580686853036848,0.027910842632959836,0.06758057281195794,1.0,2.750198749290611e-10,2.530314568982561e-10
504.0,0.04193131469631514,0.9580686853036848,0.02901005659658082,0.0685919489594901,1.0,3.1007643674918484e-10,2.853114966505643e-10
505.0,0.04193131469631514,0.9580686853036848,0.030181576002799877,0.06966995540862898,1.0,3.5893215483140395e-10,3.3029773360837567e-10
506.0,0.04193131469631514,0.9580686853036848,0.031401858245815636,0.07079294511347431,1.0,4.1782758503083883e-10,3.8453409900718327e-10
507.0,0.04193131469631514,0.9580686853036848,0.032631033404798934,0.07192423504707349,1.0,4.81575529454048e-10,4.4324820203112125e-10
508.0,0.04193131469631514,0.9580686853036848,0.03382831763324707,0.0730262859563999,1.0,5.455091031669745e-10,5.021439514196757e-10
509.0,0.04193131469631514,0.9580686853036848,0.03498128809891104,0.07408765260913877,1.0,6.164984217571501e-10,5.675449415987188e-10
510.0,0.04193131469631514,0.9580686853036848,0.036093942410680285,0.07511200368945573,1.0,7.129546397699471e-10,6.56403320586918e-10
511.0,0.04193131469631514,0.9580686853036848,0.037208822968066484,0.07613850035375233,1.0,8.424591857458807e-10,7.757082476356203e-10
512.0,0.04193131469631514,0.9580686853036848,0.03837981961597368,0.07721676792649611,1.0,9.897993466512212e-10,9.114637794516156e-10
513.0,0.04193131469631514,0.9580686853036848,0.03958374583075372,0.07832546801507306,1.0,1.1438233277205612e-09,1.0534043914933733e-09
514.0,0.04193131469631514,0.9580686853036848,0.04074973917859579,0.07939934247372221,1.0,1.3265495577008402e-09,1.2218058231816542e-09
515.0,0.04193131469631514,0.9580686853036848,0.04186566880247054,0.0804272069888188,1.0,1.558597202688805e-09,1.4356656696801195e-09
516.0,0.04193131469631514,0.9580686853036848,0.042971646923054135,0.08144600041799747,1.0,1.81474780341917e-09,1.671768182220923e-09
517.0,0.04193131469631514,0.9580686853036848,0.044084655502967016,0.08247136566554036,1.0,2.068382146114267e-09,1.905597457607655e-09
518.0,0.04193131469631514,0.9580686853036848,0.045194234928023644,0.0834936672318342,1.0,2.362455099602645e-09,2.1767293800767362e-09
519.0,0.04193131469631514,0.9580686853036848,0.04630119343353052,0.08451364901125885,1.0,2.7562216259324757e-09,2.539775945109568e-09
520.0,0.04193131469631514,0.9580686853036848,0.04742377111507674,0.08554811961935258,1.0,3.2230861174431524e-09,2.9702577897250393e-09
521.0,0.04193131469631514,0.9580686853036848,0.04855114212470819,0.08658710555654264,1.0,3.6886539933611573e-09,3.399627204747624e-09
522.0,0.04193131469631514,0.9580686853036848,0.04960579811379459,0.08755916639442068,1.0,4.1581102935839276e-09,3.83263865089134e-09
523.0,0.04193131469631514,0.9580686853036848,0.05053928747215228,0.08841962161818834,1.0,4.688792118456853e-09,4.322120966682164e-09
524.0,0.04193131469631514,0.9580686853036848,0.051427320122350476,0.08923823922107244,1.0,5.263620574125216e-09,4.85235904235104e-09
525.0,0.04193131469631514,0.9580686853036848,0.052359610648450815,0.09009772092685481,1.0,5.829021203218598e-09,5.374004380387376e-09
526.0,0.04193131469631514,0.9580686853036848,0.053374691837274085,0.09103360420270816,1.0,6.483899486764422e-09,5.9782725020385286e-09
527.0,0.04193131469631514,0.9580686853036848,0.05447731996242134,0.0920502943716798,1.0,7.451994459006794e-09,6.8715103607175365e-09
528.0,0.04193131469631514,0.9580686853036848,0.055534716813851,0.09302536706936561,1.0,8.623156771969676e-09,7.952150035683836e-09
529.0,0.04193131469631514,0.9580686853036848,0.056381676281933815,0.09380644860389756,1.0,9.510922237276898e-09,8.771458920309172e-09
530.0,0.04193131469631514,0.9580686853036848,0.057107211544182315,0.09447559473609915,1.0,9.99597942613617e-09,9.21936574305171e-09
531.0,0.04193131469631514,0.9580686853036848,0.05793145266022749,0.09523582475109177,1.0,1.0647524174844936e-08,9.820970758855907e-09
532.0,0.04193131469631514,0.9580686853036848,0.05888329833720297,0.0961138150179294,1.0,1.183977243329748e-08,1.092154025550407e-08
533.0,0.04193131469631514,0.9580686853036848,0.059847312921688496,0.09700310159934729,1.0,1.3448873154020546e-08,1.2406852836766014e-08
534.0,0.04193131469631514,0.9580686853036848,0.060762916901938774,0.09784779698501646,1.0,1.526804097040646e-08,1.4086155616932494e-08
535.0,0.04193131469631514,0.9580686853036848,0.061627832933993126,0.09864578965860288,1.0,1.673030666088371e-08,1.5436351141762117e-08
536.0,0.04193131469631514,0.9580686853036848,0.06243154596229708,0.09938736696393224,1.0,1.711796503850449e-08,1.5795094593373804e-08
537.0,0.04193131469631514,0.9580686853036848,0.06315181546065186,0.1000519944094968,1.0,1.6304430236480094e-08,1.504534064000751e-08
538.0,0.04193131469631514,0.9580686853036848,0.06380534821758102,0.10065507547312205,1.0,1.4528977063110737e-08,1.3407731452863558e-08
539.0,0.04193131469631514,0.9580686853036848,0.06448278069160872,0.10128024621642145,1.0,1.2545914765405008e-08,1.1578367667408607e-08
540.0,0.04193131469631514,0.9580686853036848,0.06523132225525163,0.10197108163030075,1.0,1.0967605615364029e-08,1.0122415641800053e-08
541.0,0.04193131469631514,0.9580686853036848,0.06596256194364133,0.10264599098657293,1.0,8.223770983639689e-09,7.590494233156164e-09
542.0,0.04193131469631514,0.9580686853036848,0.06659853060257191,0.10323300216866102,1.0,2.37503001987438e-09,2.1922565568432972e-09
543.0,0.04193131469631514,0.9580686853036848,0.06718048053900734,0.10377018055049196,1.0,-5.735235203419009e-09,-5.294131952271464e-09
544.0,0.04193131469631514,0.9580686853036848,0.06776431544284599,0.10430912530118693,1.0,-1.5391077551329957e-08,-1.4208030474360811e-08
545.0,0.04193131469631514,0.9580686853036848,0.0683484987626485,0.10484841816599916,1.0,-2.7924490830777415e-08,-2.5779319817731405e-08
546.0,0.04193131469631514,0.9580686853036848,0.06891640672014804,0.10537271171785213,1.0,-4.3997873150347644e-08,-4.061987832204572e-08
547.0,0.04193131469631514,0.9580686853036848,0.06946667882765135,0.10588074771287366,1.0,-6.308345551486738e-08,-5.824283545730058e-08
548.0,0.04193131469631514,0.9580686853036848,0.07000411856139649,0.10637695897982805,1.0,-8.58275077814108e-08,-7.92452370529384e-08
549.0,0.04193131469631514,0.9580686853036848,0.07052936531100523,0.10686193429324602,1.0,-1.134896952387221e-07,-1.0479058962231669e-07
550.0,0.04193131469631514,0.9580686853036848,0.07104121026705164,0.10733455596143278,1.0,-1.457279054650762e-07,-1.3456350017593266e-07
551.0,0.04193131469631514,0.9580686853036848,0.0715402510455364,0.1077953742424125,1.0,-1.8101352811106253e-07,-1.6715286169088905e-07
552.0,0.04193131469631514,0.9580686853036848,0.07202830609504766,0.10824606692263432,1.0,-2.177332636132956e-07,-2.0106912829165324e-07
553.0,0.04193131469631514,0.9580686853036848,0.07250492574415761,0.10868621748117567,1.0,-2.5494864201724976e-07,-2.3544568104882924e-07
554.0,0.04193131469631514,0.9580686853036848,0.07296608366389107,0.10911210617965375,1.0,-2.9548494918929524e-07,-2.728916440736251e-07
555.0,0.04193131469631514,0.9580686853036848,0.07341306518959165,0.1095249184581345,1.0,-3.4374679169779654e-07,-3.174752378487522e-07
556.0,0.04193131469631514,0.9580686853036848,0.07385796800782428,0.10993582634899755,1.0,-3.9971485739365153e-07,-3.691796469224018e-07
557.0,0.04193131469631514,0.9580686853036848,0.07429607673017709,0.1103404743080575,1.0,-4.6129303629682816e-07,-4.2606941962064493e-07
558.0,0.04193131469631514,0.9580686853036848,0.07468463965974957,0.11069937303727567,1.0,-5.253446112712945e-07,-4.852459790233299e-07
559.0,0.04193131469631514,0.9580686853036848,0.07499599341772455,0.11098696546938806,1.0,-5.851047306937307e-07,-5.40458870879057e-07
560.0,0.04193131469631514,0.9580686853036848,0.07525733346456029,0.11122836686034544,1.0,-6.383362962658623e-07,-5.896416174905328e-07
561.0,0.04193131469631514,0.9580686853036848,0.07550493058792156,0.1114570787254939,1.0,-6.909288486345311e-07,-6.382355090678304e-07
562.0,0.04193131469631514,0.9580686853036848,0.07577760771342058,0.11170896314958025,1.0,-7.51951084773661e-07,-6.946198514989899e-07
563.0,0.04193131469631514,0.9580686853036848,0.07610403411009384,0.11201050585105488,1.0,-8.332020683676777e-07,-7.69697131947078e-07
564.0,0.04193131469631514,0.9580686853036848,0.07645183091030648,0.11233179898864763,1.0,-9.251693786904713e-07,-8.546798958286583e-07
565.0,0.04193131469631514,0.9580686853036848,0.07677860942678379,0.11263368409558881,1.0,-9.818092929630984e-07,-9.070293029433962e-07
566.0,0.04193131469631514,0.9580686853036848,0.07710307867663055,0.11293344406382128,1.0,-9.88585965158717e-07,-9.133147589879265e-07
567.0,0.04193131469631514,0.9580686853036848,0.07745642121981008,0.11325988784772043,1.0,-9.983795237339388e-07,-9.223900546417863e-07
568.0,0.04193131469631514,0.9580686853036848,0.07776518495201509,0.11354515439859199,1.0,-1.0310511459332705e-06,-9.525996958192895e-07
569.0,0.04193131469631514,0.9580686853036848,0.077904510391008,0.11367387948025608,1.0,-1.028887836374004e-06,-9.50612133260309e-07
570.0,0.04193131469631514,0.9580686853036848,0.07792517120721854,0.11369296847917243,1.0,-9.534909046760021e-07,-8.809527760333946e-07
571.0,0.04193131469631514,0.9580686853036848,0.07803251315459632,0.11379214468452234,1.0,-8.481196645954148e-07,-7.836048712545063e-07
572.0,0.04193131469631514,0.9580686853036848,0.07829599983252075,0.11403559113935778,1.0,-7.541999803295507e-07,-6.968449181576908e-07
573.0,0.04193131469631514,0.9580686853036848,0.07860566067342671,0.11432170674960387,1.0,-6.579044277144064e-07,-6.078882422294596e-07
574.0,0.04193131469631514,0.9580686853036848,0.07886669035718366,0.11456289468980718,1.0,-5.334573237314455e-07,-4.929128636366187e-07
575.0,0.04193131469631514,0.9580686853036848,0.07903478789433346,0.11471821737229973,1.0,-3.4977214131981516e-07,-3.2319291035087794e-07
576.0,0.04193131469631514,0.9580686853036848,0.0791150937443194,0.11479242101980225,1.0,-8.411824219123343e-08,-7.772661024529892e-08
577.0,0.04193131469631514,0.9580686853036848,0.07921774293466648,0.11488727093380911,1.0,2.1996981282301764e-07,2.032574019233957e-07
578.0,0.04193131469631514,0.9580686853036848,0.0794175083151071,0.11507186050694074,1.0,4.963644379962773e-07,4.5866039277697723e-07
579.0,0.04193131469631514,0.9580686853036848,0.07960865075493902,0.115248485113101,1.0,7.97486268383496e-07,7.369207287999391e-07
580.0,0.04193131469631514,0.9580686853036848,0.07967883988270152,0.11531334388209809,1.0,1.2338195980593492e-06,1.1401231928831468e-06
581.0,0.04193131469631514,0.9580686853036848,0.07970276499167367,0.11533545213888646,1.0,1.7881108775319454e-06,1.6523248153460512e-06
582.0,0.04193131469631514,0.9580686853036848,0.07980247455928738,0.11542759032701314,1.0,2.3107750726364396e-06,2.1353166593379713e-06
583.0,0.04193131469631514,0.9580686853036848,0.07996985059911892,0.1155822585169154,1.0,2.740412190255226e-06,2.5323668152166245e-06
584.0,0.04193131469631514,0.9580686853036848,0.08013375893739083,0.11573372439796026,1.0,3.197296524620752e-06,2.954606304103602e-06
585.0,0.04193131469631514,0.9580686853036848,0.08024445670967559,0.11583602016583806,1.0,3.7932377265209594e-06,3.50534525901669e-06
586.0,0.04193131469631514,0.9580686853036848,0.08027991373050969,0.11586878618634296,1.0,4.474608502849642e-06,4.135014776265877e-06
587.0,0.04193131469631514,0.9580686853036848,0.08025416885230019,0.11584499519848901,1.0,5.12555981022067e-06,4.736552716155806e-06
588.0,0.04193131469631514,0.9580686853036848,0.08019278864654576,0.11578827361041856,1.0,5.82800586755583e-06,5.385658280010475e-06
589.0,0.04193131469631514,0.9580686853036848,0.08012230287312848,0.11572313790788405,1.0,6.736974883250757e-06,6.225599081907673e-06
590.0,0.04193131469631514,0.9580686853036848,0.08009396665509386,0.11569695259834556,1.0,7.70857806342562e-06,7.123434621308933e-06
591.0,0.04193131469631514,0.9580686853036848,0.08013299153425173,0.1157330152443466,1.0,8.459903318644435e-06,7.817753635439018e-06
592.0,0.04193131469631514,0.9580686853036848,0.08020094022476348,0.11579580648556353,1.0,9.004628361050648e-06,8.321178663145412e-06
593.0,0.04193131469631514,0.9580686853036848,0.08024752889374148,0.11583885918351562,1.0,9.5195636109352e-06,8.797064714669012e-06
594.0,0.04193131469631514,0.9580686853036848,0.08022664754478717,0.11581956265924434,1.0,1.0114708869649047e-05,9.347024040276541e-06
595.0,0.04193131469631514,0.9580686853036848,0.08011086639097334,0.1157125695237114,1.0,1.0834123078756752e-05,1.0011738402884718e-05
596.0,0.04193131469631514,0.9580686853036848,0.07992663957050639,0.11554232803164777,1.0,1.1544675974958785e-05,1.0668189736967593e-05
597.0,0.04193131469631514,0.9580686853036848,0.07973003099034694,0.11536064763535112,1.0,1.1969120625857088e-05,1.1060226845438503e-05
598.0,0.04193131469631514,0.9580686853036848,0.07960227292399094,0.11524259165146625,1.0,1.216883022996107e-05,1.1244650214792262e-05
599.0,0.04193131469631514,0.9580686853036848,0.07957025136838076,0.11521300204551228,1.0,1.2581296381777851e-05,1.1625759481437292e-05
600.0,0.04193131469631514,0.9580686853036848,0.0794783543260689,0.11512808477518781,1.0,1.310829098739863e-05,1.2112635442873554e-05
601.0,0.04193131469631514,0.9580686853036848,0.0791874026422952,0.11485923580886434,1.0,1.291562311826755e-05,1.1934309811154065e-05
602.0,0.04193131469631514,0.9580686853036848,0.07884428591847743,0.11454219307996318,1.0,1.1883008704680065e-05,1.0979835663588178e-05
603.0,0.04193131469631514,0.9580686853036848,0.07864123013165235,0.11435457214202967,1.0,1.1064957207318482e-05,1.0223786186994155e-05
604.0,0.04193131469631514,0.9580686853036848,0.07854999271727338,0.11427027098720147,1.0,1.0932642935029824e-05,1.0101453110838987e-05
605.0,0.04193131469631514,0.9580686853036848,0.07848297506029023,0.11420834871220131,1.0,1.0923538507123798e-05,1.0092983967729952e-05
606.0,0.04193131469631514,0.9580686853036848,0.07836631877287752,0.11410056268658773,1.0,1.0338438048748677e-05,9.55227720308982e-06
607.0,0.04193131469631514,0.9580686853036848,0.07808683513128374,0.11384233460828348,1.0,8.80484147000593e-06,8.13510839005327e-06
608.0,0.04193131469631514,0.9580686853036848,0.07767313958739917,0.11346011298880938,1.0,6.505551506802432e-06,6.010503409870083e-06
609.0,0.04193131469631514,0.9580686853036848,0.07734605834344957,0.11315792547745614,1.0,4.258701423856537e-06,3.934522295481746e-06
610.0,0.04193131469631514,0.9580686853036848,0.07721576690601696,0.11303755266975218,1.0,2.594244922091149e-06,2.3967407653119333e-06
611.0,0.04193131469631514,0.9580686853036848,0.07718117812861112,0.11300559723618969,1.0,1.2158464404582459e-06,1.1232788361820178e-06
612.0,0.04193131469631514,0.9580686853036848,0.07711206222247968,0.11294174360282012,1.0,-3.762204357354859e-07,-3.4757516247097e-07
613.0,0.04193131469631514,0.9580686853036848,0.07687866759085397,0.112726121665407,1.0,-2.8466199959858995e-06,-2.629828121977762e-06
614.0,0.04193131469631514,0.9580686853036848,0.07642643767351905,0.11230834051126606,1.0,-6.685766110764435e-06,-6.176359909404461e-06
615.0,0.04193131469631514,0.9580686853036848,0.07595535808683299,0.11187316247021609,1.0,-1.109796811417374e-05,-1.0251980155751017e-05
616.0,0.04193131469631514,0.9580686853036848,0.07570466947556664,0.11164158617263942,1.0,-1.4570522094276006e-05,-1.345954261719462e-05
617.0,0.04193131469631514,0.9580686853036848,0.07564899698929801,0.11159015877816345,1.0,-1.6901777908862048e-05,-1.561297223344471e-05
618.0,0.04193131469631514,0.9580686853036848,0.07560670793008392,0.11155109446984572,1.0,-1.9177220842034326e-05,-1.7714845240338062e-05
619.0,0.04193131469631514,0.9580686853036848,0.0754429863508962,0.11139985878516778,1.0,-2.2515116641044775e-05,-2.079792335418773e-05
620.0,0.04193131469631514,0.9580686853036848,0.0751374620802667,0.111117640274614,1.0,-2.730276298468226e-05,-2.52197801222237e-05
621.0,0.04193131469631514,0.9580686853036848,0.07480431322219676,0.11080991268070958,1.0,-3.2576205261772295e-05,-3.009006418339122e-05
622.0,0.04193131469631514,0.9580686853036848,0.07457383026884451,0.11059702201203901,1.0,-3.697253418173674e-05,-3.415021953753761e-05
623.0,0.04193131469631514,0.9580686853036848,0.0744445819115272,0.11047764071955748,1.0,-4.026976830802387e-05,-3.7195358576019855e-05
624.0,0.04193131469631514,0.9580686853036848,0.07431885770960316,0.11036151578718466,1.0,-4.343335195303166e-05,-4.011699834285953e-05
625.0,0.04193131469631514,0.9580686853036848,0.07416106671131244,0.11021577415420376,1.0,-4.713663158226189e-05,-4.3536942918240285e-05
626.0,0.04193131469631514,0.9580686853036848,0.0740293696280004,0.11009413531245978,1.0,-5.0870936726607474e-05,-4.69855567735572e-05
627.0,0.04193131469631514,0.9580686853036848,0.07396235581123879,0.1100322401306109,1.0,-5.3958567434758686e-05,-4.9837088396190166e-05
628.0,0.04193131469631514,0.9580686853036848,0.07392461877513506,0.1099973856702372,1.0,-5.704410608182997e-05,-5.2686786109770734e-05
629.0,0.04193131469631514,0.9580686853036848,0.07385232416559924,0.10993061365521925,1.0,-6.147184335943134e-05,-5.6775975495554354e-05
630.0,0.04193131469631514,0.9580686853036848,0.07373300867532605,0.1098204135787408,1.0,-6.623398313644613e-05,-6.11737310389493e-05
631.0,0.04193131469631514,0.9580686853036848,0.07362782034891889,0.10972326230250333,1.0,-6.771140918099272e-05,-6.253773277874186e-05
632.0,0.04193131469631514,0.9580686853036848,0.07357936450740239,0.10967850908146598,1.0,-6.620029063462984e-05,-6.11418222857818e-05
633.0,0.04193131469631514,0.9580686853036848,0.07357783048097598,0.10967709227644849,1.0,-6.672019370072835e-05,-6.162199213620434e-05
634.0,0.04193131469631514,0.9580686853036848,0.07357605532247338,0.10967545276549878,1.0,-7.02117414847353e-05,-6.48467447554868e-05
635.0,0.04193131469631514,0.9580686853036848,0.07356043425472446,0.10966102538177862,1.0,-7.222252172847665e-05,-6.670379590134612e-05
636.0,0.04193131469631514,0.9580686853036848,0.07353458484408426,0.10963715129572216,1.0,-7.041651042900832e-05,-6.503564063903289e-05
637.0,0.04193131469631514,0.9580686853036848,0.07350118801040455,0.10960630661204643,1.0,-6.74498694290121e-05,-6.229551239293751e-05
638.0,0.04193131469631514,0.9580686853036848,0.07349283793151051,0.10959859465071564,1.0,-6.566845203288818e-05,-6.065017948937712e-05
639.0,0.04193131469631514,0.9580686853036848,0.07353295100034525,0.10963564230654325,1.0,-6.498336049688691e-05,-6.0017642288467954e-05
640.0,0.04193131469631514,0.9580686853036848,0.07358463589994915,0.10968337766613875,1.0,-6.380413741802204e-05,-5.892878309822491e-05
641.0,0.04193131469631514,0.9580686853036848,0.07359864104955893,0.10969631263757357,1.0,-6.0469942430183e-05,-5.584941610572991e-05
642.0,0.04193131469631514,0.9580686853036848,0.07359372049374302,0.10969176807539353,1.0,-5.554981398668557e-05,-5.13052042889206e-05
643.0,0.04193131469631514,0.9580686853036848,0.07362225057892635,0.10971811812195799,1.0,-5.1257916959743244e-05,-4.734135992798261e-05
644.0,0.04193131469631514,0.9580686853036848,0.07364802218249115,0.10974192052214822,1.0,-4.703063480175629e-05,-4.343716586527324e-05
645.0,0.04193131469631514,0.9580686853036848,0.07358292929564343,0.10968180146995579,1.0,-3.949118522406092e-05,-3.647357159904108e-05
646.0,0.04193131469631514,0.9580686853036848,0.07343236191870141,0.10954274040933634,1.0,-2.8093999323214325e-05,-2.5946930185830053e-05
647.0,0.04193131469631514,0.9580686853036848,0.07328432397080188,0.10940601719670588,1.0,-1.6157511813302827e-05,-1.4922489136912076e-05
648.0,0.04193131469631514,0.9580686853036848,0.07314588910275766,0.10927816462842545,1.0,-5.766307876770016e-06,-5.325487488175296e-06
649.0,0.04193131469631514,0.9580686853036848,0.07294760208770586,0.10909503775115657,1.0,4.78046745461258e-06,4.414936598584607e-06
650.0,0.04193131469631514,0.9580686853036848,0.07271275127245319,0.10887814652952314,1.0,1.6824513730279156e-05,1.553773916246337e-05
651.0,0.04193131469631514,0.9580686853036848,0.0725391292500962,0.10871780454586899,1.0,2.869962321157271e-05,2.6504214700628914e-05
652.0,0.04193131469631514,0.9580686853036848,0.07242965790780401,0.10861670767496133,1.0,3.854302647192387e-05,3.5594293744153904e-05
653.0,0.04193131469631514,0.9580686853036848,0.07224237278268789,0.10844375187299433,1.0,4.815538943411801e-05,4.447054468191547e-05
654.0,0.04193131469631514,0.9580686853036848,0.07187766144306394,0.10810695268642222,1.0,6.016940407871374e-05,5.556351563720807e-05
655.0,0.04193131469631514,0.9580686853036848,0.07139686141950108,0.10766296512439624,1.0,7.38523574451283e-05,6.819625965370779e-05
656.0,0.04193131469631514,0.9580686853036848,0.07091734652227061,0.10722018217654333,1.0,8.795487255122691e-05,8.121538773049608e-05
657.0,0.04193131469631514,0.9580686853036848,0.07047171632784724,0.1068087042951556,1.0,0.00010285412353609746,9.496937402250771e-05
658.0,0.04193131469631514,0.9580686853036848,0.06998726372053048,0.10636139677904675,1.0,0.00011803206885104,0.00010897927479899816
