Wavelength_nm,R_front,T_front,R_stack,R_total,d_gap_rear_nm,Delta_R_stack_vs_pristine,Delta_R_total_vs_pristine
497.0,0.04193131469631514,0.9580686853036848,0.02147048420958623,0.061656736319458214,0.0,0.0,0.0
498.0,0.04193131469631514,0.9580686853036848,0.0224804611114172,0.06258550053037362,0.0,0.0,0.0
499.0,0.04193131469631514,0.9580686853036848,0.023567074674226647,0.06358482694708859,0.0,0.0,0.0
500.0,0.04193131469631514,0.9580686853036848,0.0247274626004268,0.06465210212123769,0.0,0.0,0.0
501.0,0.04193131469631514,0.9580686853036848,0.025853368472833982,0.06568776156151018,0.0,0.0,0.0
502.0,0.04193131469631514,0.9580686853036848,0.02688600031812488,0.06663770937781816,0.0,0.0,0.0
503.0,0.04193131469631514,0.9580686853036848,0.02791084235793996,0.06758057255892648,0.0,0.0,0.0
504.0,0.04193131469631514,0.9580686853036848,0.029010056286504382,0.0685919486741786,0.0,0.0,0.0
505.0,0.04193131469631514,0.9580686853036848,0.03018157564386772,0.06966995507833125,0.0,0.0,0.0
506.0,0.04193131469631514,0.9580686853036848,0.03140185782798805,0.07079294472894021,0.0,0.0,0.0
507.0,0.04193131469631514,0.9580686853036848,0.032631032923223405,0.07192423460382528,0.0,0.0,0.0
508.0,0.04193131469631514,0.9580686853036848,0.033828317087737966,0.07302628545425595,0.0,0.0,0.0
509.0,0.04193131469631514,0.9580686853036848,0.03498128748241262,0.07408765204159383,0.0,0.0,0.0
510.0,0.04193131469631514,0.9580686853036848,0.036093941697725646,0.0751120030330524,0.0,0.0,0.0
511.0,0.04193131469631514,0.9580686853036848,0.0372088221256073,0.07613849957804408,0.0,0.0,0.0
512.0,0.04193131469631514,0.9580686853036848,0.03837981862617433,0.07721676701503233,0.0,0.0,0.0
513.0,0.04193131469631514,0.9580686853036848,0.03958374468693039,0.07832546696166867,0.0,0.0,0.0
514.0,0.04193131469631514,0.9580686853036848,0.04074973785204623,0.07939934125191639,0.0,0.0,0.0
515.0,0.04193131469631514,0.9580686853036848,0.04186566724387334,0.08042720555315314,0.0,0.0,0.0
516.0,0.04193131469631514,0.9580686853036848,0.04297164510830633,0.08144599874622929,0.0,0.0,0.0
517.0,0.04193131469631514,0.9580686853036848,0.04408465343458487,0.0824713637599429,0.0,0.0,0.0
518.0,0.04193131469631514,0.9580686853036848,0.045194232565568544,0.08349366505510482,0.0,0.0,0.0
519.0,0.04193131469631514,0.9580686853036848,0.046301190677308895,0.0845136464714829,0.0,0.0,0.0
520.0,0.04193131469631514,0.9580686853036848,0.047423767891990626,0.08554811664909479,0.0,0.0,0.0
521.0,0.04193131469631514,0.9580686853036848,0.04855113843605419,0.08658710215691544,0.0,0.0,0.0
522.0,0.04193131469631514,0.9580686853036848,0.0496057939556843,0.08755916256178203,0.0,0.0,0.0
523.0,0.04193131469631514,0.9580686853036848,0.05053928278336016,0.08841961729606737,0.0,0.0,0.0
524.0,0.04193131469631514,0.9580686853036848,0.0514273148587299,0.08923823436871339,0.0,0.0,0.0
525.0,0.04193131469631514,0.9580686853036848,0.05235960481942961,0.09009771555285043,0.0,0.0,0.0
526.0,0.04193131469631514,0.9580686853036848,0.0533746853533746,0.09103359822443566,0.0,0.0,0.0
527.0,0.04193131469631514,0.9580686853036848,0.05447731251042688,0.09205028750016944,0.0,0.0,0.0
528.0,0.04193131469631514,0.9580686853036848,0.055534708190694226,0.09302535911721557,0.0,0.0,0.0
529.0,0.04193131469631514,0.9580686853036848,0.05638166677101158,0.09380643983243864,0.0,0.0,0.0
530.0,0.04193131469631514,0.9580686853036848,0.05710720154820289,0.0944755855167334,0.0,0.0,0.0
531.0,0.04193131469631514,0.9580686853036848,0.05793144201270332,0.09523581493012101,0.0,0.0,0.0
532.0,0.04193131469631514,0.9580686853036848,0.058883286497430534,0.09611380409638914,0.0,0.0,0.0
533.0,0.04193131469631514,0.9580686853036848,0.05984729947281534,0.09700308919249445,0.0,0.0,0.0
534.0,0.04193131469631514,0.9580686853036848,0.0607629016338978,0.09784778289886084,0.0,0.0,0.0
535.0,0.04193131469631514,0.9580686853036848,0.061627816203686465,0.09864577422225174,0.0,0.0,0.0
536.0,0.04193131469631514,0.9580686853036848,0.06243152884433204,0.09938735116883765,0.0,0.0,0.0
537.0,0.04193131469631514,0.9580686853036848,0.06315179915622163,0.10005197936415616,0.0,0.0,0.0
538.0,0.04193131469631514,0.9580686853036848,0.06380533368860396,0.1006550620653906,0.0,0.0,0.0
