parameter,bad-20-1,bad-20-2,bad-20-2__152450,bad-20-3,bad-23-1,bad-23-2,bad-23-3,good-21-1,good-21-2,good-21-3,good-22-1,good-22-2,good-22-3
d_bulk_nm,409.53408044072904,432.02981735311033,408.18704412714504,404.4632618603154,440.59018530258817,426.58484210086107,409.29979780228393,444.3883793885731,445.6291862758985,451.00499595573734,429.971448954449,435.3102151136396,436.0886216717946
d_rough_nm,99.87051028935615,99.94673229601008,99.98319459433004,99.96825199870014,90.07620576851862,99.99993134813094,99.87097391636954,50.9657640285883,47.41424183356107,52.334588777165095,75.77268343269519,69.93580081172858,68.30440197874388
d_total_nm,509.4045907300852,531.9765496491204,508.1702387214751,504.4315138590156,530.6663910711068,526.584773448992,509.17077171865344,495.3541434171614,493.04342810945957,503.33958473290244,505.7441323871442,505.24601592536817,504.3930236505385
ito_alpha,12.867018616605922,9.175881872459508,13.275539569453784,14.24165160742369,9.348063733604414,8.987077764002759,11.352921274413543,13.461565638211182,13.277706323771117,8.978071980623488,11.126800207200048,10.605473133564512,11.364477973213104
sigma_thickness_nm,36.220712347906854,47.33069856518898,33.05191018108056,29.942468342163963,48.08944042151349,48.1734370692772,45.422872807341406,26.071338089786003,24.094744976960527,32.551586131529895,31.615779260227548,30.589317493040166,30.230729829198058
pvk_b_scale,0.2757624031590633,0.10394157012741417,0.16560511235747294,0.6559506727285498,0.10000000004472202,0.1000011103878942,0.5969587636984147,1.6960302372473037,1.699946495249984,1.531031814186805,0.7427165196649969,1.0182707397788133,1.308180102641431
niox_k,0.02237679480455021,0.447814697746278,0.026386361905171046,0.08821953861302198,0.0764199201595184,0.22206479883895316,0.03956062087449805,0.4840438349619979,0.47428454770389994,0.4844860311147252,0.4841390104271853,0.4653328493510074,0.4688942398359749
chisqr,0.09268878637860867,0.028301521835764877,0.13654214105596207,0.20603084441454309,0.012288097435768693,0.007386869388343547,0.03196683468463257,0.002651747654055403,0.004653617118217021,0.044710088156390965,0.002281485448296463,0.0023908019243121695,0.0010099501103279017
